Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,3.22,2.5476,0,0.00018582,1856.9,7.6382e-05,246.55,5.8117e-05,109.31,-0.00017939,-1675.2,0.018371
2,3.2754,3.3987,0,0.00017389,1737.7,7.916e-05,352.96,5.2127e-05,149.85,-0.00016445,-1477.4,0.019199
3,4.4134,1.5283,0,0.00011424,1141.7,4.0128e-05,25.514,3.591e-05,-6.179,-0.00011388,-1131.7,0.03547
4,4.2738,4.1493,0,0.00012436,1242.7,4.9423e-05,-11.611,2.4921e-05,-195.71,-0.00012686,-1336.1,0.033561
5,1.6261,0.80736,0,0.00010532,1052.5,3.5999e-05,-52.813,2.7708e-05,-115.1,-0.00010804,-1135.1,0.003029
6,1.8669,2.9229,0,0.00021053,2103.9,7.9119e-05,-112.08,4.1708e-05,-393.16,-0.00021771,-2342.3,0.0055518
7,3.7286,0.6262,0,8.373e-05,836.72,3.4811e-05,103.47,2.4751e-05,27.885,-8.1239e-05,-768.48,0.023169
8,1.6507,5.0443,0,0.00011145,1113.7,3.6835e-05,-56.135,3.1501e-05,-96.216,-0.00011398,-1189.3,0.003293
9,3.5971,5.4767,0,7.8621e-05,785.67,3.3112e-05,85.337,2.1322e-05,-3.2473,-7.6849e-05,-740.87,0.021239
10,4.3241,2.583,0,0.0001375,1374.1,5.3352e-05,-2.7533,3.0984e-05,-170.82,-0.00013968,-1453.1,0.034641
11,0.95399,2.2118,0,0.00016134,1612.3,9.531e-05,362.12,5.7036e-06,-311.14,-0.00014956,-1477.7,0.0013674
12,1.1493,3.4106,0,0.00016736,1672.5,9.4632e-05,317.9,9.4325e-06,-322.26,-0.00015797,-1580.1,0.0020437
13,0.85239,4.7774,0,0.0001376,1375,7.7665e-05,317.75,1.4455e-05,-157.19,-0.00012857,-1231.8,0.00095871
14,4.8673,0.85555,0,9.9239e-05,991.7,3.4266e-05,31.96,3.3109e-05,23.267,-9.8297e-05,-964.06,0.042617
15,5.8487,1.1243,0,9.2554e-05,924.9,3.1043e-05,-5.7016,2.9171e-05,-19.762,-9.2979e-05,-937.55,0.061395
16,7.0237,1.2002,0,8.354e-05,834.82,2.8824e-05,2.8378,2.5687e-05,-20.729,-8.3819e-05,-843.52,0.085918
17,8.2108,1.2108,0,7.2764e-05,727.14,2.4408e-05,-2.2376,2.3136e-05,-11.792,-7.2998e-05,-734.11,0.11297
18,9.3765,1.2131,0,6.2813e-05,627.7,2.0863e-05,-0.48713,2.0455e-05,-3.5532,-6.2881e-05,-629.71,0.14153
19,10.527,1.1995,0,5.3622e-05,535.85,1.7837e-05,1.2023,1.7566e-05,-0.83314,-5.3615e-05,-535.66,0.17137
20,11.663,1.2047,0,4.5152e-05,451.21,1.531e-05,4.421,1.4612e-05,-0.8238,-4.5089e-05,-449.39,0.20225
21,12.795,1.2093,0,3.7478e-05,374.52,1.2921e-05,6.3745,1.2013e-05,-0.44317,-3.7373e-05,-371.51,0.23416
22,13.905,1.2113,0,3.0589e-05,305.67,1.0761e-05,7.6207,9.6582e-06,-0.66683,-3.0462e-05,-302.11,0.2664
23,15.022,1.2019,0,2.4388e-05,243.71,8.7619e-06,8.2496,7.587e-06,-0.57824,-2.4245e-05,-239.75,0.29956
24,16.146,1.1913,0,1.8899e-05,188.86,6.9693e-06,8.5254,5.7654e-06,-0.51998,-1.8746e-05,-184.69,0.33355
25,17.268,1.1775,0,1.4105e-05,140.95,5.3996e-06,8.6758,4.171e-06,-0.55544,-1.3944e-05,-136.67,0.36791
26,18.387,1.1773,0,1.0069e-05,100.62,4.0795e-06,8.8447,2.825e-06,-0.58057,-9.8948e-06,-96.153,0.40257
27,19.507,1.1791,0,6.7543e-06,67.496,2.9795e-06,8.8146,1.7246e-06,-0.61448,-6.5652e-06,-62.9,0.43748
28,20.628,1.1908,0,4.1785e-06,41.756,2.1085e-06,8.706,8.7485e-07,-0.56341,-3.962e-06,-36.906,0.47259
29,21.75,1.1921,0,2.3337e-06,23.321,1.4508e-06,8.3243,2.6676e-07,-0.57189,-2.0708e-06,-18.135,0.50782
30,22.874,1.1951,0,1.2315e-06,12.307,1.0019e-06,7.6858,-1.001e-07,-0.59452,-8.8024e-07,-6.4561,0.54315
31,22.863,2.3932,0,1.5717e-06,15.706,1.3472e-06,10.722,-2.4501e-07,-1.2409,-1.0199e-06,-7.0631,0.54293
32,22.86,3.6009,0,1.5739e-06,15.728,1.3488e-06,10.725,-2.4644e-07,-1.2617,-1.0215e-06,-7.0851,0.54292
33,22.868,4.7955,0,1.2376e-06,12.367,1.0058e-06,7.7044,-9.9625e-08,-0.60109,-8.8592e-07,-6.509,0.54319
34,21.744,4.7978,0,2.342e-06,23.404,1.448e-06,8.251,2.7472e-07,-0.56452,-2.0832e-06,-18.281,0.50786
35,20.613,4.7933,0,4.2057e-06,42.028,2.1063e-06,8.551,8.9106e-07,-0.57999,-3.995e-06,-37.292,0.47236
36,19.493,4.7897,0,6.7991e-06,67.944,2.9844e-06,8.7071,1.7478e-06,-0.58412,-6.6131e-06,-63.405,0.43728
37,18.374,4.787,0,1.01e-05,100.93,4.078e-06,8.7077,2.8437e-06,-0.56615,-9.9292e-06,-96.537,0.40243
38,17.257,4.786,0,1.416e-05,141.5,5.4096e-06,8.6078,4.1971e-06,-0.50259,-1.4e-05,-137.23,0.36783
39,16.136,4.7851,0,1.8917e-05,189.04,6.9728e-06,8.4871,5.7725e-06,-0.53153,-1.8766e-05,-184.9,0.33348
40,15.02,4.7996,0,2.439e-05,243.73,8.7534e-06,8.1098,7.591e-06,-0.62419,-2.4251e-05,-239.87,0.29974
41,13.905,4.8235,0,3.0596e-05,305.75,1.0729e-05,7.2424,9.6858e-06,-0.5925,-3.0475e-05,-302.34,0.26662
