Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	17.964	2.7809	0.	1.497e-004
2	18.875	3.2778	0.	1.1376e-004
3	17.337	2.4878	0.	1.2037e-004
4	16.38	2.3243	0.	1.0431e-004
5	18.456	3.269	0.	1.3741e-004
6	19.717	3.476	0.	4.792e-005
7	18.177	2.6738	0.	1.5031e-004
8	17.679	2.9938	0.	1.4824e-004
9	21.423	2.7161	0.	1.4645e-005
10	4.8724	3.0917	0.	2.5302e-004
11	9.7011	3.0163	0.	1.0481e-004
12	15.084	3.6693	0.	8.7036e-005
13	18.186	3.2511	0.	1.5712e-004
14	18.186	3.2511	0.1	2.8161e-004
15	15.084	3.6693	0.1	2.0871e-004
16	9.7011	3.0163	0.1	3.2696e-004
17	4.8724	3.0917	0.1	4.2501e-004
18	21.423	2.7161	0.1	4.5087e-005
19	17.679	2.9938	0.1	2.9116e-004
20	18.177	2.6738	0.1	2.9031e-004
21	19.717	3.476	0.1	8.045e-005
22	18.456	3.269	0.1	2.2776e-004
23	16.38	2.3243	0.1	1.5718e-004
24	17.337	2.4878	0.1	1.8658e-004
25	18.875	3.2778	0.1	1.2831e-004
26	17.964	2.7809	0.1	2.8243e-004
27	18.167	1.	0.1	1.3115e-004
28	18.167	1.5	0.1	2.3295e-004
29	18.167	2.	0.1	4.9646e-004
30	18.	2.	0.1	4.2228e-004
31	18.	1.5	0.1	2.9186e-004
32	18.	1.	0.1	2.0387e-004
33	18.167	5.	0.1	1.0997e-004
34	18.167	4.5	0.1	2.021e-004
35	18.167	4.	0.1	4.7084e-004
36	18.	4.	0.1	5.1331e-004
37	18.	4.5	0.1	1.8551e-004
38	18.	5.	0.1	2.0907e-004
39	18.167	6.	0.1	6.1289e-005
40	20.111	6.	0.1	5.8433e-005
41	22.056	6.	0.1	3.1708e-005
42	24.	6.	0.1	2.3688e-005
43	24.	3.	0.1	2.8284e-005
44	2.6226e-014	3.	0.1	4.775e-004
45	3.937e-014	6.	0.1	4.6547e-004
46	5.625	6.	0.1	4.1464e-004
47	11.25	6.	0.1	2.971e-004
48	15.188	6.	0.1	2.1968e-004
49	18.	6.	0.1	1.6173e-004
50	24.	0.	0.1	3.1332e-005
51	21.083	0.	0.1	4.162e-005
52	18.167	0.	0.1	6.0953e-005
53	18.	0.	0.1	1.3793e-004
54	15.75	2.4415e-030	0.1	1.8577e-004
55	13.5	2.0927e-030	0.1	2.4926e-004
56	9.	1.3952e-030	0.1	3.5356e-004
57	4.5	6.9758e-031	0.1	4.5119e-004
58	0.	0.	0.1	4.4983e-004
59	4.5	6.9758e-031	0.	2.599e-004
60	9.	1.3952e-030	0.	1.1589e-004
61	13.5	2.0927e-030	0.	9.0255e-005
62	15.75	2.4415e-030	0.	9.3179e-005
63	18.	0.	0.	3.8564e-005
64	0.	0.	0.	2.2557e-005
65	21.083	0.	0.	1.8877e-005
66	18.167	0.	0.	1.9868e-005
67	24.	0.	0.	1.0856e-005
68	15.188	6.	0.	9.3787e-005
69	11.25	6.	0.	1.0232e-004
70	5.625	6.	0.	2.4625e-004
71	18.	6.	0.	7.7842e-005
72	3.937e-014	6.	0.	1.4814e-005
73	2.6226e-014	3.	0.	6.0049e-006
74	24.	3.	0.	1.1571e-005
75	24.	6.	0.	1.2646e-005
76	22.056	6.	0.	1.374e-005
77	20.111	6.	0.	2.9989e-005
78	18.167	6.	0.	2.8544e-005
79	18.	4.5	0.	1.0056e-004
80	18.	5.	0.	1.0229e-004
81	18.	4.	0.	1.8475e-004
82	18.167	5.	0.	4.0357e-005
83	18.167	4.5	0.	8.3346e-005
84	18.167	4.	0.	1.8127e-004
85	18.	1.5	0.	1.167e-004
86	18.	1.	0.	7.2437e-005
87	18.	2.	0.	1.6634e-004
88	18.167	1.	0.	5.0986e-005
89	18.167	1.5	0.	8.8745e-005
90	18.167	2.	0.	1.9225e-004
91	18.07	2.7273	0.	1.4936e-004
92	17.821	2.8874	0.	1.4825e-004
93	18.075	3.016	0.	1.5328e-004
94	17.964	2.7809	5.e-002	1.046e-005
95	17.982	2.3904	0.	1.5778e-004
96	18.665	3.2734	0.	1.2516e-004
97	19.296	3.3769	0.	8.0689e-005
98	18.875	3.2778	5.e-002	7.2388e-006
99	18.521	3.6389	0.	1.051e-004
100	18.521	2.6389	0.	9.6271e-005
101	16.859	2.406	0.	1.123e-004
102	17.508	2.7408	0.	1.3396e-004
103	17.337	2.4878	5.e-002	3.2292e-006
104	17.669	2.2439	0.	1.4327e-004
105	15.732	2.9968	0.	9.522e-005
106	16.38	2.3243	5.e-002	2.3325e-006
107	16.065	1.1622	0.	9.8039e-005
108	17.19	3.4122	0.	1.0149e-004
109	17.19	1.9122	0.	1.0082e-004
110	17.19	1.6622	0.	8.2291e-005
111	18.316	2.9714	0.	1.4288e-004
112	18.321	3.26	0.	1.4698e-004
113	18.456	3.269	5.e-002	1.2001e-005
114	18.311	3.6345	0.	1.246e-004
115	20.57	3.096	0.	3.022e-005
116	19.717	3.476	5.e-002	3.5617e-006
117	19.914	4.738	0.	3.8214e-005
118	18.942	4.238	0.	3.2093e-005
119	18.942	3.988	0.	5.2181e-005
120	18.942	2.488	0.	5.4515e-005
121	18.177	2.6738	5.e-002	1.006e-005
122	18.172	2.3369	0.	1.3267e-004
123	17.679	2.9938	5.e-002	1.4303e-005
124	17.839	3.7469	0.	1.2393e-004
125	17.839	3.4969	0.	1.2926e-004
126	21.423	2.7161	5.e-002	1.1929e-006
127	21.253	1.358	0.	1.5876e-005
128	22.711	2.858	0.	1.2238e-005
129	21.739	4.358	0.	1.347e-005
130	19.795	1.858	0.	3.2736e-005
131	7.2868	3.054	0.	1.7877e-004
132	4.8724	3.0917	5.e-002	1.3758e-005
133	4.6862	1.5459	0.	2.5635e-004
134	5.2487	4.5459	0.	2.4958e-004
135	2.4362	3.0459	0.	1.2831e-004
136	12.393	3.3428	0.	8.8335e-005
137	9.7011	3.0163	5.e-002	2.4508e-006
138	9.3506	1.5082	0.	1.0968e-004
139	10.476	4.5082	0.	1.0184e-004
140	15.084	3.6693	5.e-002	4.94e-006
141	14.292	1.8346	0.	8.8239e-005
142	15.136	4.8346	0.	8.5367e-005
143	16.542	4.3346	0.	9.0928e-005
144	18.186	3.2511	5.e-002	6.0161e-006
145	18.093	3.6256	0.	1.3497e-004
146	18.321	3.26	0.1	2.5453e-004
147	18.075	3.016	0.1	2.8202e-004
148	18.093	3.6256	0.1	3.9679e-004
149	12.393	3.3428	0.1	2.6747e-004
150	15.732	2.9968	0.1	1.8294e-004
151	16.542	4.3346	0.1	2.0642e-004
152	15.136	4.8346	0.1	2.1232e-004
153	14.292	1.8346	0.1	2.2892e-004
154	7.2868	3.054	0.1	3.7507e-004
155	10.476	4.5082	0.1	3.1177e-004
156	9.3506	1.5082	0.1	3.402e-004
157	2.4362	3.0459	0.1	4.4975e-004
158	5.2487	4.5459	0.1	4.1908e-004
159	4.6862	1.5459	0.1	4.3742e-004
160	20.57	3.096	0.1	6.2432e-005
161	19.795	1.858	0.1	8.454e-005
162	21.739	4.358	0.1	3.8296e-005
163	22.711	2.858	0.1	3.6673e-005
164	21.253	1.358	0.1	4.3293e-005
165	17.508	2.7408	0.1	2.3853e-004
166	17.821	2.8874	0.1	2.86e-004
167	17.839	3.4969	0.1	4.0134e-004
168	17.839	3.7469	0.1	2.3821e-004
169	18.316	2.9714	0.1	2.5849e-004
170	18.07	2.7273	0.1	2.8618e-004
171	18.172	2.3369	0.1	3.8164e-004
172	19.296	3.3769	0.1	1.0426e-004
173	18.942	2.488	0.1	1.4395e-004
174	18.942	4.238	0.1	9.1706e-005
175	18.942	3.988	0.1	1.3316e-004
176	19.914	4.738	0.1	6.8785e-005
177	18.665	3.2734	0.1	1.7768e-004
178	18.311	3.6345	0.1	3.4405e-004
179	16.859	2.406	0.1	1.7188e-004
180	17.19	1.9122	0.1	2.1593e-004
181	17.19	1.6622	0.1	1.7501e-004
182	17.19	3.4122	0.1	1.7068e-004
183	16.065	1.1622	0.1	1.7132e-004
184	17.669	2.2439	0.1	3.0437e-004
185	18.521	2.6389	0.1	2.9653e-004
186	18.521	3.6389	0.1	2.975e-004
187	17.982	2.3904	0.1	3.5222e-004
188	18.167	1.25	0.1	1.8202e-004
189	18.167	0.5	0.1	9.6053e-005
190	18.167	1.	5.e-002	3.8585e-006
191	18.167	1.75	0.1	3.6285e-004
192	18.167	1.5	5.e-002	5.5052e-006
193	18.083	2.	0.1	4.4206e-004
194	18.167	2.	5.e-002	2.8446e-005
195	18.	1.75	0.1	3.4548e-004
196	18.	2.	5.e-002	3.5887e-006
197	18.	1.25	0.1	2.4759e-004
198	18.	1.5	5.e-002	3.7449e-005
199	18.	0.5	0.1	1.5765e-004
200	18.	1.	5.e-002	1.2502e-005
201	18.167	4.75	0.1	1.5539e-004
202	18.167	5.5	0.1	8.0186e-005
203	18.167	5.	5.e-002	8.0716e-006
204	18.167	4.25	0.1	3.299e-004
205	18.167	4.5	5.e-002	1.3634e-005
206	18.083	4.	0.1	4.7668e-004
207	18.167	4.	5.e-002	1.2597e-005
208	18.	4.25	0.1	3.4879e-004
209	18.	4.	5.e-002	3.5528e-005
210	18.	4.75	0.1	1.9656e-004
211	18.	4.5	5.e-002	8.5624e-006
212	18.	5.5	0.1	1.8244e-004
213	18.	5.	5.e-002	1.4938e-005
214	19.139	6.	0.1	5.7602e-005
215	18.167	6.	5.e-002	4.1407e-006
216	21.083	6.	0.1	4.4472e-005
217	20.111	6.	5.e-002	3.48e-006
218	23.028	6.	0.1	2.7589e-005
219	22.056	6.	5.e-002	8.3762e-007
220	24.	4.5	0.1	2.5967e-005
221	24.	6.	5.e-002	1.5254e-006
222	24.	1.5	0.1	2.9576e-005
223	24.	3.	5.e-002	1.0453e-006
224	3.9339e-014	4.5	0.1	4.6269e-004
225	1.3113e-014	1.5	0.1	4.5072e-004
226	2.6581e-014	3.	5.e-002	5.3156e-005
227	2.8125	6.	0.1	4.3552e-004
228	5.2451e-014	6.	5.e-002	7.5541e-005
229	8.4375	6.	0.1	3.557e-004
230	5.625	6.	5.e-002	1.4676e-005
