Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	2.6216	3.5689	0.	1.6292e-004
2	1.9005	2.8983	0.	1.4451e-004
3	1.1318	3.4704	0.	1.3388e-004
4	3.3791	3.6586	0.	1.8625e-004
5	2.4579	2.0709	0.	2.3916e-004
6	3.2827	1.4532	0.	1.1086e-004
7	2.2477	2.9973	0.	2.7945e-004
8	2.4193	3.2958	0.	3.8794e-004
9	19.118	2.9851	0.	2.6228e-005
10	14.29	3.0821	0.	6.9263e-005
11	8.0718	3.3664	0.	4.1685e-005
12	4.3032	4.6815	0.	1.1382e-004
13	2.7447	2.7367	0.	1.7985e-004
14	1.8108	2.9023	0.	1.777e-004
15	2.5928	1.6946	0.	-1.1623e-005
16	1.8556	2.9003	0.	9.2381e-005
17	5.3443	2.0002	0.	9.3319e-005
18	5.3443	2.0002	0.1	-9.3319e-005
19	1.8556	2.9003	0.1	-9.2381e-005
20	2.5928	1.6946	0.1	1.1623e-005
21	1.8108	2.9023	0.1	-1.777e-004
22	2.7447	2.7367	0.1	-1.7985e-004
23	4.3032	4.6815	0.1	-1.1382e-004
24	8.0718	3.3664	0.1	-4.1685e-005
25	14.29	3.0821	0.1	-6.9263e-005
26	19.118	2.9851	0.1	-2.6228e-005
27	2.4193	3.2958	0.1	-3.8794e-004
28	2.2477	2.9973	0.1	-2.7945e-004
29	3.2827	1.4532	0.1	-1.1086e-004
30	2.4579	2.0709	0.1	-2.3916e-004
31	3.3791	3.6586	0.1	-1.8625e-004
32	1.1318	3.4704	0.1	-1.3388e-004
33	1.9005	2.8983	0.1	-1.4451e-004
34	2.6216	3.5689	0.1	-1.6292e-004
35	2.1667	1.	0.1	-1.0559e-004
36	2.1667	1.5	0.1	-1.1353e-004
37	2.1667	2.	0.1	-5.209e-004
38	2.	2.	0.1	-2.7937e-004
39	2.	1.5	0.1	2.5376e-005
40	2.	1.	0.1	2.5329e-005
41	2.1667	5.	0.1	-1.2667e-004
42	2.1667	4.5	0.1	-2.5377e-004
43	2.1667	4.	0.1	-7.7101e-004
44	2.	4.	0.1	-2.3757e-004
45	2.	4.5	0.1	-1.1142e-004
46	2.	5.	0.1	-9.0818e-005
47	2.1667	6.	0.1	-1.0002e-004
48	4.7867	6.	0.1	-7.7158e-005
49	8.28	6.	0.1	-5.7842e-005
50	13.52	6.	0.1	-5.7284e-005
