Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	4.0402	3.5032	0.	1.2495e-004
2	3.3033	2.6905	0.	1.5066e-004
3	3.8638	4.2097	0.	1.2793e-004
4	0.96513	0.81655	0.	1.1089e-004
5	3.5432	0.68085	0.	8.8287e-005
6	1.6391	4.0908	0.	1.693e-004
7	3.2327	5.4743	0.	8.2982e-005
8	1.111	4.4377	0.	1.2194e-004
9	4.5949	1.5504	0.	1.0895e-004
10	4.6197	0.75355	0.	1.0464e-004
11	5.7865	0.88057	0.	9.5585e-005
12	6.9096	1.0492	0.	8.4608e-005
13	8.0099	1.1466	0.	7.4049e-005
14	9.1488	1.1735	0.	6.4687e-005
15	10.305	1.169	0.	5.5277e-005
16	11.446	1.1748	0.	4.6682e-005
17	12.59	1.1755	0.	3.8776e-005
18	13.728	1.1764	0.	3.1613e-005
19	14.87	1.1769	0.	2.5192e-005
20	16.007	1.1791	0.	1.9512e-005
21	17.147	1.1812	0.	1.458e-005
22	18.286	1.1843	0.	1.04e-005
23	19.426	1.1853	0.	6.9736e-006
24	20.567	1.1865	0.	4.3002e-006
25	21.711	1.1924	0.	2.3827e-006
26	22.857	1.1976	0.	1.2471e-006
27	22.855	2.4018	0.	1.5797e-006
28	22.851	3.6002	0.	1.5828e-006
29	22.855	4.7985	0.	1.2483e-006
30	21.709	4.8009	0.	2.3912e-006
31	20.566	4.7909	0.	4.304e-006
32	19.424	4.7776	0.	6.9862e-006
33	18.281	4.7453	0.	1.0416e-005
34	17.142	4.7168	0.	1.4605e-005
35	16.004	4.7025	0.	1.9531e-005
36	14.868	4.6968	0.	2.5196e-005
37	13.729	4.6957	0.	3.1599e-005
38	12.593	4.6952	0.	3.8726e-005
39	11.444	4.7263	0.	4.6604e-005
40	10.281	4.7523	0.	5.5407e-005
41	9.0823	4.7378	0.	6.5256e-005
42	7.8383	4.6828	0.	7.5336e-005
43	6.5846	4.6877	0.	8.6894e-005
44	5.1396	4.7144	0.	9.6194e-005
45	4.242	5.2645	0.	1.0499e-004
46	5.1371	3.5677	0.	9.8973e-005
47	5.711	1.7752	0.	9.1714e-005
48	6.7847	2.1427	0.	8.4818e-005
49	7.8994	2.3228	0.	7.4431e-005
50	9.0926	2.3472	0.	6.4117e-005
51	10.272	2.3466	0.	5.5157e-005
52	11.436	2.3521	0.	4.6543e-005
53	12.587	2.3568	0.	3.8703e-005
54	13.726	2.3579	0.	3.1584e-005
55	14.867	2.36	0.	2.5201e-005
56	16.005	2.3623	0.	1.9545e-005
57	17.145	2.3652	0.	1.463e-005
58	18.284	2.3671	0.	1.0467e-005
59	19.424	2.3711	0.	7.0727e-006
60	20.563	2.3864	0.	4.443e-006
61	21.702	2.4016	0.	2.6131e-006
62	21.703	3.5971	0.	2.6126e-006
63	20.557	3.5834	0.	4.4547e-006
64	19.422	3.5737	0.	7.0792e-006
65	18.277	3.5509	0.	1.0491e-005
66	17.14	3.542	0.	1.465e-005
67	16.002	3.5334	0.	1.9554e-005
68	14.864	3.528	0.	2.5209e-005
69	13.725	3.5251	0.	3.1588e-005
70	12.586	3.5242	0.	3.8692e-005
71	11.435	3.5205	0.	4.6509e-005
72	10.278	3.5155	0.	5.5071e-005
73	9.0537	3.538	0.	6.4469e-005
74	7.7813	3.49	0.	7.5824e-005
75	6.3318	3.3118	0.	8.4904e-005
76	3.0167	5.0829	0.	7.9449e-005
77	3.4642	4.7194	0.	1.2327e-004
78	1.0967	1.3596	0.	1.3665e-004
79	1.9256	3.9033	0.	3.2493e-004
80	2.6308	2.412	0.	2.105e-004
81	3.122	3.4685	0.	1.5586e-004
82	2.9741	1.9995	0.	1.4656e-004
83	3.4915	1.4552	0.	1.0771e-004
84	3.9622	2.5702	0.	1.3228e-004
85	4.5974	2.4104	0.	1.0946e-004
86	5.338	2.3206	0.	1.0117e-004
87	2.7107	3.4332	0.	1.4213e-004
88	2.7167	3.0432	0.	1.9127e-004
89	2.1037	3.8686	0.	4.1288e-004
90	2.1037	3.8686	0.1	4.1288e-004
91	2.7167	3.0432	0.1	1.9127e-004
92	2.7107	3.4332	0.1	1.4213e-004
93	5.338	2.3206	0.1	1.0117e-004
94	4.5974	2.4104	0.1	1.0946e-004
95	3.9622	2.5702	0.1	1.3228e-004
96	3.4915	1.4552	0.1	1.0771e-004
97	2.9741	1.9995	0.1	1.4656e-004
98	3.122	3.4685	0.1	1.5586e-004
99	2.6308	2.412	0.1	2.105e-004
100	1.9256	3.9033	0.1	3.2493e-004
101	1.0967	1.3596	0.1	1.3665e-004
102	3.4642	4.7194	0.1	1.2327e-004
103	3.0167	5.0829	0.1	7.9449e-005
104	6.3318	3.3118	0.1	8.4904e-005
105	7.7813	3.49	0.1	7.5824e-005
106	9.0537	3.538	0.1	6.4469e-005
107	10.278	3.5155	0.1	5.5071e-005
108	11.435	3.5205	0.1	4.6509e-005
109	12.586	3.5242	0.1	3.8692e-005
110	13.725	3.5251	0.1	3.1588e-005
111	14.864	3.528	0.1	2.5209e-005
112	16.002	3.5334	0.1	1.9554e-005
113	17.14	3.542	0.1	1.465e-005
114	18.277	3.5509	0.1	1.0491e-005
115	19.422	3.5737	0.1	7.0792e-006
116	20.557	3.5834	0.1	4.4547e-006
117	21.703	3.5971	0.1	2.6126e-006
118	21.702	2.4016	0.1	2.6131e-006
119	20.563	2.3864	0.1	4.443e-006
120	19.424	2.3711	0.1	7.0727e-006
121	18.284	2.3671	0.1	1.0467e-005
122	17.145	2.3652	0.1	1.463e-005
123	16.005	2.3623	0.1	1.9545e-005
124	14.867	2.36	0.1	2.5201e-005
125	13.726	2.3579	0.1	3.1584e-005
126	12.587	2.3568	0.1	3.8703e-005
127	11.436	2.3521	0.1	4.6543e-005
128	10.272	2.3466	0.1	5.5157e-005
129	9.0926	2.3472	0.1	6.4117e-005
