Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	6.137	3.3334	0.	288.35
2	7.1119	1.7472	0.	-30.385
3	4.29	2.8373	0.	-28.062
4	7.3168	3.392	0.	-26.213
5	4.3357	0.65575	0.	64.414
6	6.5285	0.48093	0.	112.87
7	4.5968	4.6533	0.	207.8
8	6.7241	4.7166	0.	120.75
9	6.3231	5.0634	0.	86.831
10	3.8611	1.8454	0.	73.09
11	4.6578	5.4028	0.	158.72
12	6.5086	5.4598	0.	103.05
13	3.322	0.92335	0.	70.557
14	3.7755	5.1673	0.	18.723
15	2.746	4.5615	0.	-41.665
16	1.3242	4.6882	0.	256.24
17	1.1557	1.183	0.	265.54
18	2.2935	1.1047	0.	-49.458
19	7.5105	0.703	0.	-7.4118
20	8.4174	1.1987	0.	-20.384
21	9.9077	1.1895	0.	8.458
22	11.188	1.2007	0.	-3.9725
23	12.395	1.2069	0.	1.2874
24	13.591	1.1966	0.	3.5464
25	14.77	1.1868	0.	5.7357
26	15.935	1.1855	0.	7.0321
27	17.083	1.1865	0.	7.9124
28	18.236	1.1867	0.	8.2916
29	19.39	1.1944	0.	8.4732
30	20.539	1.1957	0.	8.462
31	21.696	1.1934	0.	8.1809
32	22.847	1.1959	0.	7.5999
33	1.3452	3.5056	0.	287.96
34	1.2575	2.3444	0.	285.85
35	22.841	2.3946	0.	10.606
36	22.841	3.6	0.	10.608
37	22.842	4.8062	0.	7.5769
38	21.686	4.8069	0.	8.1433
39	20.535	4.7975	0.	8.4513
40	19.383	4.8003	0.	8.3741
41	18.233	4.7842	0.	8.2678
42	17.083	4.7511	0.	7.9406
43	15.93	4.7261	0.	7.2039
44	14.775	4.7725	0.	5.7412
45	13.608	4.7714	0.	3.8828
46	12.415	4.7692	0.	1.1813
47	11.192	4.7664	0.	-3.7439
48	9.9192	4.7659	0.	6.714
49	8.4385	4.7489	0.	-11.356
50	7.5674	5.2613	0.	2.4509
51	2.7203	3.2755	0.	-52.597
52	2.5588	2.1836	0.	-32.891
53	8.611	3.5161	0.	-14.416
54	8.5873	2.3545	0.	-19.165
55	9.8199	2.3401	0.	2.9796
56	11.093	2.3839	0.	-2.1477
57	12.353	2.3843	0.	-0.24659
58	13.568	2.3748	0.	3.2891
59	14.756	2.3741	0.	6.5577
60	15.929	2.3728	0.	8.2744
61	17.081	2.3736	0.	9.4422
62	18.231	2.3765	0.	9.976
63	19.377	2.3906	0.	10.287
64	20.527	2.3995	0.	10.495
65	21.685	2.3921	0.	10.584
66	21.682	3.599	0.	10.593
67	20.524	3.5979	0.	10.464
68	19.373	3.5912	0.	10.313
69	18.23	3.5798	0.	9.9147
70	17.078	3.5586	0.	9.3643
71	15.926	3.5514	0.	8.3038
72	14.756	3.5649	0.	6.508
73	13.567	3.5714	0.	3.1499
74	12.36	3.5719	0.	-0.50849
75	11.102	3.5672	0.	-1.9309
76	9.8407	3.5698	0.	2.6824
77	7.1302	4.1474	0.	-41.383
78	4.5383	1.1299	0.	114.81
79	4.8466	5.0291	0.	239.86
80	4.0735	3.9389	0.	18.912
81	6.2885	0.89672	0.	142.24
82	6.5708	1.2289	0.	124.21
83	5.4424	2.687	0.	412.06
84	5.1689	3.2009	0.	477.43
85	7.4498	2.4084	0.	10.938
86	6.1443	2.4621	0.	380.88
87	6.1443	2.4621	0.1	1085.9
88	7.4498	2.4084	0.1	974.06
89	5.1689	3.2009	0.1	1534.8
90	5.4424	2.687	0.1	1643.5
91	6.5708	1.2289	0.1	871.75
92	6.2885	0.89672	0.1	495.56
93	4.0735	3.9389	0.1	1256.
94	4.8466	5.0291	0.1	561.95
95	4.5383	1.1299	0.1	738.02
96	7.1302	4.1474	0.1	978.43
97	9.8407	3.5698	0.1	586.92
98	11.102	3.5672	0.1	489.6
99	12.36	3.5719	0.1	399.71
100	13.567	3.5714	0.1	321.88
101	14.756	3.5649	0.1	253.53
102	15.926	3.5514	0.1	194.46
103	17.078	3.5586	0.1	143.98
104	18.23	3.5798	0.1	101.32
105	19.373	3.5912	0.1	66.508
106	20.524	3.5979	0.1	39.258
107	21.682	3.599	0.1	19.524
108	21.685	2.3921	0.1	19.49
109	20.527	2.3995	0.1	39.168
110	19.377	2.3906	0.1	66.414
111	18.231	2.3765	0.1	101.24
112	17.081	2.3736	0.1	143.73
113	15.929	2.3728	0.1	194.48
114	14.756	2.3741	0.1	253.56
115	13.568	2.3748	0.1	321.81
116	12.353	2.3843	0.1	400.2
117	11.093	2.3839	0.1	490.4
118	9.8199	2.3401	0.1	588.96
119	8.5873	2.3545	0.1	713.38
120	8.611	3.5161	0.1	719.07
121	2.5588	2.1836	0.1	1398.5
122	2.7203	3.2755	0.1	1386.7
123	7.5674	5.2613	0.1	707.63
124	8.4385	4.7489	0.1	701.84
125	9.9192	4.7659	0.1	588.31
126	11.192	4.7664	0.1	484.73
127	12.415	4.7692	0.1	396.72
128	13.608	4.7714	0.1	320.33
129	14.775	4.7725	0.1	253.29
130	15.93	4.7261	0.1	194.6
131	17.083	4.7511	0.1	144.06
132	18.233	4.7842	0.1	101.45
133	19.383	4.8003	0.1	66.383
134	20.535	4.7975	0.1	38.908
135	21.686	4.8069	0.1	19.115
136	22.842	4.8062	0.1	6.7991
137	22.841	3.6	0.1	7.3117
138	22.841	2.3946	0.1	7.3088
139	1.2575	2.3444	0.1	1399.6
140	1.3452	3.5056	0.1	1383.6
141	22.847	1.1959	0.1	6.7458
142	21.696	1.1934	0.1	19.004
143	20.539	1.1957	0.1	38.761
144	19.39	1.1944	0.1	66.133
145	18.236	1.1867	0.1	101.25
146	17.083	1.1865	0.1	143.99
147	15.935	1.1855	0.1	194.64
148	14.77	1.1868	0.1	253.66
149	13.591	1.1966	0.1	321.6
150	12.395	1.2069	0.1	397.84
151	11.188	1.2007	0.1	485.44
152	9.9077	1.1895	0.1	587.34
153	8.4174	1.1987	0.1	701.4
154	7.5105	0.703	0.1	687.35
155	2.2935	1.1047	0.1	1391.
156	1.1557	1.183	0.1	1330.1
157	1.3242	4.6882	0.1	1331.
158	2.746	4.5615	0.1	1323.1
159	3.7755	5.1673	0.1	1045.1
160	3.322	0.92335	0.1	1152.1
