Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	4.9198	2.6752	0.	368.04
2	5.584	3.5316	0.	30.187
3	4.4894	2.6602	0.	156.45
4	6.0572	3.6709	0.	155.33
5	3.8684	2.0742	0.	56.197
6	6.997	4.0836	0.	53.326
7	5.3264	3.5132	0.	44.704
8	5.1943	2.6289	0.	354.79
9	19.343	2.9994	0.	1.2849
10	14.608	2.9614	0.	2.2796
11	9.1931	2.763	0.	-5.6794
12	2.3523	3.8373	0.	317.14
13	6.4457	2.2798	0.	33.553
14	5.8356	2.6708	0.	104.44
15	4.9801	3.2205	0.	-28.534
16	5.2157	3.0995	0.	71.565
17	5.4645	2.9372	0.	91.56
18	7.2248	1.4053	0.	46.933
19	7.2248	1.4053	0.1	704.71
20	5.4645	2.9372	0.1	1941.7
21	5.2157	3.0995	0.1	2170.4
22	4.9801	3.2205	0.1	2072.1
23	5.8356	2.6708	0.1	1384.6
24	6.4457	2.2798	0.1	944.19
25	2.3523	3.8373	0.1	1181.2
26	9.1931	2.763	0.1	534.25
27	14.608	2.9614	0.1	288.22
28	19.343	2.9994	0.1	101.17
29	5.1943	2.6289	0.1	2261.6
30	5.3264	3.5132	0.1	2519.5
31	6.997	4.0836	0.1	735.13
32	3.8684	2.0742	0.1	1026.3
33	6.0572	3.6709	0.1	1068.6
34	4.4894	2.6602	0.1	1456.6
35	5.584	3.5316	0.1	1587.
36	4.9198	2.6752	0.1	1841.4
37	5.2667	5.	0.1	1250.3
38	5.2667	4.5	0.1	1634.5
39	5.2667	4.	0.1	4992.3
40	5.1	4.	0.1	4742.8
41	5.1	4.5	0.1	1306.9
42	5.1	5.	0.1	1220.4
43	5.2667	1.	0.1	1046.2
44	5.2667	1.5	0.1	1780.1
45	5.2667	2.	0.1	4137.5
46	5.1	2.	0.1	4176.2
47	5.1	1.5	0.1	1778.6
48	5.1	1.	0.1	851.13
49	5.2667	6.	0.1	650.15
50	7.6083	6.	0.1	555.14
51	9.95	6.	0.1	469.37
52	14.633	6.	0.1	285.05
53	19.317	6.	0.1	104.92
54	24.	6.	0.1	49.285
55	24.	3.	0.1	38.781
56	2.6226e-014	3.	0.1	1866.7
57	24.	0.	0.1	47.124
58	19.317	0.	0.1	103.83
59	14.633	0.	0.1	290.29
60	9.95	0.	0.1	492.52
61	7.6083	0.	0.1	538.79
62	5.2667	0.	0.1	628.81
63	5.1	0.	0.1	1111.9
64	2.55	1.0919e-030	0.1	904.98
65	0.	0.	0.1	1802.9
66	3.937e-014	6.	0.1	1632.8
67	2.55	6.	0.1	1098.6
68	5.1	6.	0.1	1288.
69	2.55	6.	0.	290.01
70	5.1	6.	0.	-102.09
71	3.937e-014	6.	0.	-725.76
72	2.55	1.0919e-030	0.	364.17
73	5.1	0.	0.	124.47
74	0.	0.	0.	-853.03
75	7.6083	0.	0.	59.005
76	9.95	0.	0.	14.71
77	14.633	0.	0.	2.716
78	19.317	0.	0.	5.4213
79	5.2667	0.	0.	-37.931
80	24.	0.	0.	-4.6681
81	2.6226e-014	3.	0.	-917.29
82	24.	3.	0.	-13.61
83	24.	6.	0.	-7.3728
84	19.317	6.	0.	7.0958
85	14.633	6.	0.	1.9658
86	9.95	6.	0.	18.392
87	7.6083	6.	0.	61.127
88	5.2667	6.	0.	-62.248
89	5.1	1.5	0.	-183.06
90	5.1	1.	0.	-143.57
91	5.1	2.	0.	-309.52
92	5.2667	1.	0.	-97.193
93	5.2667	1.5	0.	-182.83
94	5.2667	2.	0.	-314.1
95	5.1	4.5	0.	775.72
96	5.1	5.	0.	-60.705
97	5.1	4.	0.	-103.94
98	5.2667	5.	0.	-80.82
99	5.2667	4.5	0.	-69.254
100	5.2667	4.	0.	-242.55
101	4.7046	2.6677	0.	259.26
102	5.0571	2.6521	0.	357.11
103	5.0677	2.8874	0.	214.
104	4.9198	2.6752	5.e-002	19.323
105	5.0099	2.3376	0.	-10.665
106	5.8206	3.6012	0.	84.123
107	5.4552	3.5224	0.	22.151
108	5.5242	3.2344	0.	55.551
109	5.584	3.5316	5.e-002	116.79
110	5.4253	3.7658	0.	-133.16
111	4.1789	2.3672	0.	105.63
112	4.7348	2.9403	0.	52.993
113	4.4894	2.6602	5.e-002	43.84
114	4.7947	2.3301	0.	-125.22
115	4.7947	3.5801	0.	370.09
116	4.7947	3.3301	0.	-60.401
117	6.5271	3.8772	0.	91.765
118	5.9464	3.1709	0.	111.53
119	6.0572	3.6709	5.e-002	34.423
120	5.6619	4.0855	0.	-49.976
121	3.1104	2.9558	0.	172.86
122	3.8684	2.0742	5.e-002	0.70651
123	3.2092	1.0371	0.	196.33
124	4.4842	1.7871	0.	-112.52
125	4.4842	1.5371	0.	-62.245
126	4.4842	3.5371	0.	-16.6
127	8.095	3.4233	0.	20.915
128	6.7213	3.1817	0.	41.324
129	6.997	4.0836	5.e-002	19.953
130	7.3026	5.0418	0.	51.504
131	6.1318	4.5418	0.	-14.502
132	5.2711	3.3064	0.	42.754
133	5.3264	3.5132	5.e-002	67.076
134	5.2132	3.7566	0.	-30.376
135	5.3294	2.783	0.	162.23
136	5.1943	2.6289	5.e-002	43.303
137	5.2305	2.3145	0.	-137.67
138	16.976	2.9804	0.	-1.6929
139	19.343	2.9994	5.e-002	0.97564
140	19.33	1.4997	0.	2.4407
141	21.671	2.9997	0.	-7.1496
142	19.33	4.4997	0.	2.9257
143	11.901	2.8622	0.	-1.7866
144	14.608	2.9614	5.e-002	2.3734
145	14.621	1.4807	0.	2.474
146	14.621	4.4807	0.	1.5522
147	8.2089	2.0842	0.	18.928
148	9.1931	2.763	5.e-002	7.9547
149	9.5716	1.3815	0.	-1.9316
150	9.5716	4.3815	0.	-3.0748
151	2.3523	3.8373	5.e-002	19.372
152	2.4512	4.9187	0.	301.74
153	2.4512	1.9187	0.	339.84
154	1.1762	3.4187	0.	-300.61
155	3.7262	4.4187	0.	114.11
156	6.1407	2.4753	0.	24.059
157	6.8353	1.8426	0.	36.317
158	6.4457	2.2798	5.e-002	13.898
159	5.8562	1.8899	0.	-77.046
160	5.65	2.804	0.	44.453
161	5.8356	2.6708	5.e-002	75.279
162	5.5511	2.3354	0.	-182.8
163	5.0979	3.16	0.	19.737
164	4.9801	3.2205	5.e-002	73.032
165	5.0401	3.6102	0.	-77.182
166	5.3401	3.0184	0.	61.383
167	5.2157	3.0995	5.e-002	25.448
168	5.4645	2.9372	5.e-002	19.382
169	7.2248	1.4053	5.e-002	21.185
170	7.4166	0.70266	0.	41.933
171	6.2457	1.2027	0.	-29.954
172	6.8353	1.8426	0.1	823.99
173	8.2089	2.0842	0.1	618.4
174	6.2457	1.2027	0.1	848.61
175	7.4166	0.70266	0.1	621.73
176	5.3401	3.0184	0.1	2055.9
177	5.65	2.804	0.1	1661.7
178	5.3294	2.783	0.1	2101.3
179	5.5242	3.2344	0.1	1752.6
180	5.0979	3.16	0.1	2120.9
181	5.2711	3.3064	0.1	2336.9
182	5.0677	2.8874	0.1	2003.7
183	4.7348	2.9403	0.1	1760.8
184	5.0401	3.6102	0.1	3358.5
185	6.1407	2.4753	0.1	1160.8
186	5.9464	3.1709	0.1	1218.
187	5.5511	2.3354	0.1	2744.5
188	6.7213	3.1817	0.1	825.47
189	5.8562	1.8899	0.1	1338.9
190	3.1104	2.9558	0.1	1098.5
191	3.7262	4.4187	0.1	1197.7
192	1.1762	3.4187	0.1	1522.9
193	2.4512	1.9187	0.1	1040.2
194	2.4512	4.9187	0.1	1136.6
195	11.901	2.8622	0.1	411.18
196	8.095	3.4233	0.1	632.
197	9.5716	4.3815	0.1	501.58
198	9.5716	1.3815	0.1	513.18
199	16.976	2.9804	0.1	194.7
200	14.621	4.4807	0.1	286.1
