Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	4.9198	2.6752	0.	2094.5
2	5.584	3.5316	0.	1594.5
3	4.4894	2.6602	0.	1519.7
4	6.0572	3.6709	0.	1142.3
5	3.8684	2.0742	0.	1069.
6	6.997	4.0836	0.	774.51
7	5.3264	3.5132	0.	2450.2
8	5.1943	2.6289	0.	2425.
9	19.343	2.9994	0.	93.788
10	14.608	2.9614	0.	287.
11	9.1931	2.763	0.	500.38
12	2.3523	3.8373	0.	1318.9
13	6.4457	2.2798	0.	919.47
14	5.8356	2.6708	0.	1417.1
15	4.9801	3.2205	0.	2013.5
16	5.2157	3.0995	0.	2219.
17	5.4645	2.9372	0.	1975.
18	7.2248	1.4053	0.	731.16
19	7.2248	1.4053	0.1	731.16
20	5.4645	2.9372	0.1	1975.
21	5.2157	3.0995	0.1	2219.
22	4.9801	3.2205	0.1	2013.5
23	5.8356	2.6708	0.1	1417.1
24	6.4457	2.2798	0.1	919.47
25	2.3523	3.8373	0.1	1318.9
26	9.1931	2.763	0.1	500.38
27	14.608	2.9614	0.1	287.
28	19.343	2.9994	0.1	93.788
29	5.1943	2.6289	0.1	2425.
30	5.3264	3.5132	0.1	2450.2
31	6.997	4.0836	0.1	774.51
32	3.8684	2.0742	0.1	1069.
33	6.0572	3.6709	0.1	1142.3
34	4.4894	2.6602	0.1	1519.7
35	5.584	3.5316	0.1	1594.5
36	4.9198	2.6752	0.1	2094.5
37	5.2667	5.	0.1	1126.3
38	5.2667	4.5	0.1	1473.9
39	5.2667	4.	0.1	4639.6
40	5.1	4.	0.1	4252.6
41	5.1	4.5	0.1	1818.4
42	5.1	5.	0.1	1086.2
43	5.2667	1.	0.1	923.
44	5.2667	1.5	0.1	1586.5
45	5.2667	2.	0.1	3649.8
46	5.1	2.	0.1	3803.6
47	5.1	1.5	0.1	1555.3
48	5.1	1.	0.1	625.26
49	5.2667	6.	0.1	553.12
50	7.6083	6.	0.1	580.89
51	9.95	6.	0.1	477.16
52	14.633	6.	0.1	286.46
53	19.317	6.	0.1	101.31
54	24.	6.	0.1	39.45
55	24.	3.	0.1	24.253
56	2.6226e-014	3.	0.1	945.84
57	24.	0.	0.1	38.581
58	19.317	0.	0.1	99.125
59	14.633	0.	0.1	286.55
60	9.95	0.	0.1	497.58
61	7.6083	0.	0.1	567.02
62	5.2667	0.	0.1	562.41
63	5.1	0.	0.1	1100.4
