Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	13.1	2.1818	0.	1196.7
2	13.1	2.3636	0.	930.46
3	13.1	2.5455	0.	783.05
4	13.1	2.7273	0.	705.01
5	13.1	2.9091	0.	670.06
6	13.1	3.0909	0.	670.06
7	13.1	3.2727	0.	705.01
8	13.1	3.4545	0.	783.05
9	13.1	3.6364	0.	930.45
10	13.1	3.8182	0.	1196.7
11	13.267	2.1818	0.	919.8
12	13.267	2.3636	0.	843.99
13	13.267	2.5455	0.	725.66
14	13.267	2.7273	0.	660.62
15	13.267	2.9091	0.	630.17
16	13.267	3.0909	0.	630.17
17	13.267	3.2727	0.	660.62
18	13.267	3.4545	0.	725.66
19	13.267	3.6364	0.	843.99
20	13.267	3.8182	0.	919.79
21	12.915	5.8182	0.	86.649
22	12.915	5.6364	0.	197.3
23	12.915	5.4545	0.	364.71
24	12.915	5.2727	0.	564.33
25	12.915	5.0909	0.	795.97
26	12.915	4.9091	0.	1066.8
27	12.915	4.7273	0.	1392.7
28	12.915	4.5455	0.	1790.1
29	12.915	4.3636	0.	2336.9
30	12.915	4.1818	0.	2733.4
31	12.915	4.	0.	2021.
32	12.915	3.8182	0.	1013.6
33	12.915	3.6364	0.	808.09
34	12.915	3.4545	0.	692.5
35	12.915	3.2727	0.	643.24
36	12.915	3.0909	0.	619.41
37	12.915	2.9091	0.	619.41
38	12.915	2.7273	0.	643.24
39	12.915	2.5455	0.	692.5
40	12.915	2.3636	0.	808.09
41	12.915	2.1818	0.	1013.6
42	12.915	2.	0.	2021.
43	12.915	1.8182	0.	2733.4
44	12.915	1.6364	0.	2336.9
45	12.915	1.4545	0.	1790.1
46	12.915	1.2727	0.	1392.7
47	12.915	1.0909	0.	1066.8
48	12.915	0.90909	0.	795.97
49	12.915	0.72727	0.	564.33
50	12.915	0.54545	0.	364.71
51	12.915	0.36364	0.	197.3
52	12.915	0.18182	0.	86.649
53	12.731	5.8182	0.	63.728
54	12.731	5.6364	0.	124.9
55	12.731	5.4545	0.	241.65
56	12.731	5.2727	0.	393.3
57	12.731	5.0909	0.	571.26
58	12.731	4.9091	0.	772.26
59	12.731	4.7273	0.	994.54
60	12.731	4.5455	0.	1217.8
61	12.731	4.3636	0.	1402.8
62	12.731	4.1818	0.	1403.1
63	12.731	4.	0.	1041.7
64	12.731	3.8182	0.	714.22
65	12.731	3.6364	0.	573.03
66	12.731	3.4545	0.	533.27
67	12.731	3.2727	0.	512.64
68	12.731	3.0909	0.	504.44
69	12.731	2.9091	0.	504.44
70	12.731	2.7273	0.	512.64
71	12.731	2.5455	0.	533.27
72	12.731	2.3636	0.	573.03
