Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,7.8118,2.6914,0,0.00079445,7939.1,0.00037783,1598.7,0.0002062,309.05,-0.0007541,-6906.3,0.32178
2,8.2671,3.3885,0,0.0008262,8256.3,0.00037037,1303.3,0.00022191,187.88,-0.00079516,-7454,0.36092
3,7.2902,2.0757,0,0.00058712,5867.2,0.00020475,-73.091,0.00016808,-348.66,-0.00059381,-6073.2,0.27882
4,8.8239,3.9208,0,0.00057278,5723.9,0.00018265,-356.77,0.00016708,-473.76,-0.00058682,-6138.3,0.41219
5,6.936,0.54053,0,0.00031104,3108.3,0.00012741,330.38,9.0231e-05,51.039,-0.00030361,-2908.1,0.24472
6,8.8092,1.2629,0,0.00033636,3361.3,0.00020957,1250.1,4.3094e-05,-0.69445,-0.00029716,-2557.2,0.40807
7,7.1564,4.3692,0,0.00044461,4443.1,0.00019576,475.93,0.00010393,-214.1,-0.00043612,-4271.8,0.26672
8,8.7967,4.792,0,0.00032924,3290.1,0.00021746,1384.9,3.1164e-05,-14.857,-0.00028277,-2373.7,0.40526
9,6.4367,1.3406,0,0.00046546,4651.4,0.00018087,457.78,0.00014905,218.75,-0.00045349,-4308.6,0.2166
10,6.4621,4.0969,0,0.00049469,4943.5,0.00017341,261.41,0.00017,235.8,-0.00048622,-4694.8,0.22024
11,6.5345,3.1878,0,0.00053003,5296.6,0.00019133,58.954,0.00015205,-236.17,-0.00053243,-5379.1,0.22691
12,9.7691,1.8377,0,0.00035047,3502.3,0.00012182,105.52,0.00011487,53.281,-0.00034774,-3422.6,0.51111
13,10.676,1.8943,0,0.00031954,3193.2,0.00011497,18.129,9.0695e-05,-164.26,-0.00032163,-3262.3,0.61197
14,9.5272,3.4616,0,0.00038724,3869.7,0.00014814,44.975,9.6266e-05,-344.76,-0.00039086,-4004.9,0.48577
15,6.7415,1.6294,0,0.00040625,4059.7,0.0001539,240.21,0.00012209,1.239,-0.00040162,-3933.7,0.23819
16,10.657,2.9102,0,0.00032593,3257,0.00011993,-12.711,8.4815e-05,-276.53,-0.00033005,-3393.6,0.61047
17,4.7081,3.7352,0,0.00046179,4614.7,0.00017485,5.5718,0.00011348,-455.49,-0.00046771,-4822.3,0.1202
18,2.2888,2.3561,0,0.00051091,5105.6,0.00021261,-254.96,6.271e-05,-1381.3,-0.00052934,-5829.7,0.029213
19,3.4595,2.3596,0,0.0004974,4970.5,0.00020788,110.25,9.5644e-05,-733.08,-0.00050259,-5228,0.066001
20,4.4978,2.427,0,0.00048108,4807.4,0.00018516,68.94,0.00011878,-429.83,-0.00048527,-4968.4,0.11028
21,11.646,1.9982,0,0.00028734,2871.4,0.0001011,-4.6277,8.3614e-05,-135.98,-0.00028951,-2939.5,0.72577
22,12.716,2.0419,0,0.0002588,2586.2,8.9401e-05,1.0807,7.868e-05,-79.473,-0.00026004,-2624.5,0.85748
23,13.826,2.097,0,0.00023134,2311.8,7.8635e-05,1.7086,7.26e-05,-43.639,-0.00023202,-2332.4,1.0005
24,14.953,2.0498,0,0.00020394,2038,6.8222e-05,-0.042023,6.5732e-05,-18.752,-0.00020425,-2047.3,1.1514
25,16.085,2.0777,0,0.00017678,1766.6,5.8447e-05,-0.73458,5.8086e-05,-3.4457,-0.00017685,-1768.7,1.3082
26,17.236,2.1679,0,0.00014982,1497.1,5.0336e-05,11.175,4.8945e-05,0.72488,-0.00014961,-1491.1,1.4723
27,18.357,2.3185,0,0.00012342,1233.4,4.2447e-05,19.992,3.9648e-05,-1.0385,-0.00012309,-1223.8,1.6359
28,19.466,2.3736,0,9.9072e-05,990.04,3.5418e-05,31.68,3.0957e-05,-1.8379,-9.8522e-05,-974.69,1.8008
29,20.603,2.3812,0,7.4956e-05,749.05,2.8826e-05,47.352,2.2048e-05,-3.5765,-7.4082e-05,-725.86,1.9724
30,20.587,3.603,0,7.5319e-05,752.67,2.8946e-05,47.309,2.2164e-05,-3.6504,-7.4446e-05,-729.54,1.9695
31,19.448,3.595,0,9.9268e-05,992,3.5224e-05,27.832,3.1113e-05,-3.0567,-9.8811e-05,-979.25,1.7978
32,17.153,3.9836,0,0.0001522,1520.9,5.0243e-05,-1.7556,5.0036e-05,-3.3133,-0.00015228,-1523.5,1.4595
33,16.049,4.0083,0,0.00017747,1773.5,5.8652e-05,-2.5695,5.8182e-05,-6.0961,-0.00017762,-1777.8,1.3023
34,14.939,4.0054,0,0.00020437,2042.3,6.8489e-05,0.64398,6.5731e-05,-20.072,-0.0002047,-2052,1.1487
35,13.819,3.9842,0,0.00023152,2313.6,7.8525e-05,0.01368,7.2795e-05,-43.038,-0.00023222,-2334.8,0.99876
36,12.696,3.9836,0,0.00025923,2590.6,8.9731e-05,4.2381,7.8792e-05,-77.953,-0.00026039,-2626.4,0.85431
37,11.585,3.9768,0,0.00028779,2875.9,0.00010104,-13.937,8.3252e-05,-147.6,-0.00029031,-2954.4,0.71783
38,7.7906,3.3036,0,0.00079491,7943.6,0.00037907,1607.8,0.00020518,301.33,-0.00075433,-6908.1,0.31989
