Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	7.8118	2.6914	0.	7.9445e-004
2	8.2671	3.3885	0.	8.262e-004
3	7.2902	2.0757	0.	5.8712e-004
4	8.8239	3.9208	0.	5.7278e-004
5	6.936	0.54053	0.	3.1104e-004
6	8.8092	1.2629	0.	3.3636e-004
7	7.1564	4.3692	0.	4.4461e-004
8	8.7967	4.792	0.	3.2924e-004
9	6.4367	1.3406	0.	4.6546e-004
10	6.4621	4.0969	0.	4.9469e-004
11	6.5345	3.1878	0.	5.3003e-004
12	9.7691	1.8377	0.	3.5047e-004
13	10.676	1.8943	0.	3.1954e-004
14	9.5272	3.4616	0.	3.8724e-004
15	6.7415	1.6294	0.	4.0625e-004
16	10.657	2.9102	0.	3.2593e-004
17	4.7081	3.7352	0.	4.6179e-004
18	2.2888	2.3561	0.	5.1091e-004
19	3.4595	2.3596	0.	4.974e-004
20	4.4978	2.427	0.	4.8108e-004
21	11.646	1.9982	0.	2.8734e-004
22	12.716	2.0419	0.	2.588e-004
23	13.826	2.097	0.	2.3134e-004
24	14.953	2.0498	0.	2.0394e-004
25	16.085	2.0777	0.	1.7678e-004
26	17.236	2.1679	0.	1.4982e-004
27	18.357	2.3185	0.	1.2342e-004
28	19.466	2.3736	0.	9.9072e-005
29	20.603	2.3812	0.	7.4956e-005
30	20.587	3.603	0.	7.5319e-005
31	19.448	3.595	0.	9.9268e-005
32	17.153	3.9836	0.	1.522e-004
33	16.049	4.0083	0.	1.7747e-004
34	14.939	4.0054	0.	2.0437e-004
35	13.819	3.9842	0.	2.3152e-004
36	12.696	3.9836	0.	2.5923e-004
37	11.585	3.9768	0.	2.8779e-004
38	7.7906	3.3036	0.	7.9491e-004
39	22.868	4.8092	0.	2.905e-005
40	21.732	4.8137	0.	5.0855e-005
41	20.592	4.8036	0.	7.449e-005
42	19.46	4.7936	0.	9.919e-005
43	18.347	4.8432	0.	1.2381e-004
44	17.229	4.9356	0.	1.5077e-004
45	16.074	4.9939	0.	1.7797e-004
46	14.944	4.9828	0.	2.0558e-004
47	13.824	4.9856	0.	2.3358e-004
48	12.696	4.9726	0.	2.616e-004
49	11.599	4.9925	0.	2.8749e-004
50	10.541	5.0399	0.	3.0173e-004
51	9.4229	5.1806	0.	2.7049e-004
52	8.8936	4.3767	0.	3.9709e-004
53	22.89	1.2	0.	2.8787e-005
54	22.864	2.4115	0.	3.2216e-005
55	22.865	3.6073	0.	3.2113e-005
56	9.4391	0.88772	0.	2.7191e-004
57	10.553	0.93649	0.	3.0413e-004
58	11.638	0.98397	0.	2.87e-004
59	12.73	1.0183	0.	2.6105e-004
60	13.834	1.0345	0.	2.3338e-004
61	14.956	1.0341	0.	2.0534e-004
62	16.098	1.0482	0.	1.7741e-004
63	17.239	1.0928	0.	1.5004e-004
64	18.361	1.146	0.	1.2391e-004
65	19.481	1.1479	0.	9.8691e-005
66	20.609	1.1515	0.	7.412e-005
67	21.744	1.1972	0.	5.0542e-005
68	7.1328	1.024	0.	3.2187e-004
69	7.3625	1.5	0.	4.8628e-004
70	1.1345	1.1884	0.	5.6874e-004
71	2.2807	1.1731	0.	5.3123e-004
72	3.4699	1.1833	0.	5.1231e-004
73	4.7591	1.1313	0.	4.6697e-004
74	5.8464	0.71786	0.	4.3051e-004
75	1.1451	4.7938	0.	5.6783e-004
76	1.142	3.5857	0.	6.037e-004
77	1.1403	2.3826	0.	6.0386e-004
78	6.8855	5.4342	0.	3.2433e-004
79	5.6572	5.1723	0.	4.3446e-004
80	4.5075	4.9002	0.	4.8552e-004
81	3.4189	4.7826	0.	5.1224e-004
82	2.2839	4.7646	0.	5.2959e-004
83	7.0773	4.9038	0.	3.7819e-004
84	7.3865	3.8374	0.	5.9555e-004
85	8.9105	1.7535	0.	3.9583e-004
86	8.9955	2.3879	0.	5.0624e-004
87	8.6304	3.5329	0.	7.3989e-004
88	9.6212	4.3751	0.	3.5081e-004
89	21.728	3.6031	0.	5.2607e-005
90	21.733	2.3951	0.	5.2417e-005
91	2.2794	3.5403	0.	5.1115e-004
92	7.2258	3.2109	0.	6.6306e-004
93	8.8901	2.9888	0.	6.2263e-004
94	10.51	3.9707	0.	3.2552e-004
95	5.6723	3.368	0.	4.414e-004
96	7.1985	2.6281	0.	6.6445e-004
97	6.5894	2.0352	0.	5.0583e-004
98	5.4643	2.5201	0.	4.4684e-004
99	3.4484	3.596	0.	4.9509e-004
100	6.7444	3.712	0.	4.9595e-004
101	9.7612	2.7082	0.	3.7975e-004
102	11.649	2.9916	0.	2.8674e-004
103	12.719	3.0165	0.	2.5773e-004
104	13.828	3.0212	0.	2.3054e-004
105	14.957	3.0173	0.	2.0346e-004
106	16.054	3.0326	0.	1.7698e-004
107	17.129	3.1435	0.	1.5258e-004
108	18.276	3.5824	0.	1.2636e-004
