Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	6.7103	2.6812	0.	2.2226e-005
2	4.4455	2.7901	0.	4.2332e-005
3	3.7295	4.3517	0.	1.7281e-005
4	6.2374	4.4563	0.	2.0462e-005
5	4.1273	0.52765	0.	2.5275e-005
6	3.8141	1.3701	0.	3.7297e-005
7	5.919	0.59881	0.	1.0212e-005
8	4.1182	5.5075	0.	2.1928e-005
9	4.388	5.055	0.	1.4566e-005
10	4.1505	4.719	0.	2.9679e-005
11	6.0517	5.4502	0.	1.5067e-005
12	6.3729	3.4399	0.	1.6342e-005
13	2.9501	3.0415	0.	2.e-005
14	3.1998	0.7775	0.	3.3234e-005
15	3.1172	3.8357	0.	2.034e-005
16	1.629	4.6337	0.	1.4429e-005
17	1.2343	1.1939	0.	1.4144e-005
18	2.4067	1.0298	0.	4.0387e-005
19	6.8262	0.76121	0.	2.052e-005
20	8.1787	1.0713	0.	2.0649e-005
21	9.4029	1.167	0.	1.8669e-005
22	10.556	1.1962	0.	1.6763e-005
23	11.712	1.1937	0.	1.4456e-005
24	12.845	1.1868	0.	1.2022e-005
25	13.971	1.175	0.	9.638e-006
26	15.094	1.172	0.	7.5344e-006
27	16.203	1.1707	0.	5.6944e-006
28	17.318	1.1712	0.	4.1296e-006
29	18.425	1.1735	0.	2.7981e-006
30	19.537	1.1779	0.	1.718e-006
31	20.645	1.1839	0.	8.716e-007
32	21.759	1.1886	0.	2.696e-007
33	22.878	1.191	0.	-9.7021e-008
34	1.4636	3.3907	0.	3.9467e-006
35	1.413	2.282	0.	5.2298e-006
36	22.879	2.3894	0.	-2.4483e-007
37	22.868	3.5921	0.	-2.4797e-007
38	22.878	4.792	0.	-9.9609e-008
39	21.756	4.7918	0.	2.7275e-007
40	20.639	4.7419	0.	8.8455e-007
41	19.526	4.7008	0.	1.7343e-006
42	18.418	4.6794	0.	2.8236e-006
43	17.311	4.6713	0.	4.1458e-006
44	16.204	4.6705	0.	5.7102e-006
45	15.095	4.6714	0.	7.5364e-006
46	13.98	4.6748	0.	9.6217e-006
47	12.857	4.7425	0.	1.2001e-005
