Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	2.7648	3.4211	0.	6.9424e-005
2	3.6762	3.0891	0.	3.8337e-005
3	1.8663	0.91627	0.	2.7144e-005
4	1.9359	2.6559	0.	2.8355e-005
5	4.0536	0.67026	0.	2.116e-005
6	2.0404	5.0826	0.	3.8774e-005
7	4.3234	4.7216	0.	3.1225e-005
8	3.8546	5.0641	0.	1.7089e-005
9	4.0553	5.4588	0.	2.0218e-005
10	0.96343	3.3649	0.	7.745e-006
11	0.91136	1.0587	0.	1.0631e-005
12	1.1359	4.5726	0.	8.6855e-006
13	5.0421	1.0985	0.	2.4521e-005
14	6.3924	1.1711	0.	2.4968e-005
15	7.6386	1.1939	0.	2.3045e-005
16	8.8436	1.2024	0.	2.0949e-005
17	10.04	1.1992	0.	1.8525e-005
18	11.232	1.1863	0.	1.5766e-005
19	12.405	1.1825	0.	1.2905e-005
20	13.561	1.1805	0.	1.0373e-005
21	14.723	1.1803	0.	8.1489e-006
22	15.878	1.1818	0.	6.1775e-006
23	17.038	1.1838	0.	4.4867e-006
24	18.194	1.1867	0.	3.0435e-006
25	19.354	1.188	0.	1.8736e-006
26	20.51	1.1876	0.	9.5972e-007
27	21.675	1.1975	0.	3.0138e-007
28	22.839	1.1962	0.	-9.1344e-008
29	22.835	2.395	0.	-2.373e-007
30	22.824	3.5945	0.	-2.3529e-007
31	22.835	4.805	0.	-9.2633e-008
32	21.673	4.7983	0.	3.0269e-007
33	20.511	4.801	0.	9.603e-007
34	19.351	4.7869	0.	1.8748e-006
35	18.192	4.7559	0.	3.0523e-006
36	17.033	4.731	0.	4.4934e-006
37	15.877	4.7169	0.	6.1958e-006
38	14.719	4.7128	0.	8.1497e-006
39	13.564	4.7109	0.	1.039e-005
40	12.397	4.7409	0.	1.2925e-005
41	11.218	4.7674	0.	1.5862e-005
42	10.006	4.773	0.	1.858e-005
43	8.7879	4.7721	0.	2.1009e-005
44	7.4968	4.7587	0.	2.4277e-005
45	6.0813	4.7925	0.	2.4032e-005
46	5.0557	5.2698	0.	3.1928e-005
47	5.1052	2.3726	0.	1.7788e-005
48	6.0737	3.5316	0.	2.315e-005
49	6.2868	2.3226	0.	2.012e-005
50	7.5181	2.3817	0.	2.1021e-005
51	8.759	2.3871	0.	2.022e-005
52	10.	2.381	0.	1.8222e-005
53	11.202	2.3707	0.	1.5785e-005
54	12.383	2.3678	0.	1.29e-005
55	13.561	2.3659	0.	1.0316e-005
56	14.721	2.3659	0.	8.0321e-006
57	15.877	2.3684	0.	6.0618e-006
58	17.036	2.3707	0.	4.3565e-006
59	18.193	2.374	0.	2.9166e-006
60	19.35	2.378	0.	1.7479e-006
61	20.507	2.3918	0.	8.3149e-007
62	21.667	2.4018	0.	1.7407e-007
63	21.666	3.6003	0.	1.789e-007
64	20.504	3.593	0.	8.2674e-007
65	19.35	3.5818	0.	1.7489e-006
66	18.188	3.5609	0.	2.9248e-006
67	17.031	3.5513	0.	4.3616e-006
68	15.875	3.544	0.	6.0648e-006
69	14.717	3.5385	0.	8.0366e-006
70	13.562	3.5374	0.	1.0303e-005
71	12.387	3.5456	0.	1.2873e-005
72	11.193	3.5619	0.	1.5844e-005
73	9.9759	3.575	0.	1.8144e-005
74	8.7243	3.5782	0.	2.0236e-005
75	7.4263	3.5794	0.	2.1848e-005
76	4.7723	4.2067	0.	2.4145e-005
77	1.8714	1.7367	0.	1.7626e-005
78	2.0827	3.4878	0.	4.2918e-005
79	0.91057	2.1748	0.	4.6902e-006
80	2.3481	4.1947	0.	5.3091e-005
81	3.3044	2.9082	0.	5.9522e-005
82	3.7014	3.4372	0.	1.2608e-005
83	4.2403	3.4503	0.	5.063e-005
84	3.8242	1.0461	0.	1.8789e-005
85	4.1134	1.5342	0.	2.634e-005
86	4.0821	2.1682	0.	2.0009e-005
87	5.0751	3.4639	0.	1.8583e-005
88	4.2157	3.0343	0.	3.6096e-005
89	2.8333	3.9719	0.	9.3427e-005
90	2.7475	4.2167	0.	2.8774e-005
91	2.7475	4.2167	0.1	-2.8774e-005
92	2.8333	3.9719	0.1	-9.3427e-005
93	4.2157	3.0343	0.1	-3.6096e-005
94	5.0751	3.4639	0.1	-1.8583e-005
95	4.0821	2.1682	0.1	-2.0009e-005
96	4.1134	1.5342	0.1	-2.634e-005
97	3.8242	1.0461	0.1	-1.8789e-005
98	4.2403	3.4503	0.1	-5.063e-005
99	3.7014	3.4372	0.1	-1.2608e-005
