Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	2.0371	2.8674	0.	-10054
2	2.1562	3.2737	0.	-11064
3	3.4171	2.2963	0.	-3700.9
4	1.8944	2.8641	0.	-11808
5	2.0217	3.3252	0.	-12852
6	1.2062	2.7358	0.	-7197.3
7	4.4265	1.6858	0.	-4164.9
8	3.2708	3.1794	0.	-5934.3
9	1.3519	3.3291	0.	-8366.4
10	1.7096	3.2952	0.	-8661.4
11	1.9198	3.2026	0.	-12426
12	1.0388	4.1261	0.	-5575.2
13	4.3055	3.9001	0.	-4438.
14	4.3055	3.9001	0.1	694.08
15	1.0388	4.1261	0.1	-1156.8
16	1.9198	3.2026	0.1	-235.28
17	1.7096	3.2952	0.1	-1430.9
18	1.3519	3.3291	0.1	311.22
19	3.2708	3.1794	0.1	-238.19
20	4.4265	1.6858	0.1	770.77
21	1.2062	2.7358	0.1	-1435.9
22	2.0217	3.3252	0.1	-2659.6
23	1.8944	2.8641	0.1	330.77
24	3.4171	2.2963	0.1	-915.6
25	2.1562	3.2737	0.1	-2117.5
26	2.0371	2.8674	0.1	-602.39
27	2.0833	2.	0.1	50.927
28	2.1667	1.	0.1	-1446.3
29	2.1667	1.5	0.1	-119.18
30	2.1667	2.	0.1	2068.1
31	2.	2.	0.1	2095.9
32	2.	1.5	0.1	-567.23
33	2.	1.	0.1	-1378.5
34	2.1667	4.75	0.1	-793.31
35	2.1667	4.	0.1	2076.2
36	2.	4.	0.1	31.955
37	2.	4.5	0.1	57.356
38	2.	5.	0.1	1292.8
39	2.1667	6.	0.1	-3755.1
40	7.625	6.	0.1	-2.3546
41	13.083	6.	0.1	119.22
42	24.	6.	0.1	241.03
43	2.6226e-014	3.	0.1	2814.7
44	3.937e-014	6.	0.1	1499.6
45	1.	6.	0.1	-770.77
46	2.	6.	0.1	488.31
47	24.	0.	0.1	245.46
48	13.083	0.	0.1	128.45
49	7.625	0.	0.1	28.591
50	2.1667	0.	0.1	-3884.4
51	2.	0.	0.1	-761.58
52	0.	0.	0.1	1510.3
53	2.	0.	0.	-3239.3
54	0.	0.	0.	-3773.4
55	7.625	0.	0.	-2666.2
56	13.083	0.	0.	-2265.1
57	2.1667	0.	0.	-1919.3
58	24.	0.	0.	-1432.3
59	1.	6.	0.	-2849.2
60	2.	6.	0.	-3686.
61	3.937e-014	6.	0.	-3203.8
62	2.6226e-014	3.	0.	-5671.9
63	24.	6.	0.	-1434.
64	13.083	6.	0.	-2225.8
65	7.625	6.	0.	-2572.1
66	2.1667	6.	0.	-2107.
67	2.	4.5	0.	-11125
68	2.	5.	0.	-5423.7
69	2.	4.	0.	-24080
70	2.1667	4.75	0.	-7318.8
71	2.1667	4.	0.	-20238
72	2.	1.5	0.	-8733.1
73	2.	1.	0.	-9215.5
74	2.	2.	0.	-24395
75	2.1667	1.	0.	-5885.5
76	2.1667	1.5	0.	-10915
