Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,7.6,2.1818,0,0.0015332,15321,0.00063853,1705.4,0.00043299,161.11,-0.0014955,-14329,0.31591
2,7.6,2.3636,0,0.0012143,12135,0.00051422,1359.3,0.00032814,-38.875,-0.0011858,-11414,0.31708
3,7.6,2.5455,0,0.0010703,10696,0.000446,1128.4,0.00029589,0.5762,-0.0010467,-10087,0.31792
4,7.6,2.7273,0,0.00099584,9951.6,0.00041159,1005.5,0.00027718,-4.4024,-0.00097496,-9412.5,0.31845
5,7.6,2.9091,0,0.00096402,9633.5,0.00039643,949.69,0.00026972,-2.3174,-0.00094437,-9124.5,0.31872
6,7.6,3.0909,0,0.00096402,9633.5,0.00039643,949.69,0.00026972,-2.3174,-0.00094437,-9124.5,0.31872
7,7.6,3.2727,0,0.00099584,9951.6,0.00041159,1005.5,0.00027718,-4.4024,-0.00097496,-9412.5,0.31845
8,7.6,3.4545,0,0.0010703,10696,0.000446,1128.4,0.00029589,0.57621,-0.0010467,-10087,0.31792
9,7.6,3.6364,0,0.0012143,12135,0.00051422,1359.3,0.00032814,-38.875,-0.0011858,-11414,0.31708
10,7.6,3.8182,0,0.0015332,15321,0.00063853,1705.4,0.00043299,161.11,-0.0014955,-14329,0.31591
11,7.7667,2.1818,0,0.0015157,15147,0.0006161,1456.8,0.0004337,86.331,-0.0014848,-14328,0.33063
12,7.7667,2.3636,0,0.001208,12071,0.00050609,1284.4,0.00032994,-39.104,-0.0011813,-11394,0.33178
13,7.7667,2.5455,0,0.0010641,10634,0.00044024,1083.3,0.00029624,1.3006,-0.0010415,-10050,0.3326
14,7.7667,2.7273,0,0.00098979,9891,0.00040693,972.86,0.0002769,-4.1508,-0.00096968,-9370.4,0.33314
15,7.7667,2.9091,0,0.00095799,9573.3,0.00039214,921.66,0.00026921,-2.0218,-0.000939,-9080,0.3334
16,7.7667,3.0909,0,0.00095799,9573.3,0.00039214,921.66,0.00026921,-2.0218,-0.000939,-9080,0.3334
17,7.7667,3.2727,0,0.00098979,9891,0.00040693,972.86,0.0002769,-4.1508,-0.00096968,-9370.4,0.33314
18,7.7667,3.4545,0,0.0010641,10634,0.00044024,1083.3,0.00029624,1.3006,-0.0010415,-10050,0.3326
19,7.7667,3.6364,0,0.001208,12071,0.00050609,1284.4,0.00032995,-39.104,-0.0011813,-11394,0.33178
20,7.7667,3.8182,0,0.0015157,15147,0.0006161,1456.8,0.0004337,86.331,-0.0014848,-14328,0.33063
21,7.419,5.8182,0,8.7708e-05,876.48,4.1335e-05,139.04,1.9745e-05,-23.184,-8.4603e-05,-807.22,0.28199
22,7.419,5.6364,0,0.00012866,1285.7,6.7113e-05,300,2.5771e-05,-10.632,-0.00012089,-1112.6,0.28375
23,7.419,5.4545,0,0.00018004,1799.1,0.00010346,548.41,2.9411e-05,-7.9755,-0.00016427,-1463.2,0.28551
24,7.419,5.2727,0,0.00023757,2374.1,0.00014542,844.38,3.2117e-05,-6.9481,-0.00021158,-1838,0.28729
25,7.419,5.0909,0,0.00030269,3024.9,0.00019344,1187.7,3.4472e-05,-6.7629,-0.00026436,-2252,0.28909
26,7.419,4.9091,0,0.00037869,3784.3,0.00024956,1589.6,3.6854e-05,-8.5785,-0.00032556,-2731.6,0.29089
27,7.419,4.7273,0,0.00047144,4711.1,0.00031742,2074.8,4.044e-05,-6.2821,-0.00040038,-3318.5,0.2927
28,7.419,4.5455,0,0.00059125,5908.4,0.00040332,2666.5,4.5133e-05,-24.796,-0.00049836,-4108.4,0.2945
29,7.419,4.3636,0,0.00076254,7620.1,0.00052221,3494.1,5.9667e-05,18.769,-0.00064078,-5244.1,0.29627
30,7.419,4.1818,0,0.0010154,10147,0.00065882,4055.3,9.9864e-05,-144.56,-0.0008814,-7517.4,0.29797
31,7.419,4,0,0.0012102,12094,0.00065985,2922.3,0.00019264,-588.23,-0.0011316,-10538,0.29952
32,7.419,3.8182,0,0.0011439,11431,0.0004891,1371.9,0.00030928,20.75,-0.0011142,-10675,0.30083
33,7.419,3.6364,0,0.0010709,10702,0.00044554,1109.7,0.00029547,-17.943,-0.0010479,-10111,0.30186
34,7.419,3.4545,0,0.00099308,9923.9,0.00040505,941.68,0.00028039,5.0256,-0.00097365,-9417.4,0.30263
