Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	5.019	2.9634	0.	27.275
2	4.1964	2.4181	0.	-24.7
3	5.6249	3.4003	0.	71.37
4	4.233	1.7864	0.	-0.34759
5	3.3791	4.7641	0.	-75.412
6	5.3309	2.9765	0.	-126.05
7	22.13	2.0077	0.	-2.6162
8	22.135	4.0096	0.	-2.6507
9	20.265	4.0658	0.	-2.4463
10	18.38	4.1013	0.	-3.0946
11	16.507	4.2208	0.	-3.6384
12	14.633	4.2208	0.	-2.6332
13	12.76	4.2208	0.	-3.9596
14	10.896	4.1012	0.	-24.106
15	9.0942	3.9926	0.	-32.098
16	7.3596	4.1629	0.	-34.174
17	6.2767	3.5678	0.	-42.615
18	7.3302	1.8556	0.	-31.908
19	9.0918	2.0169	0.	-32.726
20	10.916	1.9862	0.	-24.658
21	12.762	1.9448	0.	-4.1989
22	14.634	1.9448	0.	-2.4702
23	16.503	2.0202	0.	-3.2694
24	18.377	2.0621	0.	-2.9128
25	20.249	2.031	0.	-2.5031
26	3.3627	1.3045	0.	-138.23
27	1.6304	1.8015	0.	-216.53
28	3.2453	2.7043	0.	-218.1
29	1.8526	3.8144	0.	-246.38
30	4.6137	3.144	0.	-99.461
31	3.8345	3.766	0.	-232.28
32	5.7084	2.689	0.	4.3443
33	6.2593	2.4837	0.	-35.508
34	6.2593	2.4837	0.1	35.508
35	5.7084	2.689	0.1	-4.3443
36	3.8345	3.766	0.1	232.28
37	4.6137	3.144	0.1	99.461
38	1.8526	3.8144	0.1	246.38
39	3.2453	2.7043	0.1	218.1
40	1.6304	1.8015	0.1	216.53
41	3.3627	1.3045	0.1	138.23
42	20.249	2.031	0.1	2.5031
43	18.377	2.0621	0.1	2.9128
44	16.503	2.0202	0.1	3.2694
45	14.634	1.9448	0.1	2.4702
46	12.762	1.9448	0.1	4.1989
47	10.916	1.9862	0.1	24.658
48	9.0918	2.0169	0.1	32.726
49	7.3302	1.8556	0.1	31.908
50	6.2767	3.5678	0.1	42.615
51	7.3596	4.1629	0.1	34.175
52	9.0942	3.9926	0.1	32.098
53	10.896	4.1012	0.1	24.106
54	12.76	4.2208	0.1	3.9596
55	14.633	4.2208	0.1	2.6332
56	16.507	4.2208	0.1	3.6384
57	18.38	4.1013	0.1	3.0946
58	20.265	4.0658	0.1	2.4463
59	22.135	4.0096	0.1	2.6507
60	22.13	2.0077	0.1	2.6162
61	5.3309	2.9765	0.1	126.05
62	3.3791	4.7641	0.1	75.412
63	4.233	1.7864	0.1	0.34759
64	5.6249	3.4003	0.1	-71.37
65	4.1964	2.4181	0.1	24.7
66	5.019	2.9634	0.1	-27.275
67	5.2667	5.	0.1	221.05
68	5.2667	4.5	0.1	287.6
69	5.2667	4.	0.1	672.73
70	5.1	4.	0.1	650.81
71	5.1	4.5	0.1	284.6
72	5.1	5.	0.1	160.58
73	5.2667	1.	0.1	217.49
74	5.2667	1.5	0.1	368.61
75	5.2667	2.	0.1	666.06
76	5.1	2.	0.1	368.94
77	5.1	1.5	0.1	-2.2627
78	5.1	1.	0.1	182.05
79	5.2667	6.	0.1	113.45
80	7.14	6.	0.1	3.4122
81	9.0133	6.	0.1	5.5311
82	10.887	6.	0.1	18.717
83	12.76	6.	0.1	3.4937
84	14.633	6.	0.1	1.687
85	16.507	6.	0.1	-0.7635
86	18.38	6.	0.1	8.4569e-003
87	20.253	6.	0.1	1.0038
88	22.127	6.	0.1	0.9964
89	24.	6.	0.1	1.0944
90	24.	4.	0.1	2.6481
91	24.	2.	0.1	2.6124
92	1.7484e-014	2.	0.1	982.81
93	3.4968e-014	4.	0.1	986.23
94	24.	0.	0.1	1.0119
95	22.127	0.	0.1	0.95139
96	20.253	0.	0.1	1.1346
97	18.38	0.	0.1	0.14709
98	16.507	0.	0.1	-0.49639
99	14.633	0.	0.1	1.7765
100	12.76	0.	0.1	3.2052
101	10.887	0.	0.1	18.129
102	9.0133	0.	0.1	5.002
103	7.14	0.	0.1	8.0433
104	5.2667	0.	0.1	118.96
105	5.1	0.	0.1	143.34
106	3.4	1.4558e-030	0.1	88.301
107	1.7	7.2791e-031	0.1	143.57
108	0.	0.	0.1	790.52
109	3.937e-014	6.	0.1	824.51
110	1.7	6.	0.1	123.64
111	3.4	6.	0.1	105.73
112	5.1	6.	0.1	81.384
113	3.4	6.	0.	-105.73
114	1.7	6.	0.	-123.64
115	5.1	6.	0.	-81.384
116	3.937e-014	6.	0.	-824.51
117	1.7	7.2791e-031	0.	-143.57
118	3.4	1.4558e-030	0.	-88.301
119	5.1	0.	0.	-143.34
120	0.	0.	0.	-790.52
121	7.14	0.	0.	-8.0433
122	9.0133	0.	0.	-5.002
123	10.887	0.	0.	-18.129
124	12.76	0.	0.	-3.2052
125	14.633	0.	0.	-1.7765
126	16.507	0.	0.	0.49639
127	18.38	0.	0.	-0.1471
128	20.253	0.	0.	-1.1346
129	22.127	0.	0.	-0.95139
130	5.2667	0.	0.	-118.96
131	24.	0.	0.	-1.0119
132	3.4968e-014	4.	0.	-986.23
133	1.7484e-014	2.	0.	-982.81
134	24.	2.	0.	-2.6124
135	24.	4.	0.	-2.6481
136	24.	6.	0.	-1.0944
137	22.127	6.	0.	-0.9964
138	20.253	6.	0.	-1.0038
139	18.38	6.	0.	-8.4569e-003
140	16.507	6.	0.	0.7635
141	14.633	6.	0.	-1.687
142	12.76	6.	0.	-3.4937
143	10.887	6.	0.	-18.717
144	9.0133	6.	0.	-5.5311
145	7.14	6.	0.	-3.4122
146	5.2667	6.	0.	-113.45
147	5.1	1.5	0.	2.2627
148	5.1	1.	0.	-182.05
149	5.1	2.	0.	-368.94
150	5.2667	1.	0.	-217.49
151	5.2667	1.5	0.	-368.61
152	5.2667	2.	0.	-666.06
153	5.1	4.5	0.	-284.6
154	5.1	5.	0.	-160.58
155	5.1	4.	0.	-650.81
156	5.2667	5.	0.	-221.05
157	5.2667	4.5	0.	-287.6
158	5.2667	4.	0.	-672.73
159	5.1749	2.97	0.	-45.125
160	4.8164	3.0537	0.	-28.162
161	5.019	2.9634	5.e-002	8.161e-006
162	5.0595	2.4817	0.	-171.76
163	5.1428	3.4817	0.	-184.92
164	4.2147	2.1022	0.	-12.719
165	3.7208	2.5612	0.	-124.92
166	4.4051	2.781	0.	-64.966
167	4.1964	2.4181	5.e-002	1.7099e-006
168	4.6482	2.209	0.	-195.29
169	5.4779	3.1884	0.	-22.139
170	5.9508	3.484	0.	15.429
171	5.6667	3.0446	0.	44.49
172	5.6249	3.4003	5.e-002	-4.3767e-006
173	5.4458	3.7001	0.	-178.49
174	3.7978	1.5455	0.	-47.534
175	4.233	1.7864	5.e-002	2.8859e-005
176	4.6665	1.6432	0.	3.3626
177	2.6158	4.2892	0.	-153.56
178	3.6068	4.265	0.	-143.23
179	3.3791	4.7641	5.e-002	4.2944e-007
180	3.3895	5.382	0.	-89.678
181	4.2395	4.882	0.	-134.08
182	5.3309	2.9765	5.e-002	-5.7256e-006
183	5.2988	2.4883	0.	-224.68
184	22.133	3.0086	0.	-2.6327
185	21.189	2.0194	0.	-2.566
186	22.13	2.0077	5.e-002	3.1588e-006
187	22.128	1.0039	0.	-1.7823
188	23.065	2.0039	0.	-2.6402
189	21.2	4.0377	0.	-2.5547
190	22.135	4.0096	5.e-002	2.7449e-006
191	23.068	4.0048	0.	-2.6704
192	22.131	5.0048	0.	-1.8192
193	19.322	4.0835	0.	-2.7715
194	20.257	3.0484	0.	-2.4747
195	20.265	4.0658	5.e-002	2.6094e-006
196	20.259	5.0329	0.	-1.723
197	17.443	4.161	0.	-3.3674
198	18.379	3.0817	0.	-3.0035
199	18.38	4.1013	5.e-002	2.2041e-006
200	18.38	5.0507	0.	-1.5532
201	15.57	4.2208	0.	-3.1352
202	16.505	3.1205	0.	-3.4508
