Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	8.1994	2.5583	0.	-8.9073e-004
2	8.3223	3.4346	0.	-7.015e-004
3	9.3413	2.0599	0.	-3.696e-004
4	6.2811	2.6487	0.	-4.3217e-004
5	9.481	3.4534	0.	-3.5113e-004
6	6.5364	1.0192	0.	-3.8787e-004
7	8.6655	3.1229	0.	-7.2694e-004
8	9.5581	2.75	0.	-3.913e-004
9	7.6494	2.7641	0.	-6.817e-004
10	8.6928	2.6192	0.	-4.9821e-004
11	10.59	1.2547	0.	-2.4461e-004
12	12.928	2.1161	0.	-2.1548e-004
13	15.247	1.996	0.	-1.9533e-004
14	17.486	1.9776	0.	-1.4383e-004
15	19.671	1.9727	0.	-9.4089e-005
16	21.849	1.9869	0.	-4.9321e-005
17	21.944	3.9707	0.	-4.7303e-005
18	19.857	3.9643	0.	-8.9716e-005
19	17.764	3.9624	0.	-1.3638e-004
20	15.683	3.982	0.	-1.8297e-004
21	13.75	4.145	0.	-2.1945e-004
22	11.797	4.6266	0.	-2.5456e-004
23	11.332	3.3262	0.	-2.8045e-004
24	9.5659	4.3209	0.	-2.9209e-004
25	6.9845	2.0441	0.	-4.3384e-004
26	1.819	2.0789	0.	-5.2448e-004
27	3.7203	2.3257	0.	-4.6308e-004
28	5.1653	1.4482	0.	-4.5477e-004
29	1.9051	4.0785	0.	-5.2344e-004
30	5.7132	4.6397	0.	-4.1275e-004
31	3.7456	4.2642	0.	-4.8725e-004
32	5.7405	3.4856	0.	-4.3403e-004
33	9.2199	1.6656	0.	-3.3349e-004
34	10.437	2.3895	0.	-2.9999e-004
35	9.7726	5.0324	0.	-2.4468e-004
36	9.7726	5.0324	0.1	-9.0815e-005
37	10.437	2.3895	0.1	-1.1328e-004
38	9.2199	1.6656	0.1	-2.4451e-004
39	5.7405	3.4856	0.1	-1.551e-004
40	3.7456	4.2642	0.1	-1.7847e-004
41	5.7132	4.6397	0.1	-1.5582e-004
42	1.9051	4.0785	0.1	-3.1818e-004
43	5.1653	1.4482	0.1	-1.724e-004
44	3.7203	2.3257	0.1	-1.8127e-004
45	1.819	2.0789	0.1	-3.1363e-004
46	6.9845	2.0441	0.1	-1.5518e-004
47	9.5659	4.3209	0.1	-1.1439e-004
48	11.332	3.3262	0.1	-1.1487e-004
49	11.797	4.6266	0.1	-9.5695e-005
50	13.75	4.145	0.1	-7.6236e-005
51	15.683	3.982	0.1	-6.7216e-005
52	17.764	3.9624	0.1	-4.51e-005
53	19.857	3.9643	0.1	-3.201e-005
54	21.944	3.9707	0.1	-2.2017e-005
55	21.849	1.9869	0.1	-2.25e-005
56	19.671	1.9727	0.1	-3.2757e-005
57	17.486	1.9776	0.1	-4.8422e-005
58	15.247	1.996	0.1	-6.9853e-005
59	12.928	2.1161	0.1	-8.2668e-005
60	10.59	1.2547	0.1	-9.3534e-005
61	8.6928	2.6192	0.1	-3.1255e-004
62	7.6494	2.7641	0.1	-4.0612e-004
63	9.5581	2.75	0.1	-1.4403e-004
64	8.6655	3.1229	0.1	-3.0028e-004
65	6.5364	1.0192	0.1	-1.7969e-004
66	9.481	3.4534	0.1	-1.2809e-004
67	6.2811	2.6487	0.1	-1.5687e-004
68	9.3413	2.0599	0.1	-1.2509e-004
69	8.3223	3.4346	0.1	-3.8467e-004
70	8.1994	2.5583	0.1	-5.8744e-004
71	8.1667	5.	0.1	-1.0901e-004
72	8.1667	4.5	0.1	-2.4208e-004
73	8.1667	4.	0.1	-4.8087e-004
74	8.	4.	0.1	-3.4987e-004
75	8.	4.5	0.1	-2.0906e-004
76	8.	5.	0.1	-1.5049e-004
77	8.1667	1.	0.1	-2.2993e-004
78	8.1667	1.5	0.1	-3.0479e-004
79	8.1667	2.	0.1	-4.0661e-004
80	8.	2.	0.1	-6.3162e-004
81	8.	1.5	0.1	-3.3004e-004
82	8.	1.	0.1	-1.3055e-004
83	8.1667	6.	0.1	-5.9062e-005
84	10.146	6.	0.1	-8.3504e-005
85	12.125	6.	0.1	-9.6907e-005
86	14.104	6.	0.1	-7.8668e-005
87	16.083	6.	0.1	-6.1435e-005
88	18.063	6.	0.1	-4.667e-005
89	20.042	6.	0.1	-3.3408e-005
90	22.021	6.	0.1	-2.1847e-005
91	24.	6.	0.1	-1.3547e-005
92	24.	4.	0.1	-1.5951e-005
93	24.	2.	0.1	-1.6057e-005
94	1.7484e-014	2.	0.1	-4.6513e-006
95	3.4968e-014	4.	0.1	-6.7707e-006
96	24.	0.	0.1	-1.402e-005
97	21.738	0.	0.1	-2.2029e-005
98	19.476	0.	0.1	-3.4073e-005
