Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	2.2039	3.7199	0.	-1.5867e-003
2	2.0287	2.327	0.	-1.6106e-003
3	0.9733	2.099	0.	-7.3192e-004
4	1.5617	3.8027	0.	-1.0326e-003
5	1.0626	3.9315	0.	-7.4701e-004
6	1.5677	5.1642	0.	-4.0885e-004
7	1.6948	4.9351	0.	-4.74e-004
8	2.6384	4.9107	0.	-4.3094e-004
9	1.6882	1.0479	0.	-4.5664e-004
10	1.4894	1.7564	0.	-7.9018e-004
11	2.5644	2.0513	0.	-9.9883e-004
12	2.4384	3.0084	0.	-1.1875e-003
13	2.7602	3.3273	0.	-9.6459e-004
14	1.1499	4.7183	0.	-5.3973e-004
15	0.97997	1.5502	0.	-6.0153e-004
16	3.0848	4.4544	0.	-5.725e-004
17	0.55204	4.5583	0.	-5.7447e-004
18	3.1846	2.0079	0.	-6.5203e-004
19	0.66724	0.73357	0.	-4.4332e-004
20	3.1316	2.9662	0.	-7.7775e-004
21	0.65231	2.9586	0.	-7.7085e-004
22	3.0136	0.55886	0.	-3.2656e-004
23	3.8539	2.7548	0.	-5.9192e-004
24	4.4713	1.4194	0.	-4.9104e-004
25	5.1589	1.4365	0.	-4.7594e-004
26	5.931	1.418	0.	-4.5296e-004
27	6.6839	1.418	0.	-4.3092e-004
28	7.4368	1.418	0.	-4.0925e-004
29	8.1897	1.418	0.	-3.8792e-004
30	8.9425	1.418	0.	-3.6671e-004
31	9.6954	1.418	0.	-3.4569e-004
32	10.448	1.418	0.	-3.2486e-004
33	11.201	1.418	0.	-3.0427e-004
34	11.954	1.418	0.	-2.8392e-004
35	12.707	1.418	0.	-2.6389e-004
36	13.46	1.418	0.	-2.4431e-004
37	14.213	1.418	0.	-2.2489e-004
38	14.962	1.4078	0.	-2.0584e-004
39	15.713	1.3831	0.	-1.8704e-004
40	16.479	1.3743	0.	-1.6834e-004
41	17.242	1.4035	0.	-1.5009e-004
42	17.987	1.4488	0.	-1.3256e-004
43	18.725	1.4519	0.	-1.1502e-004
44	19.468	1.4697	0.	-9.8406e-005
45	20.236	1.4458	0.	-8.1648e-005
46	20.998	1.4863	0.	-6.5188e-005
47	21.767	1.4963	0.	-4.9233e-005
48	22.516	2.2599	0.	-3.5144e-005
49	22.513	3.0303	0.	-3.5563e-005
50	22.464	3.7897	0.	-3.6077e-005
51	21.668	4.5373	0.	-5.1168e-005
52	20.894	4.5387	0.	-6.7386e-005
53	20.114	4.5541	0.	-8.434e-005
54	19.329	4.5693	0.	-1.0165e-004
55	18.544	4.5711	0.	-1.1949e-004
56	17.765	4.5718	0.	-1.3748e-004
57	16.982	4.582	0.	-1.5602e-004
58	16.202	4.582	0.	-1.7516e-004
59	15.423	4.582	0.	-1.9432e-004
60	14.643	4.582	0.	-2.1387e-004
61	13.863	4.582	0.	-2.3378e-004
62	13.083	4.582	0.	-2.5408e-004
63	12.304	4.582	0.	-2.7464e-004
64	11.524	4.582	0.	-2.9556e-004
65	10.744	4.582	0.	-3.1678e-004
66	9.9643	4.582	0.	-3.3827e-004
67	9.1845	4.582	0.	-3.6003e-004
68	8.4048	4.582	0.	-3.8201e-004
69	7.625	4.582	0.	-4.0403e-004
70	6.8538	4.5923	0.	-4.2623e-004
71	6.0698	4.6081	0.	-4.5006e-004
72	5.287	4.5989	0.	-4.7071e-004
73	4.464	3.8614	0.	-5.0426e-004
74	4.5582	2.8292	0.	-5.0466e-004
75	20.125	3.0782	0.	-8.4137e-005
76	19.372	3.0439	0.	-1.0079e-004
77	18.594	3.0449	0.	-1.1842e-004
78	17.762	3.164	0.	-1.3681e-004
79	16.938	3.2147	0.	-1.5793e-004
80	16.157	3.2165	0.	-1.7529e-004
81	15.423	3.164	0.	-1.94e-004
82	14.643	3.164	0.	-2.1341e-004
83	13.863	3.164	0.	-2.337e-004
84	13.083	3.164	0.	-2.5334e-004
85	12.304	3.164	0.	-2.7408e-004
86	11.524	3.164	0.	-2.9489e-004
87	10.744	3.164	0.	-3.1595e-004
88	9.9643	3.164	0.	-3.372e-004
89	9.1845	3.164	0.	-3.5856e-004
90	8.4048	3.164	0.	-3.8e-004
91	7.625	3.164	0.	-4.0144e-004
92	2.3008	2.4434	0.	-1.285e-003
93	1.9371	3.565	0.	-1.4289e-003
94	1.537	5.5083	0.	-3.0595e-004
95	1.0605	5.3649	0.	-4.3738e-004
96	0.56462	5.2943	0.	-4.2883e-004
97	0.55937	3.794	0.	-6.9681e-004
98	0.5259	2.2173	0.	-6.9947e-004
99	0.50871	1.4918	0.	-5.947e-004
100	1.343	0.46558	0.	-3.5741e-004
101	1.5019	0.81464	0.	-3.7995e-004
102	1.5736	1.342	0.	-5.7033e-004
103	1.6172	2.1787	0.	-1.1087e-003
104	23.226	5.2609	0.	-1.8586e-005
105	22.445	5.2677	0.	-3.4072e-005
106	21.664	5.2697	0.	-5.0454e-005
107	20.883	5.2812	0.	-6.7248e-005
108	20.106	5.2767	0.	-8.433e-005
109	19.326	5.2824	0.	-1.0192e-004
110	18.542	5.291	0.	-1.1972e-004
111	17.762	5.291	0.	-1.3788e-004
112	16.982	5.291	0.	-1.5647e-004
113	16.202	5.291	0.	-1.7547e-004
114	15.423	5.291	0.	-1.9474e-004
115	14.643	5.291	0.	-2.1434e-004
116	13.863	5.291	0.	-2.3428e-004
117	13.083	5.291	0.	-2.5459e-004
118	12.304	5.291	0.	-2.7525e-004
119	11.524	5.291	0.	-2.9627e-004
120	10.744	5.291	0.	-3.1765e-004
121	9.9643	5.291	0.	-3.3937e-004
122	9.1845	5.291	0.	-3.6144e-004
123	8.4048	5.291	0.	-3.8382e-004
124	7.625	5.291	0.	-4.0643e-004
125	6.8452	5.291	0.	-4.2908e-004
126	6.0666	5.3005	0.	-4.5121e-004
127	5.2974	5.3032	0.	-4.6739e-004
128	4.555	5.3246	0.	-4.7026e-004
129	3.8113	5.365	0.	-4.4045e-004
130	3.0359	5.4404	0.	-3.2546e-004
131	2.5909	5.1696	0.	-3.3237e-004
132	2.6546	4.5638	0.	-5.7644e-004
133	2.632	4.2078	0.	-7.9001e-004
134	2.6024	3.8682	0.	-9.7388e-004
135	23.258	0.74439	0.	-1.8016e-005
136	23.27	1.494	0.	-1.9565e-005
137	23.258	2.2563	0.	-2.0637e-005
138	23.249	3.0167	0.	-2.1036e-005
139	23.237	3.7728	0.	-2.1031e-005
140	23.229	4.5192	0.	-2.026e-005
141	3.7657	0.64813	0.	-4.3717e-004
142	4.4747	0.68506	0.	-4.6948e-004
143	5.1782	0.70901	0.	-4.6892e-004
144	5.931	0.70901	0.	-4.5413e-004
145	6.6839	0.70901	0.	-4.3336e-004
146	7.4368	0.70901	0.	-4.1168e-004
147	8.1897	0.70901	0.	-3.8984e-004
148	8.9425	0.70901	0.	-3.6822e-004
149	9.6954	0.70901	0.	-3.4686e-004
150	10.448	0.70901	0.	-3.2579e-004
151	11.201	0.70901	0.	-3.0503e-004
152	11.954	0.70901	0.	-2.8458e-004
153	12.707	0.70901	0.	-2.6447e-004
154	13.46	0.70901	0.	-2.4476e-004
155	14.213	0.70901	0.	-2.254e-004
156	14.962	0.70178	0.	-2.0626e-004
157	15.716	0.69418	0.	-1.8742e-004
158	16.473	0.6932	0.	-1.6886e-004
159	17.232	0.70389	0.	-1.5062e-004
160	17.984	0.71779	0.	-1.327e-004
161	18.73	0.70901	0.	-1.1542e-004
162	19.483	0.70901	0.	-9.8182e-005
163	20.238	0.73242	0.	-8.1416e-005
164	21.001	0.74099	0.	-6.4694e-005
165	21.756	0.7484	0.	-4.8507e-005
166	22.513	0.74338	0.	-3.2706e-005
167	2.603	0.8062	0.	-3.2572e-004
168	2.6604	1.0692	0.	-4.2957e-004
169	2.6456	1.3689	0.	-5.3766e-004
170	2.5804	1.6788	0.	-7.5711e-004
171	1.575	4.6667	0.	-6.1403e-004
172	1.5656	4.2644	0.	-8.4934e-004
173	2.4556	3.5803	0.	-1.2341e-003
174	2.1606	3.2804	0.	-1.3208e-003
175	2.7259	2.5442	0.	-9.9578e-004
176	1.7885	2.5279	0.	-1.3176e-003
177	3.2061	4.8539	0.	-4.7381e-004
178	22.452	4.5272	0.	-3.5314e-005
179	22.515	1.4997	0.	-3.41e-005
180	3.237	1.1646	0.	-4.7617e-004
181	1.573	3.4326	0.	-1.1082e-003
182	2.103	2.7722	0.	-1.3134e-003
183	4.5478	4.6202	0.	-4.8628e-004
184	3.8512	4.7273	0.	-4.9254e-004
185	3.093	4.0431	0.	-6.5939e-004
186	3.0353	3.6763	0.	-7.5393e-004
187	3.817	1.2793	0.	-4.9059e-004
188	3.1446	1.4908	0.	-5.7898e-004
189	2.9878	1.712	0.	-6.2022e-004
190	2.8369	2.0131	0.	-7.9619e-004
191	3.0704	2.3131	0.	-7.6829e-004
192	1.7956	3.0687	0.	-1.2475e-003
193	1.1528	3.2516	0.	-8.9896e-004
194	3.6653	4.0949	0.	-5.5603e-004
195	21.689	3.7843	0.	-5.1431e-005
196	21.744	2.2607	0.	-5.0434e-005
197	3.6896	1.9232	0.	-5.4774e-004
198	1.4735	2.7716	0.	-1.0461e-003
199	20.124	3.8185	0.	-8.4207e-005
200	19.329	3.8422	0.	-1.0165e-004
201	18.564	3.8198	0.	-1.1926e-004
202	17.78	3.8507	0.	-1.3691e-004
203	16.982	3.873	0.	-1.5591e-004
204	16.193	3.8818	0.	-1.75e-004
205	15.423	3.873	0.	-1.9409e-004
206	14.643	3.873	0.	-2.1364e-004
207	13.863	3.873	0.	-2.3356e-004
208	13.083	3.873	0.	-2.5375e-004
209	12.304	3.873	0.	-2.7423e-004
210	11.524	3.873	0.	-2.9507e-004
211	10.744	3.873	0.	-3.1618e-004
212	9.9643	3.873	0.	-3.3751e-004
213	9.1845	3.873	0.	-3.5901e-004
214	8.4048	3.873	0.	-3.8061e-004
215	7.625	3.873	0.	-4.0232e-004
216	6.8644	3.9018	0.	-4.2444e-004
217	6.0965	3.9462	0.	-4.4591e-004
218	5.3232	3.9422	0.	-4.7488e-004
219	3.4866	3.4694	0.	-6.4354e-004
220	5.1676	2.1029	0.	-4.8015e-004
221	5.9438	2.1109	0.	-4.5075e-004
222	6.6839	2.127	0.	-4.2868e-004
223	7.4368	2.127	0.	-4.0731e-004
224	8.1897	2.127	0.	-3.8649e-004
225	8.9425	2.127	0.	-3.6565e-004
226	9.6954	2.127	0.	-3.4488e-004
227	10.448	2.127	0.	-3.2423e-004
228	11.201	2.127	0.	-3.0377e-004
229	11.954	2.127	0.	-2.8353e-004
230	12.707	2.127	0.	-2.6347e-004
231	13.46	2.127	0.	-2.4361e-004
232	14.216	2.0646	0.	-2.2506e-004
233	14.975	2.0594	0.	-2.0518e-004
234	15.743	2.0328	0.	-1.8603e-004
235	16.493	2.0222	0.	-1.6782e-004
236	17.247	2.0831	0.	-1.5007e-004
237	17.963	2.216	0.	-1.3225e-004
238	18.675	2.2705	0.	-1.165e-004
239	19.429	2.2574	0.	-9.9451e-005
240	20.192	2.2547	0.	-8.2703e-005
241	20.961	2.254	0.	-6.6411e-005
