Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	2.2039	3.7199	0.	16571
2	2.0287	2.327	0.	16731
3	0.9733	2.099	0.	7089.8
4	1.5617	3.8027	0.	10169
5	1.0626	3.9315	0.	7297.5
6	1.5677	5.1642	0.	4200.2
7	1.6948	4.9351	0.	5136.3
8	2.6384	4.9107	0.	4604.3
9	1.6882	1.0479	0.	4990.3
10	1.4894	1.7564	0.	7932.9
11	2.5644	2.0513	0.	9843.7
12	2.4384	3.0084	0.	11808
13	2.7602	3.3273	0.	9572.7
14	1.1499	4.7183	0.	5291.5
15	0.97997	1.5502	0.	5816.2
16	3.0848	4.4544	0.	5798.5
17	0.55204	4.5583	0.	6070.3
18	3.1846	2.0079	0.	6513.4
19	0.66724	0.73357	0.	4594.5
20	3.1316	2.9662	0.	7692.3
21	0.65231	2.9586	0.	8018.9
22	3.0136	0.55886	0.	3354.1
23	3.8539	2.7548	0.	5853.4
24	4.4713	1.4194	0.	4893.2
25	5.1589	1.4365	0.	4731.3
26	5.931	1.418	0.	4505.
27	6.6839	1.418	0.	4290.6
28	7.4368	1.418	0.	4078.
29	8.1897	1.418	0.	3868.6
30	8.9425	1.418	0.	3659.2
31	9.6954	1.418	0.	3451.2
32	10.448	1.418	0.	3244.5
33	11.201	1.418	0.	3039.9
34	11.954	1.418	0.	2837.3
35	12.707	1.418	0.	2637.8
36	13.46	1.418	0.	2442.5
37	14.213	1.418	0.	2249.2
38	14.962	1.4078	0.	2059.
39	15.713	1.3831	0.	1871.4
40	16.479	1.3743	0.	1684.9
41	17.242	1.4035	0.	1503.6
42	17.987	1.4488	0.	1329.4
43	18.725	1.4519	0.	1154.6
44	19.468	1.4697	0.	990.02
45	20.236	1.4458	0.	823.63
46	20.998	1.4863	0.	661.81
47	21.767	1.4963	0.	506.12
48	22.516	2.2599	0.	380.26
49	22.513	3.0303	0.	386.67
50	22.464	3.7897	0.	388.47
51	21.668	4.5373	0.	524.41
52	20.894	4.5387	0.	682.7
53	20.114	4.5541	0.	849.81
54	19.329	4.5693	0.	1021.4
55	18.544	4.5711	0.	1198.7
56	17.765	4.5718	0.	1377.8
57	16.982	4.582	0.	1562.5
58	16.202	4.582	0.	1753.1
59	15.423	4.582	0.	1944.
60	14.643	4.582	0.	2139.3
61	13.863	4.582	0.	2337.9
62	13.083	4.582	0.	2540.2
63	12.304	4.582	0.	2745.
64	11.524	4.582	0.	2953.3
65	10.744	4.582	0.	3164.3
66	9.9643	4.582	0.	3377.7
67	9.1845	4.582	0.	3593.1
68	8.4048	4.582	0.	3810.4
69	7.625	4.582	0.	4027.1
70	6.8538	4.5923	0.	4243.6
71	6.0698	4.6081	0.	4480.8
72	5.287	4.5989	0.	4679.4
73	4.464	3.8614	0.	4988.
74	4.5582	2.8292	0.	4974.5
75	20.125	3.0782	0.	849.54
76	19.372	3.0439	0.	1013.4
77	18.594	3.0449	0.	1187.9
78	17.762	3.164	0.	1365.9
79	16.938	3.2147	0.	1582.6
80	16.157	3.2165	0.	1756.
81	15.423	3.164	0.	1942.5
82	14.643	3.164	0.	2134.3
83	13.863	3.164	0.	2335.
84	13.083	3.164	0.	2531.
85	12.304	3.164	0.	2738.
86	11.524	3.164	0.	2945.1
87	10.744	3.164	0.	3154.4
88	9.9643	3.164	0.	3364.9
89	9.1845	3.164	0.	3575.7
90	8.4048	3.164	0.	3786.
91	7.625	3.164	0.	3995.1
92	2.3008	2.4434	0.	13267
93	1.9371	3.565	0.	14726
94	1.537	5.5083	0.	3053.3
95	1.0605	5.3649	0.	4279.8
96	0.56462	5.2943	0.	4522.4
97	0.55937	3.794	0.	7381.9
98	0.5259	2.2173	0.	7456.6
99	0.50871	1.4918	0.	6307.
100	1.343	0.46558	0.	3560.2
101	1.5019	0.81464	0.	3890.
102	1.5736	1.342	0.	6039.9
103	1.6172	2.1787	0.	10901
104	23.226	5.2609	0.	205.82
105	22.445	5.2677	0.	352.87
106	21.664	5.2697	0.	513.15
107	20.883	5.2812	0.	679.06
