Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	5.0917	2.2855	0.	246.23
2	5.3006	3.7523	0.	159.91
3	4.3869	0.3522	0.	2.4481
4	4.55	0.99227	0.	-23.534
5	5.7473	2.2815	0.	-86.624
6	6.0142	0.82615	0.	0.37792
7	4.697	3.9165	0.	-128.66
8	5.8309	4.9048	0.	-18.722
9	5.6445	2.6397	0.	-77.81
10	4.6749	5.165	0.	-16.09
11	4.8936	3.1504	0.	-10.332
12	5.6139	3.1611	0.	-21.669
13	4.3155	5.4126	0.	6.4331
14	3.7101	3.8463	0.	-196.78
15	6.1418	4.1571	0.	-7.9914
16	5.2799	2.9295	0.	-2.0053
17	4.6211	2.8647	0.	-23.423
18	6.2915	2.1401	0.	-45.782
19	6.0825	0.4518	0.	-8.4157
20	3.9926	1.0383	0.	26.034
21	4.2387	1.3532	0.	34.81
22	6.2811	4.6761	0.	32.482
23	3.581	5.377	0.	15.134
24	6.8185	5.4201	0.	13.877
25	3.2164	2.7185	0.	-230.6
26	3.0386	1.318	0.	-110.51
27	7.3963	3.5618	0.	-107.51
28	2.9414	2.1101	0.	-188.7
29	8.3005	1.4296	0.	-27.069
30	8.3174	2.1758	0.	-50.593
31	0.72659	2.2473	0.	-395.09
32	22.534	1.4776	0.	-0.46006
33	22.524	4.5328	0.	-0.42684
34	9.7638	1.4395	0.	-14.328
35	10.512	1.4208	0.	-8.2795
36	11.261	1.4208	0.	-3.4378
37	12.011	1.4208	0.	-0.3069
38	12.76	1.4208	0.	-0.36351
39	13.509	1.4208	0.	-0.4336
40	14.259	1.4208	0.	-0.1661
41	15.008	1.4208	0.	-0.35662
42	15.752	1.4506	0.	-0.59482
43	16.5	1.4309	0.	-0.42988
44	17.256	1.4208	0.	-0.42818
45	18.005	1.4208	0.	-0.35024
46	18.755	1.4208	0.	-0.45844
47	19.508	1.4484	0.	-0.47863
48	20.257	1.4458	0.	-0.47015
49	21.012	1.4835	0.	-0.44034
50	21.773	1.495	0.	-0.44113
51	22.518	2.2571	0.	-0.33176
