Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	4.8	3.	0.	3.96e-005
2	9.6	3.	0.	7.6692e-005
3	14.4	3.	0.	7.2591e-005
4	19.2	3.	0.	2.5195e-005
5	19.2	3.	0.1	-2.5195e-005
6	14.4	3.	0.1	-7.2591e-005
7	9.6	3.	0.1	-7.6692e-005
8	4.8	3.	0.1	-3.96e-005
9	4.8	6.	0.1	-4.4535e-005
10	9.6	6.	0.1	-7.5419e-005
11	14.4	6.	0.1	-6.8801e-005
12	19.2	6.	0.1	-2.5524e-005
13	24.	6.	0.1	-1.0069e-005
14	24.	3.	0.1	-9.9916e-006
15	24.	0.	0.1	-1.0069e-005
16	19.2	0.	0.1	-2.5524e-005
17	14.4	0.	0.1	-6.8801e-005
18	9.6	0.	0.1	-7.5419e-005
19	4.8	0.	0.1	-4.4535e-005
20	0.	0.	0.1	3.4701e-006
21	2.6226e-014	3.	0.1	8.2421e-007
22	3.937e-014	6.	0.1	3.4701e-006
23	2.6226e-014	3.	0.	-8.2421e-007
24	3.937e-014	6.	0.	-3.4701e-006
25	0.	0.	0.	-3.4701e-006
26	4.8	0.	0.	4.4535e-005
27	9.6	0.	0.	7.5419e-005
28	14.4	0.	0.	6.8801e-005
29	19.2	0.	0.	2.5524e-005
30	24.	0.	0.	1.0069e-005
31	24.	3.	0.	9.9916e-006
32	24.	6.	0.	1.0069e-005
33	19.2	6.	0.	2.5524e-005
34	14.4	6.	0.	6.8801e-005
35	9.6	6.	0.	7.5419e-005
36	4.8	6.	0.	4.4535e-005
37	7.2	3.	0.	5.8146e-005
38	4.8	3.	5.e-002	-1.819e-012
39	2.4	3.	0.	1.9388e-005
40	4.8	1.5	0.	4.178e-005
41	4.8	4.5	0.	4.178e-005
42	12.	3.	0.	7.6149e-005
43	9.6	3.	5.e-002	-1.819e-012
44	9.6	1.5	0.	7.6529e-005
45	9.6	4.5	0.	7.6529e-005
46	16.8	3.	0.	4.8892e-005
47	14.4	3.	5.e-002	-1.819e-012
48	14.4	1.5	0.	7.1283e-005
49	14.4	4.5	0.	7.1283e-005
50	19.2	3.	5.e-002	-1.5586e-020
51	19.2	1.5	0.	2.5369e-005
52	21.6	3.	0.	1.7585e-005
53	19.2	4.5	0.	2.5369e-005
54	16.8	3.	0.1	-4.8892e-005
55	19.2	4.5	0.1	-2.5369e-005
56	21.6	3.	0.1	-1.7585e-005
57	19.2	1.5	0.1	-2.5369e-005
58	12.	3.	0.1	-7.6149e-005
59	14.4	4.5	0.1	-7.1283e-005
60	14.4	1.5	0.1	-7.1283e-005
61	7.2	3.	0.1	-5.8146e-005
62	9.6	4.5	0.1	-7.6529e-005
63	9.6	1.5	0.1	-7.6529e-005
64	4.8	4.5	0.1	-4.178e-005
65	4.8	1.5	0.1	-4.178e-005
66	2.4	3.	0.1	-1.9388e-005
67	7.2	6.	0.1	-6.139e-005
68	2.4	6.	0.1	-2.2234e-005
69	4.8	6.	5.e-002	3.9251e-012
70	12.	6.	0.1	-7.3387e-005
71	9.6	6.	5.e-002	1.4107e-011
72	16.8	6.	0.1	-4.9248e-005
73	14.4	6.	5.e-002	7.2755e-012
74	21.6	6.	0.1	-1.7846e-005
75	19.2	6.	5.e-002	1.8753e-012
76	24.	4.5	0.1	-1.0035e-005
77	24.	6.	5.e-002	-6.1394e-012
78	24.	1.5	0.1	-1.0035e-005
79	24.	3.	5.e-002	-1.819e-012
80	21.6	0.	0.1	-1.7846e-005
81	24.	0.	5.e-002	-5.4594e-012
82	16.8	0.	0.1	-4.9248e-005
83	19.2	0.	5.e-002	1.4714e-012
84	12.	0.	0.1	-7.3387e-005
85	14.4	0.	5.e-002	1.091e-011
86	7.2	0.	0.1	-6.139e-005
87	9.6	0.	5.e-002	7.0177e-012
88	2.4	0.	0.1	-2.2234e-005
89	4.8	0.	5.e-002	3.8565e-012
90	1.3113e-014	1.5	0.1	3.518e-006
91	0.	0.	5.e-002	1.6207e-013
92	3.9339e-014	4.5	0.1	3.518e-006
93	2.6581e-014	3.	5.e-002	-1.3758e-020
94	5.2451e-014	6.	5.e-002	1.6207e-013
95	3.9339e-014	4.5	0.	-3.518e-006
96	1.3113e-014	1.5	0.	-3.518e-006
97	2.4	6.	0.	2.2234e-005
98	2.4	0.	0.	2.2234e-005
99	7.2	0.	0.	6.139e-005
100	12.	0.	0.	7.3387e-005
101	16.8	0.	0.	4.9248e-005
102	21.6	0.	0.	1.7846e-005
103	24.	1.5	0.	1.0035e-005
104	24.	4.5	0.	1.0035e-005
105	21.6	6.	0.	1.7846e-005
106	16.8	6.	0.	4.9248e-005
107	12.	6.	0.	7.3387e-005
108	7.2	6.	0.	6.139e-005
