Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	2.8532	2.961	0.	-2356.2
2	4.56	2.1909	0.	-1226.5
3	3.8929	4.6148	0.	-928.07
4	1.753	0.91233	0.	-1205.6
5	2.117	2.2971	0.	-1920.3
6	3.9223	0.48515	0.	-640.74
7	1.7634	5.1561	0.	-1186.3
8	3.852	5.472	0.	-694.02
9	3.8316	3.6893	0.	-1587.1
10	1.7967	3.1814	0.	-1971.2
11	5.7102	3.3316	0.	-1004.8
12	0.86451	4.9177	0.	-1250.4
13	1.0372	2.5082	0.	-1519.9
14	0.87421	1.1589	0.	-1243.
15	4.9514	0.63526	0.	-914.38
16	5.7342	1.1994	0.	-947.73
17	7.1586	1.1519	0.	-829.77
18	8.3796	1.1657	0.	-714.96
19	9.5385	1.1687	0.	-615.19
20	10.672	1.17	0.	-524.33
21	11.794	1.1688	0.	-440.16
22	12.905	1.1695	0.	-364.26
23	14.012	1.1702	0.	-295.92
24	15.119	1.1712	0.	-234.84
25	16.225	1.1734	0.	-180.93
26	17.331	1.1762	0.	-134.17
27	18.437	1.1796	0.	-94.473
28	19.545	1.181	0.	-61.938
29	20.662	1.1923	0.	-36.26
30	21.772	1.1929	0.	-17.776
31	22.885	1.1948	0.	-6.3414
32	22.874	2.3929	0.	-6.9409
33	22.876	3.6027	0.	-6.9385
34	22.884	4.7987	0.	-6.3618
35	21.766	4.7958	0.	-17.924
36	20.647	4.7962	0.	-36.627
37	19.538	4.7763	0.	-62.193
38	18.428	4.7328	0.	-94.892
39	17.322	4.6965	0.	-134.49
40	16.219	4.6767	0.	-181.22
41	15.115	4.6704	0.	-234.94
42	14.012	4.6685	0.	-295.79
43	12.905	4.669	0.	-363.93
44	11.798	4.6678	0.	-439.18
45	10.667	4.7445	0.	-523.28
46	9.5212	4.7463	0.	-615.69
47	8.3457	4.7388	0.	-725.73
48	7.0852	4.697	0.	-843.66
49	5.6448	4.5319	0.	-967.3
50	4.7732	5.1122	0.	-994.81
51	5.8751	2.2253	0.	-945.34
52	7.1226	2.2742	0.	-838.06
53	8.3227	2.3298	0.	-721.87
54	9.4926	2.3445	0.	-617.43
55	10.647	2.3377	0.	-524.48
56	11.779	2.3358	0.	-439.83
57	12.901	2.3452	0.	-363.64
58	14.009	2.3476	0.	-295.34
59	15.116	2.3496	0.	-234.44
60	16.222	2.3534	0.	-180.63
61	17.329	2.3572	0.	-133.89
62	18.435	2.3613	0.	-94.4
63	19.543	2.3678	0.	-61.893
64	20.651	2.3873	0.	-36.651
65	21.757	2.3964	0.	-18.356
66	21.76	3.5973	0.	-18.313
67	20.649	3.5888	0.	-36.647
68	19.538	3.5709	0.	-62.077
69	18.435	3.5485	0.	-94.44
70	17.322	3.5274	0.	-134.18
71	16.218	3.5166	0.	-180.85
72	15.113	3.5094	0.	-234.6
73	14.007	3.5061	0.	-295.49
74	12.898	3.504	0.	-363.73
75	11.772	3.5121	0.	-439.98
76	10.635	3.532	0.	-524.4
77	9.4789	3.5413	0.	-619.03
78	8.2895	3.5225	0.	-729.67
79	7.056	3.4488	0.	-845.83
80	3.6197	5.0327	0.	-556.54
81	1.8526	1.6897	0.	-1573.3
82	2.4237	2.654	0.	-1915.8
83	2.4105	3.5399	0.	-2050.6
84	4.2431	2.9088	0.	-1488.6
85	2.4109	4.0019	0.	-2395.8
86	2.6929	3.7864	0.	-3002.7
87	4.4064	1.5335	0.	-1036.1
88	2.9188	3.9214	0.	-5323.4
89	3.3656	2.6201	0.	-1764.7
90	4.0576	1.0125	0.	-814.34
91	3.358	3.3141	0.	-2605.2
92	1.7883	4.1928	0.	-1568.7
93	0.87554	3.7785	0.	-1494.9
94	0.87554	3.7785	0.1	-363.38
95	1.7883	4.1928	0.1	42.233
96	3.358	3.3141	0.1	-5.0323
97	4.0576	1.0125	0.1	-76.095
98	3.3656	2.6201	0.1	-421.07
99	2.9188	3.9214	0.1	-242.81
100	4.4064	1.5335	0.1	-82.461
101	2.6929	3.7864	0.1	-1082.4
102	2.4109	4.0019	0.1	-572.84
103	4.2431	2.9088	0.1	54.146
104	2.4105	3.5399	0.1	-226.17
105	2.4237	2.654	0.1	-209.43
106	1.8526	1.6897	0.1	51.458
107	3.6197	5.0327	0.1	-207.63
108	7.056	3.4488	0.1	-9.1932
109	8.2895	3.5225	0.1	1.3613
110	9.4789	3.5413	0.1	0.43733
111	10.635	3.532	0.1	0.76844
112	11.772	3.5121	0.1	-2.8941
113	12.898	3.504	0.1	-6.1821
114	14.007	3.5061	0.1	-8.15
115	15.113	3.5094	0.1	-9.3093
116	16.218	3.5166	0.1	-9.9615
117	17.322	3.5274	0.1	-10.393
118	18.435	3.5485	0.1	-10.567
119	19.538	3.5709	0.1	-10.713
120	20.649	3.5888	0.1	-10.754
121	21.76	3.5973	0.1	-10.803
122	21.757	2.3964	0.1	-10.744
123	20.651	2.3873	0.1	-10.7
124	19.543	2.3678	0.1	-10.668
125	18.435	2.3613	0.1	-10.58
126	17.329	2.3572	0.1	-10.37
127	16.222	2.3534	0.1	-9.9807
128	15.116	2.3496	0.1	-9.3004
129	14.009	2.3476	0.1	-8.2436
130	12.901	2.3452	0.1	-6.3781
131	11.779	2.3358	0.1	-3.4083
132	10.647	2.3377	0.1	1.1195
133	9.4926	2.3445	0.1	0.1683
134	8.3227	2.3298	0.1	4.607
135	7.1226	2.2742	0.1	-8.558
136	5.8751	2.2253	0.1	13.921
137	4.7732	5.1122	0.1	-69.458
138	5.6448	4.5319	0.1	-0.50012
139	7.0852	4.697	0.1	-6.1981
140	8.3457	4.7388	0.1	0.84447
141	9.5212	4.7463	0.1	1.189
142	10.667	4.7445	0.1	0.20168
143	11.798	4.6678	0.1	-3.5966
144	12.905	4.669	0.1	-5.8151
145	14.012	4.6685	0.1	-7.0177
146	15.115	4.6704	0.1	-7.7532
147	16.219	4.6767	0.1	-8.1932
148	17.322	4.6965	0.1	-8.4654
149	18.428	4.7328	0.1	-8.5945
150	19.538	4.7763	0.1	-8.552
151	20.647	4.7962	0.1	-8.4559
152	21.766	4.7958	0.1	-8.2524
153	22.884	4.7987	0.1	-7.6904
154	22.876	3.6027	0.1	-10.73
155	22.874	2.3929	0.1	-10.71
156	22.885	1.1948	0.1	-7.6881
157	21.772	1.1929	0.1	-8.2889
158	20.662	1.1923	0.1	-8.5749
159	19.545	1.181	0.1	-8.6431
160	18.437	1.1796	0.1	-8.6647
161	17.331	1.1762	0.1	-8.5013
162	16.225	1.1734	0.1	-8.2466
163	15.119	1.1712	0.1	-7.8106
164	14.012	1.1702	0.1	-7.101
165	12.905	1.1695	0.1	-5.8852
166	11.794	1.1688	0.1	-3.9969
167	10.672	1.17	0.1	-1.0887
168	9.5385	1.1687	0.1	-0.3252
169	8.3796	1.1657	0.1	3.9261
170	7.1586	1.1519	0.1	-4.5097
171	5.7342	1.1994	0.1	-2.928
172	4.9514	0.63526	0.1	-87.195
173	0.87421	1.1589	0.1	-319.29
174	1.0372	2.5082	0.1	-308.76
175	0.86451	4.9177	0.1	-309.2
176	5.7102	3.3316	0.1	37.58
177	1.7967	3.1814	0.1	-44.876
178	3.8316	3.6893	0.1	176.09
179	3.852	5.472	0.1	-136.09
180	1.7634	5.1561	0.1	20.878
181	3.9223	0.48515	0.1	-76.598
