Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	2.8532	2.961	0.	2.4675e-004
2	4.56	2.1909	0.	1.1125e-004
3	3.8929	4.6148	0.	1.0408e-004
4	1.753	0.91233	0.	1.1213e-004
5	2.117	2.2971	0.	1.8709e-004
6	3.9223	0.48515	0.	6.7101e-005
7	1.7634	5.1561	0.	1.1321e-004
8	3.852	5.472	0.	7.6814e-005
9	3.8316	3.6893	0.	1.3512e-004
10	1.7967	3.1814	0.	1.877e-004
11	5.7102	3.3316	0.	9.4414e-005
12	0.86451	4.9177	0.	1.3808e-004
13	1.0372	2.5082	0.	1.6081e-004
14	0.87421	1.1589	0.	1.3822e-004
15	4.9514	0.63526	0.	9.9091e-005
16	5.7342	1.1994	0.	9.2376e-005
17	7.1586	1.1519	0.	8.2145e-005
18	8.3796	1.1657	0.	7.0942e-005
19	9.5385	1.1687	0.	6.1498e-005
20	10.672	1.17	0.	5.2472e-005
21	11.794	1.1688	0.	4.4217e-005
22	12.905	1.1695	0.	3.6717e-005
23	14.012	1.1702	0.	2.9944e-005
24	15.119	1.1712	0.	2.3873e-005
25	16.225	1.1734	0.	1.8506e-005
26	17.331	1.1762	0.	1.3846e-005
27	18.437	1.1796	0.	9.8918e-006
28	19.545	1.181	0.	6.65e-006
29	20.662	1.1923	0.	4.108e-006
30	21.772	1.1929	0.	2.297e-006
31	22.885	1.1948	0.	1.2223e-006
32	22.874	2.3929	0.	1.561e-006
33	22.876	3.6027	0.	1.5626e-006
34	22.884	4.7987	0.	1.2242e-006
35	21.766	4.7958	0.	2.3084e-006
36	20.647	4.7962	0.	4.1337e-006
37	19.538	4.7763	0.	6.6709e-006
38	18.428	4.7328	0.	9.931e-006
39	17.322	4.6965	0.	1.388e-005
40	16.219	4.6767	0.	1.8537e-005
41	15.115	4.6704	0.	2.3885e-005
42	14.012	4.6685	0.	2.9933e-005
43	12.905	4.669	0.	3.6685e-005
44	11.798	4.6678	0.	4.4104e-005
45	10.667	4.7445	0.	5.2315e-005
46	9.5212	4.7463	0.	6.1212e-005
47	8.3457	4.7388	0.	7.1285e-005
48	7.0852	4.697	0.	8.2966e-005
49	5.6448	4.5319	0.	9.1296e-005
50	4.7732	5.1122	0.	1.0344e-004
51	5.8751	2.2253	0.	9.178e-005
52	7.1226	2.2742	0.	8.2649e-005
53	8.3227	2.3298	0.	7.0967e-005
54	9.4926	2.3445	0.	6.1363e-005
55	10.647	2.3377	0.	5.235e-005
56	11.779	2.3358	0.	4.414e-005
57	12.901	2.3452	0.	3.6659e-005
58	14.009	2.3476	0.	2.9924e-005
59	15.116	2.3496	0.	2.3889e-005
60	16.222	2.3534	0.	1.8543e-005
61	17.329	2.3572	0.	1.3896e-005
62	18.435	2.3613	0.	9.9687e-006
63	19.543	2.3678	0.	6.7458e-006
64	20.651	2.3873	0.	4.2697e-006
65	21.757	2.3964	0.	2.5358e-006
66	21.76	3.5973	0.	2.5363e-006
67	20.649	3.5888	0.	4.2717e-006
68	19.538	3.5709	0.	6.7651e-006
69	18.435	3.5485	0.	9.9731e-006
70	17.322	3.5274	0.	1.392e-005
71	16.218	3.5166	0.	1.856e-005
72	15.113	3.5094	0.	2.3899e-005
73	14.007	3.5061	0.	2.9929e-005
74	12.898	3.504	0.	3.6665e-005
75	11.772	3.5121	0.	4.4115e-005
76	10.635	3.532	0.	5.2309e-005
77	9.4789	3.5413	0.	6.1284e-005
78	8.2895	3.5225	0.	7.1569e-005
79	7.056	3.4488	0.	8.2864e-005
80	3.6197	5.0327	0.	6.9829e-005
81	1.8526	1.6897	0.	1.4575e-004
82	2.4237	2.654	0.	1.9711e-004
83	2.4105	3.5399	0.	2.23e-004
84	4.2431	2.9088	0.	1.3578e-004
85	2.4109	4.0019	0.	2.7394e-004
86	2.6929	3.7864	0.	3.7069e-004
87	4.4064	1.5335	0.	1.0779e-004
88	2.9188	3.9214	0.	5.3349e-004
89	3.3656	2.6201	0.	2.0862e-004
90	4.0576	1.0125	0.	8.5385e-005
91	3.358	3.3141	0.	2.5029e-004
92	1.7883	4.1928	0.	1.465e-004
93	0.87554	3.7785	0.	1.6296e-004
94	0.87554	3.7785	0.1	1.6296e-004
95	1.7883	4.1928	0.1	1.465e-004
96	3.358	3.3141	0.1	2.5029e-004
97	4.0576	1.0125	0.1	8.5385e-005
98	3.3656	2.6201	0.1	2.0862e-004
99	2.9188	3.9214	0.1	5.3349e-004
100	4.4064	1.5335	0.1	1.0779e-004
101	2.6929	3.7864	0.1	3.7069e-004
102	2.4109	4.0019	0.1	2.7394e-004
103	4.2431	2.9088	0.1	1.3578e-004
104	2.4105	3.5399	0.1	2.23e-004
105	2.4237	2.654	0.1	1.9711e-004
106	1.8526	1.6897	0.1	1.4575e-004
107	3.6197	5.0327	0.1	6.9829e-005
108	7.056	3.4488	0.1	8.2864e-005
109	8.2895	3.5225	0.1	7.1569e-005
110	9.4789	3.5413	0.1	6.1284e-005
111	10.635	3.532	0.1	5.2309e-005
112	11.772	3.5121	0.1	4.4115e-005
113	12.898	3.504	0.1	3.6665e-005
114	14.007	3.5061	0.1	2.9929e-005
115	15.113	3.5094	0.1	2.3899e-005
116	16.218	3.5166	0.1	1.856e-005
117	17.322	3.5274	0.1	1.392e-005
118	18.435	3.5485	0.1	9.9731e-006
119	19.538	3.5709	0.1	6.7651e-006
120	20.649	3.5888	0.1	4.2717e-006
121	21.76	3.5973	0.1	2.5363e-006
122	21.757	2.3964	0.1	2.5358e-006
123	20.651	2.3873	0.1	4.2697e-006
124	19.543	2.3678	0.1	6.7458e-006
125	18.435	2.3613	0.1	9.9687e-006
126	17.329	2.3572	0.1	1.3896e-005
127	16.222	2.3534	0.1	1.8543e-005
128	15.116	2.3496	0.1	2.3889e-005
129	14.009	2.3476	0.1	2.9924e-005
130	12.901	2.3452	0.1	3.6659e-005
131	11.779	2.3358	0.1	4.414e-005
132	10.647	2.3377	0.1	5.235e-005
133	9.4926	2.3445	0.1	6.1363e-005
134	8.3227	2.3298	0.1	7.0967e-005
135	7.1226	2.2742	0.1	8.2649e-005
136	5.8751	2.2253	0.1	9.178e-005
137	4.7732	5.1122	0.1	1.0344e-004
138	5.6448	4.5319	0.1	9.1296e-005
139	7.0852	4.697	0.1	8.2966e-005
140	8.3457	4.7388	0.1	7.1285e-005
141	9.5212	4.7463	0.1	6.1212e-005
142	10.667	4.7445	0.1	5.2315e-005
143	11.798	4.6678	0.1	4.4104e-005
144	12.905	4.669	0.1	3.6685e-005
145	14.012	4.6685	0.1	2.9933e-005
146	15.115	4.6704	0.1	2.3885e-005
147	16.219	4.6767	0.1	1.8537e-005
148	17.322	4.6965	0.1	1.388e-005
149	18.428	4.7328	0.1	9.9311e-006
150	19.538	4.7763	0.1	6.6709e-006
151	20.647	4.7962	0.1	4.1337e-006
152	21.766	4.7958	0.1	2.3084e-006
153	22.884	4.7987	0.1	1.2242e-006
154	22.876	3.6027	0.1	1.5626e-006
155	22.874	2.3929	0.1	1.561e-006
156	22.885	1.1948	0.1	1.2223e-006
157	21.772	1.1929	0.1	2.297e-006
158	20.662	1.1923	0.1	4.108e-006
159	19.545	1.181	0.1	6.65e-006
160	18.437	1.1796	0.1	9.8918e-006
161	17.331	1.1762	0.1	1.3846e-005
162	16.225	1.1734	0.1	1.8506e-005
163	15.119	1.1712	0.1	2.3873e-005
164	14.012	1.1702	0.1	2.9944e-005
165	12.905	1.1695	0.1	3.6717e-005
166	11.794	1.1688	0.1	4.4217e-005
167	10.672	1.17	0.1	5.2472e-005
168	9.5385	1.1687	0.1	6.1498e-005
169	8.3796	1.1657	0.1	7.0942e-005
170	7.1586	1.1519	0.1	8.2145e-005
171	5.7342	1.1994	0.1	9.2376e-005
172	4.9514	0.63526	0.1	9.9091e-005
173	0.87421	1.1589	0.1	1.3822e-004
174	1.0372	2.5082	0.1	1.6081e-004
175	0.86451	4.9177	0.1	1.3808e-004
176	5.7102	3.3316	0.1	9.4414e-005
177	1.7967	3.1814	0.1	1.877e-004
178	3.8316	3.6893	0.1	1.3512e-004
179	3.852	5.472	0.1	7.6814e-005
180	1.7634	5.1561	0.1	1.1321e-004
181	3.9223	0.48515	0.1	6.7101e-005
182	2.117	2.2971	0.1	1.8709e-004
183	1.753	0.91233	0.1	1.1213e-004
184	3.8929	4.6148	0.1	1.0408e-004
185	4.56	2.1909	0.1	1.1125e-004
186	2.8532	2.961	0.1	2.4675e-004
187	2.9467	4.	0.	5.8099e-004
188	2.9467	4.5	0.	1.4819e-004
189	2.9467	5.	0.	1.0276e-004
190	2.9467	5.5	0.	3.4602e-005
191	2.78	4.	0.	7.3265e-004
192	2.78	5.5	0.	6.3589e-005
193	2.78	5.	0.	1.5065e-004
194	2.78	4.5	0.	1.8817e-004
195	2.9467	2.	0.	3.6544e-004
196	2.9467	1.5	0.	1.7269e-004
197	2.9467	1.	0.	1.3924e-004
198	2.9467	0.5	0.	6.6126e-005
199	2.78	2.	0.	6.0637e-004
200	2.78	0.5	0.	7.771e-005
201	2.78	1.	0.	1.3128e-004
202	2.78	1.5	0.	2.5611e-004
203	2.9467	6.	0.	4.075e-005
204	4.0547	6.	0.	6.6313e-005
205	5.1628	6.	0.	8.8879e-005
