Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	3.2871	2.9278	0.	-2.2963e-004
2	4.275	3.2722	0.	-1.353e-004
3	3.6408	3.3508	0.	-1.8547e-004
4	2.2711	0.72062	0.	-1.1712e-004
5	2.2476	1.7189	0.	-1.3078e-004
6	5.1766	1.4006	0.	-9.2742e-005
7	2.1411	5.2159	0.	-1.0967e-004
8	2.6948	4.0579	0.	-1.6887e-004
9	4.6993	4.6836	0.	-1.0773e-004
10	4.2564	5.0483	0.	-7.259e-005
11	2.3078	3.268	0.	-1.7187e-004
12	4.4386	5.4612	0.	-7.4046e-005
13	5.1458	2.5351	0.	-1.2536e-004
14	1.2834	3.8615	0.	-1.3634e-004
15	1.1855	1.2384	0.	-1.2351e-004
16	1.0533	4.9507	0.	-1.2783e-004
17	5.5628	0.79358	0.	-8.5406e-005
18	6.7296	1.1622	0.	-8.5416e-005
19	7.9213	1.1934	0.	-7.5312e-005
20	9.1287	1.2095	0.	-6.4847e-005
21	10.305	1.2123	0.	-5.525e-005
22	11.472	1.2108	0.	-4.6471e-005
23	12.615	1.1857	0.	-3.8507e-005
24	13.757	1.2173	0.	-3.1329e-005
25	14.892	1.2112	0.	-2.4926e-005
26	16.029	1.2015	0.	-1.9263e-005
27	17.167	1.1951	0.	-1.4349e-005
28	18.307	1.1935	0.	-1.0163e-005
29	19.444	1.1947	0.	-6.7382e-006
30	20.582	1.1917	0.	-4.057e-006
31	21.72	1.1928	0.	-2.114e-006
32	22.859	1.1956	0.	-8.9529e-007
33	22.851	2.394	0.	-1.0311e-006
34	22.848	3.6004	0.	-1.0351e-006
35	22.853	4.8081	0.	-8.994e-007
36	21.712	4.7973	0.	-2.1308e-006
37	20.569	4.7944	0.	-4.0826e-006
38	19.434	4.7914	0.	-6.7648e-006
39	18.296	4.7891	0.	-1.0202e-005
40	17.164	4.7909	0.	-1.4354e-005
41	16.026	4.8002	0.	-1.9252e-005
42	14.893	4.8262	0.	-2.4925e-005
43	13.746	4.8318	0.	-3.1384e-005
44	12.606	4.8236	0.	-3.856e-005
45	11.455	4.8157	0.	-4.6506e-005
46	10.286	4.8099	0.	-5.5316e-005
47	9.0907	4.7876	0.	-6.5085e-005
48	7.8461	4.7696	0.	-7.5995e-005
49	6.4331	4.7678	0.	-8.5674e-005
