Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,6.7462,2.8088,0,0.00013666,1365.7,5.4457e-05,157.24,4.3523e-05,75.091,-0.00013253,-1247.7,0.060326
2,6.1062,3.4304,0,0.00019616,1960.3,8.7596e-05,265.6,4.9015e-05,-24.282,-0.00019044,-1823.5,0.049057
3,7.3427,2.5952,0,0.00010823,1081.6,4.2849e-05,0.78734,2.3076e-05,-147.78,-0.00010996,-1147.4,0.071705
4,5.8572,2.7673,0,0.00017024,1701.3,9.0893e-05,456.85,3.6027e-05,44.612,-0.00015792,-1412.6,0.04517
5,6.8411,4.0575,0,9.8887e-05,988.19,3.828e-05,38.84,2.6389e-05,-50.503,-9.8782e-05,-990.98,0.06172
6,4.7624,0.62689,0,9.5972e-05,959.06,4.7301e-05,199.9,2.235e-05,12.428,-9.0975e-05,-839.05,0.028033
7,7.0874,0.56236,0,6.3061e-05,630.17,2.9021e-05,108.5,1.6401e-05,13.681,-6.0445e-05,-563.71,0.065195
8,4.8681,4.748,0,0.00010484,1047.7,4.7424e-05,163.44,2.7159e-05,11.17,-0.00010103,-952.02,0.030337
9,7.1125,5.3625,0,5.7441e-05,574.01,2.3145e-05,61.371,1.739e-05,18.133,-5.5966e-05,-533.03,0.065854
10,7.5232,3.6018,0,9.1877e-05,918.13,3.7425e-05,56.045,2.3032e-05,-52.094,-9.133e-05,-911.37,0.07531
11,5.0679,5.395,0,7.5092e-05,750.4,3.3505e-05,104,1.9045e-05,-4.6525,-7.281e-05,-694.81,0.031753
12,8.0811,2.9888,0,7.8236e-05,781.82,3.2038e-05,5.4845,1.5138e-05,-121.5,-7.9432e-05,-832.06,0.086909
13,4.8714,1.5889,0,0.00011137,1112.9,5.509e-05,226.44,2.4974e-05,0.15904,-0.00010577,-982.23,0.030657
14,3.7222,1.189,0,0.00010233,1022.6,3.9044e-05,36.578,2.7991e-05,-46.473,-0.00010225,-1025,0.017967
15,5.2089,3.1095,0,0.00017107,1709.5,6.8172e-05,38.646,3.9299e-05,-178.29,-0.00017241,-1769,0.035819
16,8.2991,2.0985,0,7.004e-05,699.92,2.3527e-05,-23.83,2.0207e-05,-48.776,-7.1242e-05,-735.89,0.091425
17,4.5782,3.667,0,0.00011588,1158,4.6703e-05,-32.822,1.9779e-05,-235.12,-0.0001191,-1278.6,0.027781
18,4.1217,5.2577,0,0.00010911,1090.3,4.1576e-05,87.308,3.4506e-05,34.191,-0.00010695,-1028.6,0.021459
19,1.3751,4.777,0,0.00014108,1409.8,7.6764e-05,264.01,1.4446e-05,-204.22,-0.0001341,-1320.3,0.0024591
20,1.2752,1.2396,0,0.00014039,1403,7.6658e-05,263.33,1.3844e-05,-208.63,-0.00013337,-1314.8,0.0021112
21,2.5181,1.2272,0,0.00012502,1249.3,4.6901e-05,-39.199,2.7586e-05,-184.33,-0.00012819,-1354.7,0.0082734
22,8.0708,1.0457,0,6.3826e-05,637.82,2.3741e-05,11.985,1.7526e-05,-34.713,-6.4084e-05,-647.9,0.085979
23,9.3422,1.1103,0,6.1266e-05,612.24,2.2289e-05,12.252,1.7782e-05,-21.605,-6.1355e-05,-616.21,0.11411
24,10.471,1.1652,0,5.286e-05,528.23,1.7948e-05,-3.5596,1.6257e-05,-16.27,-5.3186e-05,-538.03,0.14075
25,11.606,1.1725,0,4.487e-05,448.39,1.4989e-05,-1.0612,1.4402e-05,-5.4674,-4.498e-05,-451.64,0.16888
26,12.745,1.1801,0,3.7392e-05,373.67,1.2363e-05,-0.27118,1.2275e-05,-0.93638,-3.7413e-05,-374.27,0.19825
27,13.888,1.1777,0,3.0472e-05,304.51,1.0329e-05,2.9344,9.8616e-06,-0.57681,-3.043e-05,-303.31,0.22871
28,15.01,1.1764,0,2.4284e-05,242.67,8.4924e-06,5.3136,7.6871e-06,-0.7376,-2.4201e-05,-240.33,0.25935
29,16.134,1.1786,0,1.8827e-05,188.14,6.7982e-06,6.7061,5.8294e-06,-0.57241,-1.8712e-05,-184.97,0.29069
30,17.252,1.1815,0,1.409e-05,140.8,5.3087e-06,7.5995,4.2167e-06,-0.60505,-1.3953e-05,-137.12,0.32229
31,18.372,1.1816,0,1.0065e-05,100.58,4.0163e-06,8.0704,2.8618e-06,-0.60395,-9.9094e-06,-96.562,0.35432
32,19.499,1.1916,0,6.7485e-06,67.439,2.9342e-06,8.3272,1.7566e-06,-0.52034,-6.572e-06,-63.099,0.38677
33,20.617,1.1936,0,4.1736e-06,41.707,2.0816e-06,8.3557,8.8824e-07,-0.61106,-3.9688e-06,-37.105,0.41915
