Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	3.116	3.391	0.	-1.457e-004
2	3.2636	2.6135	0.	-1.4841e-004
3	4.1349	3.3431	0.	-1.2287e-004
4	0.90296	0.81711	0.	-1.0709e-004
5	3.3884	0.76918	0.	-9.2606e-005
6	1.0428	4.4249	0.	-1.1272e-004
7	3.3515	4.7124	0.	-1.2264e-004
8	2.9153	5.0573	0.	-7.7009e-005
9	3.1067	5.4602	0.	-8.2795e-005
10	4.22	2.1722	0.	-1.1285e-004
11	5.3108	3.4917	0.	-9.9117e-005
12	4.4705	1.031	0.	-1.0455e-004
13	5.5403	1.1606	0.	-9.8788e-005
14	6.6886	1.1965	0.	-8.672e-005
15	7.8651	1.2076	0.	-7.5994e-005
16	9.0341	1.2051	0.	-6.5671e-005
17	10.206	1.2018	0.	-5.6083e-005
18	11.368	1.2062	0.	-4.7196e-005
19	12.525	1.2115	0.	-3.9137e-005
20	13.668	1.2111	0.	-3.1863e-005
21	14.813	1.2025	0.	-2.5364e-005
22	15.967	1.1852	0.	-1.9583e-005
23	17.113	1.1848	0.	-1.4562e-005
24	18.26	1.1843	0.	-1.0323e-005
25	19.407	1.1841	0.	-6.8435e-006
26	20.554	1.1853	0.	-4.1197e-006
27	21.702	1.1932	0.	-2.1428e-006
28	22.851	1.1959	0.	-9.0439e-007
29	22.845	2.3946	0.	-1.0401e-006
30	22.844	3.6006	0.	-1.0422e-006
31	22.848	4.8065	0.	-9.0892e-007
32	21.695	4.7955	0.	-2.1564e-006
33	20.539	4.7866	0.	-4.1514e-006
34	19.391	4.7818	0.	-6.8878e-006
35	18.246	4.7811	0.	-1.0374e-005
36	17.101	4.7815	0.	-1.4615e-005
37	15.956	4.7821	0.	-1.9611e-005
38	14.814	4.8024	0.	-2.5352e-005
39	13.667	4.8237	0.	-3.189e-005
40	12.507	4.8237	0.	-3.9231e-005
41	11.354	4.8132	0.	-4.7316e-005
42	10.189	4.8101	0.	-5.616e-005
43	9.0152	4.808	0.	-6.5849e-005
44	7.8105	4.7891	0.	-7.6389e-005
45	6.5554	4.7695	0.	-8.8435e-005
46	5.1231	4.763	0.	-9.8898e-005
47	4.1114	5.2513	0.	-1.0647e-004
48	5.4324	2.317	0.	-9.7841e-005
49	6.6197	2.3854	0.	-8.5949e-005
50	7.8096	2.4081	0.	-7.5415e-005
51	9.0001	2.4116	0.	-6.5351e-005
52	10.195	2.4078	0.	-5.5848e-005
53	11.354	2.4185	0.	-4.7129e-005
54	12.506	2.4278	0.	-3.9161e-005
55	13.647	2.4254	0.	-3.1939e-005
56	14.801	2.3981	0.	-2.5398e-005
57	15.961	2.3883	0.	-1.9609e-005
58	17.106	2.3878	0.	-1.4599e-005
59	18.252	2.3881	0.	-1.0371e-005
60	19.399	2.3893	0.	-6.9041e-006
61	20.545	2.3917	0.	-4.2e-006
62	21.693	2.395	0.	-2.2494e-006
63	21.687	3.5925	0.	-2.2605e-006
64	20.538	3.5846	0.	-4.2141e-006
65	19.391	3.5807	0.	-6.9254e-006
66	18.245	3.5794	0.	-1.0398e-005
67	17.099	3.5792	0.	-1.4632e-005
68	15.954	3.5795	0.	-1.9625e-005
69	14.801	3.6026	0.	-2.5394e-005
70	13.655	3.6196	0.	-3.1907e-005
71	12.504	3.6242	0.	-3.9158e-005
72	11.348	3.6252	0.	-4.7172e-005
73	10.173	3.6099	0.	-5.6004e-005
74	8.9812	3.6099	0.	-6.5562e-005
75	7.7665	3.602	0.	-7.5893e-005
76	6.5265	3.5794	0.	-8.7315e-005
77	3.85	4.1587	0.	-1.2962e-004
78	1.026	1.3599	0.	-1.2141e-004
79	1.524	4.1158	0.	-1.5694e-004
80	1.7971	3.9325	0.	-3.1905e-004
81	2.4688	2.4213	0.	-2.1094e-004
82	3.205	1.4445	0.	-1.1695e-004
83	2.8214	2.0121	0.	-1.4766e-004
84	2.6489	3.3785	0.	-1.3633e-004
85	2.5923	3.0267	0.	-1.874e-004
86	1.9668	3.8884	0.	-4.0719e-004
173	2.2067	4.	0.	-2.7076e-004
174	2.2067	4.5	0.	-1.4013e-004
175	2.2067	5.	0.	-1.2728e-004
176	2.2067	5.5	0.	-4.5844e-005
177	2.04	4.	0.	-5.8923e-004
178	2.04	5.5	0.	-6.9455e-005
179	2.04	5.	0.	-9.2453e-005
180	2.04	4.5	0.	-1.1763e-004
181	2.2067	2.	0.	-5.1135e-004
182	2.2067	1.5	0.	-2.4939e-004
183	2.2067	1.	0.	-1.3452e-004
184	2.2067	0.5	0.	-7.8455e-005
185	2.04	2.	0.	-3.4582e-004
186	2.04	0.5	0.	-1.2173e-004
187	2.04	1.	0.	-2.2408e-004
188	2.04	1.5	0.	-1.4847e-004
189	2.2067	6.	0.	-4.759e-005
190	3.3537	6.	0.	-7.7946e-005
191	4.5007	6.	0.	-1.0023e-004
192	5.6477	6.	0.	-9.8222e-005
193	6.7947	6.	0.	-8.6743e-005
