Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	4.6	2.1818	0.	0.12599
2	4.6	2.3636	0.	0.12734
3	4.6	2.5455	0.	0.1283
4	4.6	2.7273	0.	0.12891
5	4.6	2.9091	0.	0.12922
6	4.6	3.0909	0.	0.12922
7	4.6	3.2727	0.	0.12891
8	4.6	3.4545	0.	0.1283
9	4.6	3.6364	0.	0.12734
10	4.6	3.8182	0.	0.12599
11	4.7667	2.1818	0.	0.13668
12	4.7667	2.3636	0.	0.13802
13	4.7667	2.5455	0.	0.13898
14	4.7667	2.7273	0.	0.13959
15	4.7667	2.9091	0.	0.13989
16	4.7667	3.0909	0.	0.13989
17	4.7667	3.2727	0.	0.13959
18	4.7667	3.4545	0.	0.13898
19	4.7667	3.6364	0.	0.13802
20	4.7667	3.8182	0.	0.13668
21	4.416	5.8182	0.	9.5951e-002
22	4.416	5.6364	0.	9.7658e-002
23	4.416	5.4545	0.	9.9383e-002
24	4.416	5.2727	0.	0.10114
25	4.416	5.0909	0.	0.10292
26	4.416	4.9091	0.	0.10474
27	4.416	4.7273	0.	0.10659
28	4.416	4.5455	0.	0.10847
29	4.416	4.3636	0.	0.11034
30	4.416	4.1818	0.	0.11217
31	4.416	4.	0.	0.11386
32	4.416	3.8182	0.	0.11531
33	4.416	3.6364	0.	0.11647
34	4.416	3.4545	0.	0.11732
35	4.416	3.2727	0.	0.11789
36	4.416	3.0909	0.	0.11817
37	4.416	2.9091	0.	0.11817
38	4.416	2.7273	0.	0.11789
39	4.416	2.5455	0.	0.11732
40	4.416	2.3636	0.	0.11647
41	4.416	2.1818	0.	0.11531
42	4.416	2.	0.	0.11386
43	4.416	1.8182	0.	0.11217
44	4.416	1.6364	0.	0.11034
45	4.416	1.4545	0.	0.10847
46	4.416	1.2727	0.	0.10659
47	4.416	1.0909	0.	0.10474
48	4.416	0.90909	0.	0.10292
49	4.416	0.72727	0.	0.10114
50	4.416	0.54545	0.	9.9383e-002
51	4.416	0.36364	0.	9.7658e-002
52	4.416	0.18182	0.	9.5951e-002
53	4.232	5.8182	0.	8.8736e-002
54	4.232	5.6364	0.	9.0379e-002
55	4.232	5.4545	0.	9.2012e-002
56	4.232	5.2727	0.	9.3643e-002
57	4.232	5.0909	0.	9.5272e-002
58	4.232	4.9091	0.	9.6898e-002
59	4.232	4.7273	0.	9.8513e-002
60	4.232	4.5455	0.	0.1001
61	4.232	4.3636	0.	0.10163
62	4.232	4.1818	0.	0.10307
63	4.232	4.	0.	0.10437
64	4.232	3.8182	0.	0.10549
65	4.232	3.6364	0.	0.10643
66	4.232	3.4545	0.	0.10714
67	4.232	3.2727	0.	0.10762
68	4.232	3.0909	0.	0.10786
69	4.232	2.9091	0.	0.10786
70	4.232	2.7273	0.	0.10762
71	4.232	2.5455	0.	0.10714
72	4.232	2.3636	0.	0.10643
73	4.232	2.1818	0.	0.10549
74	4.232	2.	0.	0.10437
75	4.232	1.8182	0.	0.10307
76	4.232	1.6364	0.	0.10163
77	4.232	1.4545	0.	0.1001
78	4.232	1.2727	0.	9.8513e-002
79	4.232	1.0909	0.	9.6898e-002
80	4.232	0.90909	0.	9.5272e-002
81	4.232	0.72727	0.	9.3643e-002
82	4.232	0.54545	0.	9.2012e-002
83	4.232	0.36364	0.	9.0379e-002
84	4.232	0.18182	0.	8.8736e-002
85	4.048	5.8182	0.	8.1612e-002
86	4.048	5.6364	0.	8.3188e-002
87	4.048	5.4545	0.	8.4731e-002
88	4.048	5.2727	0.	8.6245e-002
89	4.048	5.0909	0.	8.773e-002
90	4.048	4.9091	0.	8.9181e-002
91	4.048	4.7273	0.	9.0589e-002
92	4.048	4.5455	0.	9.194e-002
93	4.048	4.3636	0.	9.321e-002
94	4.048	4.1818	0.	9.4377e-002
95	4.048	4.	0.	9.5418e-002
96	4.048	3.8182	0.	9.6319e-002
97	4.048	3.6364	0.	9.7066e-002
98	4.048	3.4545	0.	9.7644e-002
99	4.048	3.2727	0.	9.8037e-002
100	4.048	3.0909	0.	9.8235e-002
101	4.048	2.9091	0.	9.8235e-002
102	4.048	2.7273	0.	9.8037e-002
103	4.048	2.5455	0.	9.7644e-002
104	4.048	2.3636	0.	9.7066e-002
105	4.048	2.1818	0.	9.6319e-002
106	4.048	2.	0.	9.5418e-002
107	4.048	1.8182	0.	9.4377e-002
108	4.048	1.6364	0.	9.321e-002
109	4.048	1.4545	0.	9.194e-002
110	4.048	1.2727	0.	9.0589e-002
111	4.048	1.0909	0.	8.9181e-002
112	4.048	0.90909	0.	8.773e-002
113	4.048	0.72727	0.	8.6245e-002
114	4.048	0.54545	0.	8.4731e-002
115	4.048	0.36364	0.	8.3188e-002
116	4.048	0.18182	0.	8.1612e-002
117	3.864	5.8182	0.	7.4626e-002
118	3.864	5.6364	0.	7.6134e-002
119	3.864	5.4545	0.	7.7591e-002
120	3.864	5.2727	0.	7.8997e-002
121	3.864	5.0909	0.	8.0352e-002
122	3.864	4.9091	0.	8.1652e-002
123	3.864	4.7273	0.	8.2888e-002
124	3.864	4.5455	0.	8.405e-002
125	3.864	4.3636	0.	8.5122e-002
126	3.864	4.1818	0.	8.6092e-002
127	3.864	4.	0.	8.6948e-002
128	3.864	3.8182	0.	8.7684e-002
129	3.864	3.6364	0.	8.8291e-002
130	3.864	3.4545	0.	8.8759e-002
131	3.864	3.2727	0.	8.9078e-002
132	3.864	3.0909	0.	8.924e-002
133	3.864	2.9091	0.	8.924e-002
134	3.864	2.7273	0.	8.9078e-002
135	3.864	2.5455	0.	8.8759e-002
136	3.864	2.3636	0.	8.8291e-002
137	3.864	2.1818	0.	8.7684e-002
138	3.864	2.	0.	8.6948e-002
139	3.864	1.8182	0.	8.6092e-002
140	3.864	1.6364	0.	8.5122e-002
141	3.864	1.4545	0.	8.405e-002
142	3.864	1.2727	0.	8.2888e-002
143	3.864	1.0909	0.	8.1652e-002
144	3.864	0.90909	0.	8.0352e-002
145	3.864	0.72727	0.	7.8997e-002
146	3.864	0.54545	0.	7.7591e-002
147	3.864	0.36364	0.	7.6134e-002
148	3.864	0.18182	0.	7.4626e-002
149	3.68	5.8182	0.	6.7821e-002
150	3.68	5.6364	0.	6.9262e-002
151	3.68	5.4545	0.	7.0637e-002
152	3.68	5.2727	0.	7.1946e-002
153	3.68	5.0909	0.	7.3188e-002
154	3.68	4.9091	0.	7.4359e-002
155	3.68	4.7273	0.	7.5453e-002
156	3.68	4.5455	0.	7.6465e-002
157	3.68	4.3636	0.	7.7385e-002
158	3.68	4.1818	0.	7.8207e-002
159	3.68	4.	0.	7.8925e-002
160	3.68	3.8182	0.	7.9537e-002
161	3.68	3.6364	0.	8.0037e-002
162	3.68	3.4545	0.	8.042e-002
163	3.68	3.2727	0.	8.068e-002
164	3.68	3.0909	0.	8.0812e-002
165	3.68	2.9091	0.	8.0812e-002
166	3.68	2.7273	0.	8.068e-002
167	3.68	2.5455	0.	8.042e-002
168	3.68	2.3636	0.	8.0037e-002
169	3.68	2.1818	0.	7.9537e-002
