Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	11.5	2.1818	0.	0.66807
2	11.5	2.3636	0.	0.66895
3	11.5	2.5455	0.	0.66957
4	11.5	2.7273	0.	0.66997
5	11.5	2.9091	0.	0.67017
6	11.5	3.0909	0.	0.67017
7	11.5	3.2727	0.	0.66997
8	11.5	3.4545	0.	0.66957
9	11.5	3.6364	0.	0.66895
10	11.5	3.8182	0.	0.66807
11	11.667	2.1818	0.	0.68681
12	11.667	2.3636	0.	0.68766
13	11.667	2.5455	0.	0.68827
14	11.667	2.7273	0.	0.68866
15	11.667	2.9091	0.	0.68886
16	11.667	3.0909	0.	0.68886
17	11.667	3.2727	0.	0.68866
18	11.667	3.4545	0.	0.68827
19	11.667	3.6364	0.	0.68766
20	11.667	3.8182	0.	0.68681
21	11.317	5.8182	0.	0.6333
22	11.317	5.6364	0.	0.63472
23	11.317	5.4545	0.	0.63616
24	11.317	5.2727	0.	0.63759
25	11.317	5.0909	0.	0.63904
26	11.317	4.9091	0.	0.64048
27	11.317	4.7273	0.	0.64191
28	11.317	4.5455	0.	0.64333
29	11.317	4.3636	0.	0.64472
30	11.317	4.1818	0.	0.64604
31	11.317	4.	0.	0.64723
32	11.317	3.8182	0.	0.64822
33	11.317	3.6364	0.	0.649
34	11.317	3.4545	0.	0.64958
35	11.317	3.2727	0.	0.64995
36	11.317	3.0909	0.	0.65014
37	11.317	2.9091	0.	0.65014
38	11.317	2.7273	0.	0.64995
39	11.317	2.5455	0.	0.64958
40	11.317	2.3636	0.	0.649
41	11.317	2.1818	0.	0.64822
42	11.317	2.	0.	0.64723
43	11.317	1.8182	0.	0.64604
44	11.317	1.6364	0.	0.64472
45	11.317	1.4545	0.	0.64333
46	11.317	1.2727	0.	0.64191
47	11.317	1.0909	0.	0.64048
48	11.317	0.90909	0.	0.63904
49	11.317	0.72727	0.	0.63759
50	11.317	0.54545	0.	0.63616
51	11.317	0.36364	0.	0.63472
52	11.317	0.18182	0.	0.6333
53	11.135	5.8182	0.	0.61543
54	11.135	5.6364	0.	0.61682
55	11.135	5.4545	0.	0.6182
56	11.135	5.2727	0.	0.61957
57	11.135	5.0909	0.	0.62093
58	11.135	4.9091	0.	0.62226
59	11.135	4.7273	0.	0.62356
60	11.135	4.5455	0.	0.62481
61	11.135	4.3636	0.	0.626
62	11.135	4.1818	0.	0.62709
63	11.135	4.	0.	0.62806
64	11.135	3.8182	0.	0.62888
65	11.135	3.6364	0.	0.62954
66	11.135	3.4545	0.	0.63005
67	11.135	3.2727	0.	0.63038
68	11.135	3.0909	0.	0.63055
69	11.135	2.9091	0.	0.63055
70	11.135	2.7273	0.	0.63038
71	11.135	2.5455	0.	0.63005
72	11.135	2.3636	0.	0.62954
73	11.135	2.1818	0.	0.62888
74	11.135	2.	0.	0.62806
75	11.135	1.8182	0.	0.62709
76	11.135	1.6364	0.	0.626
77	11.135	1.4545	0.	0.62481
78	11.135	1.2727	0.	0.62356
79	11.135	1.0909	0.	0.62226
80	11.135	0.90909	0.	0.62093
81	11.135	0.72727	0.	0.61957
82	11.135	0.54545	0.	0.6182
83	11.135	0.36364	0.	0.61682
84	11.135	0.18182	0.	0.61543
85	10.952	5.8182	0.	0.59761
86	10.952	5.6364	0.	0.59897
87	10.952	5.4545	0.	0.60031
88	10.952	5.2727	0.	0.60162
89	10.952	5.0909	0.	0.60289
90	10.952	4.9091	0.	0.60412
91	10.952	4.7273	0.	0.60531
92	10.952	4.5455	0.	0.60643
93	10.952	4.3636	0.	0.60747
94	10.952	4.1818	0.	0.60841
95	10.952	4.	0.	0.60923
96	10.952	3.8182	0.	0.60993
97	10.952	3.6364	0.	0.6105
98	10.952	3.4545	0.	0.61094
99	10.952	3.2727	0.	0.61123
100	10.952	3.0909	0.	0.61138
101	10.952	2.9091	0.	0.61138
102	10.952	2.7273	0.	0.61123
103	10.952	2.5455	0.	0.61094
104	10.952	2.3636	0.	0.6105
105	10.952	2.1818	0.	0.60993
106	10.952	2.	0.	0.60923
107	10.952	1.8182	0.	0.60841
108	10.952	1.6364	0.	0.60747
109	10.952	1.4545	0.	0.60643
110	10.952	1.2727	0.	0.60531
111	10.952	1.0909	0.	0.60412
112	10.952	0.90909	0.	0.60289
113	10.952	0.72727	0.	0.60162
114	10.952	0.54545	0.	0.60031
115	10.952	0.36364	0.	0.59897
116	10.952	0.18182	0.	0.59761
117	10.77	5.8182	0.	0.57987
118	10.77	5.6364	0.	0.58121
119	10.77	5.4545	0.	0.5825
120	10.77	5.2727	0.	0.58375
121	10.77	5.0909	0.	0.58496
122	10.77	4.9091	0.	0.58611
123	10.77	4.7273	0.	0.5872
124	10.77	4.5455	0.	0.58821
125	10.77	4.3636	0.	0.58914
126	10.77	4.1818	0.	0.58997
127	10.77	4.	0.	0.5907
128	10.77	3.8182	0.	0.59131
129	10.77	3.6364	0.	0.59181
130	10.77	3.4545	0.	0.59219
131	10.77	3.2727	0.	0.59245
132	10.77	3.0909	0.	0.59258
133	10.77	2.9091	0.	0.59258
134	10.77	2.7273	0.	0.59245
135	10.77	2.5455	0.	0.59219
136	10.77	2.3636	0.	0.59181
137	10.77	2.1818	0.	0.59131
138	10.77	2.	0.	0.5907
139	10.77	1.8182	0.	0.58997
140	10.77	1.6364	0.	0.58914
141	10.77	1.4545	0.	0.58821
142	10.77	1.2727	0.	0.5872
143	10.77	1.0909	0.	0.58611
144	10.77	0.90909	0.	0.58496
