Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	4.9191	2.674	0.	2090.1
2	5.5721	3.5536	0.	1612.9
3	4.4903	2.661	0.	1522.1
4	6.0418	3.6856	0.	1158.1
5	3.8685	2.0742	0.	1069.3
6	6.9873	4.0601	0.	774.06
7	5.3222	3.5333	0.	2484.
8	5.1871	2.6325	0.	2424.
9	19.309	2.9713	0.	94.998
10	14.596	2.9953	0.	288.94
11	9.1042	2.8063	0.	509.13
12	2.3523	3.8372	0.	1318.6
13	6.3648	2.2773	0.	960.31
14	5.803	2.6652	0.	1455.
15	4.9761	3.2216	0.	2005.8
16	5.2073	3.1049	0.	2210.8
17	5.4451	2.9422	0.	1991.2
18	7.125	1.4391	0.	743.16
19	7.125	1.4391	0.1	743.16
20	5.4451	2.9422	0.1	1991.2
21	5.2073	3.1049	0.1	2210.8
22	4.9761	3.2216	0.1	2005.8
23	5.803	2.6652	0.1	1455.
24	6.3648	2.2773	0.1	960.31
25	2.3523	3.8372	0.1	1318.6
26	9.1042	2.8063	0.1	509.13
27	14.596	2.9953	0.1	288.94
28	19.309	2.9713	0.1	94.998
29	5.1871	2.6325	0.1	2424.
30	5.3222	3.5333	0.1	2484.
31	6.9873	4.0601	0.1	774.06
32	3.8685	2.0742	0.1	1069.3
33	6.0418	3.6856	0.1	1158.1
34	4.4903	2.661	0.1	1522.1
35	5.5721	3.5536	0.1	1612.9
36	4.9191	2.674	0.1	2090.1
37	5.2667	5.	0.1	1127.4
38	5.2667	4.5	0.1	1438.3
39	5.2667	4.	0.1	4692.1
40	5.1	4.	0.1	4278.7
41	5.1	4.5	0.1	1803.2
42	5.1	5.	0.1	1084.7
43	5.2667	1.	0.1	925.5
44	5.2667	1.5	0.1	1567.9
45	5.2667	2.	0.1	3701.7
46	5.1	2.	0.1	3818.
47	5.1	1.5	0.1	1558.5
48	5.1	1.	0.1	627.79
49	5.2667	6.	0.1	540.46
50	7.6083	6.	0.1	584.72
51	9.95	6.	0.1	482.1
52	14.633	6.	0.1	286.88
53	19.317	6.	0.1	101.47
54	24.	6.	0.1	41.184
55	24.	3.	0.1	24.685
56	2.6226e-014	3.	0.1	945.71
57	24.	0.	0.1	39.151
58	19.317	0.	0.1	100.87
59	14.633	0.	0.1	287.07
60	9.95	0.	0.1	498.41
61	7.6083	0.	0.1	569.52
62	5.2667	0.	0.1	557.33
63	5.1	0.	0.1	1100.3
64	2.55	1.0919e-030	0.1	1105.9
65	0.	0.	0.1	935.59
66	3.937e-014	6.	0.1	852.28
67	2.55	6.	0.1	1229.5
68	5.1	6.	0.1	1129.5
69	2.55	6.	0.	1229.5
70	5.1	6.	0.	1129.5
71	3.937e-014	6.	0.	852.28
72	2.55	1.0919e-030	0.	1105.9
73	5.1	0.	0.	1100.3
74	0.	0.	0.	935.59
75	7.6083	0.	0.	569.52
76	9.95	0.	0.	498.41
77	14.633	0.	0.	287.07
78	19.317	0.	0.	100.87
79	5.2667	0.	0.	557.33
80	24.	0.	0.	39.15
81	2.6226e-014	3.	0.	945.71
82	24.	3.	0.	24.685
83	24.	6.	0.	41.184
84	19.317	6.	0.	101.47
85	14.633	6.	0.	286.88
86	9.95	6.	0.	482.1
87	7.6083	6.	0.	584.72
88	5.2667	6.	0.	540.46
89	5.1	1.5	0.	1558.5
90	5.1	1.	0.	627.79
91	5.1	2.	0.	3818.
92	5.2667	1.	0.	925.5
93	5.2667	1.5	0.	1567.9
94	5.2667	2.	0.	3701.7
95	5.1	4.5	0.	1803.2
96	5.1	5.	0.	1084.7
97	5.1	4.	0.	4278.7
98	5.2667	5.	0.	1127.4
99	5.2667	4.5	0.	1438.3
100	5.2667	4.	0.	4692.1
101	4.7047	2.6675	0.	1805.2
102	5.0531	2.6532	0.	2250.1
103	5.0632	2.8895	0.	2144.9
104	4.9191	2.674	5.e-002	30.239
105	5.0096	2.337	0.	2930.3
106	5.807	3.6196	0.	1379.3
107	5.4471	3.5435	0.	2042.2
108	5.5086	3.2479	0.	1784.
109	5.5721	3.5536	5.e-002	213.73
110	5.4194	3.7768	0.	3119.5
111	4.1794	2.3676	0.	1294.
112	4.7332	2.9413	0.	1755.8
113	4.4903	2.661	5.e-002	76.451
114	4.7951	2.3305	0.	2653.5
115	4.7951	3.5805	0.	1480.1
116	4.7951	3.3305	0.	2784.2
117	6.5145	3.8728	0.	962.6
118	5.9224	3.1754	0.	1288.5
119	6.0418	3.6856	5.e-002	63.754
120	5.6542	4.0928	0.	1238.1
121	3.1104	2.9557	0.	1167.3
122	3.8685	2.0742	5.e-002	1.2082
123	3.2092	1.0371	0.	1061.3
124	4.4842	1.7871	0.	1205.7
125	4.4842	1.5371	0.	792.78
126	4.4842	3.5371	0.	1049.7
127	8.0457	3.4332	0.	637.1
128	6.676	3.1687	0.	844.67
129	6.9873	4.0601	5.e-002	30.88
130	7.2978	5.03	0.	678.01
131	6.127	4.53	0.	927.43
132	5.2647	3.3191	0.	2333.1
133	5.3222	3.5333	5.e-002	126.98
134	5.2111	3.7667	0.	3242.8
135	5.3161	2.7873	0.	2193.7
136	5.1871	2.6325	5.e-002	81.281
137	5.2269	2.3162	0.	2995.4
138	16.953	2.9833	0.	190.99
139	19.309	2.9713	5.e-002	1.6484
140	19.313	1.4857	0.	96.325
141	21.654	2.9857	0.	59.394
142	19.313	4.4857	0.	96.286
143	11.85	2.9008	0.	398.62
144	14.596	2.9953	5.e-002	3.6296
145	14.615	1.4977	0.	287.54
146	14.615	4.4977	0.	287.18
147	8.1146	2.1227	0.	623.73
148	9.1042	2.8063	5.e-002	16.44
149	9.5271	1.4032	0.	502.3
150	9.5271	4.4032	0.	493.87
151	2.3523	3.8372	5.e-002	33.592
152	2.4512	4.9186	0.	1269.
153	2.4512	1.9186	0.	1207.9
154	1.1762	3.4186	0.	1115.1
155	3.7262	4.4186	0.	1185.4
156	6.0839	2.4713	0.	1196.3
157	6.7449	1.8582	0.	849.99
158	6.3648	2.2773	5.e-002	29.247
159	5.8157	1.8887	0.	1228.9
160	5.6241	2.8037	0.	1716.4
161	5.803	2.6652	5.e-002	129.17
162	5.5348	2.3326	0.	2544.9
163	5.0917	3.1633	0.	2107.8
164	4.9761	3.2216	5.e-002	118.64
165	5.0381	3.6108	0.	3065.3
166	5.3262	3.0236	0.	2099.5
167	5.2073	3.1049	5.e-002	47.44
168	5.4451	2.9422	5.e-002	30.685
169	7.125	1.4391	5.e-002	37.035
170	7.3667	0.71954	0.	655.04
171	6.1958	1.2195	0.	797.74
172	6.7449	1.8582	0.1	849.99
173	8.1146	2.1227	0.1	623.73
174	6.1958	1.2195	0.1	797.74
175	7.3667	0.71954	0.1	655.04
176	5.3262	3.0236	0.1	2099.5
177	5.6241	2.8037	0.1	1716.4
178	5.3161	2.7873	0.1	2193.7
179	5.5086	3.2479	0.1	1784.
180	5.0917	3.1633	0.1	2107.8
181	5.2647	3.3191	0.1	2333.1
182	5.0632	2.8895	0.1	2144.9
183	4.7332	2.9413	0.1	1755.8
184	5.0381	3.6108	0.1	3065.3
185	6.0839	2.4713	0.1	1196.3
186	5.9224	3.1754	0.1	1288.5
187	5.5348	2.3326	0.1	2544.9
188	6.676	3.1687	0.1	844.67
189	5.8157	1.8887	0.1	1228.9
190	3.1104	2.9557	0.1	1167.3
191	3.7262	4.4186	0.1	1185.4
192	1.1762	3.4186	0.1	1115.1
193	2.4512	1.9186	0.1	1207.9
194	2.4512	4.9186	0.1	1269.
195	11.85	2.9008	0.1	398.62
196	8.0457	3.4332	0.1	637.1
197	9.5271	4.4032	0.1	493.87
198	9.5271	1.4032	0.1	502.3
199	16.953	2.9833	0.1	190.99
200	14.615	4.4977	0.1	287.18
201	14.615	1.4977	0.1	287.54
202	19.313	4.4857	0.1	96.286
203	21.654	2.9857	0.1	59.394
204	19.313	1.4857	0.1	96.325
205	5.0531	2.6532	0.1	2250.1
206	5.2269	2.3162	0.1	2995.4
207	5.4471	3.5435	0.1	2042.2
208	5.2111	3.7667	0.1	3242.8
209	6.5145	3.8728	0.1	962.6
210	6.127	4.53	0.1	927.43
211	7.2978	5.03	0.1	678.01
