Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	4.674	3.301	0.	-6.6318e-004
2	5.4579	1.7914	0.	-4.5618e-004
3	3.965	2.7399	0.	-1.1563e-003
4	3.3166	3.8436	0.	-8.5181e-004
5	5.7548	3.4367	0.	-5.3024e-004
6	2.8952	2.1407	0.	-7.6517e-004
7	2.7895	0.75732	0.	-4.6965e-004
8	4.8613	0.54406	0.	-3.8727e-004
9	3.0908	4.6589	0.	-5.5502e-004
10	2.8667	5.1474	0.	-4.7623e-004
11	4.6446	5.0718	0.	-3.6998e-004
12	5.0756	4.702	0.	-5.692e-004
13	5.7445	2.5168	0.	-5.2433e-004
14	1.0256	4.6047	0.	-5.8746e-004
15	0.90494	1.1005	0.	-5.6699e-004
16	4.8632	1.2296	0.	-6.3399e-004
17	1.8336	0.95825	0.	-5.3895e-004
18	1.9615	4.6356	0.	-5.19e-004
19	4.8603	5.4641	0.	-3.4356e-004
20	5.7861	0.74955	0.	-3.7642e-004
21	0.96495	2.2167	0.	-6.3448e-004
22	1.0212	3.3846	0.	-6.4174e-004
23	6.691	1.2008	0.	-4.2126e-004
24	8.1493	1.1785	0.	-3.9389e-004
25	9.3977	1.1895	0.	-3.529e-004
26	10.58	1.1861	0.	-3.2089e-004
27	11.72	1.1849	0.	-2.8978e-004
28	12.86	1.1784	0.	-2.5959e-004
29	13.972	1.1738	0.	-2.3081e-004
30	15.09	1.1726	0.	-2.0244e-004
31	16.197	1.1738	0.	-1.7508e-004
32	17.309	1.1763	0.	-1.4828e-004
33	18.417	1.1802	0.	-1.2231e-004
34	19.528	1.1806	0.	-9.7064e-005
35	20.648	1.1915	0.	-7.2374e-005
36	21.758	1.1945	0.	-4.8809e-005
37	22.881	1.195	0.	-2.6104e-005
38	22.869	2.393	0.	-2.8135e-005
39	22.87	3.6023	0.	-2.8099e-005
40	22.878	4.7973	0.	-2.6203e-005
41	21.757	4.7952	0.	-4.8799e-005
42	20.634	4.7972	0.	-7.2716e-005
43	19.521	4.7714	0.	-9.7238e-005
44	18.408	4.7273	0.	-1.2255e-004
45	17.299	4.694	0.	-1.4845e-004
46	16.191	4.6777	0.	-1.751e-004
47	15.084	4.6739	0.	-2.0247e-004
48	13.976	4.674	0.	-2.3056e-004
49	12.861	4.7179	0.	-2.5942e-004
50	11.727	4.7598	0.	-2.8946e-004
51	10.577	4.7581	0.	-3.2071e-004
52	9.4066	4.7571	0.	-3.5223e-004
53	8.1644	4.7548	0.	-3.9144e-004
54	6.7193	4.7342	0.	-4.1387e-004
55	5.8459	5.2365	0.	-4.2927e-004
56	6.8571	2.2998	0.	-4.2808e-004
57	6.9265	3.507	0.	-4.2381e-004
58	8.0839	2.3332	0.	-3.8948e-004
59	9.3322	2.3634	0.	-3.5197e-004
60	10.529	2.3668	0.	-3.2042e-004
61	11.704	2.3652	0.	-2.8894e-004
62	12.848	2.3576	0.	-2.5915e-004
63	13.968	2.3538	0.	-2.3025e-004
64	15.086	2.3524	0.	-2.0201e-004
65	16.195	2.3547	0.	-1.7466e-004
66	17.306	2.3581	0.	-1.4796e-004
67	18.415	2.3617	0.	-1.2215e-004
68	19.525	2.3668	0.	-9.7152e-005
69	20.635	2.3857	0.	-7.3196e-005
70	21.756	2.395	0.	-5.0013e-005
71	21.749	3.5957	0.	-5.0187e-005
72	20.633	3.5886	0.	-7.3219e-005
73	19.524	3.569	0.	-9.7205e-005
74	18.416	3.5463	0.	-1.2208e-004
75	17.299	3.528	0.	-1.4812e-004
76	16.192	3.5173	0.	-1.7468e-004
77	15.082	3.5121	0.	-2.021e-004
78	13.971	3.5123	0.	-2.3011e-004
79	12.84	3.5372	0.	-2.5934e-004
80	11.693	3.5542	0.	-2.8934e-004
81	10.533	3.5548	0.	-3.2053e-004
82	9.3279	3.5393	0.	-3.5201e-004
83	8.1002	3.5545	0.	-3.884e-004
84	5.4987	4.1347	0.	-4.6521e-004
85	2.7884	1.5076	0.	-6.0731e-004
86	3.1812	2.5679	0.	-8.3157e-004
87	3.408	4.309	0.	-9.0832e-004
88	4.5977	0.93251	0.	-3.5569e-004
89	3.9743	3.3061	0.	-1.151e-003
90	3.3512	3.3614	0.	-9.9024e-004
91	1.8488	1.9613	0.	-5.5785e-004
92	2.0326	3.0765	0.	-5.7573e-004
93	2.71	3.3308	0.	-7.1789e-004
94	4.6565	2.6078	0.	-7.0616e-004
95	2.6794	4.0638	0.	-6.4543e-004
96	3.4897	2.8573	0.	-9.5652e-004
97	3.4897	2.8573	0.1	-3.6105e-004
98	2.6794	4.0638	0.1	-2.4836e-004
99	4.6565	2.6078	0.1	-2.8272e-004
100	2.71	3.3308	0.1	-3.0252e-004
101	2.0326	3.0765	0.1	-2.3907e-004
102	1.8488	1.9613	0.1	-2.2107e-004
103	3.3512	3.3614	0.1	-3.7868e-004
104	3.9743	3.3061	0.1	-4.8988e-004
105	4.5977	0.93251	0.1	-1.9083e-004
106	3.408	4.309	0.1	-4.4884e-004
107	3.1812	2.5679	0.1	-2.9345e-004
108	2.7884	1.5076	0.1	-2.1806e-004
109	5.4987	4.1347	0.1	-1.5808e-004
110	8.1002	3.5545	0.1	-1.3943e-004
111	9.3279	3.5393	0.1	-1.206e-004
112	10.533	3.5548	0.1	-1.0862e-004
113	11.693	3.5542	0.1	-9.6433e-005
114	12.84	3.5372	0.1	-8.5956e-005
115	13.971	3.5123	0.1	-7.5993e-005
116	15.082	3.5121	0.1	-6.7356e-005
117	16.192	3.5173	0.1	-5.8847e-005
118	17.299	3.528	0.1	-5.0612e-005
119	18.416	3.5463	0.1	-4.2631e-005
120	19.524	3.569	0.1	-3.5461e-005
121	20.633	3.5886	0.1	-2.9156e-005
122	21.749	3.5957	0.1	-2.3972e-005
123	21.756	2.395	0.1	-2.3855e-005
124	20.635	2.3857	0.1	-2.9111e-005
125	19.525	2.3668	0.1	-3.5469e-005
126	18.415	2.3617	0.1	-4.2747e-005
127	17.306	2.3581	0.1	-5.0572e-005
128	16.195	2.3547	0.1	-5.8853e-005
129	15.086	2.3524	0.1	-6.7343e-005
130	13.968	2.3538	0.1	-7.6082e-005
131	12.848	2.3576	0.1	-8.5985e-005
132	11.704	2.3652	0.1	-9.6418e-005
133	10.529	2.3668	0.1	-1.0861e-004
134	9.3322	2.3634	0.1	-1.2105e-004
135	8.0839	2.3332	0.1	-1.3733e-004
136	6.9265	3.507	0.1	-1.4839e-004
137	6.8571	2.2998	0.1	-1.5091e-004
138	5.8459	5.2365	0.1	-1.5132e-004
139	6.7193	4.7342	0.1	-1.4688e-004
140	8.1644	4.7548	0.1	-1.3247e-004
141	9.4066	4.7571	0.1	-1.1729e-004
142	10.577	4.7581	0.1	-1.0715e-004
143	11.727	4.7598	0.1	-9.6237e-005
144	12.861	4.7179	0.1	-8.587e-005
145	13.976	4.674	0.1	-7.6432e-005
146	15.084	4.6739	0.1	-6.7728e-005
147	16.191	4.6777	0.1	-5.9107e-005
148	17.299	4.694	0.1	-5.0757e-005
149	18.408	4.7273	0.1	-4.2762e-005
150	19.521	4.7714	0.1	-3.5024e-005
151	20.634	4.7972	0.1	-2.7738e-005
152	21.757	4.7952	0.1	-2.1268e-005
153	22.878	4.7973	0.1	-1.6279e-005
154	22.87	3.6023	0.1	-2.0393e-005
155	22.869	2.393	0.1	-2.0413e-005
156	22.881	1.195	0.1	-1.6206e-005
157	21.758	1.1945	0.1	-2.1263e-005
158	20.648	1.1915	0.1	-2.7554e-005
159	19.528	1.1806	0.1	-3.4809e-005
160	18.417	1.1802	0.1	-4.2532e-005
161	17.309	1.1763	0.1	-5.0625e-005
162	16.197	1.1738	0.1	-5.9104e-005
163	15.09	1.1726	0.1	-6.7761e-005
164	13.972	1.1738	0.1	-7.6687e-005
165	12.86	1.1784	0.1	-8.581e-005
166	11.72	1.1849	0.1	-9.6211e-005
167	10.58	1.1861	0.1	-1.0717e-004
168	9.3977	1.1895	0.1	-1.1674e-004
169	8.1493	1.1785	0.1	-1.3487e-004
170	6.691	1.2008	0.1	-1.4901e-004
171	1.0212	3.3846	0.1	-3.8479e-004
172	0.96495	2.2167	0.1	-3.7769e-004
173	5.7861	0.74955	0.1	-1.4318e-004
174	4.8603	5.4641	0.1	-1.4196e-004
175	1.9615	4.6356	0.1	-1.914e-004
176	1.8336	0.95825	0.1	-1.8587e-004
177	4.8632	1.2296	0.1	-2.4598e-004
178	0.90494	1.1005	0.1	-3.2485e-004
179	1.0256	4.6047	0.1	-3.3539e-004
180	5.7445	2.5168	0.1	-2.0046e-004
181	5.0756	4.702	0.1	-2.2369e-004
182	4.6446	5.0718	0.1	-1.6977e-004
183	2.8667	5.1474	0.1	-1.6401e-004
184	3.0908	4.6589	0.1	-2.1696e-004
185	4.8613	0.54406	0.1	-1.53e-004
186	2.7895	0.75732	0.1	-1.7696e-004
187	2.8952	2.1407	0.1	-2.8998e-004
188	5.7548	3.4367	0.1	-2.0734e-004
189	3.3166	3.8436	0.1	-3.74e-004
190	3.965	2.7399	0.1	-5.9838e-004
191	5.4579	1.7914	0.1	-1.5751e-004
192	4.674	3.301	0.1	-2.695e-004
193	3.9867	4.	0.1	-6.6937e-004
194	3.9867	4.5	0.1	-4.5856e-004
195	3.9867	5.	0.1	-3.6069e-004
196	3.9867	5.5	0.1	-7.3394e-005
197	3.82	5.5	0.1	-1.741e-004
198	3.82	5.	0.1	-1.7497e-004
199	3.82	4.5	0.1	-8.8219e-004
200	3.82	4.	0.1	-7.6289e-004
201	3.9867	2.	0.1	-7.3768e-004
202	3.9867	1.5	0.1	-5.8944e-004
203	3.9867	1.	0.1	-2.0564e-004
204	3.9867	0.5	0.1	-1.178e-004
205	3.82	0.5	0.1	-1.5826e-004
206	3.82	1.	0.1	-3.5596e-004
207	3.82	1.5	0.1	-6.3041e-004
208	3.82	2.	0.1	-6.7538e-004
209	3.9867	6.	0.1	-3.4737e-005
210	5.0985	6.	0.1	-1.1296e-004
211	6.2104	6.	0.1	-1.591e-004
212	7.3222	6.	0.1	-1.3671e-004
