Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	2.2615	2.8201	0.	-1.9269e-004
2	2.8782	2.999	0.	-2.1856e-004
3	4.1349	1.5649	0.	-1.1095e-004
4	1.4116	1.8683	0.	-1.602e-004
5	3.9418	4.6518	0.	-1.241e-004
6	1.8788	0.51457	0.	-9.1739e-005
7	1.006	0.76173	0.	-1.3795e-004
8	3.9041	0.58239	0.	-7.7676e-005
9	1.9024	5.3901	0.	-1.0594e-004
10	1.904	3.6559	0.	-1.865e-004
11	3.8597	5.4855	0.	-8.1097e-005
12	4.4977	3.533	0.	-1.3155e-004
13	0.94884	3.6437	0.	-1.5943e-004
14	6.0214	2.9299	0.	-9.3291e-005
15	1.0222	4.8177	0.	-1.2779e-004
16	5.691	3.8733	0.	-9.5961e-005
17	1.1117	2.6444	0.	-1.6938e-004
18	4.9028	0.80331	0.	-9.6327e-005
19	5.8805	0.97922	0.	-9.2506e-005
20	6.9832	1.1356	0.	-8.3914e-005
21	8.1827	1.2226	0.	-7.2864e-005
22	9.3586	1.2313	0.	-6.3052e-005
23	10.558	1.1946	0.	-5.3454e-005
24	11.721	1.1805	0.	-4.4722e-005
25	12.865	1.1764	0.	-3.6922e-005
26	13.986	1.1708	0.	-2.9993e-005
27	15.096	1.1711	0.	-2.3868e-005
28	16.203	1.1733	0.	-1.8457e-005
29	17.312	1.1761	0.	-1.3764e-005
30	18.421	1.18	0.	-9.7766e-006
31	19.53	1.1804	0.	-6.5026e-006
32	20.649	1.1914	0.	-3.9213e-006
33	21.759	1.1944	0.	-2.0527e-006
34	22.882	1.1949	0.	-8.7344e-007
35	22.869	2.3929	0.	-1.0118e-006
36	22.871	3.6022	0.	-1.0119e-006
37	22.878	4.7973	0.	-8.7691e-007
38	21.758	4.7952	0.	-2.0592e-006
39	20.635	4.7971	0.	-3.9486e-006
40	19.523	4.7711	0.	-6.53e-006
41	18.41	4.7268	0.	-9.8219e-006
42	17.302	4.6933	0.	-1.3805e-005
43	16.196	4.6767	0.	-1.8499e-005
44	15.09	4.6723	0.	-2.389e-005
45	13.983	4.6707	0.	-3.0029e-005
46	12.862	4.6706	0.	-3.6889e-005
47	11.742	4.709	0.	-4.4515e-005
48	10.601	4.7477	0.	-5.3003e-005
49	9.4596	4.7675	0.	-6.1948e-005
50	8.3068	4.8418	0.	-7.2133e-005
51	7.0458	4.9134	0.	-8.3518e-005
52	5.5531	4.8277	0.	-9.5156e-005
53	4.7559	5.2854	0.	-1.0069e-004
54	5.3964	1.842	0.	-9.8649e-005
55	6.5518	2.0614	0.	-8.8746e-005
56	7.7965	2.4738	0.	-7.4264e-005
57	9.2588	2.3887	0.	-6.3768e-005
58	10.524	2.3536	0.	-5.3309e-005
59	11.705	2.3474	0.	-4.4644e-005
60	12.852	2.3413	0.	-3.692e-005
61	13.976	2.3396	0.	-3.0023e-005
62	15.093	2.3503	0.	-2.3867e-005
63	16.201	2.3537	0.	-1.847e-005
64	17.31	2.3576	0.	-1.3781e-005
65	18.419	2.3614	0.	-9.8124e-006
66	19.528	2.3665	0.	-6.5482e-006
67	20.637	2.3856	0.	-4.0051e-006
68	21.757	2.3949	0.	-2.1576e-006
69	21.751	3.5956	0.	-2.1676e-006
70	20.635	3.5884	0.	-4.008e-006
71	19.526	3.5687	0.	-6.559e-006
72	18.419	3.5459	0.	-9.8152e-006
73	17.304	3.5273	0.	-1.3805e-005
74	16.197	3.5163	0.	-1.8491e-005
75	15.089	3.5097	0.	-2.3884e-005
76	13.982	3.5071	0.	-2.9995e-005
77	12.846	3.5096	0.	-3.6926e-005
78	11.705	3.5137	0.	-4.4604e-005
79	10.558	3.5233	0.	-5.3065e-005
80	9.372	3.5	0.	-6.2596e-005
81	6.9634	3.942	0.	-8.3195e-005
82	8.1848	3.7035	0.	-7.2398e-005
83	3.5868	5.0494	0.	-8.0081e-005
84	4.3268	4.2107	0.	-1.2782e-004
85	1.6532	1.3057	0.	-1.359e-004
86	2.1565	4.9401	0.	-9.5124e-005
87	3.6803	1.0301	0.	-7.9039e-005
88	3.8708	2.3544	0.	-1.4561e-004
89	3.4834	3.316	0.	-1.7178e-004
90	4.9466	2.6836	0.	-1.1033e-004
91	6.815	3.1987	0.	-8.7295e-005
92	1.8743	4.4168	0.	-1.4289e-004
93	2.0079	0.92904	0.	-1.0457e-004
94	2.0079	0.92904	0.1	-4.4298e-005
95	1.8743	4.4168	0.1	-5.9211e-005
96	6.815	3.1987	0.1	-3.193e-005
97	4.9466	2.6836	0.1	-4.3954e-005
98	3.4834	3.316	0.1	-7.0276e-005
99	3.8708	2.3544	0.1	-4.8113e-005
100	3.6803	1.0301	0.1	-3.4853e-005
101	2.1565	4.9401	0.1	-4.4263e-005
102	1.6532	1.3057	0.1	-6.176e-005
103	4.3268	4.2107	0.1	-4.9312e-005
104	3.5868	5.0494	0.1	-4.3311e-005
105	8.1848	3.7035	0.1	-2.4112e-005
106	6.9634	3.942	0.1	-2.9213e-005
107	9.372	3.5	0.1	-2.1467e-005
108	10.558	3.5233	0.1	-1.7426e-005
109	11.705	3.5137	0.1	-1.5102e-005
110	12.846	3.5096	0.1	-1.2819e-005
111	13.982	3.5071	0.1	-1.0691e-005
112	15.089	3.5097	0.1	-8.7856e-006
113	16.197	3.5163	0.1	-7.0514e-006
114	17.304	3.5273	0.1	-5.545e-006
115	18.419	3.5459	0.1	-4.239e-006
116	19.526	3.5687	0.1	-3.1772e-006
117	20.635	3.5884	0.1	-2.338e-006
118	21.751	3.5956	0.1	-1.7289e-006
119	21.757	2.3949	0.1	-1.723e-006
120	20.637	2.3856	0.1	-2.3333e-006
121	19.528	2.3665	0.1	-3.1659e-006
122	18.419	2.3614	0.1	-4.2365e-006
123	17.31	2.3576	0.1	-5.5276e-006
124	16.201	2.3537	0.1	-7.0454e-006
125	15.093	2.3503	0.1	-8.7592e-006
126	13.976	2.3396	0.1	-1.0701e-005
127	12.852	2.3413	0.1	-1.2816e-005
128	11.705	2.3474	0.1	-1.512e-005
129	10.524	2.3536	0.1	-1.748e-005
130	9.2588	2.3887	0.1	-2.1879e-005
131	7.7965	2.4738	0.1	-2.6138e-005
132	6.5518	2.0614	0.1	-3.0703e-005
133	5.3964	1.842	0.1	-3.5365e-005
134	4.7559	5.2854	0.1	-3.5299e-005
135	5.5531	4.8277	0.1	-3.1644e-005
136	7.0458	4.9134	0.1	-2.9298e-005
137	8.3068	4.8418	0.1	-2.4259e-005
138	9.4596	4.7675	0.1	-2.0591e-005
139	10.601	4.7477	0.1	-1.7586e-005
140	11.742	4.709	0.1	-1.5046e-005
141	12.862	4.6706	0.1	-1.2738e-005
142	13.983	4.6707	0.1	-1.0555e-005
143	15.09	4.6723	0.1	-8.6014e-006
144	16.196	4.6767	0.1	-6.8606e-006
145	17.302	4.6933	0.1	-5.3324e-006
146	18.41	4.7268	0.1	-4.0304e-006
147	19.523	4.7711	0.1	-2.9426e-006
148	20.635	4.7971	0.1	-2.0829e-006
149	21.758	4.7952	0.1	-1.4415e-006
150	22.878	4.7973	0.1	-1.0016e-006
151	22.871	3.6022	0.1	-1.344e-006
152	22.869	2.3929	0.1	-1.3462e-006
153	22.882	1.1949	0.1	-9.981e-007
154	21.759	1.1944	0.1	-1.4404e-006
155	20.649	1.1914	0.1	-2.0798e-006
156	19.53	1.1804	0.1	-2.9444e-006
157	18.421	1.18	0.1	-4.0263e-006
158	17.312	1.1761	0.1	-5.33e-006
159	16.203	1.1733	0.1	-6.8603e-006
160	15.096	1.1711	0.1	-8.608e-006
161	13.986	1.1708	0.1	-1.0572e-005
162	12.865	1.1764	0.1	-1.2734e-005
163	11.721	1.1805	0.1	-1.5116e-005
164	10.558	1.1946	0.1	-1.7723e-005
165	9.3586	1.2313	0.1	-2.1013e-005
166	8.1827	1.2226	0.1	-2.4412e-005
167	6.9832	1.1356	0.1	-2.8325e-005
168	5.8805	0.97922	0.1	-3.2124e-005
169	4.9028	0.80331	0.1	-3.4281e-005
170	1.1117	2.6444	0.1	-1.0068e-004
171	5.691	3.8733	0.1	-3.3979e-005
172	1.0222	4.8177	0.1	-7.2904e-005
173	6.0214	2.9299	0.1	-3.4531e-005
174	0.94884	3.6437	0.1	-1.0103e-004
175	4.4977	3.533	0.1	-5.141e-005
176	3.8597	5.4855	0.1	-3.4788e-005
177	1.904	3.6559	0.1	-6.1709e-005
178	1.9024	5.3901	0.1	-4.2931e-005
179	3.9041	0.58239	0.1	-3.3563e-005
180	1.006	0.76173	0.1	-7.5131e-005
181	1.8788	0.51457	0.1	-4.0117e-005
182	3.9418	4.6518	0.1	-5.3248e-005
183	1.4116	1.8683	0.1	-8.4355e-005
184	4.1349	1.5649	0.1	-4.6984e-005
185	2.8782	2.999	0.1	-1.0671e-004
186	2.2615	2.8201	0.1	-6.863e-005
187	2.8867	5.5	0.1	-1.8557e-005
188	2.8867	5.	0.1	-8.5272e-005
189	2.8867	4.5	0.1	-1.1017e-004
190	2.8867	4.	0.1	-1.0224e-004
191	2.72	4.	0.1	-1.3715e-004
192	2.72	4.5	0.1	-1.1601e-004
193	2.72	5.	0.1	-8.3896e-005
194	2.72	5.5	0.1	-1.8471e-005
195	2.8867	0.5	0.1	-1.852e-005
196	2.8867	1.	0.1	-8.4565e-005
197	2.8867	1.5	0.1	-7.9988e-005
198	2.8867	2.	0.1	-1.1821e-004
199	2.72	2.	0.1	-1.065e-004
200	2.72	1.5	0.1	-1.1833e-004
201	2.72	1.	0.1	-1.0354e-004
202	2.72	0.5	0.1	-2.4602e-005
203	2.8867	6.	0.1	-1.6802e-005
204	3.9979	6.	0.1	-2.638e-005
205	5.1091	6.	0.1	-3.5143e-005
206	6.2204	6.	0.1	-3.4891e-005
207	7.3316	6.	0.1	-2.768e-005
208	8.4428	6.	0.1	-2.4513e-005
209	9.554	6.	0.1	-2.1187e-005
210	10.665	6.	0.1	-1.8172e-005
211	11.776	6.	0.1	-1.5389e-005
212	12.888	6.	0.1	-1.3021e-005
