Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	2.6196	3.2727	0.	1.0753e-003
2	4.14	3.407	0.	7.967e-004
3	5.1554	1.9523	0.	4.9996e-004
4	5.1602	3.6026	0.	4.9984e-004
5	1.8851	2.4105	0.	7.8416e-004
6	1.8872	0.78754	0.	4.8717e-004
7	3.4699	3.3632	0.	1.1192e-003
8	1.8406	4.6676	0.	5.9015e-004
9	3.8475	5.0736	0.	4.472e-004
10	4.2882	4.7381	0.	6.4504e-004
11	3.7228	2.8224	0.	8.8242e-004
12	4.2067	0.56001	0.	3.8009e-004
13	1.0371	4.4955	0.	5.9534e-004
14	4.0746	5.4589	0.	3.9971e-004
15	5.1506	0.77293	0.	4.6693e-004
16	0.89522	2.0547	0.	6.5566e-004
17	0.90669	1.0121	0.	5.8791e-004
18	0.90926	3.1678	0.	7.023e-004
19	6.2798	1.2726	0.	4.293e-004
20	7.6234	1.2257	0.	4.0148e-004
21	8.8455	1.2191	0.	3.6713e-004
22	10.031	1.2188	0.	3.3582e-004
23	11.222	1.2312	0.	3.0363e-004
24	12.401	1.222	0.	2.7213e-004
25	13.57	1.2457	0.	2.4146e-004
26	14.734	1.2268	0.	2.1182e-004
27	15.89	1.2159	0.	1.8305e-004
28	17.053	1.205	0.	1.5484e-004
29	18.212	1.2057	0.	1.276e-004
30	19.362	1.2081	0.	1.0155e-004
31	20.518	1.2039	0.	7.6168e-005
32	21.682	1.1938	0.	5.1717e-005
33	22.84	1.1962	0.	2.9373e-005
34	22.836	2.395	0.	3.2754e-005
35	22.836	3.5998	0.	3.2774e-005
36	22.836	4.8051	0.	2.9445e-005
37	21.673	4.8055	0.	5.1893e-005
38	20.517	4.8138	0.	7.6154e-005
39	19.363	4.8289	0.	1.0146e-004
40	18.212	4.837	0.	1.2764e-004
41	17.054	4.83	0.	1.5483e-004
42	15.893	4.8117	0.	1.8296e-004
43	14.732	4.8201	0.	2.1177e-004
44	13.566	4.8165	0.	2.4155e-004
45	12.395	4.8144	0.	2.7206e-004
46	11.21	4.8122	0.	3.0352e-004
47	10.025	4.8011	0.	3.3617e-004
48	8.8226	4.8044	0.	3.6865e-004
49	7.5486	4.817	0.	4.0819e-004
50	6.024	4.8049	0.	4.4272e-004
51	5.0983	5.2654	0.	4.6047e-004
52	6.3415	3.6624	0.	4.4602e-004
53	6.4579	2.514	0.	4.3215e-004
54	7.5867	2.4302	0.	3.9979e-004
55	8.7883	2.4251	0.	3.687e-004
56	9.9897	2.4208	0.	3.353e-004
57	11.193	2.4272	0.	3.0281e-004
58	12.383	2.437	0.	2.7148e-004
59	13.553	2.4385	0.	2.4119e-004
60	14.732	2.4309	0.	2.112e-004
61	15.893	2.4216	0.	1.8241e-004
62	17.051	2.4147	0.	1.5453e-004
63	18.202	2.4257	0.	1.2768e-004
64	19.358	2.4191	0.	1.0168e-004
65	20.509	2.4059	0.	7.7068e-005
66	21.674	2.3927	0.	5.3636e-005
67	21.672	3.6015	0.	5.3679e-005
68	20.514	3.6148	0.	7.6909e-005
69	19.36	3.6222	0.	1.0168e-004
70	18.205	3.6287	0.	1.2759e-004
71	17.053	3.6205	0.	1.5448e-004
72	15.9	3.6255	0.	1.8219e-004
73	14.72	3.6315	0.	2.1155e-004
74	13.551	3.6281	0.	2.4122e-004
75	12.372	3.6222	0.	2.7194e-004
76	11.182	3.6168	0.	3.0306e-004
77	9.9797	3.6148	0.	3.3516e-004
78	8.7716	3.6207	0.	3.6533e-004
79	7.5444	3.6582	0.	3.9922e-004
80	4.7983	4.2319	0.	5.1945e-004
81	1.8702	1.5978	0.	6.2648e-004
82	1.9474	3.2257	0.	7.2243e-004
83	3.2156	2.7695	0.	1.1693e-003
84	2.0333	4.1336	0.	6.7689e-004
85	2.6727	4.0826	0.	1.4102e-003
86	3.9577	1.0911	0.	4.1688e-004
87	4.5359	1.4224	0.	5.1751e-004
88	3.115	3.3661	0.	1.3611e-003
89	4.5094	2.8464	0.	6.8672e-004
90	5.391	2.6967	0.	4.6798e-004
91	2.9381	3.9368	0.	2.199e-003
92	2.7308	3.5678	0.	1.2066e-003
93	4.4399	2.3003	0.	6.5686e-004
94	3.7781	2.2572	0.	7.901e-004
95	4.2474	1.7919	0.	5.6543e-004
96	3.7115	1.6861	0.	7.9253e-004
97	3.7115	1.6861	0.1	7.9253e-004
98	4.2474	1.7919	0.1	5.6543e-004
99	3.7781	2.2572	0.1	7.901e-004
100	4.4399	2.3003	0.1	6.5686e-004
101	2.7308	3.5678	0.1	1.2066e-003
102	2.9381	3.9368	0.1	2.199e-003
103	5.391	2.6967	0.1	4.6798e-004
104	4.5094	2.8464	0.1	6.8672e-004
105	3.115	3.3661	0.1	1.3611e-003
106	4.5359	1.4224	0.1	5.1751e-004
107	3.9577	1.0911	0.1	4.1688e-004
108	2.6727	4.0826	0.1	1.4102e-003
109	2.0333	4.1336	0.1	6.7689e-004
110	3.2156	2.7695	0.1	1.1693e-003
111	1.9474	3.2257	0.1	7.2243e-004
112	1.8702	1.5978	0.1	6.2648e-004
113	4.7983	4.2319	0.1	5.1945e-004
114	7.5444	3.6582	0.1	3.9922e-004
115	8.7716	3.6207	0.1	3.6533e-004
116	9.9797	3.6148	0.1	3.3516e-004
117	11.182	3.6168	0.1	3.0306e-004
118	12.372	3.6222	0.1	2.7194e-004
119	13.551	3.6281	0.1	2.4122e-004
120	14.72	3.6315	0.1	2.1155e-004
