Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	3.521	2.644	0.	-2.1045e-004
2	4.0234	3.2939	0.	-1.9808e-004
3	5.4201	2.7032	0.	-1.2364e-004
4	2.7412	3.0522	0.	-1.7287e-004
5	3.2442	3.2502	0.	-2.1356e-004
6	4.9024	4.4716	0.	-1.0141e-004
7	2.7679	0.6447	0.	-9.4966e-005
8	2.4198	1.7631	0.	-1.2876e-004
9	4.9067	0.64068	0.	-6.8487e-005
10	2.7391	5.1893	0.	-1.019e-004
11	3.0981	3.9048	0.	-1.729e-004
12	3.3186	3.6579	0.	-2.0136e-004
13	4.7301	5.4732	0.	-7.6528e-005
14	4.9168	3.7427	0.	-1.2371e-004
15	1.8475	4.9368	0.	-1.2568e-004
16	0.96472	4.7506	0.	-1.3452e-004
17	0.97994	1.1069	0.	-1.348e-004
18	1.8727	0.92934	0.	-1.343e-004
19	1.1004	2.1866	0.	-1.4451e-004
20	1.2327	3.387	0.	-1.3769e-004
21	5.8601	0.98863	0.	-8.5776e-005
22	6.9321	1.2103	0.	-8.1971e-005
23	8.1197	1.2437	0.	-7.3241e-005
24	9.3356	1.2227	0.	-6.2855e-005
25	10.517	1.2042	0.	-5.3432e-005
26	11.666	1.1906	0.	-4.4963e-005
27	12.804	1.1806	0.	-3.7216e-005
28	13.929	1.1743	0.	-3.0282e-005
29	15.048	1.173	0.	-2.409e-005
30	16.161	1.1745	0.	-1.8632e-005
31	17.277	1.1768	0.	-1.3891e-005
32	18.392	1.1804	0.	-9.8646e-006
33	19.509	1.182	0.	-6.5575e-006
34	20.631	1.1821	0.	-3.9546e-006
35	21.755	1.1934	0.	-2.0589e-006
36	22.876	1.1951	0.	-8.7733e-007
37	22.865	2.3931	0.	-1.0159e-006
38	22.867	3.6025	0.	-1.0147e-006
39	22.873	4.7976	0.	-8.7989e-007
40	21.749	4.7963	0.	-2.0743e-006
41	20.62	4.7965	0.	-3.9738e-006
42	19.503	4.7783	0.	-6.5813e-006
43	18.384	4.7371	0.	-9.9042e-006
44	17.269	4.7028	0.	-1.3926e-005
45	16.155	4.6837	0.	-1.867e-005
46	15.043	4.6779	0.	-2.4116e-005
47	13.929	4.6765	0.	-3.0276e-005
48	12.809	4.6796	0.	-3.718e-005
49	11.685	4.7265	0.	-4.4775e-005
50	10.548	4.7902	0.	-5.3207e-005
51	9.394	4.7902	0.	-6.2502e-005
52	8.2404	4.7898	0.	-7.2456e-005
53	7.1091	4.8101	0.	-8.2012e-005
54	5.9249	4.8738	0.	-8.0597e-005
55	6.9466	3.5968	0.	-8.4074e-005
56	6.5604	2.3052	0.	-8.6969e-005
57	8.0308	2.4087	0.	-7.3581e-005
58	9.2887	2.412	0.	-6.2441e-005
59	10.484	2.3901	0.	-5.3364e-005
60	11.653	2.3613	0.	-4.4841e-005
61	12.794	2.3617	0.	-3.717e-005
62	13.928	2.355	0.	-3.0226e-005
63	15.046	2.3536	0.	-2.4064e-005
64	16.16	2.3558	0.	-1.8631e-005
65	17.276	2.3593	0.	-1.3901e-005
66	18.391	2.3629	0.	-9.8963e-006
67	19.507	2.3694	0.	-6.6005e-006
68	20.624	2.3878	0.	-4.0289e-006
69	21.741	2.3969	0.	-2.1779e-006
70	21.742	3.596	0.	-2.1788e-006
71	20.611	3.59	0.	-4.05e-006
72	19.503	3.5726	0.	-6.6178e-006
73	18.391	3.5515	0.	-9.9016e-006
74	17.269	3.5311	0.	-1.393e-005
75	16.155	3.5208	0.	-1.8653e-005
76	15.041	3.5149	0.	-2.4084e-005
77	13.928	3.5139	0.	-3.0231e-005
78	12.803	3.5204	0.	-3.7098e-005
79	11.652	3.5469	0.	-4.4817e-005
80	10.496	3.577	0.	-5.324e-005
81	9.3169	3.5888	0.	-6.2431e-005
82	8.0986	3.5626	0.	-7.3004e-005
83	4.5358	5.0154	0.	-5.7953e-005
84	2.9489	1.1127	0.	-9.6081e-005
85	2.3784	2.5394	0.	-1.5241e-004
86	2.8665	4.4674	0.	-1.2853e-004
87	4.566	1.0788	0.	-8.6438e-005
88	5.5848	1.6276	0.	-9.6068e-005
89	4.9627	2.042	0.	-1.2561e-004
90	3.7166	3.5829	0.	-2.2997e-004
91	4.5375	2.8883	0.	-1.6188e-004
92	3.6158	3.0865	0.	-2.0573e-004
93	3.5663	3.4622	0.	-2.4576e-004
94	4.4001	1.4866	0.	-1.3285e-004
95	5.9153	3.682	0.	-1.0029e-004
96	2.1155	3.9428	0.	-1.4105e-004
97	2.1155	3.9428	0.1	-5.5938e-005
98	5.9153	3.682	0.1	-4.0008e-005
99	4.4001	1.4866	0.1	-5.8538e-005
100	3.5663	3.4622	0.1	-1.1645e-004
101	3.6158	3.0865	0.1	-8.742e-005
102	4.5375	2.8883	0.1	-6.4292e-005
103	3.7166	3.5829	0.1	-1.3716e-004
104	4.9627	2.042	0.1	-4.6039e-005
