Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,3.521,2.644,0,0.00022472,2245.6,0.0001166,545.43,4.8513e-05,33.878,-0.00021045,-1911.8,0.018259
2,4.0234,3.2939,0,0.00021302,2128.7,0.00011593,552.04,3.8403e-05,-30.464,-0.00019808,-1807.3,0.024395
3,5.4201,2.7032,0,0.00012237,1222.9,4.7446e-05,14.107,2.9249e-05,-122.62,-0.00012364,-1271.4,0.04626
4,2.7412,3.0522,0,0.00017191,1717.9,7.6429e-05,68.037,2.7025e-05,-303.16,-0.00017287,-1805.1,0.010859
5,3.2442,3.2502,0,0.00021843,2182.8,8.438e-05,194.24,6.8883e-05,77.81,-0.00021356,-2044.4,0.015367
6,4.9024,4.4716,0,0.00010705,1069.8,5.2876e-05,224.85,2.4893e-05,14.595,-0.00010141,-934.43,0.036568
7,2.7679,0.6447,0,9.6567e-05,965,3.9416e-05,84.676,2.6551e-05,-11.986,-9.4966e-05,-925.02,0.0094303
8,2.4198,1.7631,0,0.00012625,1261.6,4.8481e-05,-17.495,2.7929e-05,-171.92,-0.00012876,-1349.2,0.0081204
9,4.9067,0.64068,0,6.9579e-05,695.31,2.8128e-05,58.149,1.9353e-05,-7.7808,-6.8487e-05,-667.78,0.035898
10,2.7391,5.1893,0,0.00010329,1032.2,3.9037e-05,65.508,3.1622e-05,9.7953,-0.0001019,-993.4,0.0093212
11,3.0981,3.9048,0,0.00017421,1740.9,6.8299e-05,100.21,4.7971e-05,-52.525,-0.0001729,-1712.1,0.013541
12,3.3186,3.6579,0,0.00020304,2029,8.7692e-05,154.21,4.4468e-05,-170.56,-0.00020136,-2017.6,0.01584
