Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	2.9643	2.8699	0.	-2487.4
2	4.2394	2.0281	0.	-1361.8
3	1.8138	0.83109	0.	-1213.1
4	1.8599	2.5938	0.	-1646.1
5	4.114	0.57411	0.	-771.24
6	1.9386	5.0901	0.	-1225.9
7	3.354	3.1547	0.	-1945.3
8	4.0441	4.6876	0.	-856.03
9	3.7487	5.0589	0.	-374.2
10	4.4245	2.6666	0.	-1435.
11	1.0946	4.5472	0.	-1251.2
12	5.344	1.9053	0.	-1022.7
13	3.9595	5.4582	0.	-693.62
14	0.88427	2.1261	0.	-1457.4
15	0.88045	1.0407	0.	-1286.2
16	0.93265	3.2698	0.	-1490.3
17	5.0219	1.0917	0.	-932.41
18	6.4397	1.0128	0.	-881.31
19	7.6584	1.0893	0.	-779.56
20	8.8066	1.1674	0.	-674.31
21	9.9898	1.181	0.	-577.03
22	11.165	1.1846	0.	-485.68
23	12.338	1.1807	0.	-402.
24	13.513	1.181	0.	-326.02
25	14.674	1.181	0.	-258.59
26	15.843	1.1814	0.	-199.
27	17.003	1.183	0.	-147.4
28	18.17	1.185	0.	-103.63
29	19.333	1.1878	0.	-67.781
30	20.499	1.1897	0.	-39.758
31	21.659	1.1907	0.	-19.547
32	22.832	1.2	0.	-6.9102
33	22.828	2.4046	0.	-7.4653
34	22.831	3.6033	0.	-7.4446
35	22.832	4.7995	0.	-6.9209
36	21.665	4.8034	0.	-19.505
37	20.499	4.7908	0.	-39.808
38	19.333	4.7612	0.	-67.787
39	18.166	4.7368	0.	-103.72
40	17.004	4.7225	0.	-147.45
41	15.839	4.7181	0.	-199.02
42	14.678	4.7162	0.	-258.44
43	13.513	4.7171	0.	-325.95
44	12.344	4.7411	0.	-401.85
45	11.152	4.7629	0.	-488.09
46	9.9461	4.7531	0.	-584.09
47	8.6837	4.7333	0.	-691.94
48	7.385	4.7451	0.	-824.94
49	5.8396	4.6775	0.	-982.95
50	5.0022	5.2406	0.	-866.28
51	6.478	1.9535	0.	-890.37
52	7.5969	2.2206	0.	-778.75
53	8.721	2.3576	0.	-680.32
54	9.9324	2.3569	0.	-579.19
55	11.15	2.358	0.	-485.02
56	12.339	2.365	0.	-400.91
57	13.508	2.3655	0.	-325.58
58	14.673	2.3671	0.	-258.14
59	15.839	2.3678	0.	-198.7
60	17.003	2.3705	0.	-147.15
61	18.168	2.3727	0.	-103.5
62	19.331	2.376	0.	-67.758
63	20.495	2.3803	0.	-39.981
64	21.658	2.3937	0.	-19.871
65	21.659	3.5957	0.	-19.885
66	20.496	3.5849	0.	-39.957
67	19.327	3.5643	0.	-67.922
68	18.163	3.5548	0.	-103.67
69	17.001	3.548	0.	-147.29
70	15.836	3.5425	0.	-198.81
71	14.674	3.5411	0.	-258.2
72	13.507	3.5394	0.	-325.64
73	12.328	3.5457	0.	-401.98
74	11.137	3.5446	0.	-486.88
75	9.9047	3.5562	0.	-582.74
76	8.6204	3.5344	0.	-692.49
77	7.2057	3.4555	0.	-824.83
78	4.5665	4.1587	0.	-1104.4
79	1.8284	1.6643	0.	-1423.4
80	2.0387	3.4241	0.	-1812.8
81	2.2261	4.417	0.	-1497.7
82	3.262	2.6044	0.	-1835.8
83	3.7856	1.013	0.	-651.95
84	4.0401	1.4569	0.	-1095.8
85	2.5686	4.0123	0.	-2354.9
86	2.626	3.3208	0.	-2347.6
87	3.413	3.7097	0.	-887.51
88	3.904	3.6049	0.	-1678.
89	5.9336	3.6878	0.	-984.9
90	4.8373	3.4105	0.	-1243.
91	5.5486	2.7499	0.	-1025.8
92	6.424	2.7061	0.	-924.59
93	3.2457	3.6186	0.	-2183.3
94	2.9724	3.469	0.	-2632.3
95	2.7815	3.8993	0.	-3861.7
96	3.5009	3.4254	0.	-1249.2
97	3.8492	3.1502	0.	-1521.
98	3.8492	3.1502	0.1	-6.6997
99	3.5009	3.4254	0.1	-133.26
100	2.7815	3.8993	0.1	-1708.2
101	2.9724	3.469	0.1	-278.45
102	3.2457	3.6186	0.1	-358.33
103	6.424	2.7061	0.1	-5.2861
