NodeIndex,X,Y,Z,Weight,Strain,CutLocation,TotalWeight
29800,5.1596,6,0.05,0.184372781792396,1.5437e-05,3.7,1
29797,5.0673,6,0.1,0.136330217003226,0.00032442,3.7,1
30744,7.0991,6,0,0.972296582067831,0.00041349,3.7,1
8846,7.1914,6,0,0.00957403636609118,0.00041219,3.7,1
8847,7.0067,6,0,0.00937906670804654,0.00041478,3.7,1
29819,7.0991,6,0.1,0.00875031485803167,0.00041349,3.7,1
8835,9.2232,6,0,0.499016574033286,0.00036141,3.7,1
29844,9.2232,6,0.05,0.210035118708129,1.089e-05,3.7,1
30733,9.1309,6,0,0.167542467692807,0.00036402,3.7,1
13680,9.2232,5.9091,0,0.123405839565778,0.00036136,3.7,1
8825,11.07,6,0,0.434010457211504,0.0003092,3.7,1
29864,11.07,6,0.05,0.223296538046475,1.2296e-05,3.7,1
30722,11.163,6,0,0.206671646291186,0.00030663,3.7,1
14650,11.07,5.9091,0,0.136021358450835,0.00030935,3.7,1
30700,15.226,6,0,0.510313631529015,0.00019919,3.7,1
8803,15.134,6,0,0.201032642723567,0.00020151,3.7,1
29908,15.134,6,0.05,0.160241541037605,1.2432e-05,3.7,1
29907,15.226,6,0.1,0.128412184709813,0.00019919,3.7,1
30690,17.073,6,0,0.501042189574886,0.00015373,3.7,1
8792,17.166,6,0,0.204971804826101,0.00015151,3.7,1
29930,17.166,6,0.05,0.16338141621984,1.1769e-05,3.7,1
29927,17.073,6,0.1,0.130604589379173,0.00015373,3.7,1
8770,21.229,6,0,0.441311226410003,5.8278e-05,3.7,1
29974,21.229,6,0.05,0.221413825509297,8.6898e-06,3.7,1
30668,21.137,6,0,0.203143262950639,6.0309e-05,3.7,1
19985,21.229,5.9091,0,0.134131685130061,5.9092e-05,3.7,1
8926,5.0694,6,0,0.427308846380313,0.00030703,3.8,1
30028,5.0694,6,0.05,0.223056037485079,1.6371e-05,3.8,1
30991,5.1613,6,0,0.213305884163743,0.00032137,3.8,1
11035,5.0694,5.9091,0,0.136329231970864,0.000312,3.8,1
8915,7.0911,6,0,0.72468065390939,0.00041202,3.8,1
30050,7.0911,6,0.05,0.126996959147279,8.803e-06,3.8,1
30980,7.183,6,0,0.0777067207204016,0.00041076,3.8,1
11079,7.0911,5.9091,0,0.0706156662229297,0.00041236,3.8,1
30969,9.2047,6,0,0.86994231755004,0.00036188,3.8,1
8904,9.1128,6,0,0.0468890928037444,0.00036448,3.8,1
8903,9.2966,6,0,0.0423263860505844,0.00035929,3.8,1
30071,9.2047,6,0.1,0.0408422035956314,0.00036188,3.8,1
8893,11.135,6,0,0.392646444603727,0.00030743,3.8,1
30959,11.043,6,0,0.241098694054919,0.00030999,3.8,1
30094,11.135,6,0.05,0.22516795062838,1.2261e-05,3.8,1
11167,11.135,5.9091,0,0.141086910712974,0.00030758,3.8,1
8871,15.178,6,0,0.512227614631695,0.0002004,3.8,1
30138,15.178,6,0.05,0.206293839705544,1.2408e-05,3.8,1
30936,15.27,6,0,0.160985821741378,0.00019809,3.8,1
11255,15.178,5.9091,0,0.120492723921383,0.00020084,3.8,1
30926,17.108,6,0,0.795497159730602,0.0001529,3.8,1
8861,17.016,6,0,0.0757616342600461,0.00015511,3.8,1
30158,17.016,6,0.05,0.0651014332309089,1.1824e-05,3.8,1
8860,17.2,6,0,0.0636397727784425,0.00015069,3.8,1
8838,21.243,6,0,0.338156990993411,5.7975e-05,3.8,1
30904,21.151,6,0,0.29675001250442,5.9996e-05,3.8,1
30204,21.243,6,0.05,0.220491637156434,8.6686e-06,3.8,1
11387,21.243,5.9091,0,0.144601359345736,5.8791e-05,3.8,1
30992,5.0818,6,0,0.614148084754431,0.00028844,3.9,1
8926,5.1741,6,0,0.150843389237924,0.00030583,3.9,1
30028,5.1741,6,0.05,0.125040035292251,1.6292e-05,3.9,1
30025,5.0818,6,0.1,0.109968490715394,0.00028844,3.9,1
30981,7.112,6,0,0.716464504244306,0.00040982,3.9,1
8916,7.0198,6,0,0.107201671458005,0.0004107,3.9,1
30048,7.0198,6,0.05,0.0909705028742229,8.9018e-06,3.9,1
30047,7.112,6,0.1,0.0853633214234656,0.00040982,3.9,1
8904,9.2346,6,0,0.396128855803434,0.00036099,3.9,1
30970,9.1423,6,0,0.237540007119576,0.00036357,3.9,1
30072,9.2346,6,0.05,0.225412738628983,1.0685e-05,3.9,1
11220,9.2346,5.9091,0,0.140918398448006,0.00036093,3.9,1
8894,11.08,6,0,0.537563439265089,0.00030896,3.9,1
30092,11.08,6,0.05,0.199646049291896,1.2175e-05,3.9,1
30959,11.173,6,0,0.147277654593171,0.0003064,3.9,1
11260,11.08,5.9091,0,0.115512856849844,0.0003091,3.9,1
30937,15.233,6,0,0.434895339794798,0.00019903,3.9,1
8872,15.141,6,0,0.243246545986933,0.00020135,3.9,1
30136,15.141,6,0.05,0.185571719788229,1.2407e-05,3.9,1
30135,15.233,6,0.1,0.136286394430039,0.00019903,3.9,1
30927,17.079,6,0,0.573684330250973,0.0001536,3.9,1
8861,17.171,6,0,0.169681280778468,0.00015138,3.9,1
30158,17.171,6,0.05,0.138732372063921,1.1757e-05,3.9,1
30155,17.079,6,0.1,0.117902016906638,0.0001536,3.9,1
8839,21.231,6,0,0.424103261226493,5.8231e-05,3.9,1
30202,21.231,6,0.05,0.223476832033857,8.6851e-06,3.9,1
30905,21.139,6,0,0.215527886852824,6.0261e-05,3.9,1
11480,21.231,5.9091,0,0.136892019886826,5.9046e-05,3.9,1
8927,5.0849,6,0,0.606117233000561,0.00026837,4,1
30026,5.0849,6,0.05,0.175230863173448,1.673e-05,4,1
30992,5.1767,6,0,0.119326860734134,0.0002856,4,1
11128,5.0849,5.9091,0,0.0993250430918568,0.00027385,4,1
8916,7.1049,6,0,0.827988213996934,0.00040788,4,1
30048,7.1049,6,0.05,0.0807559813889877,8.9371e-06,4,1
30982,7.0131,6,0,0.046687482722498,0.00040822,4,1
11172,7.1049,5.9091,0,0.0445683218915806,0.00040839,4,1
30970,9.2168,6,0,0.634494623776379,0.00036141,4,1
8905,9.125,6,0,0.142126795725909,0.00036398,4,1
30070,9.125,6,0.05,0.118256642217037,1.0448e-05,4,1
30069,9.2168,6,0.1,0.105121938280675,0.00036141,4,1
8894,11.145,6,0,0.325725225039965,0.00030718,4,1
30960,11.053,6,0,0.311864577165931,0.00030973,4,1
30092,11.145,6,0.05,0.217898687751522,1.2139e-05,4,1
11260,11.145,5.9091,0,0.144511510042583,0.00030731,4,1
8872,15.185,6,0,0.607914667211714,0.00020023,4,1
30136,15.185,6,0.05,0.174682994228042,1.2383e-05,4,1
30937,15.277,6,0,0.118424935171104,0.00019792,4,1
11348,15.185,5.9091,0,0.0989774033891412,0.00020066,4,1
30927,17.113,6,0,0.69642971079762,0.00015277,4,1
8862,17.022,6,0,0.116071618466249,0.00015498,4,1
30156,17.022,6,0.05,0.0977182742125099,1.181e-05,4,1
30155,17.113,6,0.1,0.0897803965236215,0.00015277,4,1
8839,21.245,6,0,0.323531787990796,5.7926e-05,4,1
30905,21.154,6,0,0.316498488251882,5.9945e-05,4,1
30202,21.245,6,0.05,0.216431355724599,8.6637e-06,4,1
11480,21.245,5.9091,0,0.143538368032724,5.8741e-05,4,1
30993,5.0966,6,0,0.902662714028524,0.000247,4.1,1
8927,5.1888,6,0,0.0345614102218136,0.00026742,4.1,1
8928,5.0044,6,0,0.032103067235325,0.00022665,4.1,1
30023,5.0966,6,0.1,0.0306728085143371,0.000247,4.1,1
30982,7.1252,6,0,0.520314527923751,0.00040527,4.1,1
8917,7.033,6,0,0.19570038960715,0.00040565,4.1,1
30046,7.033,6,0.05,0.156840772512163,9.1276e-06,4.1,1
30045,7.1252,6,0.1,0.127144309956936,0.00040527,4.1,1
30971,9.1539,6,0,0.319472408299026,0.00036306,4.1,1
8905,9.2461,6,0,0.319472408299014,0.00036051,4.1,1
30070,9.2461,6,0.05,0.216555168302079,1.0478e-05,4.1,1
11313,9.2461,5.9091,0,0.144500015099881,0.00036044,4.1,1
8895,11.09,6,0,0.70128718283802,0.00030872,4.1,1
30090,11.09,6,0.05,0.137533731920135,1.2046e-05,4.1,1
30960,11.183,6,0,0.0844924316672293,0.00030616,4.1,1
11353,11.09,5.9091,0,0.076686653574616,0.00030884,4.1,1
30938,15.24,6,0,0.369592931012286,0.00019886,4.1,1
8873,15.148,6,0,0.284302254624844,0.00020118,4.1,1
30134,15.148,6,0.05,0.204934465559733,1.2381e-05,4.1,1
11441,15.148,5.9091,0,0.141170348803138,0.00020161,4.1,1
30928,17.084,6,0,0.647503122230149,0.00015348,4.1,1
8862,17.176,6,0,0.136316446785315,0.00015126,4.1,1
30156,17.176,6,0.05,0.113881088235248,1.1744e-05,4.1,1
30153,17.084,6,0.1,0.102299342749288,0.00015348,4.1,1
8840,21.234,6,0,0.401781646466445,5.8184e-05,4.1,1
30906,21.141,6,0,0.23153518609932,6.0212e-05,4.1,1
30200,21.234,6,0.05,0.22592584622561,8.6803e-06,4.1,1
11573,21.234,5.9091,0,0.140757321208625,5.8998e-05,4.1,1
8928,5.1006,6,0,0.975432920655242,0.00022428,4.2,1
30024,5.1006,6,0.05,0.0117043523648355,1.6264e-05,4.2,1
11221,5.1006,5.9091,0,0.00643836087241941,0.00023013,4.2,1
30994,5.0089,6,0,0.0064243661075029,0.00020077,4.2,1
8917,7.119,6,0,0.549099064569193,0.00040277,4.2,1
30046,7.119,6,0.05,0.195049740076768,9.1673e-06,4.2,1
30983,7.0273,6,0,0.14350594534821,0.00040247,4.2,1
11265,7.119,5.9091,0,0.112345250005829,0.00040347,4.2,1
30971,9.2291,6,0,0.474499383965284,0.00036087,4.2,1
8906,9.1374,6,0,0.220573994782596,0.0003634,4.2,1
30068,9.1374,6,0.05,0.17234674006096,1.024e-05,4.2,1
30067,9.2291,6,0.1,0.13257988119116,0.00036087,4.2,1
30961,11.064,6,0,0.40632106116763,0.00030947,4.2,1
8895,11.156,6,0,0.261206396464897,0.00030692,4.2,1
30090,11.156,6,0.05,0.194843688580759,1.201e-05,4.2,1
30087,11.064,6,0.1,0.137628853786714,0.00030947,4.2,1
8873,15.193,6,0,0.769964276170443,0.00020006,4.2,1
30134,15.193,6,0.05,0.106753887259521,1.2356e-05,4.2,1
30938,15.284,6,0,0.0641636896808662,0.00019775,4.2,1
11441,15.193,5.9091,0,0.0591181468891695,0.00020048,4.2,1
30928,17.119,6,0,0.601804773786998,0.00015264,4.2,1
8863,17.027,6,0,0.156634119204821,0.00015484,4.2,1
30154,17.027,6,0.05,0.129227839273583,1.1797e-05,4.2,1
30153,17.119,6,0.1,0.112333267734599,0.00015264,4.2,1
30906,21.156,6,0,0.335624087066492,5.9893e-05,4.2,1
8840,21.248,6,0,0.307655413144276,5.7876e-05,4.2,1
30200,21.248,6,0.05,0.213061165717271,8.6586e-06,4.2,1
11573,21.248,5.9091,0,0.14365933407196,5.8691e-05,4.2,1
30994,5.1116,6,0,0.723727337143316,0.00020016,4.3,1
8929,5.0195,6,0,0.104288659762271,0.00017684,4.3,1
30022,5.0195,6,0.05,0.0885908264341318,1.4605e-05,4.3,1
30021,5.1116,6,0.1,0.0833931766602812,0.00020016,4.3,1
30983,7.1387,6,0,0.381859316377649,0.00039964,4.3,1
8918,7.0465,6,0,0.276223468108696,0.0003994,4.3,1
30044,7.0465,6,0.05,0.201809137732084,9.4631e-06,4.3,1
11358,7.0465,5.9091,0,0.140108077781571,0.00040032,4.3,1
30972,9.1657,6,0,0.4227961875054,0.00036246,4.3,1
8906,9.2579,6,0,0.250464753565375,0.00035996,4.3,1
30068,9.2579,6,0.05,0.189564849608352,1.027e-05,4.3,1
30065,9.1657,6,0.1,0.137174209320874,0.00036246,4.3,1
8896,11.101,6,0,0.959816328729311,0.00030847,4.3,1
30088,11.101,6,0.05,0.0191924884606906,1.191e-05,4.3,1
11446,11.101,5.9091,0,0.0105583966281452,0.00030858,4.3,1
30962,11.008,6,0,0.010432786181853,0.00031103,4.3,1
8874,15.155,6,0,0.325725225039968,0.00020101,4.3,1
30939,15.247,6,0,0.311864577165923,0.00019869,4.3,1
30132,15.155,6,0.05,0.217898687751524,1.2352e-05,4.3,1
11534,15.155,5.9091,0,0.144511510042585,0.00020144,4.3,1
30929,17.09,6,0,0.754388794457811,0.00015335,4.3,1
8863,17.182,6,0,0.0919986334704823,0.00015113,4.3,1
30154,17.182,6,0.05,0.0785480814353743,1.1731e-05,4.3,1
30151,17.09,6,0.1,0.0750644906363318,0.00015335,4.3,1
8841,21.236,6,0,0.385300610052927,5.8135e-05,4.3,1
30907,21.144,6,0,0.247693249319744,6.0162e-05,4.3,1
30198,21.236,6,0.05,0.225132967324921,8.6754e-06,4.3,1
11666,21.236,5.9091,0,0.141873173302408,5.895e-05,4.3,1
8929,5.1167,6,0,0.581342043132802,0.00017492,4.4,1
30022,5.1167,6,0.05,0.184167301978856,1.4529e-05,4.4,1
30995,5.025,6,0,0.129445494937573,0.00014861,4.4,1
11314,5.1167,5.9091,0,0.105045159950769,0.00018104,4.4,1
8918,7.1333,6,0,0.404943387480636,0.00039646,4.4,1
30984,7.0417,6,0,0.231296994907468,0.00039538,4.4,1
30044,7.1333,6,0.05,0.224466597049329,9.5062e-06,4.4,1
11358,7.1333,5.9091,0,0.139293020562566,0.0003974,4.4,1
30972,9.2417,6,0,0.353897346426355,0.00036024,4.4,1
8907,9.15,6,0,0.29515038691959,0.00036272,4.4,1
30066,9.15,6,0.05,0.208702840060673,1.0034e-05,4.4,1
11402,9.15,5.9091,0,0.142249426593382,0.00036265,4.4,1
30962,11.075,6,0,0.522271713197432,0.0003092,4.4,1
8896,11.167,6,0,0.194877504924417,0.00030665,4.4,1
30088,11.167,6,0.05,0.156181285479014,1.1874e-05,4.4,1
30085,11.075,6,0.1,0.126669496399137,0.0003092,4.4,1
8874,15.2,6,0,1,0.00019988,4.4,1
30132,15.2,6,0.05,0,1.2327e-05,4.4,1
11534,15.2,5.9091,0,0,0.0002003,4.4,1
30940,15.108,6,0,0,0.00020219,4.4,1
30929,17.125,6,0,0.522271713197449,0.0001525,4.4,1
8864,17.033,6,0,0.19487750492441,0.0001547,4.4,1
30152,17.033,6,0.05,0.156181285479008,1.1782e-05,4.4,1
30151,17.125,6,0.1,0.126669496399133,0.0001525,4.4,1
30907,21.158,6,0,0.352259964428066,5.984e-05,4.4,1
8841,21.25,6,0,0.295898370119558,5.7825e-05,4.4,1
30198,21.25,6,0.05,0.209231744053588,8.6534e-06,4.4,1
11666,21.25,5.9091,0,0.142609921398788,5.8639e-05,4.4,1
30995,5.127,6,0,0.49891779858628,0.00014821,4.5,1
8930,5.0349,6,0,0.206924432593391,0.00012213,4.5,1
30020,5.0349,6,0.05,0.164106935628803,1.1144e-05,4.5,1
30019,5.127,6,0.1,0.130050833191525,0.00014821,4.5,1
8919,7.0603,6,0,0.359751540810121,0.00039168,4.5,1
30984,7.1524,6,0,0.272559850575603,0.00039269,4.5,1
30042,7.0603,6,0.05,0.22370273154419,9.9191e-06,4.5,1
11451,7.0603,5.9091,0,0.143985877070086,0.00039289,4.5,1
30973,9.1778,6,0,0.557620615600004,0.00036176,4.5,1
8907,9.2698,6,0,0.177352115563321,0.00035932,4.5,1
30066,9.2698,6,0.05,0.144177653970013,1.0064e-05,4.5,1
30063,9.1778,6,0.1,0.120849614866662,0.00036176,4.5,1
8897,11.111,6,0,0.679902130673156,0.00030821,4.5,1
30086,11.111,6,0.05,0.146084983841059,1.1767e-05,4.5,1
30963,11.019,6,0,0.0923323881161166,0.00031077,4.5,1
11539,11.111,5.9091,0,0.0816804973696683,0.0003083,4.5,1
8875,15.162,6,0,0.371128689862113,0.00020084,4.5,1
30940,15.254,6,0,0.26116463360666,0.00019853,4.5,1
30130,15.162,6,0.05,0.22456376033721,1.2322e-05,4.5,1
11627,15.162,5.9091,0,0.143142916194018,0.00020126,4.5,1
30930,17.095,6,0,0.862846067696749,0.00015322,4.5,1
8864,17.187,6,0,0.0495888544653559,0.000151,4.5,1
8865,17.003,6,0,0.0444766014276896,0.00015543,4.5,1
30149,17.095,6,0.1,0.0430884764102059,0.00015322,4.5,1
8842,21.238,6,0,0.3711286898621,5.8086e-05,4.5,1
30908,21.146,6,0,0.261164633606672,6.0111e-05,4.5,1
30196,21.238,6,0.05,0.224563760337209,8.6702e-06,4.5,1
11759,21.238,5.9091,0,0.143142916194019,5.89e-05,4.5,1
8862,5.1365,6,0,0.382382030478685,0.00012184,4.6,1
30760,5.0441,6,0,0.249676996645299,9.1964e-05,4.6,1
29790,5.1365,6,0.05,0.225456843829204,1.1108e-05,4.6,1
11339,5.1365,5.9091,0,0.142484129046813,0.00012841,4.6,1
30749,7.0784,6,0,0.566437115259477,0.00038715,4.6,1
8851,7.1708,6,0,0.172811323299496,0.00038905,4.6,1
29812,7.1708,6,0.05,0.141159192190308,9.8986e-06,4.6,1
29809,7.0784,6,0.1,0.119592369250718,0.00038715,4.6,1
8840,9.2051,6,0,0.822429117483507,0.00036083,4.6,1
29834,9.2051,6,0.05,0.083454761653622,9.8863e-06,4.6,1
30738,9.1127,6,0,0.0480456872756745,0.00036322,4.6,1
11427,9.2051,5.9091,0,0.0460704335871964,0.00036076,4.6,1
8830,11.054,6,0,0.32182205100653,0.0003098,4.6,1
30727,11.147,6,0,0.314974773325532,0.00030723,4.6,1
29854,11.054,6,0.05,0.217891721396141,1.1654e-05,4.6,1
11467,11.054,5.9091,0,0.145311454271797,0.00030988,4.6,1
30705,15.216,6,0,0.649326847468917,0.0001995,4.6,1
8808,15.123,6,0,0.134925059214321,0.00020183,4.6,1
29898,15.123,6,0.05,0.113160619303132,1.2316e-05,4.6,1
29897,15.216,6,0.1,0.10258747401363,0.0001995,4.6,1
30695,17.065,6,0,0.415628982193238,0.00015395,4.6,1
8797,17.157,6,0,0.255210778539714,0.00015172,4.6,1
29920,17.157,6,0.05,0.191857028470201,1.1724e-05,4.6,1
29917,17.065,6,0.1,0.137303210796847,0.00015395,4.6,1
8775,21.226,6,0,0.470718276396854,5.8353e-05,4.6,1
29964,21.226,6,0.05,0.217167165003088,8.6872e-06,4.6,1
30673,21.133,6,0,0.182666793825643,6.0387e-05,4.6,1
11687,21.226,5.9091,0,0.129447764774415,5.9166e-05,4.6,1
30996,5.1426,6,0,0.347198422660234,9.0901e-05,4.7,1
8931,5.0506,6,0,0.299405927233324,6.167e-05,4.7,1
30018,5.0506,6,0.05,0.210430188495084,4.2152e-06,4.7,1
11499,5.0506,5.9091,0,0.142965461611358,7.2646e-05,4.7,1
8920,7.0744,6,0,0.4732731216649,0.00038219,4.7,1
30040,7.0744,6,0.05,0.215688677696178,1.0502e-05,4.7,1
30985,7.1663,6,0,0.182741959496551,0.00038413,4.7,1
11544,7.0744,5.9091,0,0.128296241142371,0.00038373,4.7,1
30974,9.1901,6,0,0.756377163273514,0.00036093,4.7,1
8908,9.2821,6,0,0.0912074776663552,0.00035856,4.7,1
30064,9.2821,6,0.05,0.0778983003405362,9.8631e-06,4.7,1
30061,9.1901,6,0.1,0.0745170587195945,0.00036093,4.7,1
8898,11.122,6,0,0.512227614631677,0.00030794,4.7,1
30084,11.122,6,0.05,0.206293839705551,1.1616e-05,4.7,1
30964,11.03,6,0,0.160985821741385,0.0003105,4.7,1
11632,11.122,5.9091,0,0.120492723921388,0.00030802,4.7,1
8876,15.169,6,0,0.424103261226517,0.00020067,4.7,1
30128,15.169,6,0.05,0.223476832033851,1.229e-05,4.7,1
30941,15.261,6,0,0.215527886852812,0.00019835,4.7,1
11720,15.169,5.9091,0,0.13689201988682,0.00020108,4.7,1
30931,17.101,6,0,0.969235308987239,0.00015308,4.7,1
8866,17.009,6,0,0.0106509374613733,0.0001553,4.7,1
8865,17.193,6,0,0.0104218850428493,0.00015087,4.7,1
30147,17.101,6,0.1,0.0096918685085386,0.00015308,4.7,1
8843,21.24,6,0,0.357564505494234,5.8036e-05,4.7,1
30909,21.148,6,0,0.275049619610945,6.0059e-05,4.7,1
30194,21.24,6,0.05,0.223368775763492,8.6648e-06,4.7,1
11852,21.24,5.9091,0,0.144017099131329,5.885e-05,4.7,1
30761,5.0591,6,0,0.362916007804939,3.175e-05,4.8,1
8863,5.1515,6,0,0.288218732412072,6.156e-05,4.8,1
29788,5.1515,6,0.05,0.206790683605726,4.209e-06,4.8,1
11431,5.1515,5.9091,0,0.142074576177263,7.2424e-05,4.8,1
30750,7.0917,6,0,0.789740108392898,0.00037669,4.8,1
8852,7.1841,6,0,0.0779410570708738,0.00037972,4.8,1
29810,7.1841,6,0.05,0.0669950272032964,1.0467e-05,4.8,1
29807,7.0917,6,0.1,0.0653238073329317,0.00037669,4.8,1
8841,9.2168,6,0,0.580563421461109,0.00035996,4.8,1
29832,9.2168,6,0.05,0.184910535445895,9.6929e-06,4.8,1
30739,9.1244,6,0,0.129014093658024,0.00036226,4.8,1
11520,9.2168,5.9091,0,0.105511949434972,0.00035991,4.8,1
8831,11.065,6,0,0.392646444603727,0.00030953,4.8,1
30728,11.157,6,0,0.241098694054919,0.00030698,4.8,1
29852,11.065,6,0.05,0.22516795062838,1.1496e-05,4.8,1
11560,11.065,5.9091,0,0.141086910712974,0.0003096,4.8,1
30706,15.222,6,0,0.560257892741747,0.00019933,4.8,1
8809,15.13,6,0,0.176081052004555,0.00020166,4.8,1
29896,15.13,6,0.05,0.143283045661399,1.2282e-05,4.8,1
29895,15.222,6,0.1,0.120378009592299,0.00019933,4.8,1
30696,17.07,6,0,0.468047984153996,0.00015382,4.8,1
8798,17.163,6,0,0.222879992454296,0.0001516,4.8,1
29918,17.163,6,0.05,0.174579424801462,1.1708e-05,4.8,1
29915,17.07,6,0.1,0.134492598590246,0.00015382,4.8,1
8776,21.228,6,0,0.450352119174567,5.8305e-05,4.8,1
29962,21.228,6,0.05,0.220043562634302,8.6819e-06,4.8,1
30674,21.136,6,0,0.197029052138889,6.0338e-05,4.8,1
11780,21.228,5.9091,0,0.132575266052243,5.9117e-05,4.8,1
8932,5.0667,6,0,0.405423455194899,6.376e-06,4.9,1
30997,5.1586,6,0,0.230385683583447,3.1326e-05,4.9,1
30016,5.0667,6,0.05,0.224732706262379,5.7211e-06,4.9,1
30998,5.0667,5.9091,0,0.139458154959275,2.5735e-05,4.9,1
8921,7.0887,6,0,0.6738535876148,0.00037056,4.9,1
30038,7.0887,6,0.05,0.148544619015711,1.1209e-05,4.9,1
30986,7.1806,6,0,0.0944732697276279,0.00037362,4.9,1
11637,7.0887,5.9091,0,0.0831285236418614,0.00037248,4.9,1
30975,9.2026,6,0,0.923685317211733,0.00035994,4.9,1
8910,9.1107,6,0,0.026893413491058,0.00036221,4.9,1
8909,9.2945,6,0,0.0254135642830843,0.00035766,4.9,1
30059,9.2026,6,0.1,0.0240077050141247,0.00035994,4.9,1
8899,11.133,6,0,0.407928649781501,0.00030766,4.9,1
30965,11.041,6,0,0.228163482081178,0.0003102,4.9,1
30082,11.133,6,0.05,0.224704318287016,1.1457e-05,4.9,1
11725,11.133,5.9091,0,0.139203549850306,0.00030772,4.9,1
8877,15.177,6,0,0.500868019870043,0.00020049,4.9,1
30126,15.177,6,0.05,0.209315554487818,1.2255e-05,4.9,1
30942,15.269,6,0,0.166956006623344,0.00019818,4.9,1
11813,15.177,5.9091,0,0.122860419018795,0.0002009,4.9,1
30932,17.107,6,0,0.81696487722155,0.00015295,4.9,1
8867,17.015,6,0,0.0672794604770479,0.00015516,4.9,1
30146,17.015,6,0.05,0.0579904689625226,1.1755e-05,4.9,1
8866,17.199,6,0,0.05776519333888,0.00015074,4.9,1
8844,21.243,6,0,0.338156990993411,5.7985e-05,4.9,1
30910,21.151,6,0,0.29675001250442,6.0006e-05,4.9,1
30192,21.243,6,0.05,0.220491637156434,8.6592e-06,4.9,1
11945,21.243,5.9091,0,0.144601359345736,5.8798e-05,4.9,1
8932,5.1667,6,0,0.326399853287357,6.3815e-06,5,1
30016,5.1667,6,0.05,0.261166861656271,5.7088e-06,5,1
8632,5,6,0,0.217708702142668,7.4563e-06,5,1
30668,5,6,0.05,0.194724582913704,6.7976e-06,5,1
30987,7.1054,6,0,0.853728137650168,0.00036388,5,1
8922,7.0131,6,0,0.0530510004984066,0.0003595,5,1
8921,7.1977,6,0,0.0471866114975589,0.00036827,5,1
30035,7.1054,6,0.1,0.0460342503538668,0.00036388,5,1
8910,9.2288,6,0,0.443658268618017,0.00035891,5,1
30060,9.2288,6,0.05,0.221439693348655,9.5128e-06,5,1
30976,9.1364,6,0,0.200901857487409,0.0003611,5,1
11778,9.2288,5.9091,0,0.134000180545919,0.00035889,5,1
8900,11.075,6,0,0.479494637094059,0.00030926,5,1
30080,11.075,6,0.05,0.214436520677784,1.1329e-05,5,1
30965,11.167,6,0,0.178915909363457,0.0003067,5,1
11818,11.075,5.9091,0,0.127152932864701,0.0003093,5,1
30943,15.23,6,0,0.468047984153996,0.00019917,5,1
8878,15.137,6,0,0.222879992454296,0.00020149,5,1
30124,15.137,6,0.05,0.174579424801462,1.2246e-05,5,1
30123,15.23,6,0.1,0.134492598590246,0.00019917,5,1
30933,17.076,6,0,0.534570244723964,0.00015369,5,1
8867,17.168,6,0,0.188671851079059,0.00015147,5,1
30146,17.168,6,0.05,0.152003667880284,1.1691e-05,5,1
30143,17.076,6,0.1,0.124754236316693,0.00015369,5,1
8845,21.23,6,0,0.432568527377827,5.8257e-05,5,1
30190,21.23,6,0.05,0.222554671267434,8.6763e-06,5,1
30911,21.138,6,0,0.209307351957029,6.0287e-05,5,1
12038,21.23,5.9091,0,0.135569449397711,5.9068e-05,5,1
8632,5.1,6,0,1,7.6042e-06,5.1,1
30668,5.1,6,0.05,0,6.8617e-06,5.1,1
30697,5.1,5.9091,0,0,3.1038e-05,5.1,1
30670,5.0089,6,0,0,3.7358e-05,5.1,1
8922,7.1033,6,0,0.877668385916891,0.00035637,5.1,1
30036,7.1033,6,0.05,0.0578003610796339,1.2025e-05,5.1,1
30988,7.0114,6,0,0.0326896802881041,0.00035028,5.1,1
11730,7.1033,5.9091,0,0.0318415727153708,0.00035874,5.1,1
30976,9.2154,6,0,0.657021455787973,0.00035873,5.1,1
8911,9.1235,6,0,0.132263142733801,0.00036089,5.1,1
30058,9.1235,6,0.05,0.110712977408228,9.3313e-06,5.1,1
30057,9.2154,6,0.1,0.100002424069998,0.00035873,5.1,1
8900,11.144,6,0,0.331896784868888,0.00030736,5.1,1
30966,11.052,6,0,0.30423871946315,0.00030989,5.1,1
30080,11.144,6,0.05,0.219260274309366,1.1291e-05,5.1,1
11818,11.144,5.9091,0,0.144604221358595,0.00030741,5.1,1
8878,15.184,6,0,0.592187376571803,0.00020031,5.1,1
30124,15.184,6,0.05,0.180484338276354,1.2218e-05,5.1,1
30943,15.276,6,0,0.124671026646695,0.000198,5.1,1
11906,15.184,5.9091,0,0.102657258505148,0.00020072,5.1,1
30933,17.113,6,0,0.698070744267833,0.00015281,5.1,1
8868,17.021,6,0,0.114872400955449,0.00015502,5.1,1
30144,17.021,6,0.05,0.0970649040454294,1.1736e-05,5.1,1
30143,17.113,6,0.1,0.0899919507312895,0.00015281,5.1,1
8845,21.245,6,0,0.325725225039961,5.7933e-05,5.1,1
30911,21.153,6,0,0.311864577165928,5.9953e-05,5.1,1
30190,21.245,6,0.05,0.217898687751524,8.6533e-06,5.1,1
12038,21.245,5.9091,0,0.144511510042586,5.8746e-05,5.1,1
30670,5.1103,6,0,0.744736526925871,3.6266e-05,5.2,1
8605,5.0207,6,0,0.0967312260698166,7.0864e-05,5.2,1
30667,5.0207,6,0.05,0.0818243847309485,5.1499e-06,5.2,1
8633,5.2,6,0,0.0767078622733641,7.3523e-06,5.2,1
30988,7.1193,6,0,0.59787980326481,0.00034829,5.2,1
