Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	1.	5.	0.	5.0328e-003
2	2.	5.	0.	2.0635e-002
3	3.	5.	0.	4.7275e-002
4	4.	5.	0.	8.456e-002
5	5.	5.	0.	0.13203
6	6.	5.	0.	0.18912
7	7.	5.	0.	0.25526
8	8.	5.	0.	0.32986
9	9.	5.	0.	0.41235
10	10.	5.	0.	0.50214
11	11.	5.	0.	0.59868
12	12.	5.	0.	0.70141
13	13.	5.	0.	0.80979
14	14.	5.	0.	0.92329
15	15.	5.	0.	1.0414
16	16.	5.	0.	1.1635
17	17.	5.	0.	1.2893
18	18.	5.	0.	1.4182
19	19.	5.	0.	1.5496
20	20.	5.	0.	1.6833
21	21.	5.	0.	1.8186
22	22.	5.	0.	1.9552
23	23.	5.	0.	2.0927
24	1.	4.	0.	5.5874e-003
25	2.	4.	0.	2.2388e-002
26	3.	4.	0.	5.0031e-002
27	4.	4.	0.	8.7943e-002
28	5.	4.	0.	0.13573
29	6.	4.	0.	0.19293
30	7.	4.	0.	0.25903
31	8.	4.	0.	0.33351
32	9.	4.	0.	0.41581
33	10.	4.	0.	0.50539
34	11.	4.	0.	0.6017
35	12.	4.	0.	0.70419
36	13.	4.	0.	0.81233
37	14.	4.	0.	0.92558
38	15.	4.	0.	1.0434
39	16.	4.	0.	1.1654
40	17.	4.	0.	1.2909
41	18.	4.	0.	1.4195
42	19.	4.	0.	1.5508
43	20.	4.	0.	1.6842
44	21.	4.	0.	1.8194
45	22.	4.	0.	1.9559
46	23.	4.	0.	2.0933
47	1.	3.	0.	5.7336e-003
48	2.	3.	0.	2.2885e-002
49	3.	3.	0.	5.0863e-002
50	4.	3.	0.	8.9007e-002
51	5.	3.	0.	0.13692
52	6.	3.	0.	0.19417
53	7.	3.	0.	0.26027
54	8.	3.	0.	0.33471
55	9.	3.	0.	0.41696
56	10.	3.	0.	0.50647
57	11.	3.	0.	0.60271
58	12.	3.	0.	0.70512
59	13.	3.	0.	0.81317
60	14.	3.	0.	0.92634
61	15.	3.	0.	1.0441
62	16.	3.	0.	1.166
63	17.	3.	0.	1.2914
64	18.	3.	0.	1.42
65	19.	3.	0.	1.5512
66	20.	3.	0.	1.6846
67	21.	3.	0.	1.8197
68	22.	3.	0.	1.9561
69	23.	3.	0.	2.0935
70	1.	2.	0.	5.5874e-003
71	2.	2.	0.	2.2388e-002
72	3.	2.	0.	5.0031e-002
73	4.	2.	0.	8.7943e-002
74	5.	2.	0.	0.13573
75	6.	2.	0.	0.19293
76	7.	2.	0.	0.25903
77	8.	2.	0.	0.33351
78	9.	2.	0.	0.41581
79	10.	2.	0.	0.50539
80	11.	2.	0.	0.6017
81	12.	2.	0.	0.70419
82	13.	2.	0.	0.81233
83	14.	2.	0.	0.92558
84	15.	2.	0.	1.0434
85	16.	2.	0.	1.1654
86	17.	2.	0.	1.2909
87	18.	2.	0.	1.4195
88	19.	2.	0.	1.5508
