Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	2.5119	3.704	0.	-8.6367e-004
2	1.9046	3.0581	0.	-1.177e-003
3	0.96902	3.9833	0.	-6.2791e-004
4	3.3741	3.7903	0.	-5.6627e-004
5	3.0941	2.139	0.	-5.809e-004
6	2.4971	2.2088	0.	-8.308e-004
7	2.2985	3.2651	0.	-1.1833e-003
8	17.716	2.9701	0.	-1.4062e-004
9	10.255	3.0947	0.	-2.3301e-004
10	6.6807	1.6319	0.	-3.4927e-004
11	4.791	4.7279	0.	-3.5896e-004
12	4.791	4.7279	0.1	-1.4525e-004
13	6.6807	1.6319	0.1	-1.3052e-004
14	10.255	3.0947	0.1	-9.3571e-005
15	17.716	2.9701	0.1	-5.8261e-005
16	2.2985	3.2651	0.1	-4.4283e-004
17	2.4971	2.2088	0.1	-4.4744e-004
18	3.0941	2.139	0.1	-2.3448e-004
19	3.3741	3.7903	0.1	-2.6809e-004
20	0.96902	3.9833	0.1	-2.7304e-004
21	1.9046	3.0581	0.1	-3.6283e-004
22	2.5119	3.704	0.1	-4.8692e-004
23	2.1667	1.	0.1	-2.0436e-004
24	2.1667	1.5	0.1	-5.5061e-004
25	2.1667	2.	0.1	-1.4367e-003
26	2.	2.	0.1	-8.8044e-004
27	2.	1.5	0.1	-6.0751e-004
28	2.	1.	0.1	-5.4264e-004
29	2.1667	5.	0.1	-2.6577e-004
30	2.1667	4.5	0.1	-3.3568e-004
31	2.1667	4.	0.1	-1.0209e-003
32	2.	4.	0.1	-9.151e-004
33	2.	4.5	0.1	-5.6636e-004
34	2.	5.	0.1	-2.243e-004
35	2.1667	6.	0.1	-1.4794e-004
36	5.5781	6.	0.1	-1.3925e-004
37	10.354	6.	0.1	-9.7589e-005
38	17.177	6.	0.1	-5.6954e-005
39	24.	6.	0.1	-2.9664e-005
40	24.	3.	0.1	-5.5463e-005
41	3.2782e-014	3.75	0.1	-8.796e-006
42	3.937e-014	6.	0.1	-1.6553e-006
43	1.	6.	0.1	-1.8903e-004
44	2.	6.	0.1	-1.2052e-004
45	24.	0.	0.1	-8.9189e-005
