Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,7.8895,2.4126,0,0.00088729,8866.7,0.00045445,2401.9,0.00022884,706.73,-0.00082216,-7190,0.27953
2,7.8073,3.1792,0,0.00089534,8947.2,0.00036636,921.99,0.00025766,105.23,-0.00087506,-8405.6,0.27518
3,7.3885,2.0833,0,0.00061252,6121,0.00022072,264.1,0.0001947,68.602,-0.00060662,-5952.3,0.24266
4,7.0557,1.3235,0,0.00048177,4814.4,0.00026123,962.58,5.8081e-05,-563.82,-0.00045647,-4429.9,0.21725
5,7.46,2.5661,0,0.00067613,6756.6,0.00026252,557.17,0.00020673,137.96,-0.00066332,-6399.3,0.24955
6,6.8981,2.7277,0,0.00050017,4998.2,0.00020062,338.83,0.00013438,-158.84,-0.00049524,-4889.6,0.21352
7,5.9891,2.9527,0,0.00045123,4509.2,0.00016997,-41.543,0.00010797,-507.4,-0.00045876,-4765.6,0.16117
8,7.4135,3.471,0,0.00056558,5651.9,0.00020763,-135.52,0.0001372,-664.7,-0.00057733,-6033.4,0.24711
9,8.5114,3.0175,0,0.00076505,7645.3,0.00041165,1810.5,0.00012962,-308.58,-0.00071713,-6670.8,0.33145
10,21.747,3.9985,0,5.2698e-05,526.61,2.3053e-05,50.831,1.2052e-05,-31.828,-5.1885e-05,-512.23,1.9427
11,19.477,3.9786,0,0.00010055,1004.8,3.6895e-05,50.445,3.147e-05,9.6799,-9.9461e-05,-974.08,1.6251
12,17.192,3.8412,0,0.00014938,1492.8,5.395e-05,38.211,4.4833e-05,-30.288,-0.00014913,-1487.6,1.3157
13,14.938,3.6822,0,0.0002054,2052.6,7.3483e-05,40.802,6.1771e-05,-47.195,-0.00020537,-2054.4,1.0257
14,11.624,3.3399,0,0.00024934,2491.7,0.00010148,59.127,5.3571e-05,-300.84,-0.0002515,-2593,0.6386
15,9.8354,4.3662,0,0.0003419,3416.6,0.00014934,520.12,9.7284e-05,128.97,-0.00032917,-3075.3,0.45239
16,21.741,1.9899,0,5.2789e-05,527.52,2.3342e-05,53.832,1.1882e-05,-32.281,-5.1892e-05,-511.45,1.9405
17,10.153,1.1616,0,0.0002746,2744.1,0.00011148,229.76,7.5534e-05,-40.352,-0.00027038,-2639.4,0.47999
