Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	7.8895	2.4126	0.	-8.2216e-004
2	7.8073	3.1792	0.	-8.7506e-004
3	7.3885	2.0833	0.	-6.0662e-004
4	7.0557	1.3235	0.	-4.5647e-004
5	7.46	2.5661	0.	-6.6332e-004
6	6.8981	2.7277	0.	-4.9524e-004
7	5.9891	2.9527	0.	-4.5876e-004
8	7.4135	3.471	0.	-5.7733e-004
9	8.5114	3.0175	0.	-7.1713e-004
10	21.747	3.9985	0.	-5.1885e-005
11	19.477	3.9786	0.	-9.9461e-005
12	17.192	3.8412	0.	-1.4913e-004
13	14.938	3.6822	0.	-2.0537e-004
14	11.624	3.3399	0.	-2.515e-004
15	9.8354	4.3662	0.	-3.2917e-004
16	21.741	1.9899	0.	-5.1892e-005
17	10.153	1.1616	0.	-2.7038e-004
18	12.264	1.5139	0.	-2.5108e-004
19	14.935	1.6987	0.	-2.0334e-004
20	17.204	1.8725	0.	-1.5065e-004
21	19.473	1.9683	0.	-9.9555e-005
22	7.4619	1.6693	0.	-4.4657e-004
23	3.2222	1.8001	0.	-4.6346e-004
24	5.4757	1.7301	0.	-4.4587e-004
25	4.022	3.8342	0.	-4.3295e-004
26	6.8668	3.8909	0.	-4.1203e-004
27	9.2984	3.1166	0.	-3.5089e-004
28	6.7644	2.0113	0.	-4.3368e-004
29	6.1454	4.7246	0.	-4.1066e-004
30	9.8614	2.2538	0.	-3.3012e-004
31	9.8614	2.2538	0.1	-1.285e-004
32	6.1454	4.7246	0.1	-2.1031e-004
33	6.7644	2.0113	0.1	-1.7993e-004
34	9.2984	3.1166	0.1	-1.4691e-004
35	6.8668	3.8909	0.1	-1.5475e-004
36	4.022	3.8342	0.1	-2.6303e-004
37	5.4757	1.7301	0.1	-1.4274e-004
38	3.2222	1.8001	0.1	-2.665e-004
39	7.4619	1.6693	0.1	-3.1096e-004
40	19.473	1.9683	0.1	-3.5293e-005
41	17.204	1.8725	0.1	-5.0705e-005
42	14.935	1.6987	0.1	-7.2155e-005
43	12.264	1.5139	0.1	-8.9612e-005
44	10.153	1.1616	0.1	-1.1148e-004
45	21.741	1.9899	0.1	-2.3342e-005
46	9.8354	4.3662	0.1	-1.4934e-004
47	11.624	3.3399	0.1	-1.0148e-004
48	14.938	3.6822	0.1	-7.3483e-005
49	17.192	3.8412	0.1	-5.395e-005
50	19.477	3.9786	0.1	-3.6895e-005
51	21.747	3.9985	0.1	-2.3053e-005
52	8.5114	3.0175	0.1	-4.1165e-004
53	7.4135	3.471	0.1	-2.0763e-004
54	5.9891	2.9527	0.1	-1.6997e-004
55	6.8981	2.7277	0.1	-2.0062e-004
56	7.46	2.5661	0.1	-2.6252e-004
57	7.0557	1.3235	0.1	-2.6123e-004
58	7.3885	2.0833	0.1	-2.2072e-004
