Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	6.1562	3.3327	0.	-1.3037e-004
2	7.1308	1.7474	0.	-8.9631e-005
3	4.3057	2.8373	0.	-1.2337e-004
4	7.3354	3.392	0.	-1.0048e-004
5	4.3515	0.65577	0.	-7.9817e-005
6	6.5477	0.48102	0.	-6.2008e-005
7	4.6139	4.6531	0.	-1.1271e-004
8	6.7432	4.7164	0.	-8.9217e-005
9	6.3425	5.0633	0.	-6.0617e-005
10	3.8749	1.8454	0.	-1.08e-004
11	4.6754	5.4024	0.	-8.2666e-005
12	6.5277	5.4599	0.	-6.1004e-005
13	3.334	0.92336	0.	-1.1883e-004
14	3.79	5.1672	0.	-1.0453e-004
15	2.756	4.5615	0.	-1.2434e-004
16	1.329	4.6882	0.	-1.3424e-004
17	1.1598	1.1829	0.	-1.3469e-004
18	2.3016	1.1047	0.	-1.3144e-004
19	7.5289	0.70313	0.	-6.6356e-005
20	8.4351	1.1989	0.	-6.833e-005
21	9.9233	1.1894	0.	-5.8341e-005
22	11.202	1.2004	0.	-4.8145e-005
23	12.408	1.2065	0.	-3.9759e-005
24	13.602	1.1963	0.	-3.2196e-005
25	14.78	1.1866	0.	-2.5497e-005
26	15.944	1.1853	0.	-1.9646e-005
27	17.09	1.1864	0.	-1.4617e-005
28	18.242	1.1865	0.	-1.0365e-005
29	19.395	1.1943	0.	-6.8657e-006
30	20.543	1.1956	0.	-4.1297e-006
31	21.698	1.1933	0.	-2.1477e-006
32	22.848	1.1959	0.	-9.0354e-007
33	1.35	3.5056	0.	-1.3763e-004
34	1.262	2.3444	0.	-1.3892e-004
35	22.842	2.3945	0.	-1.0385e-006
36	22.842	3.6	0.	-1.0384e-006
37	22.843	4.8064	0.	-9.0779e-007
38	21.688	4.8071	0.	-2.157e-006
39	20.539	4.7974	0.	-4.1451e-006
40	19.387	4.8002	0.	-6.8859e-006
41	18.239	4.7838	0.	-1.0384e-005
42	17.09	4.7504	0.	-1.4629e-005
43	15.939	4.7251	0.	-1.9656e-005
44	14.784	4.7727	0.	-2.5454e-005
45	13.619	4.7711	0.	-3.2101e-005
46	12.428	4.7688	0.	-3.9629e-005
47	11.206	4.766	0.	-4.8065e-005
48	9.9348	4.7658	0.	-5.8245e-005
49	8.4559	4.7479	0.	-6.8467e-005
50	7.5855	5.2611	0.	-6.98e-005
51	2.7299	3.2755	0.	-1.2606e-004
52	2.5679	2.1836	0.	-1.2867e-004
