Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	5.1507	3.1178	0.	-1406.5
2	4.5003	3.313	0.	-1727.2
3	5.6009	1.8102	0.	-1154.2
4	3.8956	2.8651	0.	-2256.1
5	3.5856	3.8167	0.	-2215.4
6	4.9468	4.3172	0.	-1040.
7	2.8948	0.68864	0.	-937.38
8	2.4292	1.9544	0.	-1329.1
9	4.8967	0.59831	0.	-698.39
10	2.9205	5.2622	0.	-935.47
11	3.0306	4.5993	0.	-1129.6
12	3.2737	4.1232	0.	-1419.5
13	5.2096	5.3866	0.	-651.46
14	4.7416	3.8295	0.	-1451.3
15	1.9907	4.9905	0.	-1312.2
16	5.8927	2.448	0.	-1225.
17	2.9638	3.3365	0.	-1600.6
18	1.3369	3.4516	0.	-1384.4
19	1.1535	2.252	0.	-1430.5
20	7.0544	3.6238	0.	-824.92
21	1.9598	0.96882	0.	-1359.1
22	1.1237	4.7597	0.	-1301.5
23	5.7985	0.79392	0.	-878.59
24	6.8523	1.2302	0.	-882.85
25	8.307	1.2139	0.	-737.71
26	9.524	1.2122	0.	-617.56
27	10.691	1.2165	0.	-522.46
28	11.823	1.2179	0.	-438.6
29	12.942	1.2097	0.	-361.79
30	14.056	1.219	0.	-293.4
31	15.167	1.2129	0.	-232.19
32	16.271	1.2189	0.	-178.64
33	17.388	1.2322	0.	-132.
34	18.49	1.2155	0.	-92.695
35	19.589	1.2044	0.	-60.667
36	20.676	1.2005	0.	-35.882
37	21.778	1.1973	0.	-17.659
38	22.882	1.1953	0.	-6.3573
39	22.87	2.3933	0.	-6.9414
40	22.866	3.5996	0.	-6.9619
41	22.881	4.7973	0.	-6.3438
42	21.761	4.8056	0.	-17.856
43	20.67	4.8256	0.	-36.109
44	19.568	4.8196	0.	-61.305
45	18.467	4.8173	0.	-93.516
46	17.369	4.8083	0.	-132.62
47	16.262	4.8083	0.	-179.09
48	15.157	4.8081	0.	-232.9
49	14.044	4.806	0.	-293.77
50	12.929	4.807	0.	-362.61
51	11.802	4.8028	0.	-438.81
52	10.664	4.8096	0.	-522.77
53	9.5301	4.7928	0.	-613.31
54	8.413	4.7883	0.	-700.63
55	7.3561	4.882	0.	-781.98
56	6.3369	5.1253	0.	-798.59
57	7.1332	2.4039	0.	-849.74
58	8.2875	2.3894	0.	-728.6
59	9.4809	2.4063	0.	-619.43
60	10.662	2.4155	0.	-521.54
61	11.805	2.4171	0.	-437.58
62	12.93	2.416	0.	-361.28
63	14.053	2.4159	0.	-292.71
64	15.162	2.4161	0.	-232.06
65	16.278	2.4364	0.	-177.92
66	17.392	2.4225	0.	-131.52
67	18.483	2.4249	0.	-92.86
68	19.57	2.4274	0.	-61.241
69	20.661	2.4094	0.	-36.349
70	21.755	2.407	0.	-18.36
71	21.764	3.6065	0.	-18.134
72	20.665	3.6168	0.	-36.306
73	19.571	3.6231	0.	-61.131
74	18.473	3.6217	0.	-93.151
75	17.369	3.6184	0.	-132.55
76	16.263	3.6121	0.	-178.76
77	15.164	3.6196	0.	-231.94
78	14.043	3.6113	0.	-293.24
79	12.927	3.6185	0.	-361.53
80	11.788	3.6119	0.	-438.4
81	10.643	3.6052	0.	-522.97
82	9.488	3.5922	0.	-620.22
83	8.316	3.5954	0.	-712.33
84	5.095	4.8272	0.	-765.25
85	3.071	1.1754	0.	-976.16
86	2.6117	2.6966	0.	-1570.1
87	1.0268	1.1374	0.	-1323.9
88	4.7017	0.96736	0.	-548.41
89	4.9853	1.3407	0.	-1042.2
90	4.2682	2.478	0.	-1377.6
91	3.9152	3.7119	0.	-2885.2
92	4.1636	3.5229	0.	-1942.8
93	3.7986	3.3292	0.	-2369.6
94	3.7857	3.6194	0.	-2704.6
95	6.0256	3.18	0.	-1122.7
96	3.4666	3.4831	0.	-2197.2
97	2.2663	4.0721	0.	-1463.9
98	5.2571	3.6322	0.	-1166.4
99	5.7221	3.8993	0.	-1104.1
100	6.1205	4.4092	0.	-930.29
101	6.1205	4.4092	0.1	-44.122
102	5.7221	3.8993	0.1	-33.517
103	5.2571	3.6322	0.1	-123.26
104	2.2663	4.0721	0.1	-3.4267
105	3.4666	3.4831	0.1	-151.13
106	6.0256	3.18	0.1	-17.146
107	3.7857	3.6194	0.1	-219.45
108	3.7986	3.3292	0.1	-88.486
109	4.1636	3.5229	0.1	-439.88
110	3.9152	3.7119	0.1	-664.45
111	4.2682	2.478	0.1	-396.45
112	4.9853	1.3407	0.1	-152.43
113	4.7017	0.96736	0.1	-213.75
114	1.0268	1.1374	0.1	-291.82
115	2.6117	2.6966	0.1	121.63
116	3.071	1.1754	0.1	-41.605
117	5.095	4.8272	0.1	-103.95
118	8.316	3.5954	0.1	-7.857
119	9.488	3.5922	0.1	0.1628
120	10.643	3.6052	0.1	0.46879
121	11.788	3.6119	0.1	-1.0854
122	12.927	3.6185	0.1	-5.071
123	14.043	3.6113	0.1	-7.5211
124	15.164	3.6196	0.1	-8.8015
125	16.263	3.6121	0.1	-9.5737
126	17.369	3.6184	0.1	-9.9391
127	18.473	3.6217	0.1	-10.391
128	19.571	3.6231	0.1	-10.645
129	20.665	3.6168	0.1	-10.74
130	21.764	3.6065	0.1	-10.814
131	21.755	2.407	0.1	-10.751
132	20.661	2.4094	0.1	-10.634
133	19.57	2.4274	0.1	-10.578
134	18.483	2.4249	0.1	-10.471
135	17.392	2.4225	0.1	-10.326
136	16.278	2.4364	0.1	-9.8839
137	15.162	2.4161	0.1	-8.9208
138	14.053	2.4159	0.1	-7.4516
139	12.93	2.416	0.1	-5.3213
140	11.805	2.4171	0.1	-0.96401
141	10.662	2.4155	0.1	-1.2947
142	9.4809	2.4063	0.1	5.3786
143	8.2875	2.3894	0.1	-13.942
144	7.1332	2.4039	0.1	33.001
145	6.3369	5.1253	0.1	-30.525
146	7.3561	4.882	0.1	-1.3325
147	8.413	4.7883	0.1	-5.1963
148	9.5301	4.7928	0.1	2.0246
149	10.664	4.8096	0.1	0.51692
150	11.802	4.8028	0.1	-2.7006
151	12.929	4.807	0.1	-5.0486
152	14.044	4.806	0.1	-6.6564
153	15.157	4.8081	0.1	-7.602
154	16.262	4.8083	0.1	-8.2215
155	17.369	4.8083	0.1	-8.6056
156	18.467	4.8173	0.1	-8.6643
157	19.568	4.8196	0.1	-8.6802
158	20.67	4.8256	0.1	-8.4786
159	21.761	4.8056	0.1	-8.2862
160	22.881	4.7973	0.1	-7.7006
161	22.866	3.5996	0.1	-10.762
162	22.87	2.3933	0.1	-10.699
163	22.882	1.1953	0.1	-7.6895
164	21.778	1.1973	0.1	-8.3408
165	20.676	1.2005	0.1	-8.7505
166	19.589	1.2044	0.1	-8.8924
167	18.49	1.2155	0.1	-8.9308
168	17.388	1.2322	0.1	-8.7268
169	16.271	1.2189	0.1	-8.2952
170	15.167	1.2129	0.1	-7.8076
171	14.056	1.219	0.1	-6.837
172	12.942	1.2097	0.1	-5.213
173	11.823	1.2179	0.1	-2.3813
174	10.691	1.2165	0.1	-0.32909
175	9.524	1.2122	0.1	7.8966
176	8.307	1.2139	0.1	-8.1963
177	6.8523	1.2302	0.1	-2.855
178	5.7985	0.79392	0.1	-5.9054
179	1.1237	4.7597	0.1	-301.86
180	1.9598	0.96882	0.1	27.368
181	7.0544	3.6238	0.1	35.972
182	1.1535	2.252	0.1	-320.32
183	1.3369	3.4516	0.1	-287.22
184	2.9638	3.3365	0.1	-49.189
185	5.8927	2.448	0.1	0.65055
186	1.9907	4.9905	0.1	58.626
187	4.7416	3.8295	0.1	-26.604
188	5.2096	5.3866	0.1	-74.448
189	3.2737	4.1232	0.1	-162.67
190	3.0306	4.5993	0.1	-129.9
191	2.9205	5.2622	0.1	-84.38
192	4.8967	0.59831	0.1	-123.77
193	2.4292	1.9544	0.1	33.223
194	2.8948	0.68864	0.1	-73.528
195	4.9468	4.3172	0.1	-64.513
196	3.5856	3.8167	0.1	-185.2
197	3.8956	2.8651	0.1	-431.99
198	5.6009	1.8102	0.1	35.716
199	4.5003	3.313	0.1	-217.63
200	5.1507	3.1178	0.1	-95.301
201	4.0867	5.5	0.1	92.916
202	4.0867	5.	0.1	69.606
203	4.0867	4.5	0.1	-184.95
204	4.0867	4.	0.1	13.135
205	3.92	4.	0.1	-206.83
206	3.92	4.5	0.1	-253.07
207	3.92	5.	0.1	67.577
208	3.92	5.5	0.1	114.16
209	4.0867	0.5	0.1	85.23
210	4.0867	1.	0.1	-298.97
211	4.0867	1.5	0.1	-729.27
212	4.0867	2.	0.1	518.48
213	3.92	2.	0.1	634.55
214	3.92	1.5	0.1	-94.682
215	3.92	1.	0.1	-267.17
216	3.92	0.5	0.1	130.49
217	4.0867	6.	0.1	80.808
218	5.193	6.	0.1	-53.018
219	6.2993	6.	0.1	-40.568
220	7.4056	6.	0.1	-4.1346
221	8.5119	6.	0.1	-4.7517
222	9.6181	6.	0.1	-6.5453
223	10.724	6.	0.1	-6.7997
224	11.831	6.	0.1	-6.9197
225	12.937	6.	0.1	-8.0223
226	14.043	6.	0.1	-8.983
227	15.15	6.	0.1	-9.5262
228	16.256	6.	0.1	-9.9953
229	17.362	6.	0.1	-10.252
230	18.469	6.	0.1	-10.551
231	19.575	6.	0.1	-10.476
232	20.681	6.	0.1	-10.145
233	21.787	6.	0.1	-9.4186
234	22.894	6.	0.1	-7.6184
235	24.	6.	0.1	-5.159
236	24.	4.8	0.1	-6.8316
237	24.	3.6	0.1	-10.083
238	24.	2.4	0.1	-10.15
239	24.	1.2	0.1	-6.8349
240	1.049e-014	1.2	0.1	970.33
241	2.0981e-014	2.4	0.1	1022.4
242	3.1471e-014	3.6	0.1	1023.8
243	4.1961e-014	4.8	0.1	982.64
244	24.	0.	0.1	-5.1648
245	22.894	0.	0.1	-7.6445
246	21.787	0.	0.1	-9.3165
247	20.681	0.	0.1	-10.221
248	19.575	0.	0.1	-10.257
249	18.469	0.	0.1	-10.278
250	17.362	0.	0.1	-9.9673
251	16.256	0.	0.1	-9.8623
252	15.15	0.	0.1	-9.3242
253	14.043	0.	0.1	-8.4776
254	12.937	0.	0.1	-7.2892
255	11.831	0.	0.1	-5.5346
256	10.724	0.	0.1	-3.1322
257	9.6181	0.	0.1	-0.40938
258	8.5119	0.	0.1	5.5401
259	7.4056	0.	0.1	-48.388
260	6.2993	0.	0.1	-16.218
261	5.193	0.	0.1	25.626
262	4.0867	0.	0.1	42.394
263	3.92	0.	0.1	120.17
264	2.94	2.1837e-030	0.1	-84.035
265	1.96	1.4558e-030	0.1	7.7074
266	0.98	7.2791e-031	0.1	-177.34
267	0.	0.	0.1	561.47
268	3.937e-014	6.	0.1	579.94
269	0.98	6.	0.1	-193.88
270	1.96	6.	0.1	5.0545
271	2.94	6.	0.1	-51.055
272	3.92	6.	0.1	95.274
273	2.94	6.	0.	-838.83
274	1.96	6.	0.	-1307.8
275	0.98	6.	0.	-1272.
276	3.92	6.	0.	-611.97
277	3.937e-014	6.	0.	-1319.9
278	0.98	7.2791e-031	0.	-1307.
279	1.96	1.4558e-030	0.	-1370.4
280	2.94	2.1837e-030	0.	-835.13
281	3.92	0.	0.	-645.23
282	0.	0.	0.	-1324.2
283	5.193	0.	0.	-673.5
284	6.2993	0.	0.	-818.78
285	7.4056	0.	0.	-788.47
286	8.5119	0.	0.	-721.77
287	9.6181	0.	0.	-626.4
288	10.724	0.	0.	-525.05
289	11.831	0.	0.	-439.83
290	12.937	0.	0.	-363.33
291	14.043	0.	0.	-294.21
292	15.15	0.	0.	-233.02
293	16.256	0.	0.	-178.63
294	17.362	0.	0.	-131.95
295	18.469	0.	0.	-92.424
296	19.575	0.	0.	-59.847
297	20.681	0.	0.	-34.129
298	21.787	0.	0.	-15.553
299	22.894	0.	0.	-3.9027
300	4.0867	0.	0.	-492.25
301	24.	0.	0.	0.34249
302	4.1961e-014	4.8	0.	-1992.5
