Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	5.4423	2.9379	0.	635.62
2	4.4482	2.8159	0.	100.83
3	4.2266	3.4524	0.	198.29
4	6.3841	4.3895	0.	104.
5	4.2263	0.51615	0.	129.59
6	6.2214	0.58323	0.	63.904
7	4.6671	4.3624	0.	914.86
8	6.0226	5.4727	0.	78.942
9	6.587	3.4065	0.	-27.231
10	4.043	1.3149	0.	167.73
11	3.9826	5.2317	0.	89.694
12	3.3693	2.714	0.	2.4808
13	3.2942	0.76267	0.	23.173
14	3.026	4.9777	0.	21.201
15	3.2578	3.8573	0.	61.656
16	2.0725	4.8649	0.	-51.327
17	1.0385	4.8121	0.	262.69
18	1.1737	1.2638	0.	253.23
19	2.4832	1.3413	0.	-39.349
20	7.1644	1.0231	0.	68.237
21	8.0609	1.9925	0.	17.999
22	9.3896	2.0178	0.	2.7852
23	10.602	1.9932	0.	-0.41893
24	11.739	1.8779	0.	-0.72513
25	12.854	1.9147	0.	-0.59268
26	13.953	1.9071	0.	0.81181
27	15.058	1.8607	0.	3.2025
28	16.196	1.9537	0.	5.7211
29	17.314	1.9622	0.	7.0752
30	18.433	1.9794	0.	7.5939
31	19.532	1.9704	0.	7.5421
32	20.648	2.0109	0.	7.5333
33	21.703	1.9037	0.	7.7736
34	22.748	1.5914	0.	7.8664
35	1.0942	3.6334	0.	303.95
36	1.1711	2.4714	0.	307.68
37	22.917	2.8694	0.	14.044
38	23.392	3.602	0.	10.724
39	22.959	4.7019	0.	8.1549
40	21.873	3.9266	0.	8.6853
41	20.665	3.9896	0.	7.8325
42	19.531	3.9777	0.	7.1198
43	18.407	3.9531	0.	6.8816
44	17.281	3.9166	0.	6.3472
45	16.185	3.9009	0.	5.6175
46	15.089	3.9274	0.	4.1926
47	13.986	3.9398	0.	1.8924
48	12.882	3.9377	0.	-0.92302
49	11.767	3.9536	0.	-0.28179
50	10.607	3.971	0.	-2.6817
51	9.399	3.9699	0.	9.0402
52	8.0753	3.9829	0.	4.7607
53	7.1404	4.9639	0.	44.837
54	2.1634	3.7165	0.	-63.593
55	2.2798	2.5558	0.	-78.047
56	5.834	5.0244	0.	126.31
57	4.4007	0.94007	0.	149.31
58	3.7262	1.8695	0.	-74.531
59	4.1374	4.5509	0.	216.77
60	4.6688	4.106	0.	184.23
61	5.9292	1.0333	0.	132.49
62	6.3805	1.5919	0.	83.635
63	6.4223	2.4607	0.	12.608
64	5.1332	3.431	0.	416.21
65	4.917	3.6899	0.	781.21
66	4.4353	3.7798	0.	58.653
67	4.4353	3.7798	0.1	1654.9
68	4.917	3.6899	0.1	1669.7
69	5.1332	3.431	0.1	1788.9
70	6.4223	2.4607	0.1	991.18
71	6.3805	1.5919	0.1	758.87
72	5.9292	1.0333	0.1	538.71
73	4.6688	4.106	0.1	1839.
74	4.1374	4.5509	0.1	1107.
75	3.7262	1.8695	0.1	1423.7
76	4.4007	0.94007	0.1	725.54
77	5.834	5.0244	0.1	461.04
78	2.2798	2.5558	0.1	1461.9
79	2.1634	3.7165	0.1	1448.4
80	7.1404	4.9639	0.1	721.9
81	8.0753	3.9829	0.1	718.63
82	9.399	3.9699	0.1	638.19
83	10.607	3.971	0.1	530.2
84	11.767	3.9536	0.1	438.35
85	12.882	3.9377	0.1	362.96
86	13.986	3.9398	0.1	295.98
