Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,1.8606,2.8617,0,0.0010178,10171,0.00041784,156.04,0.00020333,-1455.7,-0.0010303,-10724,0.021797
2,0.95356,3.6166,0,0.00073254,7320.3,0.00032413,851.08,0.00017481,-270.81,-0.00071619,-6965.4,0.0051055
3,3.0621,2.4621,0,0.00061356,6131.3,0.00034126,1193.9,5.1058e-05,-986.54,-0.00058021,-5729.6,0.068322
4,4.3638,2.3758,0,0.00037974,3794.8,0.00015659,421.15,0.00010997,70.834,-0.00037015,-3536.6,0.14079
5,2.1723,2.4371,0,0.0013215,13206,0.00057517,1153.7,0.00029583,-945.2,-0.0013054,-12976,0.029577
6,2.2274,2.9528,0,0.0011656,11648,0.00061207,2927.1,0.00024689,183.23,-0.0010882,-9848,0.033495
7,17.511,2.8737,0,0.00015754,1574.3,6.0301e-05,70.435,4.4089e-05,-51.375,-0.00015686,-1561.2,1.4679
8,11.455,2.845,0,0.00025674,2565.7,0.00010563,81.412,5.5025e-05,-298.8,-0.00025832,-2653.1,0.74609
9,5.7158,3.775,0,0.0003201,3198.8,0.00011206,14.703,9.5987e-05,-106.07,-0.00032149,-3242.8,0.23476
10,2.5,2.3596,0,0.00080017,7996.2,0.00034379,515.5,0.0001695,-794.06,-0.00079682,-8054.6,0.041934
11,2.2995,2.5323,0,0.00098429,9836.1,0.00044617,1140.5,0.00021402,-603.79,-0.00096349,-9451.1,0.034731
12,2.2995,2.5323,0.1,0.00098429,9836.1,0.00096349,9451.1,-0.00021402,603.79,-0.00044617,-1140.5,0.034731
13,2.5,2.3596,0.1,0.00080017,7996.2,0.00079682,8054.6,-0.0001695,794.06,-0.00034379,-515.5,0.041934
14,5.7158,3.775,0.1,0.0003201,3198.8,0.00032149,3242.8,-9.5987e-05,106.07,-0.00011206,-14.703,0.23476
15,11.455,2.845,0.1,0.00025674,2565.7,0.00025832,2653.1,-5.5025e-05,298.8,-0.00010563,-81.412,0.74609
16,17.511,2.8737,0.1,0.00015754,1574.3,0.00015686,1561.2,-4.4089e-05,51.375,-6.0301e-05,-70.435,1.4679
17,2.2274,2.9528,0.1,0.0011656,11648,0.0010882,9848,-0.00024689,-183.23,-0.00061207,-2927.1,0.033495
18,2.1723,2.4371,0.1,0.0013215,13206,0.0013054,12976,-0.00029583,945.2,-0.00057517,-1153.7,0.029577
19,4.3638,2.3758,0.1,0.00037974,3794.8,0.00037015,3536.6,-0.00010997,-70.834,-0.00015659,-421.15,0.14079
20,3.0621,2.4621,0.1,0.00061356,6131.3,0.00058021,5729.6,-5.1058e-05,986.54,-0.00034126,-1193.9,0.068322
21,0.95356,3.6166,0.1,0.00073254,7320.3,0.00071619,6965.4,-0.00017481,270.81,-0.00032413,-851.08,0.0051055
22,1.8606,2.8617,0.1,0.0010178,10171,0.0010303,10724,-0.00020333,1455.7,-0.00041784,-156.04,0.021797
23,2.1667,1,0.1,0.00068355,6830.8,0.0006971,7295.4,-0.00015509,892.33,-0.00025986,105.17,0.014892
24,2.1667,1.5,0.1,0.00068266,6821.8,0.00068259,6998.8,-0.00012722,914.22,-0.00029894,-376.02,0.020636
25,2.1667,2,0.1,0.0021101,21086,0.0021595,22678,-0.00050414,2664.3,-0.00077063,662.06,0.026083
26,2,2,0.1,0.0020312,20298,0.0021186,24162,-9.757e-05,7510.2,-0.00089069,1551.1,0.021011
27,2,1.5,0.1,0.0010433,10425,0.0010381,11506,1.0147e-05,3781.9,-0.00054014,-352.78,0.018126
28,2,1,0.1,0.00082725,8266.8,0.00075024,7761.8,5.9674e-05,2573.1,-0.00051855,-1771.4,0.016768
29,2.1667,5,0.1,0.00059653,5961.2,0.00061174,6422.8,-0.00015756,642.62,-0.00020372,295.81,0.018375
30,2.1667,4.5,0.1,0.0010015,10008,0.00105,11603,-0.00016858,2447.6,-0.00037208,918.61,0.023206
31,2.1667,4,0.1,0.0018791,18778,0.0019644,21610,-0.0003207,4440.3,-0.00070441,1557.3,0.027594
32,2,4,0.1,0.0013904,13894,0.0014566,15992,-0.00026939,3023.5,-0.00049507,1327.8,0.0226
33,2,4.5,0.1,0.0012146,12138,0.0011779,12246,-6.3776e-05,2916.2,-0.00064853,-1477.4,0.018544
34,2,5,0.1,0.00051603,5156.7,0.00054108,6110.4,-4.8215e-05,1682.7,-0.00021245,448.67,0.015752
35,2.1667,6,0.1,0.00034115,3409.1,0.00034796,3670.5,-6.6078e-05,559.51,-0.00013708,26.017,0.0090986
36,5.8056,6,0.1,0.00034732,3470.8,0.00033672,3257,-7.3263e-05,176.5,-0.00016377,-503.56,0.23804
37,9.4444,6,0.1,0.00027122,2710.3,0.00026666,2735.2,-3.2333e-05,488.75,-0.00013399,-275.05,0.55203
38,16.722,6,0.1,0.00016774,1676.2,0.00016576,1636.4,-4.2379e-05,72.539,-6.9767e-05,-133.24,1.3789
39,24,6,0.1,0.00010856,1084.8,0.00010249,1043.8,-2.8684e-06,252.17,-6.2086e-05,-192.77,2.3814
40,24,3,0.1,9.3923e-05,938.58,9.0327e-05,937.54,-3.324e-06,233.88,-5.1506e-05,-128.14,2.3674
