Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	2.5205	3.5027	0.	5.1306e-002
2	1.9367	2.4628	0.	2.7499e-002
3	1.6231	4.9983	0.	1.1408e-002
4	3.0446	2.1205	0.	7.7443e-002
5	2.206	3.0144	0.	3.86e-002
6	0.64125	1.877	0.	2.4315e-003
7	3.6022	4.5003	0.	0.10972
8	4.3818	4.4382	0.	0.16399
9	3.9281	2.1072	0.	0.13315
10	4.8727	1.7753	0.	0.20132
11	5.927	1.7692	0.	0.28858
12	6.9079	1.7598	0.	0.37883
13	7.871	1.7491	0.	0.47539
14	8.8348	1.754	0.	0.57942
15	9.7831	1.7821	0.	0.68854
16	10.717	1.7819	0.	0.80197
17	11.676	1.7797	0.	0.9241
18	12.621	1.7984	0.	1.0499
19	13.558	1.8071	0.	1.1791
20	14.507	1.8071	0.	1.3144
21	15.51	1.7479	0.	1.4613
22	16.436	1.7448	0.	1.6007
23	17.37	1.7239	0.	1.7441
24	18.301	1.7806	0.	1.8897
25	19.248	1.9397	0.	2.0402
26	20.156	2.0315	0.	2.186
27	21.117	2.014	0.	2.3418
28	22.046	3.0386	0.	2.494
29	21.042	4.079	0.	2.33
30	20.031	4.0665	0.	2.1663
31	19.043	4.096	0.	2.008
32	18.044	4.1895	0.	1.8499
33	17.017	4.2525	0.	1.6903
34	16.017	4.2485	0.	1.5379
35	15.046	4.2361	0.	1.3934
36	14.055	4.236	0.	1.25
37	13.064	4.2359	0.	1.111
38	12.066	4.2516	0.	0.97596
39	11.083	4.2357	0.	0.84845
40	10.081	4.2742	0.	0.7245
41	9.0769	4.2562	0.	0.60724
42	8.0869	4.2288	0.	0.49877
43	7.1088	4.2319	0.	0.39901
44	6.1579	4.273	0.	0.30956
45	5.2475	4.3422	0.	0.23131
46	18.968	3.0465	0.	1.9962
47	2.3288	2.6672	0.	4.3227e-002
48	1.9441	3.4368	0.	2.8374e-002
49	23.02	5.0254	0.	2.6535
50	22.026	5.0275	0.	2.4903
51	21.029	5.0523	0.	2.3273
52	20.037	5.0749	0.	2.1664
53	19.047	5.0557	0.	2.0078
54	18.055	5.0882	0.	1.8506
55	17.053	5.0965	0.	1.6945
56	16.052	5.124	0.	1.5416
57	15.056	5.1209	0.	1.3932
58	14.067	5.1182	0.	1.2496
59	13.081	5.1073	0.	1.111
60	12.085	5.122	0.	0.97601
61	11.096	5.1073	0.	0.84746
62	10.099	5.1289	0.	0.72383
63	9.1014	5.1266	0.	0.60685
64	8.1093	5.1192	0.	0.49773
65	7.1304	5.1237	0.	0.39755
66	6.1705	5.1465	0.	0.30699
67	5.2253	5.1854	0.	0.22572
68	4.2674	5.2347	0.	0.15176
69	3.2572	5.2646	0.	8.3031e-002
70	2.758	4.9065	0.	5.5193e-002
71	2.8638	4.4773	0.	6.4406e-002
72	2.9407	4.0087	0.	7.1199e-002
73	23.08	0.99689	0.	2.6623
