Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	5.0584	2.3455	0.	1.2411e-004
2	5.8137	3.3358	0.	6.5214e-005
3	5.9818	2.1242	0.	4.397e-005
4	3.368	4.4843	0.	4.5599e-005
5	3.8016	1.5026	0.	4.2186e-005
6	3.417	3.2417	0.	5.2695e-005
7	3.2469	2.1346	0.	4.8899e-005
8	7.1009	4.6447	0.	2.7313e-005
9	7.8887	1.7653	0.	2.6583e-005
10	8.2245	2.6883	0.	2.5582e-005
11	22.097	4.0541	0.	1.5171e-006
12	8.9799	1.7231	0.	2.4096e-005
13	9.9567	1.7003	0.	1.9878e-005
14	10.914	1.7167	0.	1.6829e-005
15	11.84	1.7569	0.	1.4462e-005
16	12.767	1.7852	0.	1.2481e-005
17	13.697	1.7931	0.	1.0878e-005
18	14.633	1.7931	0.	9.2893e-006
19	15.57	1.7931	0.	7.8107e-006
20	16.501	1.7639	0.	6.4596e-006
21	17.443	1.7931	0.	5.2397e-006
22	18.396	1.7748	0.	4.1603e-006
23	19.361	1.7612	0.	3.1978e-006
24	20.296	1.7158	0.	2.4233e-006
25	21.265	1.7617	0.	1.8689e-006
26	21.95	3.0058	0.	1.6596e-006
27	21.178	4.1955	0.	1.9459e-006
28	20.206	4.2921	0.	2.5608e-006
29	19.275	4.2896	0.	3.3247e-006
30	18.355	4.2592	0.	4.2286e-006
31	17.432	4.2335	0.	5.2296e-006
32	16.5	4.2151	0.	6.4694e-006
33	15.57	4.2069	0.	7.8126e-006
34	14.633	4.2069	0.	9.3013e-006
35	13.697	4.2069	0.	1.0899e-005
36	12.76	4.2069	0.	1.2518e-005
37	11.823	4.2069	0.	1.4493e-005
38	10.887	4.2069	0.	1.6765e-005
39	9.9471	4.1941	0.	1.9378e-005
40	8.9367	4.2926	0.	2.2392e-005
41	8.011	4.4291	0.	2.5815e-005
42	5.0296	3.4627	0.	1.0491e-004
43	5.4461	2.5707	0.	1.009e-004
44	23.067	5.0097	0.	8.6466e-007
45	22.145	5.0444	0.	1.2033e-006
46	21.202	5.094	0.	1.6733e-006
47	20.255	5.1242	0.	2.3017e-006
48	19.304	5.1427	0.	3.0755e-006
49	18.366	5.1321	0.	4.0148e-006
50	17.433	5.1187	0.	5.1095e-006
51	16.507	5.1035	0.	6.3262e-006
52	15.57	5.1035	0.	7.7095e-006
53	14.633	5.1035	0.	9.2433e-006
54	13.697	5.1035	0.	1.0901e-005
55	12.76	5.1035	0.	1.2677e-005
56	11.823	5.1035	0.	1.4547e-005
57	10.887	5.1035	0.	1.6722e-005
58	9.95	5.1035	0.	1.9154e-005
59	9.0193	5.1304	0.	2.1596e-005
60	8.1056	5.2165	0.	2.3508e-005
61	7.1864	5.2664	0.	2.5156e-005
62	6.2512	5.427	0.	2.5595e-005
63	6.0639	4.9283	0.	3.521e-005
64	5.9042	4.5	0.	4.6248e-005
65	5.8766	4.1923	0.	5.026e-005
66	23.086	0.98846	0.	8.7023e-007
67	23.057	2.0142	0.	1.2675e-006
68	23.015	3.0129	0.	1.3633e-006
69	23.033	3.9993	0.	1.2519e-006
70	6.2071	0.57511	0.	2.3411e-005
71	7.1606	0.71532	0.	2.583e-005
72	8.0767	0.89653	0.	2.4503e-005
73	9.0133	0.89653	0.	2.3275e-005
74	9.95	0.89653	0.	1.9402e-005
75	10.895	0.86186	0.	1.6828e-005
76	11.834	0.87581	0.	1.4448e-005
77	12.767	0.88905	0.	1.2626e-005
78	13.697	0.89653	0.	1.0893e-005
79	14.633	0.89653	0.	9.2398e-006
80	15.57	0.89653	0.	7.7125e-006
81	16.507	0.89653	0.	6.3208e-006
82	17.443	0.89653	0.	5.0706e-006
83	18.38	0.89653	0.	3.9915e-006
84	19.317	0.89653	0.	3.0843e-006
85	20.275	0.87102	0.	2.2626e-006
86	21.234	0.89831	0.	1.624e-006
87	22.168	0.95186	0.	1.1734e-006
88	4.2538	0.48738	0.	3.3832e-005
89	4.3282	0.87656	0.	3.9049e-005
90	4.4801	1.4613	0.	6.0799e-005
91	4.1658	2.4667	0.	5.6684e-005
92	0.82414	0.97876	0.	7.805e-005
93	1.6482	0.91987	0.	5.0343e-005
94	2.4635	0.84525	0.	4.915e-005
95	3.3198	0.77142	0.	3.9074e-005
96	0.8469	5.0049	0.	7.8173e-005
97	0.87215	3.9849	0.	9.0691e-005
98	0.90488	2.9794	0.	9.1085e-005
99	0.85	1.9888	0.	9.1318e-005
100	4.1874	5.3966	0.	3.4192e-005
101	3.3253	5.2492	0.	3.9383e-005
102	2.5007	5.1294	0.	4.7889e-005
103	1.6688	5.0447	0.	5.0542e-005
104	4.2401	4.8934	0.	4.7401e-005
105	4.4625	4.5	0.	6.1211e-005
106	4.5242	3.9406	0.	6.2487e-005
107	6.0666	1.0988	0.	3.2744e-005
108	5.9643	1.7195	0.	4.8501e-005
109	4.7754	2.4801	0.	9.1104e-005
110	22.184	1.9389	0.	1.523e-006
111	3.8358	1.1011	0.	4.4608e-005
112	1.646	1.885	0.	5.5394e-005
113	1.712	4.0495	0.	5.5506e-005
114	4.9047	3.048	0.	8.405e-005
115	6.2093	2.7746	0.	5.1658e-005
116	5.3518	2.9175	0.	8.0944e-005
117	6.5353	3.7539	0.	4.3862e-005
118	7.0099	2.1892	0.	3.8198e-005
119	2.4185	1.6784	0.	5.3826e-005
120	3.1156	1.5283	0.	4.5711e-005
121	1.8254	2.9619	0.	5.724e-005
122	2.4992	4.2527	0.	5.3691e-005
123	3.9209	3.8428	0.	4.9539e-005
124	3.9103	4.1988	0.	4.7318e-005
125	3.2715	3.7232	0.	4.9075e-005
126	6.9143	4.0597	0.	2.9178e-005
127	20.919	3.3544	0.	2.1755e-006
128	21.222	2.4287	0.	1.9374e-006
129	3.9268	1.9947	0.	4.7984e-005
130	7.1756	2.9523	0.	3.4366e-005
131	2.5469	2.4119	0.	5.56e-005
132	2.6095	3.486	0.	5.6305e-005
133	3.9577	3.4461	0.	5.464e-005
134	7.7414	3.6313	0.	2.7159e-005
135	4.3437	2.9481	0.	6.3525e-005
136	19.194	3.522	0.	3.4853e-006
137	18.369	3.4154	0.	4.155e-006
138	17.445	3.378	0.	5.3278e-006
139	16.512	3.3663	0.	6.5227e-006
140	15.57	3.3104	0.	7.8898e-006
141	14.633	3.3104	0.	9.3324e-006
142	13.697	3.3104	0.	1.0858e-005
143	12.76	3.3104	0.	1.2503e-005
144	11.819	3.3715	0.	1.426e-005
145	10.827	3.3836	0.	1.7527e-005
146	9.7146	3.3282	0.	2.0633e-005
147	8.6438	3.4745	0.	2.4662e-005
148	9.0588	2.484	0.	2.3955e-005
149	10.036	2.4602	0.	1.9127e-005
150	10.876	2.5588	0.	1.7102e-005
151	11.819	2.631	0.	1.4284e-005
152	12.76	2.6896	0.	1.246e-005
153	13.697	2.6896	0.	1.0843e-005
154	14.633	2.6896	0.	9.3259e-006
155	15.57	2.6896	0.	7.8697e-006
156	16.509	2.625	0.	6.5429e-006
157	17.455	2.5784	0.	5.341e-006
158	18.433	2.5979	0.	4.3249e-006
159	19.494	2.6449	0.	3.186e-006
160	20.114	3.5056	0.	2.8327e-006
161	20.452	2.5515	0.	2.4944e-006
162	2.9431	2.9076	0.	5.4424e-005
163	3.5488	2.5446	0.	5.0787e-005
164	3.8148	2.9792	0.	5.4694e-005
165	4.4751	3.4615	0.	6.653e-005
166	4.5134	1.9471	0.	5.484e-005
167	6.6256	1.6834	0.	3.9109e-005
168	6.7835	1.2875	0.	3.4594e-005
169	6.7835	1.2875	0.1	8.5792e-005
170	6.6256	1.6834	0.1	8.9918e-005
171	4.5134	1.9471	0.1	1.6175e-004
172	4.4751	3.4615	0.1	1.8368e-004
173	3.8148	2.9792	0.1	1.4481e-004
174	3.5488	2.5446	0.1	1.3446e-004
175	2.9431	2.9076	0.1	1.2409e-004
176	20.452	2.5515	0.1	4.4134e-006
177	20.114	3.5056	0.1	5.0342e-006
178	19.494	2.6449	0.1	6.5184e-006
179	18.433	2.5979	0.1	9.7009e-006
180	17.455	2.5784	0.1	1.3117e-005
181	16.509	2.625	0.1	1.6991e-005
182	15.57	2.6896	0.1	2.1326e-005
183	14.633	2.6896	0.1	2.6123e-005
184	13.697	2.6896	0.1	3.1415e-005
185	12.76	2.6896	0.1	3.715e-005
186	11.819	2.631	0.1	4.3302e-005
187	10.876	2.5588	0.1	5.0011e-005
188	10.036	2.4602	0.1	5.6203e-005
189	9.0588	2.484	0.1	6.4902e-005
190	8.6438	3.4745	0.1	6.8019e-005
191	9.7146	3.3282	0.1	5.8352e-005
192	10.827	3.3836	0.1	5.0593e-005
193	11.819	3.3715	0.1	4.3271e-005
194	12.76	3.3104	0.1	3.716e-005
195	13.697	3.3104	0.1	3.1415e-005
196	14.633	3.3104	0.1	2.6125e-005
197	15.57	3.3104	0.1	2.1317e-005
198	16.512	3.3663	0.1	1.6982e-005
199	17.445	3.378	0.1	1.317e-005
200	18.369	3.4154	0.1	9.9071e-006
201	19.194	3.522	0.1	7.5379e-006
202	4.3437	2.9481	0.1	1.7845e-004
203	7.7414	3.6313	0.1	7.5599e-005
204	3.9577	3.4461	0.1	1.465e-004
205	2.6095	3.486	0.1	1.3057e-004
206	2.5469	2.4119	0.1	1.3029e-004
207	7.1756	2.9523	0.1	8.8602e-005
208	3.9268	1.9947	0.1	1.3183e-004
209	21.222	2.4287	0.1	3.0612e-006
210	20.919	3.3544	0.1	3.349e-006
211	6.9143	4.0597	0.1	8.3634e-005
