Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,2.5205,3.5027,0,0.0010558,10551,0.00039588,806.86,0.00034158,398.88,-0.0010347,-9942,0.051306
2,1.9367,2.4628,0,0.0013479,13470,0.00058935,2107.5,0.000388,594.57,-0.0012956,-12055,0.027499
3,1.6231,4.9983,0,0.00043006,4297.6,0.00022856,1270.5,0.0001052,343.56,-0.00039503,-3415,0.011408
4,3.0446,2.1205,0,0.00068923,6887.6,0.00024081,-253.52,0.00018075,-704.79,-0.00070443,-7355.6,0.077443
5,2.206,3.0144,0,0.0011218,11211,0.00039082,305.69,0.00036324,98.423,-0.0011148,-11007,0.0386
6,0.64125,1.877,0,0.00069572,6952.4,0.00041293,1677.1,3.3393e-05,-1174.6,-0.0006418,-6247.7,0.0024315
7,3.6022,4.5003,0,0.00052579,5254.3,0.00018524,163.2,0.00016855,37.781,-0.00052226,-5152.7,0.10972
8,4.3818,4.4382,0,0.00049184,4915,0.00017502,33.057,0.0001435,-203.78,-0.00049432,-4996.1,0.16399
9,3.9281,2.1072,0,0.00057948,5790.8,0.00021951,189.38,0.00015967,-260.22,-0.00057937,-5813.1,0.13315
10,4.8727,1.7753,0,0.00044638,4460.7,0.0001676,-32.534,0.00010863,-475.66,-0.00045337,-4698.2,0.20132
11,5.927,1.7692,0,0.00045182,4515.1,0.00016391,68.295,0.00012987,-187.48,-0.0004533,-4569.2,0.28858
12,6.9079,1.7598,0,0.00042154,4212.5,0.00014638,-4.5201,0.00012625,-155.75,-0.00042406,-4290.6,0.37883
13,7.871,1.7491,0,0.00039441,3941.3,0.00013419,0.57582,0.00012334,-81.007,-0.00039571,-3980.9,0.47539
14,8.8348,1.754,0,0.00036819,3679.3,0.00012372,-0.33941,0.00011771,-45.475,-0.00036895,-3702,0.57942
15,9.7831,1.7821,0,0.00034218,3419.4,0.00011448,2.108,0.00011047,-28.045,-0.00034261,-3432.3,0.68854
16,10.717,1.7819,0,0.00031705,3168.3,0.00010522,-1.0262,0.00010353,-13.724,-0.0003173,-3175.6,0.80197
17,11.676,1.7797,0,0.00029075,2905.5,9.6215e-05,-0.86914,9.5416e-05,-6.8775,-0.00029088,-2909.4,0.9241
18,12.621,1.7984,0,0.00026627,2660.8,8.8022e-05,-0.73381,8.7541e-05,-4.3494,-0.00026635,-2663.4,1.0499
19,13.558,1.8071,0,0.00024125,2410.8,7.9955e-05,1.6739,7.9188e-05,-4.0855,-0.00024129,-2412,1.1791
20,14.507,1.8071,0,0.00021697,2168.2,7.2234e-05,4.6447,7.0958e-05,-4.9382,-0.00021698,-2168.4,1.3144
21,15.51,1.7479,0,0.00019232,1921.9,6.4059e-05,5.3131,6.2948e-05,-3.0308,-0.00019228,-1920.7,1.4613
22,16.436,1.7448,0,0.00016951,1693.9,5.6886e-05,9.9067,5.5241e-05,-2.4545,-0.00016938,-1690.1,1.6007
23,17.37,1.7239,0,0.00014688,1467.8,4.9936e-05,16.352,4.7484e-05,-2.072,-0.00014663,-1460.5,1.7441
24,18.301,1.7806,0,0.00012634,1262.5,4.4764e-05,33.293,3.951e-05,-6.1805,-0.00012583,-1248.5,1.8897
