Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	5.1	3.3391	0.	-30.813
2	4.6805	2.7783	0.	62.464
3	4.6654	3.6571	0.	98.511
4	6.6414	2.3634	0.	-130.6
5	6.1322	1.5391	0.	20.585
6	4.0673	3.2168	0.	-171.07
7	4.0436	5.1109	0.	-22.549
8	6.1458	5.3749	0.	11.197
9	3.6574	0.66883	0.	19.339
10	6.0419	0.58843	0.	21.719
11	4.4654	4.0737	0.	-29.676
12	6.9848	0.96646	0.	-29.481
13	7.9183	1.6276	0.	-45.884
14	9.3865	1.5586	0.	-28.166
15	10.637	1.5257	0.	-7.9611
16	11.806	1.5065	0.	-0.92496
17	12.909	1.4566	0.	-3.3382
18	14.	1.3478	0.	-1.3757
19	15.07	1.2172	0.	-0.24872
20	16.165	1.1384	0.	-0.25997
21	17.278	1.1436	0.	0.71633
22	18.375	1.1762	0.	-0.75526
23	19.491	1.1836	0.	-0.6727
24	20.617	1.1863	0.	-0.51702
25	21.745	1.1913	0.	-0.56566
26	22.875	1.1896	0.	-0.60414
27	3.6255	1.7471	0.	5.264
28	3.4678	2.691	0.	-198.51
29	7.0749	4.8118	0.	-21.811
30	2.2745	4.9344	0.	-180.27
31	2.2561	3.8372	0.	-337.56
32	8.2695	3.17	0.	-55.075
33	2.4989	1.2702	0.	-191.28
34	15.134	2.38	0.	-5.3652
35	16.194	2.2596	0.	5.9753e-002
36	17.149	2.3134	0.	-1.5058
37	18.298	2.3694	0.	-0.11749
38	19.429	2.3682	0.	-1.2465
39	20.575	2.3672	0.	-1.1969
40	21.712	2.3941	0.	-1.2265
41	22.852	2.3879	0.	-1.2663
42	1.1742	3.701	0.	-320.25
43	14.121	2.7623	0.	-2.7629
44	1.1392	4.8634	0.	-210.55
45	1.1949	2.4542	0.	-324.22
46	2.3124	2.5602	0.	-335.37
47	9.47	3.0307	0.	-28.591
48	13.077	2.9692	0.	-1.8922
49	11.909	3.0061	0.	-3.988
50	16.088	3.5219	0.	3.8152
51	17.125	3.5607	0.	-3.7644
52	18.216	3.566	0.	-0.82488
53	19.362	3.5769	0.	-1.301
54	1.2389	1.234	0.	-227.31
55	8.4288	4.6059	0.	-28.319
56	9.6368	4.5223	0.	-19.145
57	22.832	3.5985	0.	-1.2998
58	22.817	4.8026	0.	-0.69439
59	21.636	4.7932	0.	-0.63747
60	20.462	4.7889	0.	-0.6843
61	19.302	4.7926	0.	-0.94269
62	18.149	4.7925	0.	-0.94286
63	16.987	4.7866	0.	-1.7012
64	15.816	4.7392	0.	1.8366
65	14.557	4.3344	0.	1.067
66	13.259	4.4655	0.	1.6651
67	12.052	4.4965	0.	-3.3222
68	10.842	4.5028	0.	-7.5844
69	10.706	3.0175	0.	-13.07
70	20.514	3.5832	0.	-1.2536
71	21.674	3.5905	0.	-1.2325
72	5.8086	4.9217	0.	24.825
73	6.0657	4.3825	0.	5.1433
74	6.0905	3.7084	0.	-55.377
75	3.9911	1.1105	0.	51.357
76	3.3348	5.05	0.	-14.603
77	3.9892	4.2164	0.	16.035
78	4.6803	3.9375	0.	-260.35
79	5.7773	1.0329	0.	9.1729
80	5.0976	2.5088	0.	71.87
81	4.8434	3.5517	0.	-6.6201
82	5.8491	3.0047	0.	-266.79
83	3.1339	3.8757	0.	-112.32
84	7.2085	3.4322	0.	-85.369
85	4.4354	3.5337	0.	44.443
86	15.365	3.1827	0.	3.1406
