Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	2.	2.3333	0.	220.02
2	2.	2.6667	0.	40.769
3	2.	3.	0.	11.241
4	2.	3.3333	0.	40.769
5	2.	3.6667	0.	220.02
6	2.1667	2.3333	0.	289.37
7	2.1667	2.6667	0.	24.443
8	2.1667	3.	0.	23.895
9	2.1667	3.3333	0.	24.443
10	2.1667	3.6667	0.	289.37
11	0.28571	0.29796	0.	-166.77
12	0.28571	0.59592	0.	-932.12
13	0.28571	0.89388	0.	-1312.4
14	0.28571	1.1918	0.	-1561.3
15	0.28571	1.4898	0.	-1758.
16	0.28571	1.7878	0.	-1924.5
17	0.28571	2.0857	0.	-2064.
18	0.28571	2.3905	0.	-2170.7
19	0.28571	2.6952	0.	-2233.8
20	0.28571	3.	0.	-2254.8
21	0.28571	3.3048	0.	-2233.8
22	0.28571	3.6095	0.	-2170.7
23	0.28571	3.9143	0.	-2064.
24	0.28571	4.2122	0.	-1924.5
25	0.28571	4.5102	0.	-1758.
26	0.28571	4.8082	0.	-1561.3
27	0.28571	5.1061	0.	-1312.4
28	0.28571	5.4041	0.	-932.12
29	0.28571	5.702	0.	-166.77
30	0.57143	0.29592	0.	-132.58
31	0.57143	0.59184	0.	-747.31
32	0.57143	0.88776	0.	-1277.3
33	0.57143	1.1837	0.	-1659.2
34	0.57143	1.4796	0.	-1966.2
35	0.57143	1.7755	0.	-2228.
36	0.57143	2.0714	0.	-2439.4
37	0.57143	2.381	0.	-2592.2
38	0.57143	2.6905	0.	-2673.5
39	0.57143	3.	0.	-2697.7
40	0.57143	3.3095	0.	-2673.5
41	0.57143	3.619	0.	-2592.2
42	0.57143	3.9286	0.	-2439.4
43	0.57143	4.2245	0.	-2228.
44	0.57143	4.5204	0.	-1966.2
45	0.57143	4.8163	0.	-1659.2
46	0.57143	5.1122	0.	-1277.3
47	0.57143	5.4082	0.	-747.31
48	0.57143	5.7041	0.	-132.58
49	0.85714	0.29388	0.	-7.2443
50	0.85714	0.58776	0.	-346.84
51	0.85714	0.88163	0.	-740.23
52	0.85714	1.1755	0.	-1085.4
53	0.85714	1.4694	0.	-1411.7
54	0.85714	1.7633	0.	-1735.7
55	0.85714	2.0571	0.	-2002.6
56	0.85714	2.3714	0.	-2191.7
57	0.85714	2.6857	0.	-2268.
58	0.85714	3.	0.	-2280.5
59	0.85714	3.3143	0.	-2268.
60	0.85714	3.6286	0.	-2191.7
61	0.85714	3.9429	0.	-2002.6
62	0.85714	4.2367	0.	-1735.7
63	0.85714	4.5306	0.	-1411.7
64	0.85714	4.8245	0.	-1085.4
65	0.85714	5.1184	0.	-740.23
66	0.85714	5.4122	0.	-346.84
67	0.85714	5.7061	0.	-7.2443
68	1.1429	0.29184	0.	-31.91
69	1.1429	0.58367	0.	-173.79
70	1.1429	0.87551	0.	-372.2
71	1.1429	1.1673	0.	-573.05
72	1.1429	1.4592	0.	-845.83
73	1.1429	1.751	0.	-1224.6
74	1.1429	2.0429	0.	-1624.8
75	1.1429	2.3619	0.	-1855.7
76	1.1429	2.681	0.	-1905.
77	1.1429	3.	0.	-1900.3
78	1.1429	3.319	0.	-1905.
79	1.1429	3.6381	0.	-1855.7
80	1.1429	3.9571	0.	-1624.8
81	1.1429	4.249	0.	-1224.6
82	1.1429	4.5408	0.	-845.83
83	1.1429	4.8327	0.	-573.05
84	1.1429	5.1245	0.	-372.2
85	1.1429	5.4163	0.	-173.79
86	1.1429	5.7082	0.	-31.91
87	1.4286	0.2898	0.	-33.743
88	1.4286	0.57959	0.	-51.484
89	1.4286	0.86939	0.	-34.299
90	1.4286	1.1592	0.	-18.684
91	1.4286	1.449	0.	1.8659
92	1.4286	1.7388	0.	-252.19
93	1.4286	2.0286	0.	-881.88
94	1.4286	2.3524	0.	-1321.8
95	1.4286	2.6762	0.	-1285.5
96	1.4286	3.	0.	-1259.4
97	1.4286	3.3238	0.	-1285.5
98	1.4286	3.6476	0.	-1321.8
99	1.4286	3.9714	0.	-881.88
100	1.4286	4.2612	0.	-252.19
101	1.4286	4.551	0.	1.8659
102	1.4286	4.8408	0.	-18.684
103	1.4286	5.1306	0.	-34.299
104	1.4286	5.4204	0.	-51.484
105	1.4286	5.7102	0.	-33.743
106	1.7143	0.28776	0.	-83.682
107	1.7143	0.57551	0.	-45.496
108	1.7143	0.86327	0.	-36.676
109	1.7143	1.151	0.	-42.805
110	1.7143	1.4388	0.	1.3839
111	1.7143	1.7265	0.	-171.88
112	1.7143	2.0143	0.	-658.95
113	1.7143	2.3429	0.	-561.91
114	1.7143	2.6714	0.	-395.93
115	1.7143	3.	0.	-461.31
116	1.7143	3.3286	0.	-395.93
117	1.7143	3.6571	0.	-561.91
118	1.7143	3.9857	0.	-658.95
119	1.7143	4.2735	0.	-171.88
120	1.7143	4.5612	0.	1.3839
121	1.7143	4.849	0.	-42.805
122	1.7143	5.1367	0.	-36.676
123	1.7143	5.4245	0.	-45.496
124	1.7143	5.7122	0.	-83.682
125	2.4658	5.7141	0.	-39.585
126	2.7648	5.7139	0.	6.0375
127	3.0639	5.7137	0.	4.4715
128	3.363	5.7135	0.	5.9154
129	3.6621	5.7133	0.	4.2455
130	3.9612	5.7131	0.	3.109
131	4.2603	5.7129	0.	2.0848
132	4.5594	5.7127	0.	1.3491
133	4.8584	5.7125	0.	0.80865
134	5.1575	5.7123	0.	0.37088
135	5.4566	5.7121	0.	-1.2494
136	5.7557	5.7119	0.	-5.913
137	6.0548	5.7117	0.	-8.7885
138	6.3539	5.7115	0.	-10.088
139	6.653	5.7114	0.	-10.254
140	6.9521	5.7112	0.	-9.6452
141	7.2511	5.711	0.	-8.5312
142	7.5502	5.7108	0.	-7.1124
143	7.8493	5.7106	0.	-5.5337
144	8.1484	5.7104	0.	-3.8984
145	8.4475	5.7102	0.	-2.2855
146	8.7466	5.71	0.	-0.82236
147	9.0457	5.7098	0.	-0.20023
148	9.3447	5.7096	0.	-0.1194
149	9.6438	5.7094	0.	-9.1385e-002
150	9.9429	5.7092	0.	-7.4959e-002
151	10.242	5.709	0.	-6.3198e-002
152	10.541	5.7088	0.	-5.3825e-002
153	10.84	5.7086	0.	-4.5993e-002
154	11.139	5.7084	0.	-3.9442e-002
155	11.438	5.7082	0.	-3.3714e-002
156	11.737	5.708	0.	-2.8639e-002
157	12.037	5.7078	0.	-2.4278e-002
158	12.336	5.7076	0.	-2.0348e-002
159	12.635	5.7074	0.	-1.6775e-002
160	12.934	5.7072	0.	-1.3664e-002
161	13.233	5.707	0.	-1.0787e-002
162	13.532	5.7068	0.	-8.0964e-003
163	13.831	5.7067	0.	-5.7079e-003
164	14.13	5.7065	0.	-3.4245e-003
