Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,17.977,2.9172,0,0.00029704,2968.4,0.00015353,675.26,6.0597e-05,-23.006,-0.00027972,-2580,1.2801
2,18.379,3.4461,0,0.00025602,2558.4,0.00014851,902.79,5.2091e-05,178.38,-0.00022981,-1939.7,1.3304
3,17.323,2.5827,0,0.00020464,2045,0.00011998,588.77,2.4266e-05,-130.36,-0.00018712,-1718.6,1.2004
4,18.698,3.344,0,0.0002139,2137.5,0.00013531,648.46,5.1711e-06,-329.35,-0.00019097,-1803.1,1.3704
5,16.32,2.3987,0,0.00017031,1701.9,0.00010316,618.68,2.701e-05,46.52,-0.00015162,-1295.6,1.0822
6,18.172,2.8855,0,0.0003104,3101.8,0.00014625,446.35,6.533e-05,-161.63,-0.00030105,-2914.5,1.3041
7,17.689,3.1497,0,0.00029087,2906.7,0.00014838,457.1,4.1978e-05,-342.36,-0.00028055,-2765.7,1.2454
8,21.339,2.4238,0,4.567e-05,456.39,1.5238e-05,-13.591,1.3536e-05,-26.382,-4.6337e-05,-476.24,1.7095
9,4.8671,3.0927,0,0.00045463,4543.2,0.0002529,1060.8,5.7343e-05,-408.51,-0.00042534,-4035.2,0.10992
10,9.723,3.0196,0,0.00031662,3164,0.00010501,-254.43,7.9961e-05,-442.66,-0.00032806,-3508.3,0.42073
11,15.023,3.6829,0,0.00021437,2142.2,8.7901e-05,308.9,6.9743e-05,172.46,-0.00020585,-1898.2,0.93663
12,19.847,3.4076,0,8.5629e-05,855.7,4.2643e-05,199.09,2.1172e-05,37.764,-8.0451e-05,-725.79,1.5171
13,19.847,3.4076,0.1,8.5629e-05,855.7,8.0451e-05,725.79,-2.1172e-05,-37.764,-4.2643e-05,-199.09,1.5171
14,15.023,3.6829,0.1,0.00021437,2142.2,0.00020585,1898.2,-6.9743e-05,-172.46,-8.7901e-05,-308.9,0.93663
15,9.723,3.0196,0.1,0.00031662,3164,0.00032806,3508.3,-7.9961e-05,442.66,-0.00010501,254.43,0.42073
16,4.8671,3.0927,0.1,0.00045463,4543.2,0.00042534,4035.2,-5.7343e-05,408.51,-0.0002529,-1060.8,0.10992
17,21.339,2.4238,0.1,4.567e-05,456.39,4.6337e-05,476.24,-1.3536e-05,26.382,-1.5238e-05,13.591,1.7095
18,17.689,3.1497,0.1,0.00029087,2906.7,0.00028055,2765.7,-4.1978e-05,342.36,-0.00014838,-457.1,1.2454
19,18.172,2.8855,0.1,0.0003104,3101.8,0.00030105,2914.5,-6.533e-05,161.63,-0.00014625,-446.35,1.3041
