Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	17.977	2.9172	0.	1.2801
2	18.379	3.4461	0.	1.3304
3	17.323	2.5827	0.	1.2004
4	18.698	3.344	0.	1.3704
5	16.32	2.3987	0.	1.0822
6	18.172	2.8855	0.	1.3041
7	17.689	3.1497	0.	1.2454
8	21.339	2.4238	0.	1.7095
9	4.8671	3.0927	0.	0.10992
10	9.723	3.0196	0.	0.42073
11	15.023	3.6829	0.	0.93663
12	19.847	3.4076	0.	1.5171
13	19.847	3.4076	0.1	1.5171
14	15.023	3.6829	0.1	0.93663
15	9.723	3.0196	0.1	0.42073
16	4.8671	3.0927	0.1	0.10992
17	21.339	2.4238	0.1	1.7095
18	17.689	3.1497	0.1	1.2454
19	18.172	2.8855	0.1	1.3041
20	16.32	2.3987	0.1	1.0822
21	18.698	3.344	0.1	1.3704
22	17.323	2.5827	0.1	1.2004
23	18.379	3.4461	0.1	1.3304
24	17.977	2.9172	0.1	1.2801
25	18.167	1.	0.1	1.2975
26	18.167	1.5	0.1	1.2991
27	18.167	2.	0.1	1.3009
28	18.	2.	0.1	1.2803
29	18.	1.5	0.1	1.2777
30	18.	1.	0.1	1.2749
31	18.167	5.	0.1	1.3026
32	18.167	4.5	0.1	1.303
33	18.167	4.	0.1	1.3036
34	18.	4.	0.1	1.283
35	18.	4.5	0.1	1.282
36	18.	5.	0.1	1.2805
37	18.167	6.	0.1	1.302
38	20.111	6.	0.1	1.5525
39	22.056	6.	0.1	1.8071
40	24.	6.	0.1	2.0641
41	24.	3.	0.1	2.0609
42	2.6226e-014	3.	0.1	0.
43	3.937e-014	6.	0.1	0.
44	5.625	6.	0.1	0.14428
45	11.25	6.	0.1	0.54959
46	15.188	6.	0.1	0.95043
47	18.	6.	0.1	1.2765
48	24.	0.	0.1	2.0557
49	21.083	0.	0.1	1.6715
50	18.167	0.	0.1	1.2943
51	18.	0.	0.1	1.2687
52	15.75	2.4415e-030	0.1	1.0061
53	13.5	2.0927e-030	0.1	0.76206
54	9.	1.3952e-030	0.1	0.35213
55	4.5	6.9758e-031	0.1	8.7136e-002
56	0.	0.	0.1	0.
57	4.5	6.9758e-031	0.	8.7136e-002
58	9.	1.3952e-030	0.	0.35213
59	13.5	2.0927e-030	0.	0.76206
60	15.75	2.4415e-030	0.	1.0061
61	18.	0.	0.	1.2687
62	0.	0.	0.	0.
63	21.083	0.	0.	1.6715
64	18.167	0.	0.	1.2943
65	24.	0.	0.	2.0557
66	15.188	6.	0.	0.95043
67	11.25	6.	0.	0.54959
68	5.625	6.	0.	0.14428
69	18.	6.	0.	1.2765
70	3.937e-014	6.	0.	0.
71	2.6226e-014	3.	0.	0.
72	24.	3.	0.	2.0609
73	24.	6.	0.	2.0641
74	22.056	6.	0.	1.8071
