Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	2.6467	3.3453	0.	-9.1056e-004
2	1.8727	3.2345	0.	-1.1618e-003
3	0.99475	3.7468	0.	-6.2774e-004
4	3.7734	3.403	0.	-4.943e-004
5	3.338	1.706	0.	-4.8113e-004
6	2.6328	2.2824	0.	-7.1307e-004
7	2.1367	3.5192	0.	-1.2492e-003
8	17.681	2.9692	0.	-1.3708e-004
9	10.153	3.3518	0.	-2.3361e-004
10	6.8129	1.6908	0.	-3.608e-004
11	4.9341	4.5551	0.	-3.7487e-004
12	4.9341	4.5551	0.1	-1.6851e-004
13	6.8129	1.6908	0.1	-1.3927e-004
14	10.153	3.3518	0.1	-9.5096e-005
15	17.681	2.9692	0.1	-5.9006e-005
16	2.1367	3.5192	0.1	-6.7414e-004
17	2.6328	2.2824	0.1	-3.7536e-004
18	3.338	1.706	0.1	-2.0485e-004
19	3.7734	3.403	0.1	-1.949e-004
20	0.99475	3.7468	0.1	-3.072e-004
21	1.8727	3.2345	0.1	-4.8675e-004
22	2.6467	3.3453	0.1	-4.7221e-004
23	2.1667	1.	0.1	-1.615e-004
24	2.1667	1.5	0.1	-4.0904e-004
25	2.1667	2.	0.1	-1.3571e-003
26	2.	2.	0.1	-7.9103e-004
27	2.	1.5	0.1	-5.714e-004
28	2.	1.	0.1	-5.171e-004
29	2.1667	5.	0.1	-1.9745e-004
30	2.1667	4.5	0.1	-3.5573e-004
31	2.1667	4.	0.1	-7.6927e-004
32	2.	4.	0.1	-7.9694e-004
33	2.	4.5	0.1	-5.4922e-004
34	2.	5.	0.1	-1.5912e-004
35	2.1667	6.	0.1	-1.5528e-004
36	5.5781	6.	0.1	-1.5464e-004
37	10.354	6.	0.1	-9.6701e-005
38	17.177	6.	0.1	-5.6407e-005
39	24.	6.	0.1	-2.8673e-005
40	24.	3.	0.1	-5.5088e-005
41	2.6226e-014	3.	0.1	-1.6734e-005
42	3.937e-014	6.	0.1	-3.7784e-006
43	1.	6.	0.1	-2.2001e-004
44	2.	6.	0.1	-1.1763e-004
45	24.	0.	0.1	-8.6008e-005
