Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	2.6667	4.	0.	-4.9663e-004
2	5.3333	4.	0.	-4.5519e-004
3	8.	4.	0.	-3.8472e-004
4	10.667	4.	0.	-3.1789e-004
5	13.333	4.	0.	-2.4812e-004
6	16.	4.	0.	-1.809e-004
7	18.667	4.	0.	-1.1777e-004
8	21.333	4.	0.	-6.0564e-005
9	2.6667	2.	0.	-4.9663e-004
10	5.3333	2.	0.	-4.5519e-004
11	8.	2.	0.	-3.8472e-004
12	10.667	2.	0.	-3.1789e-004
13	13.333	2.	0.	-2.4812e-004
14	16.	2.	0.	-1.809e-004
15	18.667	2.	0.	-1.1777e-004
16	21.333	2.	0.	-6.0564e-005
17	21.333	2.	0.1	-2.5437e-005
18	18.667	2.	0.1	-4.0919e-005
19	16.	2.	0.1	-6.0779e-005
20	13.333	2.	0.1	-8.3375e-005
21	10.667	2.	0.1	-1.0612e-004
22	8.	2.	0.1	-1.3477e-004
23	5.3333	2.	0.1	-1.6214e-004
24	2.6667	2.	0.1	-2.9809e-004
25	21.333	4.	0.1	-2.5437e-005
26	18.667	4.	0.1	-4.0919e-005
27	16.	4.	0.1	-6.0779e-005
28	13.333	4.	0.1	-8.3375e-005
29	10.667	4.	0.1	-1.0612e-004
30	8.	4.	0.1	-1.3477e-004
31	5.3333	4.	0.1	-1.6214e-004
32	2.6667	4.	0.1	-2.9809e-004
33	2.6667	6.	0.1	-2.7336e-004
34	5.3333	6.	0.1	-1.5815e-004
35	8.	6.	0.1	-1.3709e-004
36	10.667	6.	0.1	-1.0893e-004
37	13.333	6.	0.1	-8.4214e-005
38	16.	6.	0.1	-6.1809e-005
39	18.667	6.	0.1	-4.1971e-005
40	21.333	6.	0.1	-2.5754e-005
41	24.	6.	0.1	-1.4255e-005
42	24.	4.	0.1	-1.5789e-005
43	24.	2.	0.1	-1.5789e-005
44	24.	0.	0.1	-1.4255e-005
45	21.333	0.	0.1	-2.5754e-005
46	18.667	0.	0.1	-4.1971e-005
47	16.	0.	0.1	-6.1809e-005
48	13.333	0.	0.1	-8.4214e-005
49	10.667	0.	0.1	-1.0893e-004
50	8.	0.	0.1	-1.3709e-004
51	5.3333	0.	0.1	-1.5815e-004
52	2.6667	0.	0.1	-2.7336e-004
53	0.	0.	0.1	-2.9447e-005
54	1.7484e-014	2.	0.1	-6.8441e-006
55	3.4968e-014	4.	0.1	-6.8441e-006
56	3.937e-014	6.	0.1	-2.9447e-005
57	3.4968e-014	4.	0.	-5.0711e-004
58	1.7484e-014	2.	0.	-5.0711e-004
59	3.937e-014	6.	0.	-4.7283e-004
60	0.	0.	0.	-4.7283e-004
61	2.6667	0.	0.	-5.0483e-004
62	5.3333	0.	0.	-4.7917e-004
63	8.	0.	0.	-4.022e-004
64	10.667	0.	0.	-3.2489e-004
65	13.333	0.	0.	-2.5018e-004
66	16.	0.	0.	-1.8156e-004
67	18.667	0.	0.	-1.1763e-004
68	21.333	0.	0.	-5.9512e-005
69	24.	0.	0.	-3.1261e-005
70	24.	2.	0.	-3.3125e-005
71	24.	4.	0.	-3.3125e-005
72	24.	6.	0.	-3.1261e-005
73	21.333	6.	0.	-5.9512e-005
74	18.667	6.	0.	-1.1763e-004
75	16.	6.	0.	-1.8156e-004
76	13.333	6.	0.	-2.5018e-004
77	10.667	6.	0.	-3.2489e-004
78	8.	6.	0.	-4.022e-004
79	5.3333	6.	0.	-4.7917e-004
80	2.6667	6.	0.	-5.0483e-004
81	4.	4.	0.	-4.759e-004
82	2.6667	3.	0.	-4.9572e-004
83	2.6667	4.	5.e-002	-9.2018e-006
84	1.3333	4.	0.	-5.0144e-004
85	2.6667	5.	0.	-4.9938e-004
86	6.6667	4.	0.	-4.1983e-004
87	5.3333	3.	0.	-4.5458e-004
88	5.3333	4.	5.e-002	-7.11e-006
89	5.3333	5.	0.	-4.6689e-004
90	9.3333	4.	0.	-3.5126e-004
91	8.	3.	0.	-3.847e-004
92	8.	4.	5.e-002	-1.441e-006
93	8.	5.	0.	-3.9342e-004
94	12.	4.	0.	-2.8299e-004
95	10.667	3.	0.	-3.1779e-004
96	10.667	4.	5.e-002	-6.2491e-007
97	10.667	5.	0.	-3.2118e-004
98	14.667	4.	0.	-2.145e-004
99	13.333	3.	0.	-2.479e-004
100	13.333	4.	5.e-002	-1.3248e-006
101	13.333	5.	0.	-2.489e-004
102	17.333	4.	0.	-1.4933e-004
103	16.	3.	0.	-1.8062e-004
104	16.	4.	5.e-002	-1.5925e-006
105	16.	5.	0.	-1.8096e-004
106	20.	4.	0.	-8.9159e-005
107	18.667	3.	0.	-1.1749e-004
108	18.667	4.	5.e-002	-1.5088e-006
109	18.667	5.	0.	-1.174e-004
110	21.333	3.	0.	-6.0325e-005
111	21.333	4.	5.e-002	-1.7147e-006
112	22.667	4.	0.	-4.6827e-005
113	21.333	5.	0.	-5.9731e-005
114	4.	2.	0.	-4.759e-004
115	2.6667	2.	5.e-002	-9.2018e-006
116	1.3333	2.	0.	-5.0144e-004
117	2.6667	1.	0.	-4.9938e-004
118	6.6667	2.	0.	-4.1983e-004
119	5.3333	2.	5.e-002	-7.11e-006
120	5.3333	1.	0.	-4.6689e-004
121	9.3333	2.	0.	-3.5126e-004
122	8.	2.	5.e-002	-1.441e-006
123	8.	1.	0.	-3.9342e-004
124	12.	2.	0.	-2.8299e-004
125	10.667	2.	5.e-002	-6.2491e-007
126	10.667	1.	0.	-3.2118e-004
127	14.667	2.	0.	-2.145e-004
