Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	5.5392	3.0226	0.	2.9908e-005
2	3.3391	3.2634	0.	3.195e-005
3	4.2742	3.7434	0.	5.1829e-005
4	6.4693	3.8037	0.	2.1691e-005
5	3.5122	0.59957	0.	2.471e-005
6	3.5041	1.617	0.	3.1108e-005
7	5.844	0.63106	0.	1.934e-005
8	3.8284	4.5959	0.	3.5288e-005
9	4.2565	4.3014	0.	2.618e-005
10	5.6466	5.475	0.	1.9105e-005
11	3.4682	5.2549	0.	2.9343e-005
12	2.3847	4.7319	0.	2.4771e-005
13	2.2888	2.3462	0.	1.6078e-005
14	2.5793	1.1249	0.	2.8329e-005
15	1.1707	4.7914	0.	1.2458e-005
16	6.7646	0.98787	0.	2.5218e-005
17	7.7056	1.3243	0.	2.3788e-005
18	8.7547	1.5197	0.	1.9196e-005
19	10.025	1.6336	0.	1.688e-005
20	11.472	1.2413	0.	1.483e-005
21	12.676	1.2239	0.	1.1844e-005
22	13.824	1.2262	0.	9.8177e-006
23	14.953	1.1858	0.	7.6997e-006
24	16.084	1.2164	0.	5.861e-006
25	17.209	1.2097	0.	4.2576e-006
26	18.332	1.201	0.	2.8827e-006
27	19.469	1.193	0.	1.775e-006
28	20.597	1.1951	0.	8.9717e-007
29	21.729	1.1919	0.	2.7585e-007
30	22.861	1.1897	0.	-9.7891e-008
31	1.1458	3.5769	0.	4.0106e-006
32	1.1736	2.3331	0.	4.9957e-006
33	1.2152	1.1748	0.	1.3517e-005
34	22.857	2.3905	0.	-2.4256e-007
35	22.855	3.5988	0.	-2.3966e-007
36	22.857	4.804	0.	-9.4899e-008
37	21.72	4.7935	0.	2.7954e-007
38	20.585	4.7907	0.	9.1055e-007
39	19.451	4.7881	0.	1.7878e-006
40	18.323	4.8007	0.	2.8882e-006
41	17.204	4.8458	0.	4.271e-006
42	16.073	4.8368	0.	5.895e-006
43	14.935	4.856	0.	7.7523e-006
44	13.811	4.8427	0.	9.8527e-006
45	12.692	4.8271	0.	1.2486e-005
46	11.544	4.8023	0.	1.481e-005
47	10.369	4.729	0.	1.6459e-005
48	9.0948	4.596	0.	1.8182e-005
49	7.786	4.4523	0.	1.8827e-005
50	6.7773	5.1304	0.	2.4776e-005
