Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	3.2871	2.9278	0.	7.2064e-005
2	4.275	3.2722	0.	4.2947e-005
3	3.6408	3.3508	0.	2.6912e-005
4	2.2711	0.72062	0.	2.8574e-005
5	2.2476	1.7189	0.	2.8587e-005
6	5.1766	1.4006	0.	2.8079e-005
7	2.1411	5.2159	0.	2.718e-005
8	2.6948	4.0579	0.	4.7223e-005
9	4.6993	4.6836	0.	2.7377e-005
10	4.2564	5.0483	0.	1.9537e-005
11	2.3078	3.268	0.	2.5546e-005
12	4.4386	5.4612	0.	2.0303e-005
13	5.1458	2.5351	0.	2.8845e-005
14	1.2834	3.8615	0.	4.4668e-006
15	1.1855	1.2384	0.	1.172e-005
16	1.0533	4.9507	0.	1.7525e-005
17	5.5628	0.79358	0.	2.5231e-005
18	6.7296	1.1622	0.	2.5019e-005
19	7.9213	1.1934	0.	2.2601e-005
20	9.1287	1.2095	0.	2.0529e-005
21	10.305	1.2123	0.	1.8031e-005
22	11.472	1.2108	0.	1.5186e-005
23	12.615	1.1857	0.	1.2416e-005
24	13.757	1.2173	0.	9.9985e-006
25	14.892	1.2112	0.	7.8389e-006
26	16.029	1.2015	0.	5.9366e-006
27	17.167	1.1951	0.	4.3036e-006
28	18.307	1.1935	0.	2.9246e-006
29	19.444	1.1947	0.	1.7884e-006
30	20.582	1.1917	0.	9.0718e-007
31	21.72	1.1928	0.	2.7927e-007
32	22.859	1.1956	0.	-9.6279e-008
33	22.851	2.394	0.	-2.4223e-007
34	22.848	3.6004	0.	-2.4203e-007
35	22.853	4.8081	0.	-9.4968e-008
36	21.712	4.7973	0.	2.8762e-007
37	20.569	4.7944	0.	9.1469e-007
38	19.434	4.7914	0.	1.803e-006
39	18.296	4.7891	0.	2.9351e-006
40	17.164	4.7909	0.	4.312e-006
41	16.026	4.8002	0.	5.9287e-006
42	14.893	4.8262	0.	7.8564e-006
43	13.746	4.8318	0.	1.0012e-005
44	12.606	4.8236	0.	1.2445e-005
45	11.455	4.8157	0.	1.5183e-005
46	10.286	4.8099	0.	1.8045e-005
47	9.0907	4.7876	0.	2.0601e-005
48	7.8461	4.7696	0.	2.2722e-005
49	6.4331	4.7678	0.	2.4541e-005
50	5.5065	5.2536	0.	2.7105e-005
51	6.5561	3.4668	0.	2.3069e-005
52	6.3115	2.1485	0.	1.9154e-005
53	7.7838	2.369	0.	2.1248e-005
54	9.0498	2.4059	0.	1.9869e-005
55	10.271	2.4128	0.	1.7745e-005
56	11.457	2.4106	0.	1.5156e-005
57	12.608	2.4182	0.	1.2381e-005
58	13.738	2.4319	0.	9.9153e-006
59	14.868	2.4263	0.	7.7702e-006
60	16.01	2.4101	0.	5.8599e-006
61	17.161	2.3861	0.	4.2029e-006
62	18.295	2.387	0.	2.8019e-006
63	19.43	2.3895	0.	1.6728e-006
64	20.566	2.3928	0.	7.9252e-007
65	21.706	2.3912	0.	1.5755e-007
66	21.707	3.5987	0.	1.6094e-007
67	20.556	3.5904	0.	7.9454e-007
68	19.421	3.5813	0.	1.6813e-006
69	18.292	3.5888	0.	2.8106e-006
70	17.154	3.5915	0.	4.2121e-006
71	16.009	3.6005	0.	5.8468e-006
72	14.877	3.6231	0.	7.7517e-006
73	13.739	3.6527	0.	9.9265e-006
74	12.599	3.6399	0.	1.2397e-005
75	11.436	3.6134	0.	1.5173e-005
