Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	4.0514	3.4863	0.	-7.3984e-004
2	4.6801	2.7754	0.	-7.3679e-004
3	4.9503	4.1838	0.	-5.0585e-004
4	2.3549	1.6915	0.	-7.3551e-004
5	2.3317	0.63976	0.	-5.336e-004
6	3.5198	3.3672	0.	-1.1703e-003
7	2.1548	5.1867	0.	-5.0785e-004
8	4.2488	5.0493	0.	-3.8083e-004
9	5.0024	3.5495	0.	-5.8345e-004
10	4.8734	0.77887	0.	-4.2054e-004
11	4.5586	4.6248	0.	-6.6908e-004
12	1.0471	4.9504	0.	-5.553e-004
13	6.1227	1.0407	0.	-4.4421e-004
14	4.4675	5.477	0.	-3.8415e-004
15	5.5203	2.5442	0.	-4.8143e-004
16	1.4621	2.7188	0.	-6.058e-004
17	1.2336	1.2778	0.	-5.2548e-004
18	1.0924	3.8512	0.	-6.2494e-004
19	7.2971	1.1563	0.	-4.1658e-004
20	8.4883	1.1717	0.	-3.7923e-004
21	9.6458	1.1785	0.	-3.4648e-004
22	10.746	1.1806	0.	-3.177e-004
23	11.765	1.1232	0.	-2.8726e-004
24	12.713	0.96052	0.	-2.6455e-004
25	13.774	0.9087	0.	-2.3487e-004
26	14.927	1.0707	0.	-2.0688e-004
27	16.032	1.1798	0.	-1.7828e-004
28	17.167	1.1909	0.	-1.517e-004
29	18.305	1.191	0.	-1.2479e-004
30	19.443	1.1913	0.	-9.8946e-005
31	20.581	1.1918	0.	-7.3834e-005
32	21.72	1.1928	0.	-4.955e-005
33	22.859	1.1956	0.	-2.6549e-005
34	22.851	2.3941	0.	-2.8463e-005
35	22.848	3.6004	0.	-2.8547e-005
36	22.853	4.8082	0.	-2.6642e-005
37	21.709	4.8094	0.	-4.9793e-005
38	20.568	4.8108	0.	-7.412e-005
39	19.428	4.8112	0.	-9.925e-005
40	18.282	4.7938	0.	-1.2548e-004
41	17.096	4.7743	0.	-1.5373e-004
42	15.852	4.7029	0.	-1.8461e-004
43	14.651	4.6544	0.	-2.1115e-004
44	13.459	4.7034	0.	-2.4194e-004
45	12.269	4.72	0.	-2.755e-004
46	11.08	4.7521	0.	-3.0746e-004
47	9.9347	4.7384	0.	-3.3963e-004
48	8.755	4.7384	0.	-3.7239e-004
49	7.5905	4.7603	0.	-4.0362e-004
50	6.271	4.7091	0.	-4.3543e-004
51	5.4457	5.2543	0.	-4.0591e-004
52	6.0618	3.5868	0.	-4.6781e-004
53	6.2021	2.1351	0.	-4.5011e-004
54	7.6727	2.3003	0.	-4.0474e-004
55	8.9267	2.3191	0.	-3.6315e-004
56	10.117	2.3508	0.	-3.3236e-004
57	11.277	2.381	0.	-3.0027e-004
58	12.362	2.3858	0.	-2.6864e-004
59	12.987	1.9893	0.	-2.7162e-004
60	13.669	1.6013	0.	-2.2736e-004
61	14.766	2.2102	0.	-2.1183e-004
62	15.987	2.3859	0.	-1.7907e-004
63	17.124	2.3929	0.	-1.5246e-004
64	18.284	2.3885	0.	-1.2526e-004
65	19.423	2.3889	0.	-9.9397e-005
66	20.563	2.3897	0.	-7.4675e-005
67	21.706	2.3913	0.	-5.1019e-005
68	21.702	3.6004	0.	-5.1119e-005
69	20.559	3.6001	0.	-7.4806e-005
70	19.418	3.5999	0.	-9.9535e-005
71	18.276	3.5964	0.	-1.2531e-004
72	17.078	3.5831	0.	-1.5215e-004
73	15.791	3.5178	0.	-1.847e-004
74	14.306	3.2513	0.	-2.1299e-004
75	13.005	3.5073	0.	-2.6461e-004
76	11.799	3.5471	0.	-2.8431e-004
77	10.619	3.5153	0.	-3.1841e-004
78	9.4374	3.4723	0.	-3.4967e-004
79	8.2696	3.4823	0.	-3.7819e-004
80	7.1068	3.5091	0.	-4.2627e-004
81	2.6324	1.1043	0.	-4.8717e-004
82	2.4221	2.3862	0.	-7.1973e-004
83	2.7421	3.0231	0.	-7.3934e-004
84	2.4158	3.6582	0.	-6.8106e-004
85	4.8466	1.4206	0.	-4.9604e-004
86	4.4898	1.8472	0.	-6.6643e-004
87	4.2006	2.1382	0.	-5.4114e-004
88	3.3158	2.8492	0.	-1.0678e-003
89	3.8606	2.8103	0.	-9.6758e-004
90	2.214	4.3694	0.	-6.1782e-004
91	2.214	4.3694	0.1	-2.0746e-004
92	3.8606	2.8103	0.1	-3.8332e-004
93	3.3158	2.8492	0.1	-5.1448e-004
94	4.2006	2.1382	0.1	-2.4584e-004
95	4.4898	1.8472	0.1	-2.3141e-004
96	4.8466	1.4206	0.1	-2.0379e-004
97	2.4158	3.6582	0.1	-2.4249e-004
98	2.7421	3.0231	0.1	-2.8269e-004
99	2.4221	2.3862	0.1	-2.8048e-004
100	2.6324	1.1043	0.1	-2.2546e-004
101	7.1068	3.5091	0.1	-1.53e-004
102	8.2696	3.4823	0.1	-1.3066e-004
103	9.4374	3.4723	0.1	-1.1926e-004
104	10.619	3.5153	0.1	-1.0737e-004
105	11.799	3.5471	0.1	-9.3729e-005
106	13.005	3.5073	0.1	-8.7392e-005
107	14.306	3.2513	0.1	-7.125e-005
108	15.791	3.5178	0.1	-6.2597e-005
109	17.078	3.5831	0.1	-5.1706e-005
110	18.276	3.5964	0.1	-4.35e-005
111	19.418	3.5999	0.1	-3.6126e-005
112	20.559	3.6001	0.1	-2.9496e-005
113	21.702	3.6004	0.1	-2.4094e-005
114	21.706	2.3913	0.1	-2.4053e-005
115	20.563	2.3897	0.1	-2.9439e-005
116	19.423	2.3889	0.1	-3.611e-005
117	18.284	2.3885	0.1	-4.3751e-005
118	17.124	2.3929	0.1	-5.1881e-005
119	15.987	2.3859	0.1	-5.9609e-005
120	14.766	2.2102	0.1	-7.1421e-005
121	13.669	1.6013	0.1	-7.9965e-005
122	12.987	1.9893	0.1	-9.0166e-005
123	12.362	2.3858	0.1	-9.1559e-005
124	11.277	2.381	0.1	-9.9704e-005
125	10.117	2.3508	0.1	-1.1183e-004
126	8.9267	2.3191	0.1	-1.2294e-004
127	7.6727	2.3003	0.1	-1.4281e-004
128	6.2021	2.1351	0.1	-1.6555e-004
129	6.0618	3.5868	0.1	-1.5568e-004
130	5.4457	5.2543	0.1	-1.6166e-004
131	6.271	4.7091	0.1	-1.6246e-004
132	7.5905	4.7603	0.1	-1.3812e-004
133	8.755	4.7384	0.1	-1.2206e-004
134	9.9347	4.7384	0.1	-1.1356e-004
135	11.08	4.7521	0.1	-1.0184e-004
136	12.269	4.72	0.1	-9.2857e-005
137	13.459	4.7034	0.1	-8.0022e-005
138	14.651	4.6544	0.1	-7.2023e-005
139	15.852	4.7029	0.1	-6.2469e-005
140	17.096	4.7743	0.1	-5.2181e-005
141	18.282	4.7938	0.1	-4.3254e-005
142	19.428	4.8112	0.1	-3.5363e-005
143	20.568	4.8108	0.1	-2.804e-005
144	21.709	4.8094	0.1	-2.1462e-005
145	22.853	4.8082	0.1	-1.6267e-005
146	22.848	3.6004	0.1	-2.0437e-005
147	22.851	2.3941	0.1	-2.0415e-005
148	22.859	1.1956	0.1	-1.6282e-005
149	21.72	1.1928	0.1	-2.1411e-005
150	20.581	1.1918	0.1	-2.7998e-005
151	19.443	1.1913	0.1	-3.535e-005
152	18.305	1.191	0.1	-4.3167e-005
153	17.167	1.1909	0.1	-5.2101e-005
154	16.032	1.1798	0.1	-6.0608e-005
155	14.927	1.0707	0.1	-7.0146e-005
156	13.774	0.9087	0.1	-7.9715e-005
157	12.713	0.96052	0.1	-8.8069e-005
158	11.765	1.1232	0.1	-9.5839e-005
159	10.746	1.1806	0.1	-1.0615e-004
160	9.6458	1.1785	0.1	-1.1644e-004
161	8.4883	1.1717	0.1	-1.271e-004
162	7.2971	1.1563	0.1	-1.3977e-004
163	1.0924	3.8512	0.1	-3.543e-004
164	1.2336	1.2778	0.1	-2.8443e-004
165	1.4621	2.7188	0.1	-3.8614e-004
166	5.5203	2.5442	0.1	-1.798e-004
167	4.4675	5.477	0.1	-1.5565e-004
168	6.1227	1.0407	0.1	-1.4847e-004
169	1.0471	4.9504	0.1	-3.1287e-004
170	4.5586	4.6248	0.1	-2.4884e-004
171	4.8734	0.77887	0.1	-1.6303e-004
172	5.0024	3.5495	0.1	-2.1983e-004
173	4.2488	5.0493	0.1	-1.754e-004
174	2.1548	5.1867	0.1	-1.6649e-004
175	3.5198	3.3672	0.1	-6.6752e-004
176	2.3317	0.63976	0.1	-1.9792e-004
177	2.3549	1.6915	0.1	-2.4419e-004
178	4.9503	4.1838	0.1	-1.8131e-004
179	4.6801	2.7754	0.1	-2.6632e-004
180	4.0514	3.4863	0.1	-3.1695e-004
181	3.5467	4.	0.1	-8.9311e-004
182	3.5467	4.5	0.1	-5.2552e-004
183	3.5467	5.	0.1	-2.8904e-004
184	3.5467	5.5	0.1	-1.0499e-004
185	3.38	5.5	0.1	-1.71e-004
186	3.38	5.	0.1	-3.9208e-004
187	3.38	4.5	0.1	-3.9913e-004
188	3.38	4.	0.1	-5.7269e-004
189	3.5467	2.	0.1	-7.9161e-004
190	3.5467	1.5	0.1	-5.427e-004
191	3.5467	1.	0.1	-2.2254e-004
192	3.5467	0.5	0.1	-1.2205e-004
193	3.38	0.5	0.1	-1.6071e-004
194	3.38	1.	0.1	-2.9771e-004
195	3.38	1.5	0.1	-7.0286e-004
196	3.38	2.	0.1	-5.3542e-004
197	3.5467	6.	0.1	-3.7192e-005
198	4.683	6.	0.1	-1.175e-004
199	5.8193	6.	0.1	-1.627e-004
200	6.9556	6.	0.1	-1.5852e-004
201	8.0919	6.	0.1	-1.4741e-004
202	9.2281	6.	0.1	-1.2052e-004
203	10.364	6.	0.1	-1.1089e-004
204	11.501	6.	0.1	-1.0033e-004
205	12.637	6.	0.1	-8.8799e-005
206	13.773	6.	0.1	-7.9539e-005
207	14.91	6.	0.1	-6.9583e-005
208	16.046	6.	0.1	-6.0125e-005
209	17.182	6.	0.1	-5.0415e-005
210	18.319	6.	0.1	-4.2299e-005
211	19.455	6.	0.1	-3.3697e-005
212	20.591	6.	0.1	-2.5242e-005
213	21.727	6.	0.1	-1.6946e-005
214	22.864	6.	0.1	-8.69e-006
215	24.	6.	0.1	-2.8145e-006
216	24.	4.8	0.1	-1.4474e-005
217	24.	3.6	0.1	-1.8458e-005
218	24.	2.4	0.1	-1.8442e-005
219	24.	1.2	0.1	-1.4388e-005
220	0.	1.2	0.1	-1.2401e-005
221	0.	2.4	0.1	-3.6962e-005
222	0.	3.6	0.1	-3.366e-005
223	0.	4.8	0.1	-3.7936e-006
224	24.	0.	0.1	-2.3686e-006
225	22.864	0.	0.1	-8.7046e-006
226	21.727	0.	0.1	-1.6955e-005
227	20.591	0.	0.1	-2.5258e-005
228	19.455	0.	0.1	-3.3623e-005
229	18.319	0.	0.1	-4.2269e-005
230	17.182	0.	0.1	-5.0426e-005
231	16.046	0.	0.1	-6.1219e-005
232	14.91	0.	0.1	-6.8057e-005
233	13.773	0.	0.1	-7.9216e-005
234	12.637	0.	0.1	-9.1114e-005
235	11.501	0.	0.1	-1.0037e-004
236	10.364	0.	0.1	-1.0933e-004
237	9.2281	0.	0.1	-1.2078e-004
238	8.0919	0.	0.1	-1.3282e-004
239	6.9556	0.	0.1	-1.469e-004
240	5.8193	0.	0.1	-1.3987e-004
241	4.683	0.	0.1	-1.1959e-004
242	3.5467	0.	0.1	-1.3935e-005
243	3.38	0.	0.1	-5.8599e-005
244	2.2533	0.	0.1	-1.5834e-004
245	1.1267	0.	0.1	-2.3831e-004
246	0.	0.	0.1	-2.9561e-005
247	0.	6.	0.1	-2.2104e-005
248	1.1267	6.	0.1	-2.4205e-004
249	2.2533	6.	0.1	-1.6907e-004
250	3.38	6.	0.1	-2.5284e-005
251	2.2533	6.	0.	-4.3584e-004
252	1.1267	6.	0.	-6.5371e-004
253	3.38	6.	0.	-3.663e-005
254	0.	6.	0.	-1.7919e-004
255	1.1267	0.	0.	-6.3166e-004
256	2.2533	0.	0.	-4.2853e-004
257	3.38	0.	0.	-9.1553e-005
258	0.	0.	0.	-2.0431e-004
259	4.683	0.	0.	-3.3513e-004
260	5.8193	0.	0.	-4.1902e-004
261	6.9556	0.	0.	-4.212e-004
262	8.0919	0.	0.	-3.9385e-004
263	9.2281	0.	0.	-3.6175e-004
264	10.364	0.	0.	-3.2862e-004
265	11.501	0.	0.	-2.9826e-004
266	12.637	0.	0.	-2.6752e-004
267	13.773	0.	0.	-2.3648e-004
268	14.91	0.	0.	-2.056e-004
269	16.046	0.	0.	-1.7805e-004
270	17.182	0.	0.	-1.5105e-004
271	18.319	0.	0.	-1.241e-004
272	19.455	0.	0.	-9.7952e-005
273	20.591	0.	0.	-7.2362e-005
274	21.727	0.	0.	-4.7355e-005
275	22.864	0.	0.	-2.2465e-005
276	3.5467	0.	0.	-1.3882e-005
277	24.	0.	0.	-1.7596e-006
278	0.	4.8	0.	-5.0563e-004
279	0.	3.6	0.	-5.1417e-004
280	0.	2.4	0.	-5.1434e-004
281	0.	1.2	0.	-4.9589e-004
282	24.	1.2	0.	-5.1513e-006
283	24.	2.4	0.	-6.5003e-006
284	24.	3.6	0.	-6.521e-006
285	24.	4.8	0.	-5.255e-006
286	24.	6.	0.	-1.9621e-006
287	22.864	6.	0.	-2.2489e-005
288	21.727	6.	0.	-4.7375e-005
289	20.591	6.	0.	-7.2434e-005
290	19.455	6.	0.	-9.813e-005
291	18.319	6.	0.	-1.2437e-004
292	17.182	6.	0.	-1.5139e-004
293	16.046	6.	0.	-1.7902e-004
294	14.91	6.	0.	-2.0561e-004
295	13.773	6.	0.	-2.3511e-004
296	12.637	6.	0.	-2.6756e-004
297	11.501	6.	0.	-2.9766e-004
298	10.364	6.	0.	-3.2913e-004
299	9.2281	6.	0.	-3.6145e-004
300	8.0919	6.	0.	-3.9303e-004
301	6.9556	6.	0.	-4.0943e-004
302	5.8193	6.	0.	-4.543e-004
303	4.683	6.	0.	-3.3309e-004
304	3.5467	6.	0.	-8.8027e-005
305	3.38	1.5	0.	-7.5781e-004
306	3.38	1.	0.	-4.1679e-004
307	3.38	0.5	0.	-1.8313e-004
308	3.38	2.	0.	-1.7518e-003
309	3.5467	0.5	0.	-1.8496e-004
310	3.5467	1.	0.	-4.0445e-004
311	3.5467	1.5	0.	-6.5855e-004
312	3.5467	2.	0.	-1.9789e-003
313	3.38	4.5	0.	-1.077e-003
314	3.38	5.	0.	-5.3558e-004
315	3.38	5.5	0.	-2.6986e-004
316	3.38	4.	0.	-1.9105e-003
317	3.5467	5.5	0.	-1.275e-004
318	3.5467	5.	0.	-3.4467e-004
319	3.5467	4.5	0.	-4.375e-004
320	3.5467	4.	0.	-1.709e-003
321	3.7856	3.4267	0.	-9.5494e-004
322	4.5269	3.5179	0.	-6.6119e-004
323	3.956	3.1483	0.	-8.445e-004
324	4.0514	3.4863	5.e-002	-5.1768e-006
325	3.799	3.7431	0.	-1.1997e-003
326	4.8412	3.1624	0.	-6.5825e-004
327	5.1002	2.6598	0.	-6.0898e-004
328	4.4403	2.4568	0.	-6.2688e-004
329	4.2703	2.7928	0.	-8.5129e-004
330	4.6801	2.7754	5.e-002	-1.7077e-005
331	4.9763	3.8666	0.	-5.4329e-004
332	4.7544	4.4043	0.	-5.7883e-004
333	5.6107	4.4465	0.	-4.7053e-004
334	4.9503	4.1838	5.e-002	-1.5545e-005
335	4.2485	4.0919	0.	-1.075e-003
336	1.7942	1.4846	0.	-6.3039e-004
337	2.4936	1.3979	0.	-5.8265e-004
338	2.3885	2.0389	0.	-7.2741e-004
339	2.3549	1.6915	5.e-002	-2.6801e-005
340	2.8674	1.5957	0.	-6.1712e-004
341	1.7826	0.95878	0.	-5.2782e-004
342	2.482	0.87201	0.	-4.9601e-004
343	2.3317	0.63976	5.e-002	-3.5223e-006
344	2.2925	0.31988	0.	-4.7998e-004
345	2.8558	0.56988	0.	-2.6994e-004
346	3.4178	3.1082	0.	-1.1129e-003
347	3.5198	3.3672	5.e-002	-2.7235e-005
348	3.4499	3.6836	0.	-1.4719e-003
349	1.6009	5.0686	0.	-5.3057e-004
350	2.1844	4.7781	0.	-5.6233e-004
351	2.1548	5.1867	5.e-002	-1.1546e-005
