Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	6.7591	2.1934	0.	-958.96
2	4.5803	2.9277	0.	-1652.2
3	6.8674	4.2136	0.	-679.8
4	4.0886	0.62586	0.	-814.59
5	6.2493	0.56902	0.	-571.73
6	4.6688	4.3796	0.	-1136.8
7	6.0807	5.4732	0.	-500.63
8	6.7272	3.1502	0.	-965.85
9	3.7662	1.7244	0.	-1100.2
10	4.1426	5.3002	0.	-836.12
11	3.1268	0.89643	0.	-1174.5
12	3.3195	4.9923	0.	-1166.1
13	3.9939	4.0007	0.	-1350.4
14	2.434	4.5101	0.	-1332.9
15	1.1846	4.6878	0.	-1344.9
16	1.0929	1.1657	0.	-1344.1
17	2.2016	1.0767	0.	-1385.2
18	7.1541	0.88478	0.	-755.23
19	8.0516	1.5429	0.	-753.57
20	9.4334	1.3318	0.	-636.55
21	10.665	1.2564	0.	-524.84
22	11.834	1.2271	0.	-436.82
23	12.95	1.2032	0.	-360.74
24	14.062	1.2203	0.	-292.45
25	15.155	1.2118	0.	-232.5
26	16.257	1.1967	0.	-179.26
27	17.364	1.1917	0.	-132.69
28	18.47	1.1735	0.	-93.296
29	19.573	1.1758	0.	-61.048
30	20.677	1.19	0.	-35.806
31	21.782	1.1914	0.	-17.602
32	22.89	1.1947	0.	-6.2707
33	1.1998	3.4792	0.	-1417.3
34	1.1472	2.3062	0.	-1417.
35	22.876	2.3924	0.	-6.8908
36	22.873	3.6014	0.	-6.9121
37	22.882	4.7947	0.	-6.3314
38	21.775	4.7975	0.	-17.778
39	20.659	4.7921	0.	-36.25
40	19.556	4.788	0.	-61.584
41	18.456	4.7857	0.	-93.817
42	17.352	4.7848	0.	-132.95
43	16.267	4.8044	0.	-178.66
44	15.177	4.8621	0.	-231.57
45	14.066	4.8343	0.	-292.59
46	12.958	4.8313	0.	-360.83
47	11.835	4.8298	0.	-437.29
48	10.718	4.8265	0.	-518.81
49	9.57	4.8429	0.	-605.78
50	8.3858	4.9221	0.	-681.48
51	7.1078	5.1447	0.	-643.62
52	2.3949	3.183	0.	-1397.1
53	2.3515	2.0943	0.	-1417.2
54	8.1442	2.7784	0.	-758.05
55	9.474	2.5581	0.	-634.47
56	10.683	2.4773	0.	-519.15
57	11.846	2.4544	0.	-432.56
58	12.951	2.4381	0.	-358.4
59	14.043	2.4385	0.	-292.42
60	15.14	2.4244	0.	-232.4
61	16.243	2.402	0.	-179.43
