Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	2.0371	2.8674	0.	10303
2	2.1562	3.2737	0.	11925
3	3.4171	2.2963	0.	4208.6
4	1.8944	2.8641	0.	11323
5	2.0217	3.3252	0.	14142
6	1.2062	2.7358	0.	8136.6
7	4.4265	1.6858	0.	3125.7
8	3.2708	3.1794	0.	5732.3
9	1.3519	3.3291	0.	7799.5
10	1.7096	3.2952	0.	9186.
11	1.9198	3.2026	0.	12406
12	1.0388	4.1261	0.	6002.5
13	4.3055	3.9001	0.	3438.2
14	4.3055	3.9001	0.1	3438.2
15	1.0388	4.1261	0.1	6002.5
16	1.9198	3.2026	0.1	12406
17	1.7096	3.2952	0.1	9186.
18	1.3519	3.3291	0.1	7799.5
19	3.2708	3.1794	0.1	5732.3
20	4.4265	1.6858	0.1	3125.7
21	1.2062	2.7358	0.1	8136.6
22	2.0217	3.3252	0.1	14142
23	1.8944	2.8641	0.1	11323
24	3.4171	2.2963	0.1	4208.6
25	2.1562	3.2737	0.1	11925
26	2.0371	2.8674	0.1	10303
27	2.0833	2.	0.1	28967
28	2.1667	1.	0.1	6510.4
29	2.1667	1.5	0.1	10441
30	2.1667	2.	0.1	16467
31	2.	2.	0.1	20357
32	2.	1.5	0.1	8089.
33	2.	1.	0.1	9314.5
34	2.1667	4.75	0.1	7450.
35	2.1667	4.	0.1	17192
36	2.	4.	0.1	21913
37	2.	4.5	0.1	10518
38	2.	5.	0.1	3910.4
39	2.1667	6.	0.1	5155.
40	7.625	6.	0.1	2243.
41	13.083	6.	0.1	2034.9
42	24.	6.	0.1	1170.5
43	2.6226e-014	3.	0.1	2771.8
44	3.937e-014	6.	0.1	1638.8
45	1.	6.	0.1	3263.5
46	2.	6.	0.1	2808.5
47	24.	0.	0.1	1165.9
48	13.083	0.	0.1	2062.7
49	7.625	0.	0.1	2285.1
50	2.1667	0.	0.1	5123.5
51	2.	0.	0.1	3568.3
52	0.	0.	0.1	2066.
53	2.	0.	0.	3568.3
54	0.	0.	0.	2066.
55	7.625	0.	0.	2285.1
56	13.083	0.	0.	2062.7
57	2.1667	0.	0.	5123.5
58	24.	0.	0.	1165.9
59	1.	6.	0.	3263.5
60	2.	6.	0.	2808.5
61	3.937e-014	6.	0.	1638.8
62	2.6226e-014	3.	0.	2771.8
63	24.	6.	0.	1170.5
64	13.083	6.	0.	2034.9
65	7.625	6.	0.	2243.
66	2.1667	6.	0.	5155.
67	2.	4.5	0.	10518
68	2.	5.	0.	3910.4
69	2.	4.	0.	21913
70	2.1667	4.75	0.	7450.
71	2.1667	4.	0.	17192
72	2.	1.5	0.	8089.
73	2.	1.	0.	9314.5
74	2.	2.	0.	20357
75	2.1667	1.	0.	6510.4
76	2.1667	1.5	0.	10441
77	2.1667	2.	0.	16467
78	2.0833	2.	0.	28967
79	2.0967	3.0705	0.	11003
80	1.9658	2.8657	0.	10757
81	1.9785	3.035	0.	11318
82	2.0371	2.8674	5.e-002	1132.2
83	2.0602	2.4337	0.	19543
84	2.089	3.2995	0.	12975
85	2.7135	3.2265	0.	8718.5
86	2.1562	3.2737	5.e-002	1055.9
87	2.1614	3.6368	0.	14158
88	2.1614	2.6368	0.	13836
89	3.9218	1.9911	0.	3585.4
90	3.3439	2.7378	0.	4939.2
91	3.4171	2.2963	5.e-002	410.58
92	2.7919	1.8982	0.	7144.9
93	1.802	3.0796	0.	10114
94	1.8944	2.8641	5.e-002	1006.7
95	1.9472	2.432	0.	15383
96	1.9707	3.2639	0.	13151
97	2.0217	3.3252	5.e-002	2013.2
