Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	13.6	2.1818	0.	-8.8249e-004
2	13.6	2.3636	0.	-6.992e-004
3	13.6	2.5455	0.	-6.181e-004
4	13.6	2.7273	0.	-5.7619e-004
5	13.6	2.9091	0.	-5.5833e-004
6	13.6	3.0909	0.	-5.5833e-004
7	13.6	3.2727	0.	-5.7619e-004
8	13.6	3.4545	0.	-6.181e-004
9	13.6	3.6364	0.	-6.992e-004
10	13.6	3.8182	0.	-8.8249e-004
11	13.767	2.1818	0.	-8.7593e-004
12	13.767	2.3636	0.	-6.9674e-004
13	13.767	2.5455	0.	-6.1387e-004
14	13.767	2.7273	0.	-5.7149e-004
15	13.767	2.9091	0.	-5.5339e-004
16	13.767	3.0909	0.	-5.5339e-004
17	13.767	3.2727	0.	-5.7149e-004
18	13.767	3.4545	0.	-6.1387e-004
19	13.767	3.6364	0.	-6.9674e-004
20	13.767	3.8182	0.	-8.7593e-004
21	13.416	5.8182	0.	-4.9317e-005
22	13.416	5.6364	0.	-7.0219e-005
23	13.416	5.4545	0.	-9.5498e-005
24	13.416	5.2727	0.	-1.2331e-004
25	13.416	5.0909	0.	-1.5451e-004
26	13.416	4.9091	0.	-1.9082e-004
27	13.416	4.7273	0.	-2.3528e-004
28	13.416	4.5455	0.	-2.9357e-004
29	13.416	4.3636	0.	-3.7785e-004
30	13.416	4.1818	0.	-5.2077e-004
31	13.416	4.	0.	-6.6465e-004
32	13.416	3.8182	0.	-6.5521e-004
33	13.416	3.6364	0.	-6.1794e-004
34	13.416	3.4545	0.	-5.7598e-004
35	13.416	3.2727	0.	-5.5124e-004
36	13.416	3.0909	0.	-5.3944e-004
37	13.416	2.9091	0.	-5.3944e-004
38	13.416	2.7273	0.	-5.5124e-004
39	13.416	2.5455	0.	-5.7598e-004
40	13.416	2.3636	0.	-6.1794e-004
41	13.416	2.1818	0.	-6.5521e-004
42	13.416	2.	0.	-6.6465e-004
43	13.416	1.8182	0.	-5.2077e-004
44	13.416	1.6364	0.	-3.7785e-004
45	13.416	1.4545	0.	-2.9357e-004
46	13.416	1.2727	0.	-2.3528e-004
47	13.416	1.0909	0.	-1.9082e-004
48	13.416	0.90909	0.	-1.5451e-004
49	13.416	0.72727	0.	-1.2331e-004
50	13.416	0.54545	0.	-9.5498e-005
51	13.416	0.36364	0.	-7.0219e-005
52	13.416	0.18182	0.	-4.9317e-005
53	13.232	5.8182	0.	-7.7817e-005
54	13.232	5.6364	0.	-8.9724e-005
55	13.232	5.4545	0.	-1.086e-004
56	13.232	5.2727	0.	-1.3202e-004
57	13.232	5.0909	0.	-1.5966e-004
58	13.232	4.9091	0.	-1.9229e-004
59	13.232	4.7273	0.	-2.3176e-004
60	13.232	4.5455	0.	-2.8022e-004
61	13.232	4.3636	0.	-3.4164e-004
62	13.232	4.1818	0.	-4.1089e-004
63	13.232	4.	0.	-4.655e-004
64	13.232	3.8182	0.	-5.0403e-004
65	13.232	3.6364	0.	-5.1615e-004
66	13.232	3.4545	0.	-5.1403e-004
67	13.232	3.2727	0.	-5.078e-004
68	13.232	3.0909	0.	-5.0378e-004
69	13.232	2.9091	0.	-5.0378e-004
70	13.232	2.7273	0.	-5.078e-004
71	13.232	2.5455	0.	-5.1403e-004
72	13.232	2.3636	0.	-5.1615e-004
73	13.232	2.1818	0.	-5.0403e-004
74	13.232	2.	0.	-4.655e-004
75	13.232	1.8182	0.	-4.1089e-004
76	13.232	1.6364	0.	-3.4164e-004
77	13.232	1.4545	0.	-2.8022e-004
78	13.232	1.2727	0.	-2.3176e-004
79	13.232	1.0909	0.	-1.9229e-004
80	13.232	0.90909	0.	-1.5966e-004
81	13.232	0.72727	0.	-1.3202e-004
82	13.232	0.54545	0.	-1.086e-004
83	13.232	0.36364	0.	-8.9724e-005
84	13.232	0.18182	0.	-7.7817e-005
85	13.049	5.8182	0.	-1.0792e-004
