Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	2.8532	2.961	0.	1.1115e-004
2	4.56	2.1909	0.	4.6547e-005
3	3.8929	4.6148	0.	4.9912e-005
4	1.753	0.91233	0.	3.632e-005
5	2.117	2.2971	0.	6.8773e-005
6	3.9223	0.48515	0.	2.9804e-005
7	1.7634	5.1561	0.	4.0144e-005
8	3.852	5.472	0.	3.6863e-005
9	3.8316	3.6893	0.	4.4926e-005
10	1.7967	3.1814	0.	7.8755e-005
11	5.7102	3.3316	0.	3.2293e-005
12	0.86451	4.9177	0.	7.8441e-005
13	1.0372	2.5082	0.	9.2082e-005
14	0.87421	1.1589	0.	7.9067e-005
15	4.9514	0.63526	0.	3.6804e-005
16	5.7342	1.1994	0.	3.3401e-005
17	7.1586	1.1519	0.	2.8611e-005
18	8.3796	1.1657	0.	2.3487e-005
19	9.5385	1.1687	0.	2.04e-005
20	10.672	1.17	0.	1.7458e-005
21	11.794	1.1688	0.	1.4956e-005
22	12.905	1.1695	0.	1.264e-005
23	14.012	1.1702	0.	1.0503e-005
24	15.119	1.1712	0.	8.5553e-006
25	16.225	1.1734	0.	6.8191e-006
26	17.331	1.1762	0.	5.2998e-006
27	18.437	1.1796	0.	4.0053e-006
28	19.545	1.181	0.	2.9292e-006
29	20.662	1.1923	0.	2.0726e-006
30	21.772	1.1929	0.	1.4356e-006
31	22.885	1.1948	0.	9.9804e-007
32	22.874	2.3929	0.	1.3414e-006
33	22.876	3.6027	0.	1.3432e-006
34	22.884	4.7987	0.	9.9888e-007
35	21.766	4.7958	0.	1.4364e-006
36	20.647	4.7962	0.	2.0752e-006
37	19.538	4.7763	0.	2.9277e-006
38	18.428	4.7328	0.	4.0109e-006
39	17.322	4.6965	0.	5.3034e-006
40	16.219	4.6767	0.	6.8188e-006
41	15.115	4.6704	0.	8.5501e-006
42	14.012	4.6685	0.	1.0487e-005
43	12.905	4.669	0.	1.2618e-005
44	11.798	4.6678	0.	1.488e-005
45	10.667	4.7445	0.	1.7286e-005
46	9.5212	4.7463	0.	2.0438e-005
47	8.3457	4.7388	0.	2.4759e-005
48	7.0852	4.697	0.	2.9703e-005
49	5.6448	4.5319	0.	3.6056e-005
50	4.7732	5.1122	0.	3.9628e-005
51	5.8751	2.2253	0.	3.1249e-005
52	7.1226	2.2742	0.	2.9672e-005
53	8.3227	2.3298	0.	2.4072e-005
54	9.4926	2.3445	0.	2.0649e-005
55	10.647	2.3377	0.	1.7259e-005
56	11.779	2.3358	0.	1.4896e-005
57	12.901	2.3452	0.	1.2683e-005
58	14.009	2.3476	0.	1.0613e-005
59	15.116	2.3496	0.	8.7083e-006
60	16.222	2.3534	0.	7.0006e-006
61	17.329	2.3572	0.	5.4975e-006
62	18.435	2.3613	0.	4.2153e-006
63	19.543	2.3678	0.	3.1513e-006
64	20.651	2.3873	0.	2.3203e-006
65	21.757	2.3964	0.	1.7195e-006
66	21.76	3.5973	0.	1.7251e-006
67	20.649	3.5888	0.	2.3272e-006
68	19.538	3.5709	0.	3.1634e-006
69	18.435	3.5485	0.	4.2144e-006
70	17.322	3.5274	0.	5.5129e-006
71	16.218	3.5166	0.	7.0094e-006
72	15.113	3.5094	0.	8.7187e-006
73	14.007	3.5061	0.	1.0612e-005
74	12.898	3.504	0.	1.2662e-005
75	11.772	3.5121	0.	1.4859e-005
76	10.635	3.532	0.	1.7326e-005
77	9.4789	3.5413	0.	2.0827e-005
78	8.2895	3.5225	0.	2.4895e-005
79	7.056	3.4488	0.	3.0425e-005
80	3.6197	5.0327	0.	3.7609e-005
81	1.8526	1.6897	0.	5.3154e-005
82	2.4237	2.654	0.	8.9226e-005
83	2.4105	3.5399	0.	8.6181e-005
84	4.2431	2.9088	0.	5.1186e-005
85	2.4109	4.0019	0.	1.3548e-004
86	2.6929	3.7864	0.	2.0291e-004
87	4.4064	1.5335	0.	4.266e-005
88	2.9188	3.9214	0.	2.0878e-004
89	3.3656	2.6201	0.	9.3751e-005
90	4.0576	1.0125	0.	3.4635e-005
91	3.358	3.3141	0.	9.4113e-005
92	1.7883	4.1928	0.	5.3407e-005
93	0.87554	3.7785	0.	9.6173e-005
94	0.87554	3.7785	0.1	1.5115e-004
95	1.7883	4.1928	0.1	1.4976e-004
96	3.358	3.3141	0.1	2.5328e-004
97	4.0576	1.0125	0.1	8.3875e-005
98	3.3656	2.6201	0.1	1.9715e-004
99	2.9188	3.9214	0.1	5.3204e-004
100	4.4064	1.5335	0.1	1.0621e-004
101	2.6929	3.7864	0.1	3.4078e-004
102	2.4109	4.0019	0.1	2.5962e-004
103	4.2431	2.9088	0.1	1.3972e-004
104	2.4105	3.5399	0.1	2.1683e-004
105	2.4237	2.654	0.1	1.9362e-004
106	1.8526	1.6897	0.1	1.4939e-004
107	3.6197	5.0327	0.1	6.4096e-005
108	7.056	3.4488	0.1	8.3372e-005
109	8.2895	3.5225	0.1	7.2036e-005
110	9.4789	3.5413	0.1	6.1503e-005
111	10.635	3.532	0.1	5.2366e-005
112	11.772	3.5121	0.1	4.4085e-005
113	12.898	3.504	0.1	3.6571e-005
114	14.007	3.5061	0.1	2.9799e-005
115	15.113	3.5094	0.1	2.3744e-005
116	16.218	3.5166	0.1	1.8386e-005
117	17.322	3.5274	0.1	1.3729e-005
118	18.435	3.5485	0.1	9.7611e-006
119	19.538	3.5709	0.1	6.5243e-006
120	20.649	3.5888	0.1	3.9815e-006
121	21.76	3.5973	0.1	2.15e-006
122	21.757	2.3964	0.1	2.1535e-006
123	20.651	2.3873	0.1	3.9817e-006
124	19.543	2.3678	0.1	6.5059e-006
125	18.435	2.3613	0.1	9.7566e-006
126	17.329	2.3572	0.1	1.3703e-005
127	16.222	2.3534	0.1	1.8368e-005
128	15.116	2.3496	0.1	2.3732e-005
129	14.009	2.3476	0.1	2.9792e-005
130	12.901	2.3452	0.1	3.6563e-005
131	11.779	2.3358	0.1	4.4096e-005
132	10.647	2.3377	0.1	5.2396e-005
133	9.4926	2.3445	0.1	6.1504e-005
134	8.3227	2.3298	0.1	7.139e-005
135	7.1226	2.2742	0.1	8.3006e-005
136	5.8751	2.2253	0.1	9.2716e-005
137	4.7732	5.1122	0.1	1.0202e-004
138	5.6448	4.5319	0.1	9.2751e-005
139	7.0852	4.697	0.1	8.3406e-005
140	8.3457	4.7388	0.1	7.1717e-005
141	9.5212	4.7463	0.1	6.1347e-005
142	10.667	4.7445	0.1	5.2331e-005
143	11.798	4.6678	0.1	4.405e-005
144	12.905	4.669	0.1	3.6592e-005
145	14.012	4.6685	0.1	2.9815e-005
146	15.115	4.6704	0.1	2.3751e-005
147	16.219	4.6767	0.1	1.839e-005
148	17.322	4.6965	0.1	1.3722e-005
149	18.428	4.7328	0.1	9.7623e-006
150	19.538	4.7763	0.1	6.488e-006
151	20.647	4.7962	0.1	3.9249e-006
152	21.766	4.7958	0.1	2.0475e-006
153	22.884	4.7987	0.1	8.7137e-007
154	22.876	3.6027	0.1	1.0083e-006
155	22.874	2.3929	0.1	1.0078e-006
156	22.885	1.1948	0.1	8.6918e-007
157	21.772	1.1929	0.1	2.0334e-006
158	20.662	1.1923	0.1	3.8946e-006
159	19.545	1.181	0.1	6.4646e-006
160	18.437	1.1796	0.1	9.7215e-006
161	17.331	1.1762	0.1	1.3688e-005
162	16.225	1.1734	0.1	1.8359e-005
163	15.119	1.1712	0.1	2.3739e-005
164	14.012	1.1702	0.1	2.9827e-005
165	12.905	1.1695	0.1	3.6624e-005
166	11.794	1.1688	0.1	4.4158e-005
167	10.672	1.17	0.1	5.247e-005
168	9.5385	1.1687	0.1	6.152e-005
169	8.3796	1.1657	0.1	7.1147e-005
170	7.1586	1.1519	0.1	8.2424e-005
171	5.7342	1.1994	0.1	9.3124e-005
172	4.9514	0.63526	0.1	9.6497e-005
173	0.87421	1.1589	0.1	1.2886e-004
174	1.0372	2.5082	0.1	1.513e-004
175	0.86451	4.9177	0.1	1.2913e-004
176	5.7102	3.3316	0.1	9.6436e-005
177	1.7967	3.1814	0.1	1.8957e-004
178	3.8316	3.6893	0.1	1.4286e-004
179	3.852	5.472	0.1	7.3618e-005
180	1.7634	5.1561	0.1	1.1497e-004
181	3.9223	0.48515	0.1	6.5668e-005
182	2.117	2.2971	0.1	1.8857e-004
183	1.753	0.91233	0.1	1.15e-004
184	3.8929	4.6148	0.1	9.9408e-005
185	4.56	2.1909	0.1	1.1403e-004
186	2.8532	2.961	0.1	2.4126e-004
187	2.9467	4.	0.	2.1727e-004
188	2.9467	4.5	0.	9.5831e-005
189	2.9467	5.	0.	5.6205e-005
190	2.9467	5.5	0.	1.2954e-005
191	2.78	4.	0.	3.6514e-004
192	2.78	5.5	0.	2.1029e-005
193	2.78	5.	0.	5.1448e-005
194	2.78	4.5	0.	1.3287e-004
195	2.9467	2.	0.	1.1712e-004
196	2.9467	1.5	0.	7.8063e-005
197	2.9467	1.	0.	6.4552e-005
198	2.9467	0.5	0.	2.3282e-005
199	2.78	2.	0.	2.2373e-004
200	2.78	0.5	0.	2.7656e-005
201	2.78	1.	0.	4.1591e-005
202	2.78	1.5	0.	8.1598e-005
203	2.9467	6.	0.	1.6506e-005
204	4.0547	6.	0.	2.4908e-005
205	5.1628	6.	0.	3.855e-005
206	6.2709	6.	0.	3.4975e-005
207	7.3789	6.	0.	2.9222e-005
208	8.487	6.	0.	2.3085e-005
209	9.5951	6.	0.	2.0699e-005
210	10.703	6.	0.	1.7891e-005
211	11.811	6.	0.	1.5193e-005
212	12.919	6.	0.	1.2935e-005
213	14.027	6.	0.	1.0765e-005
214	15.135	6.	0.	8.7883e-006
215	16.244	6.	0.	7.0361e-006
216	17.352	6.	0.	5.5069e-006
217	18.46	6.	0.	4.1893e-006
218	19.568	6.	0.	3.0741e-006
219	20.676	6.	0.	2.1576e-006
220	21.784	6.	0.	1.4342e-006
221	22.892	6.	0.	8.8038e-007
222	24.	6.	0.	4.8111e-007
223	24.	4.8	0.	7.7365e-007
224	24.	3.6	0.	1.1562e-006
225	24.	2.4	0.	1.1576e-006
226	24.	1.2	0.	7.7291e-007
227	1.049e-014	1.2	0.	5.8457e-007
228	2.0981e-014	2.4	0.	4.711e-007
229	3.1471e-014	3.6	0.	3.7097e-007
230	4.1961e-014	4.8	0.	9.22e-007
231	24.	0.	0.	4.786e-007
