Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	4.833	2.6979	0.	-1.9178e-004
2	5.71	3.5087	0.	-1.5e-004
3	4.4505	2.2234	0.	-1.4589e-004
4	6.2827	3.9964	0.	-1.1195e-004
5	6.8179	2.6167	0.	-9.1096e-005
6	2.6185	3.6736	0.	-1.3365e-004
7	9.3132	2.3979	0.	-6.0726e-005
8	10.582	2.4252	0.	-5.2298e-005
9	11.94	2.4143	0.	-4.2536e-005
10	13.289	2.4031	0.	-3.3877e-005
11	14.633	2.3645	0.	-2.6177e-005
12	15.98	2.3839	0.	-1.9464e-005
13	17.307	2.3909	0.	-1.3823e-005
14	18.618	2.3862	0.	-9.192e-006
15	19.907	2.4424	0.	-5.7824e-006
16	21.208	2.9676	0.	-3.1276e-006
17	13.294	3.5164	0.	-3.3784e-005
18	11.936	3.5728	0.	-4.2647e-005
19	10.552	3.5967	0.	-5.2225e-005
20	7.8563	3.2537	0.	-7.9748e-005
21	5.2425	3.3266	0.	-2.1325e-004
22	5.4103	2.7526	0.	-1.8945e-004
23	22.646	1.4983	0.	-1.1639e-006
24	22.632	2.9943	0.	-1.2542e-006
25	22.654	4.4861	0.	-1.1614e-006
26	21.358	4.5402	0.	-2.6283e-006
27	20.019	4.6786	0.	-5.4066e-006
28	18.648	4.7342	0.	-9.1119e-006
29	17.309	4.7515	0.	-1.3807e-005
30	15.967	4.7577	0.	-1.9554e-005
31	14.631	4.7478	0.	-2.6295e-005
32	13.295	4.7342	0.	-3.4002e-005
33	11.957	4.7342	0.	-4.2771e-005
34	10.619	4.7342	0.	-5.2565e-005
35	9.308	4.865	0.	-6.0039e-005
36	7.9983	5.1567	0.	-6.8523e-005
37	6.6611	5.3939	0.	-6.0909e-005
38	6.5169	4.842	0.	-6.7356e-005
39	6.3262	4.3671	0.	-9.8528e-005
40	6.7853	0.91516	0.	-6.5669e-005
41	8.0833	1.0678	0.	-6.9204e-005
42	9.3528	1.1636	0.	-6.0877e-005
43	10.639	1.2053	0.	-5.185e-005
44	11.954	1.223	0.	-4.2642e-005
45	13.294	1.225	0.	-3.4024e-005
46	14.633	1.2453	0.	-2.6282e-005
47	15.973	1.228	0.	-1.9545e-005
48	17.312	1.2137	0.	-1.3796e-005
49	18.638	1.2356	0.	-9.1229e-006
50	20.003	1.2925	0.	-5.4477e-006
51	21.338	1.4294	0.	-2.6578e-006
52	3.7407	0.7629	0.	-9.7645e-005
53	3.9032	1.4162	0.	-1.0371e-004
54	4.169	1.8883	0.	-1.3043e-004
55	1.2858	1.4051	0.	-1.3343e-004
56	2.4653	1.1204	0.	-1.2676e-004
