Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	3.3074	3.3734	0.	5.0082e-005
2	3.4437	2.5644	0.	3.4623e-005
3	4.3443	3.3454	0.	2.3495e-005
4	0.97402	0.81645	0.	1.6341e-005
5	3.5752	0.76388	0.	2.5233e-005
6	1.559	4.058	0.	-8.7275e-007
7	3.565	4.6896	0.	3.1281e-005
8	3.0918	5.0521	0.	2.0525e-005
9	0.84791	4.335	0.	4.8838e-005
10	3.2603	5.4612	0.	2.1762e-005
11	4.4147	2.1515	0.	1.9038e-005
12	5.4243	3.4801	0.	2.4959e-005
13	4.6586	1.025	0.	3.1873e-005
14	5.7267	1.146	0.	2.7304e-005
15	6.8663	1.1892	0.	2.5698e-005
16	8.0236	1.2085	0.	2.3353e-005
17	9.1811	1.2162	0.	2.0839e-005
18	10.336	1.2026	0.	1.8094e-005
19	11.477	1.2142	0.	1.5065e-005
20	12.619	1.2175	0.	1.239e-005
21	13.746	1.2157	0.	9.9763e-006
22	14.882	1.2054	0.	7.8466e-006
23	16.02	1.1958	0.	5.9494e-006
24	17.162	1.1916	0.	4.3113e-006
25	18.301	1.1917	0.	2.9189e-006
26	19.439	1.192	0.	1.7898e-006
27	20.579	1.1914	0.	9.0959e-007
28	21.718	1.1909	0.	2.806e-007
29	22.858	1.1976	0.	-9.7972e-008
30	22.855	2.4018	0.	-2.4365e-007
31	22.852	3.6001	0.	-2.4251e-007
32	22.856	4.7984	0.	-9.6056e-008
33	21.711	4.8009	0.	2.8577e-007
34	20.57	4.7898	0.	9.1901e-007
35	19.43	4.7842	0.	1.804e-006
36	18.289	4.7821	0.	2.939e-006
37	17.151	4.7807	0.	4.3213e-006
38	16.019	4.7928	0.	5.9537e-006
39	14.883	4.8124	0.	7.8381e-006
40	13.747	4.8221	0.	9.9911e-006
41	12.604	4.8282	0.	1.2413e-005
42	11.459	4.8212	0.	1.5128e-005
43	10.308	4.8095	0.	1.8144e-005
44	9.1445	4.8033	0.	2.0898e-005
45	7.9497	4.7871	0.	2.3462e-005
46	6.7037	4.7599	0.	2.6077e-005
47	5.3015	4.7447	0.	2.7171e-005
48	4.3211	5.2616	0.	3.2225e-005
49	5.6084	2.3026	0.	2.2753e-005
50	6.7871	2.3812	0.	2.3405e-005
51	7.9816	2.4065	0.	2.2369e-005
52	9.1595	2.4166	0.	2.0413e-005
53	10.327	2.4198	0.	1.8037e-005
54	11.471	2.4286	0.	1.5045e-005
55	12.603	2.4361	0.	1.234e-005
56	13.736	2.4283	0.	9.917e-006
57	14.865	2.4064	0.	7.7456e-006
58	16.011	2.3914	0.	5.8578e-006
59	17.153	2.3892	0.	4.1965e-006
60	18.291	2.3902	0.	2.8069e-006
61	19.431	2.3925	0.	1.6716e-006
62	20.57	2.3959	0.	7.8596e-007
63	21.712	2.4001	0.	1.5395e-007
64	21.706	3.5962	0.	1.5676e-007
65	20.564	3.5888	0.	7.9107e-007
66	19.424	3.5835	0.	1.6772e-006
67	18.284	3.5808	0.	2.8166e-006
68	17.146	3.5792	0.	4.2032e-006
69	16.009	3.5934	0.	5.8517e-006
70	14.868	3.6105	0.	7.7462e-006
71	13.737	3.6477	0.	9.9159e-006
72	12.603	3.6474	0.	1.2319e-005
73	11.466	3.6449	0.	1.5049e-005
74	10.314	3.622	0.	1.8035e-005
75	9.1347	3.6154	0.	2.036e-005
76	7.9335	3.6017	0.	2.2477e-005
77	6.6937	3.5624	0.	2.4002e-005
78	4.0129	4.1393	0.	2.4256e-005
79	1.1067	1.3596	0.	-4.0735e-006
80	1.9495	3.8998	0.	7.8596e-005
81	2.5598	2.5895	0.	6.7531e-005
82	3.0685	2.	0.	2.0909e-005
83	3.4416	1.4466	0.	3.3626e-005
84	2.8705	3.3172	0.	1.8881e-005
85	2.7421	3.0158	0.	5.4181e-005
86	2.1322	3.8728	0.	1.0004e-004
87	2.1322	3.8728	0.1	-1.0004e-004
88	2.7421	3.0158	0.1	-5.4181e-005
89	2.8705	3.3172	0.1	-1.8881e-005
90	3.4416	1.4466	0.1	-3.3626e-005
91	3.0685	2.	0.1	-2.0909e-005
92	2.5598	2.5895	0.1	-6.7531e-005
93	1.9495	3.8998	0.1	-7.8596e-005
94	1.1067	1.3596	0.1	4.0735e-006
95	4.0129	4.1393	0.1	-2.4256e-005
96	6.6937	3.5624	0.1	-2.4002e-005
97	7.9335	3.6017	0.1	-2.2477e-005
