Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	2.3804	3.4355	0.	4.2344e-002
2	1.6243	3.1518	0.	1.8322e-002
3	0.96919	3.6735	0.	5.9831e-003
4	4.1968	3.7471	0.	0.1427
5	2.7325	1.862	0.	5.4168e-002
6	0.91847	2.5259	0.	5.2844e-003
7	0.96964	4.9792	0.	4.1534e-003
8	0.93246	1.0307	0.	3.5427e-003
9	2.1482	3.5684	0.	3.2766e-002
10	21.656	4.031	0.	2.322
11	19.311	4.0273	0.	1.9559
12	16.961	4.0214	0.	1.6007
13	14.542	4.0164	0.	1.2531
14	12.01	3.9993	0.	0.91674
15	8.9884	3.8285	0.	0.56411
16	7.5101	2.6319	0.	0.41408
17	4.2544	4.7872	0.	0.14428
18	21.772	2.0436	0.	2.3396
19	4.212	0.84326	0.	0.13714
20	6.0314	1.2609	0.	0.27686
21	8.4849	1.4082	0.	0.50733
22	10.405	1.8812	0.	0.72049
23	12.536	2.0445	0.	0.98313
24	14.881	2.0382	0.	1.2998
25	17.186	2.0329	0.	1.6333
26	19.488	2.0176	0.	1.9826
27	1.2769	1.5957	0.	7.9736e-003
28	3.1829	1.4865	0.	7.6251e-002
29	3.6306	2.8344	0.	0.10683
30	5.9368	3.2577	0.	0.27379
31	2.0838	2.8924	0.	3.1477e-002
32	2.3089	2.8829	0.	3.9618e-002
33	6.7325	4.5869	0.	0.34043
34	4.7798	2.1413	0.	0.18261
35	4.7798	2.1413	0.1	0.18261
36	6.7325	4.5869	0.1	0.34043
37	2.3089	2.8829	0.1	3.9618e-002
38	2.0838	2.8924	0.1	3.1477e-002
39	5.9368	3.2577	0.1	0.27379
40	3.6306	2.8344	0.1	0.10683
41	3.1829	1.4865	0.1	7.6251e-002
42	1.2769	1.5957	0.1	7.9736e-003
43	19.488	2.0176	0.1	1.9826
44	17.186	2.0329	0.1	1.6333
45	14.881	2.0382	0.1	1.2998
46	12.536	2.0445	0.1	0.98313
47	10.405	1.8812	0.1	0.72049
