Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	5.111	2.4358	0.	63.195
2	5.4724	2.8677	0.	77.571
3	6.1887	2.4811	0.	-262.82
4	3.6484	3.2701	0.	-193.37
5	6.8051	3.0899	0.	-23.874
6	3.3832	1.1881	0.	-104.86
7	8.2154	2.2793	0.	-146.05
8	3.2148	4.5418	0.	-148.24
9	1.6293	4.1359	0.	-182.54
10	1.8576	2.1122	0.	-226.21
11	4.9976	2.9092	0.	53.036
12	5.2283	2.3927	0.	182.7
13	21.924	4.0041	0.	-3.2707
14	19.837	3.9972	0.	-3.2055
15	17.76	3.9535	0.	-3.144
16	15.675	3.9536	0.	-3.9701
17	13.535	3.9387	0.	0.40454
18	11.497	4.067	0.	-11.034
19	9.4505	4.4632	0.	-2.2471
20	7.0184	5.1751	0.	4.5783
21	7.2784	3.9133	0.	-57.427
22	21.923	2.0168	0.	-3.3086
23	9.0884	3.2235	0.	-42.232
24	11.035	2.0131	0.	-42.735
25	13.463	1.9909	0.	1.4482
26	15.636	1.9788	0.	-4.7348
27	17.749	1.978	0.	-2.963
28	19.846	1.9943	0.	-3.1284
29	6.8561	1.7217	0.	-42.378
30	3.8556	1.9217	0.	-74.896
31	4.4484	3.2151	0.	-20.912
32	4.5955	2.6058	0.	-162.4
33	6.984	0.78091	0.	8.9839
34	9.1169	1.2525	0.	-23.258
35	9.1169	1.2525	0.1	23.258
36	6.984	0.78091	0.1	-8.9839
37	4.5955	2.6058	0.1	162.4
38	4.4484	3.2151	0.1	20.912
39	3.8556	1.9217	0.1	74.896
40	6.8561	1.7217	0.1	42.378
41	19.846	1.9943	0.1	3.1284
42	17.749	1.978	0.1	2.963
43	15.636	1.9788	0.1	4.7348
44	13.463	1.9909	0.1	-1.4482
45	11.035	2.0131	0.1	42.735
46	9.0884	3.2235	0.1	42.232
47	21.923	2.0168	0.1	3.3086
48	7.2784	3.9133	0.1	57.427
49	7.0184	5.1751	0.1	-4.5783
50	9.4505	4.4632	0.1	2.2471
51	11.497	4.067	0.1	11.034
52	13.535	3.9387	0.1	-0.40454
53	15.675	3.9536	0.1	3.9701
54	17.76	3.9535	0.1	3.144
55	19.837	3.9972	0.1	3.2055
56	21.924	4.0041	0.1	3.2707
57	5.2283	2.3927	0.1	-182.7
58	4.9976	2.9092	0.1	-53.036
59	1.8576	2.1122	0.1	226.21
60	1.6293	4.1359	0.1	182.54
61	3.2148	4.5418	0.1	148.24
62	8.2154	2.2793	0.1	146.05
63	3.3832	1.1881	0.1	104.86
64	6.8051	3.0899	0.1	23.874
65	3.6484	3.2701	0.1	193.37
66	6.1887	2.4811	0.1	262.82
67	5.4724	2.8677	0.1	-77.571
68	5.111	2.4358	0.1	-63.195
69	5.2667	5.	0.1	38.256
70	5.2667	4.5	0.1	70.916
71	5.2667	4.	0.1	489.14
72	5.1	4.	0.1	665.57
73	5.1	4.5	0.1	275.92
74	5.1	5.	0.1	163.44
75	5.2667	1.	0.1	91.047
76	5.2667	1.5	0.1	159.55
77	5.2667	2.	0.1	703.24
78	5.1	2.	0.1	464.41
79	5.1	1.5	0.1	240.49
