Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	5.111	2.4358	0.	6.0808e-005
2	5.4724	2.8677	0.	5.1439e-005
3	6.1887	2.4811	0.	1.7672e-005
4	3.6484	3.2701	0.	2.5733e-005
5	6.8051	3.0899	0.	3.0112e-005
6	3.3832	1.1881	0.	2.5635e-005
7	8.2154	2.2793	0.	9.3851e-006
8	3.2148	4.5418	0.	2.5216e-005
9	1.6293	4.1359	0.	9.6821e-006
10	1.8576	2.1122	0.	3.8399e-006
11	4.9976	2.9092	0.	5.3977e-005
12	5.2283	2.3927	0.	7.6515e-005
13	21.924	4.0041	0.	1.5973e-007
14	19.837	3.9972	0.	1.4367e-006
15	17.76	3.9535	0.	3.5375e-006
16	15.675	3.9536	0.	6.4751e-006
17	13.535	3.9387	0.	1.0606e-005
18	11.497	4.067	0.	1.3453e-005
19	9.4505	4.4632	0.	1.8451e-005
20	7.0184	5.1751	0.	2.3705e-005
21	7.2784	3.9133	0.	2.0566e-005
22	21.923	2.0168	0.	1.4372e-007
23	9.0884	3.2235	0.	1.7784e-005
24	11.035	2.0131	0.	1.1773e-005
25	13.463	1.9909	0.	1.1053e-005
26	15.636	1.9788	0.	6.5786e-006
27	17.749	1.978	0.	3.5961e-006
28	19.846	1.9943	0.	1.4418e-006
29	6.8561	1.7217	0.	2.3747e-005
30	3.8556	1.9217	0.	2.5582e-005
31	4.4484	3.2151	0.	2.7308e-005
32	4.5955	2.6058	0.	2.9638e-005
33	6.984	0.78091	0.	1.8436e-005
34	9.1169	1.2525	0.	1.7749e-005
35	9.1169	1.2525	0.1	-1.7749e-005
36	6.984	0.78091	0.1	-1.8436e-005
37	4.5955	2.6058	0.1	-2.9638e-005
38	4.4484	3.2151	0.1	-2.7308e-005
39	3.8556	1.9217	0.1	-2.5582e-005
40	6.8561	1.7217	0.1	-2.3747e-005
41	19.846	1.9943	0.1	-1.4418e-006
42	17.749	1.978	0.1	-3.5961e-006
43	15.636	1.9788	0.1	-6.5786e-006
44	13.463	1.9909	0.1	-1.1053e-005
45	11.035	2.0131	0.1	-1.1773e-005
46	9.0884	3.2235	0.1	-1.7784e-005
